ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2452266,68032,2452333,57,502,9954,3414,70,414,15926,2617,408,1,1,16,1,3,188,80,1.04,1.68,1.20,38.40,96.00,83.20,134.40,6.04,9.60,4.00,86.40,92.44,90.40,96.44,3.20
2452266,68032,2452314,39,502,9954,3414,70,414,15926,2617,408,1,1,7,1,1,188,90,34.83,80.10,56.87,2090.70,5118.30,3134.70,7209.00,248.23,153.54,1368.90,4964.76,5212.99,6333.66,6581.89,1830.06
2452396,57826,2452484,103,479,13503,5472,492,612,19204,146,484,1,1,18,1,2,189,16,95.72,275.67,170.91,1676.16,2734.56,1531.52,4410.72,54.69,2050.92,1367.20,683.64,738.33,2050.84,2105.53,-847.88
2452396,57826,2452473,15,479,13503,5472,492,612,19204,146,484,1,1,17,1,3,189,88,15.59,19.48,7.98,1012.00,702.24,1371.92,1714.24,28.08,0.00,530.64,702.24,730.32,1232.88,1260.96,-669.68
2452396,57826,2452483,87,479,13503,5472,492,612,19204,146,484,1,1,12,1,1,189,64,4.19,10.81,7.13,235.52,456.32,268.16,691.84,36.50,0.00,145.28,456.32,492.82,601.60,638.10,188.16
2452396,57826,2452483,109,479,13503,5472,492,612,19204,146,484,1,1,10,1,3,189,93,81.48,204.51,14.31,17688.60,1330.83,7577.64,19019.43,39.92,0.00,3993.42,1330.83,1370.75,5324.25,5364.17,-6246.81
2452396,57826,2452498,6,479,13503,5472,492,612,19204,146,484,1,1,9,1,3,189,62,71.91,210.69,202.26,522.66,12540.12,4458.42,13062.78,250.80,0.00,5485.76,12540.12,12790.92,18025.88,18276.68,8081.70
2452396,57826,2452511,174,479,13503,5472,492,612,19204,146,484,1,1,13,1,2,189,32,83.92,227.42,13.64,6840.96,436.48,2685.44,7277.44,39.28,0.00,3201.92,436.48,475.76,3638.40,3677.68,-2248.96
2452396,57826,2452427,165,479,13503,5472,492,612,19204,146,484,1,1,16,1,3,189,33,33.26,64.52,27.09,1235.19,893.97,1097.58,2129.16,35.75,0.00,127.71,893.97,929.72,1021.68,1057.43,-203.61
2452396,57826,2452430,3,479,13503,5472,492,612,19204,146,484,1,1,20,1,3,189,19,91.91,163.59,75.25,1678.46,1429.75,1746.29,3108.21,42.89,0.00,497.23,1429.75,1472.64,1926.98,1969.87,-316.54
2452396,57826,2452439,78,479,13503,5472,492,612,19204,146,484,1,1,14,1,2,189,81,34.99,62.63,43.84,1521.99,3551.04,2834.19,5073.03,71.02,0.00,101.25,3551.04,3622.06,3652.29,3723.31,716.85
2452396,57826,2452427,147,479,13503,5472,492,612,19204,146,484,1,1,18,1,2,189,39,36.47,97.01,35.89,2383.68,1399.71,1422.33,3783.39,0.00,0.00,1702.35,1399.71,1399.71,3102.06,3102.06,-22.62
2452396,57826,2452478,115,479,13503,5472,492,612,19204,146,484,1,1,15,1,2,189,82,19.02,34.99,17.84,1406.30,1462.88,1559.64,2869.18,87.77,0.00,400.98,1462.88,1550.65,1863.86,1951.63,-96.76
2452396,57826,2452460,177,479,13503,5472,492,612,19204,146,484,1,1,15,1,1,189,79,11.97,27.53,9.91,1391.98,782.89,945.63,2174.87,28.18,78.28,43.45,704.61,732.79,748.06,776.24,-241.02
2452396,57826,2452496,61,479,13503,5472,492,612,19204,146,484,1,1,15,1,2,189,64,77.83,87.94,43.09,2870.40,2757.76,4981.12,5628.16,55.15,0.00,900.48,2757.76,2812.91,3658.24,3713.39,-2223.36
2450980,59821,2451056,79,259,17124,589,354,40,18346,6007,188,1,1,17,1,1,190,93,44.27,86.76,78.08,807.24,7261.44,4117.11,8068.68,290.45,0.00,1451.73,7261.44,7551.89,8713.17,9003.62,3144.33
2450980,59821,2451008,70,259,17124,589,354,40,18346,6007,188,1,1,5,1,2,190,30,90.50,174.66,113.52,1834.20,3405.60,2715.00,5239.80,4.76,3167.20,2148.30,238.40,243.16,2386.70,2391.46,-2476.60
2450980,59821,2451041,134,259,17124,589,354,40,18346,6007,188,1,1,20,1,3,190,16,71.70,152.72,125.23,439.84,2003.68,1147.20,2443.52,57.70,1282.35,219.84,721.33,779.03,941.17,998.87,-425.87
2450980,59821,2450985,136,259,17124,589,354,40,18346,6007,188,1,1,2,1,3,190,58,92.65,154.72,129.96,1436.08,7537.68,5373.70,8973.76,678.39,0.00,1884.42,7537.68,8216.07,9422.10,10100.49,2163.98
2450980,59821,2451039,49,259,17124,589,354,40,18346,6007,188,1,1,7,1,3,190,24,95.94,164.05,13.12,3622.32,314.88,2302.56,3937.20,3.14,0.00,629.76,314.88,318.02,944.64,947.78,-1987.68
2450980,59821,2451058,140,259,17124,589,354,40,18346,6007,188,1,1,9,1,1,190,77,8.94,26.46,1.32,1935.78,101.64,688.38,2037.42,3.04,0.00,40.04,101.64,104.68,141.68,144.72,-586.74
2450980,59821,2451021,116,259,17124,589,354,40,18346,6007,188,1,1,12,1,1,190,23,91.34,203.68,85.54,2717.22,1967.42,2100.82,4684.64,157.39,0.00,936.79,1967.42,2124.81,2904.21,3061.60,-133.40
2450980,59821,2451081,25,259,17124,589,354,40,18346,6007,188,1,1,3,1,1,190,21,4.86,8.35,0.41,166.74,8.61,102.06,175.35,0.51,0.00,13.86,8.61,9.12,22.47,22.98,-93.45
2450980,59821,2450981,169,259,17124,589,354,40,18346,6007,188,1,1,15,1,1,190,31,12.67,33.32,22.65,330.77,702.15,392.77,1032.92,21.06,0.00,51.46,702.15,723.21,753.61,774.67,309.38
2451859,32811,2451868,11,512,2010,452,275,308,14364,4925,323,1,1,5,1,1,191,31,11.77,15.18,9.71,169.57,301.01,364.87,470.58,6.02,0.00,42.16,301.01,307.03,343.17,349.19,-63.86
2451859,32811,2451910,55,512,2010,452,275,308,14364,4925,323,1,1,10,1,2,191,50,95.12,155.99,49.91,5304.00,2495.50,4756.00,7799.50,49.91,0.00,3743.50,2495.50,2545.41,6239.00,6288.91,-2260.50
2451859,32811,2451944,7,512,2010,452,275,308,14364,4925,323,1,1,19,1,3,191,75,9.65,15.44,5.40,753.00,405.00,723.75,1158.00,24.30,0.00,57.75,405.00,429.30,462.75,487.05,-318.75
2451859,32811,2451878,179,512,2010,452,275,308,14364,4925,323,1,1,7,1,3,191,62,51.50,87.55,18.38,4288.54,1139.56,3193.00,5428.10,68.37,0.00,759.50,1139.56,1207.93,1899.06,1967.43,-2053.44
2451859,32811,2451916,32,512,2010,452,275,308,14364,4925,323,1,1,14,1,3,191,41,6.88,11.35,11.35,0.00,465.35,282.08,465.35,27.92,0.00,32.39,465.35,493.27,497.74,525.66,183.27
2451859,32811,2451907,149,512,2010,452,275,308,14364,4925,323,1,1,10,1,2,191,73,84.75,207.63,99.66,7881.81,7275.18,6186.75,15156.99,582.01,0.00,3637.59,7275.18,7857.19,10912.77,11494.78,1088.43
2451859,32811,2451922,68,512,2010,452,275,308,14364,4925,323,1,1,1,1,1,191,30,54.48,71.91,22.29,1488.60,668.70,1634.40,2157.30,40.12,0.00,819.60,668.70,708.82,1488.30,1528.42,-965.70
2451859,32811,2451958,152,512,2010,452,275,308,14364,4925,323,1,1,18,1,3,191,73,89.92,196.02,3.92,14023.30,286.16,6564.16,14309.46,2.74,240.37,4006.24,45.79,48.53,4052.03,4054.77,-6518.37
2451859,32811,2451920,170,512,2010,452,275,308,14364,4925,323,1,1,12,1,1,191,64,4.02,6.75,2.83,250.88,181.12,257.28,432.00,7.24,0.00,42.88,181.12,188.36,224.00,231.24,-76.16
2451859,32811,2451905,133,512,2010,452,275,308,14364,4925,323,1,1,10,1,3,191,85,74.91,196.26,41.21,13179.25,3502.85,6367.35,16682.10,140.11,0.00,2168.35,3502.85,3642.96,5671.20,5811.31,-2864.50
2451859,32811,2451946,103,512,2010,452,275,308,14364,4925,323,1,1,13,1,3,191,83,37.26,69.30,37.42,2646.04,3105.86,3092.58,5751.90,217.41,0.00,1782.84,3105.86,3323.27,4888.70,5106.11,13.28
2451859,32811,2451865,14,512,2010,452,275,308,14364,4925,323,1,1,20,1,3,191,96,38.41,84.88,80.63,408.00,7740.48,3687.36,8148.48,696.64,0.00,570.24,7740.48,8437.12,8310.72,9007.36,4053.12
2451859,32811,2451893,86,512,2010,452,275,308,14364,4925,323,1,1,19,1,1,191,76,59.50,95.79,83.33,946.96,6333.08,4522.00,7280.04,63.33,0.00,1237.28,6333.08,6396.41,7570.36,7633.69,1811.08
2451859,32811,2451911,109,512,2010,452,275,308,14364,4925,323,1,1,13,1,2,191,67,9.11,9.56,5.16,294.80,345.72,610.37,640.52,3.45,0.00,198.32,345.72,349.17,544.04,547.49,-264.65
2451859,32811,2451865,5,512,2010,452,275,308,14364,4925,323,1,1,9,1,3,191,100,38.46,111.53,14.49,9704.00,1449.00,3846.00,11153.00,28.98,0.00,2342.00,1449.00,1477.98,3791.00,3819.98,-2397.00
2451859,32811,2451976,173,512,2010,452,275,308,14364,4925,323,1,1,9,1,2,191,50,93.97,205.79,109.06,4836.50,5453.00,4698.50,10289.50,104.69,4144.28,411.50,1308.72,1413.41,1720.22,1824.91,-3389.78
2451131,26465,2451180,128,703,17351,5144,341,555,10083,369,482,1,1,2,1,1,192,26,3.60,3.85,0.96,75.14,24.96,93.60,100.10,2.24,0.00,40.04,24.96,27.20,65.00,67.24,-68.64
2451131,26465,2451248,100,703,17351,5144,341,555,10083,369,482,1,1,12,1,3,192,55,19.84,51.98,31.18,1144.00,1714.90,1091.20,2858.90,85.74,0.00,1343.65,1714.90,1800.64,3058.55,3144.29,623.70
2451131,26465,2451151,160,703,17351,5144,341,555,10083,369,482,1,1,20,1,3,192,51,77.38,214.34,137.17,3935.67,6995.67,3946.38,10931.34,629.61,0.00,4591.02,6995.67,7625.28,11586.69,12216.30,3049.29
2451131,26465,2451173,67,703,17351,5144,341,555,10083,369,482,1,1,8,1,2,192,21,80.69,238.84,40.60,4163.04,852.60,1694.49,5015.64,34.10,0.00,852.60,852.60,886.70,1705.20,1739.30,-841.89
2451131,26465,2451231,80,703,17351,5144,341,555,10083,369,482,1,1,20,1,2,192,16,89.39,151.96,110.93,656.48,1774.88,1430.24,2431.36,124.24,0.00,170.08,1774.88,1899.12,1944.96,2069.20,344.64
2451131,26465,2451228,58,703,17351,5144,341,555,10083,369,482,1,1,6,1,1,192,84,58.17,109.94,20.88,7481.04,1753.92,4886.28,9234.96,17.53,0.00,3139.08,1753.92,1771.45,4893.00,4910.53,-3132.36
2451131,26465,2451229,175,703,17351,5144,341,555,10083,369,482,1,1,7,1,3,192,54,98.67,131.23,10.49,6519.96,566.46,5328.18,7086.42,2.94,271.90,1487.70,294.56,297.50,1782.26,1785.20,-5033.62
2451131,26465,2451237,44,703,17351,5144,341,555,10083,369,482,1,1,18,1,1,192,38,77.30,122.90,120.44,93.48,4576.72,2937.40,4670.20,75.05,823.80,1401.06,3752.92,3827.97,5153.98,5229.03,815.52
2451131,26465,2451144,154,703,17351,5144,341,555,10083,369,482,1,1,9,1,2,192,67,45.03,72.49,10.87,4128.54,728.29,3017.01,4856.83,54.18,50.98,2185.54,677.31,731.49,2862.85,2917.03,-2339.70
2451876,57688,2451891,164,986,918,1835,36,396,6485,4652,155,1,1,16,1,1,193,78,2.90,2.95,1.88,83.46,146.64,226.20,230.10,11.73,0.00,31.98,146.64,158.37,178.62,190.35,-79.56
2451876,57688,2451880,2,986,918,1835,36,396,6485,4652,155,1,1,6,1,2,193,8,75.23,144.44,106.88,300.48,855.04,601.84,1155.52,34.20,0.00,184.88,855.04,889.24,1039.92,1074.12,253.20
2451876,57688,2451924,77,986,918,1835,36,396,6485,4652,155,1,1,13,1,2,193,23,61.29,167.93,112.51,1274.66,2587.73,1409.67,3862.39,0.00,0.00,733.70,2587.73,2587.73,3321.43,3321.43,1178.06
2451876,57688,2451970,146,986,918,1835,36,396,6485,4652,155,1,1,4,1,2,193,83,29.39,76.12,22.83,4423.07,1894.89,2439.37,6317.96,113.69,0.00,2337.28,1894.89,2008.58,4232.17,4345.86,-544.48
2451876,57688,2451993,115,986,918,1835,36,396,6485,4652,155,1,1,17,1,2,193,95,20.77,43.40,42.09,124.45,3998.55,1973.15,4123.00,39.98,0.00,164.35,3998.55,4038.53,4162.90,4202.88,2025.40
2451876,57688,2451984,176,986,918,1835,36,396,6485,4652,155,1,1,19,1,2,193,58,24.01,51.14,2.55,2818.22,147.90,1392.58,2966.12,10.35,0.00,948.88,147.90,158.25,1096.78,1107.13,-1244.68
2451876,57688,2451969,61,986,918,1835,36,396,6485,4652,155,1,1,10,1,2,193,49,56.13,107.20,24.65,4044.95,1207.85,2750.37,5252.80,60.39,0.00,1470.49,1207.85,1268.24,2678.34,2738.73,-1542.52
2451876,57688,2451991,85,986,918,1835,36,396,6485,4652,155,1,1,2,1,1,193,85,39.05,40.22,7.23,2804.15,614.55,3319.25,3418.70,36.87,0.00,717.40,614.55,651.42,1331.95,1368.82,-2704.70
2451876,57688,2451893,26,986,918,1835,36,396,6485,4652,155,1,1,10,1,2,193,88,24.18,35.54,28.07,657.36,2470.16,2127.84,3127.52,28.65,1753.81,1219.68,716.35,745.00,1936.03,1964.68,-1411.49
2451876,57688,2451894,73,986,918,1835,36,396,6485,4652,155,1,1,12,1,1,193,29,30.18,37.12,26.72,301.60,774.88,875.22,1076.48,69.73,0.00,42.92,774.88,844.61,817.80,887.53,-100.34
2451876,57688,2451958,122,986,918,1835,36,396,6485,4652,155,1,1,16,1,1,193,13,36.18,101.66,55.91,594.75,726.83,470.34,1321.58,43.60,0.00,647.53,726.83,770.43,1374.36,1417.96,256.49
2451876,57688,2451952,158,986,918,1835,36,396,6485,4652,155,1,1,19,1,3,193,62,19.79,47.49,11.87,2208.44,735.94,1226.98,2944.38,44.15,0.00,823.98,735.94,780.09,1559.92,1604.07,-491.04
2451876,57688,2451966,157,986,918,1835,36,396,6485,4652,155,1,1,3,1,2,193,67,28.65,79.64,46.19,2241.15,3094.73,1919.55,5335.88,123.78,0.00,853.58,3094.73,3218.51,3948.31,4072.09,1175.18
2451876,57688,2451930,110,986,918,1835,36,396,6485,4652,155,1,1,5,1,2,193,58,81.38,116.37,60.51,3239.88,3509.58,4720.04,6749.46,140.38,0.00,607.26,3509.58,3649.96,4116.84,4257.22,-1210.46
2451876,57688,2451956,91,986,918,1835,36,396,6485,4652,155,1,1,20,1,1,193,47,28.66,77.66,66.01,547.55,3102.47,1347.02,3650.02,217.17,0.00,1751.69,3102.47,3319.64,4854.16,5071.33,1755.45
2451876,57688,2451921,98,986,918,1835,36,396,6485,4652,155,1,1,19,1,3,193,43,8.54,15.37,7.53,337.12,323.79,367.22,660.91,16.18,0.00,105.35,323.79,339.97,429.14,445.32,-43.43
2451054,29989,2451134,70,798,18287,3097,470,830,11098,1386,233,1,1,1,1,1,194,18,32.28,52.93,13.23,714.60,238.14,581.04,952.74,4.76,0.00,133.38,238.14,242.90,371.52,376.28,-342.90
2451054,29989,2451173,134,798,18287,3097,470,830,11098,1386,233,1,1,20,1,1,194,41,57.00,148.20,10.37,5651.03,425.17,2337.00,6076.20,8.50,0.00,1457.96,425.17,433.67,1883.13,1891.63,-1911.83
2451054,29989,2451174,136,798,18287,3097,470,830,11098,1386,233,1,1,16,1,1,194,7,89.87,122.22,39.11,581.77,273.77,629.09,855.54,10.34,125.93,76.93,147.84,158.18,224.77,235.11,-481.25
2451054,29989,2451077,49,798,18287,3097,470,830,11098,1386,233,1,1,6,1,3,194,64,1.62,2.49,1.64,54.40,104.96,103.68,159.36,5.24,0.00,31.36,104.96,110.20,136.32,141.56,1.28
2451054,29989,2451170,140,798,18287,3097,470,830,11098,1386,233,1,1,7,1,2,194,92,41.64,117.00,52.65,5920.20,4843.80,3830.88,10764.00,48.43,0.00,2045.16,4843.80,4892.23,6888.96,6937.39,1012.92
2451054,29989,2451083,116,798,18287,3097,470,830,11098,1386,233,1,1,16,1,1,194,97,68.73,155.32,90.08,6328.28,8737.76,6666.81,15066.04,87.37,0.00,6628.98,8737.76,8825.13,15366.74,15454.11,2070.95
2451054,29989,2451134,25,798,18287,3097,470,830,11098,1386,233,1,1,5,1,1,194,14,19.30,47.86,30.63,241.22,428.82,270.20,670.04,1.24,304.46,314.86,124.36,125.60,439.22,440.46,-145.84
2451054,29989,2451062,169,798,18287,3097,470,830,11098,1386,233,1,1,13,1,1,194,38,38.83,85.81,80.66,195.70,3065.08,1475.54,3260.78,153.25,0.00,97.66,3065.08,3218.33,3162.74,3315.99,1589.54
2451054,29989,2451057,104,798,18287,3097,470,830,11098,1386,233,1,1,1,1,3,194,58,55.64,105.15,5.25,5794.20,304.50,3227.12,6098.70,27.40,0.00,2439.48,304.50,331.90,2743.98,2771.38,-2922.62
2451823,46305,2451884,31,829,362,2975,48,162,13345,6165,9,1,1,16,1,1,195,61,75.98,171.71,84.13,5342.38,5131.93,4634.78,10474.31,256.59,0.00,4294.40,5131.93,5388.52,9426.33,9682.92,497.15
2451823,46305,2451922,131,829,362,2975,48,162,13345,6165,9,1,1,1,1,2,195,72,13.65,23.75,14.48,667.44,1042.56,982.80,1710.00,58.38,208.51,700.56,834.05,892.43,1534.61,1592.99,-148.75
2451823,46305,2451867,8,829,362,2975,48,162,13345,6165,9,1,1,5,1,3,195,30,30.92,61.22,28.16,991.80,844.80,927.60,1836.60,25.34,0.00,128.40,844.80,870.14,973.20,998.54,-82.80
2451823,46305,2451883,145,829,362,2975,48,162,13345,6165,9,1,1,13,1,2,195,73,52.47,123.30,96.17,1980.49,7020.41,3830.31,9000.90,351.02,0.00,3690.15,7020.41,7371.43,10710.56,11061.58,3190.10
2451823,46305,2451861,95,829,362,2975,48,162,13345,6165,9,1,1,15,1,3,195,25,75.49,98.89,8.90,2249.75,222.50,1887.25,2472.25,12.77,40.05,346.00,182.45,195.22,528.45,541.22,-1704.80
2451823,46305,2451852,20,829,362,2975,48,162,13345,6165,9,1,1,2,1,1,195,19,75.50,221.97,128.74,1771.37,2446.06,1434.50,4217.43,220.14,0.00,1813.36,2446.06,2666.20,4259.42,4479.56,1011.56
2451823,46305,2451847,11,829,362,2975,48,162,13345,6165,9,1,1,11,1,1,195,89,24.60,58.05,6.96,4547.01,619.44,2189.40,5166.45,43.36,0.00,1704.35,619.44,662.80,2323.79,2367.15,-1569.96
2451823,46305,2451831,55,829,362,2975,48,162,13345,6165,9,1,1,17,1,2,195,63,53.63,130.32,6.51,7800.03,410.13,3378.69,8210.16,36.91,0.00,3612.42,410.13,447.04,4022.55,4059.46,-2968.56
2451823,46305,2451829,7,829,362,2975,48,162,13345,6165,9,1,1,19,1,3,195,92,95.88,147.65,73.82,6792.36,6791.44,8820.96,13583.80,475.40,0.00,3530.96,6791.44,7266.84,10322.40,10797.80,-2029.52
2451823,46305,2451847,179,829,362,2975,48,162,13345,6165,9,1,1,19,1,2,195,52,71.11,125.86,37.75,4581.72,1963.00,3697.72,6544.72,91.27,137.41,1243.32,1825.59,1916.86,3068.91,3160.18,-1872.13
2451823,46305,2451828,32,829,362,2975,48,162,13345,6165,9,1,1,14,1,1,195,26,19.02,43.17,13.38,774.54,347.88,494.52,1122.42,31.30,0.00,100.88,347.88,379.18,448.76,480.06,-146.64
2451655,24951,2451771,31,958,3016,2,177,974,1533,2269,137,1,1,4,1,3,196,52,66.94,101.07,39.41,3206.32,2049.32,3480.88,5255.64,102.46,0.00,472.68,2049.32,2151.78,2522.00,2624.46,-1431.56
2451655,24951,2451675,131,958,3016,2,177,974,1533,2269,137,1,1,7,1,1,196,81,52.70,125.42,104.09,1727.73,8431.29,4268.70,10159.02,505.87,0.00,2031.48,8431.29,8937.16,10462.77,10968.64,4162.59
2451655,24951,2451658,8,958,3016,2,177,974,1533,2269,137,1,1,16,1,2,196,6,73.22,199.15,119.49,477.96,716.94,439.32,1194.90,50.18,0.00,226.98,716.94,767.12,943.92,994.10,277.62
2451655,24951,2451690,145,958,3016,2,177,974,1533,2269,137,1,1,8,1,3,196,42,77.60,176.92,102.61,3121.02,4309.62,3259.20,7430.64,0.00,0.00,2080.26,4309.62,4309.62,6389.88,6389.88,1050.42
2451655,24951,2451707,95,958,3016,2,177,974,1533,2269,137,1,1,3,1,2,196,55,87.65,255.93,174.03,4504.50,9571.65,4820.75,14076.15,66.04,7370.17,5630.35,2201.48,2267.52,7831.83,7897.87,-2619.27
2451655,24951,2451677,20,958,3016,2,177,974,1533,2269,137,1,1,16,1,2,196,76,87.68,207.80,116.36,6949.44,8843.36,6663.68,15792.80,795.90,0.00,7106.76,8843.36,9639.26,15950.12,16746.02,2179.68
2451655,24951,2451676,11,958,3016,2,177,974,1533,2269,137,1,1,13,1,3,196,75,50.58,95.09,82.72,927.75,6204.00,3793.50,7131.75,186.12,0.00,1425.75,6204.00,6390.12,7629.75,7815.87,2410.50
2451655,24951,2451755,55,958,3016,2,177,974,1533,2269,137,1,1,14,1,2,196,2,37.21,94.88,83.49,22.78,166.98,74.42,189.76,2.27,53.43,94.88,113.55,115.82,208.43,210.70,39.13
2451655,24951,2451687,7,958,3016,2,177,974,1533,2269,137,1,1,18,1,3,196,28,53.87,142.75,44.25,2758.00,1239.00,1508.36,3997.00,99.12,0.00,1398.88,1239.00,1338.12,2637.88,2737.00,-269.36
2451655,24951,2451774,179,958,3016,2,177,974,1533,2269,137,1,1,6,1,2,196,75,69.71,71.10,62.56,640.50,4692.00,5228.25,5332.50,71.31,3800.52,1706.25,891.48,962.79,2597.73,2669.04,-4336.77
2451655,24951,2451754,32,958,3016,2,177,974,1533,2269,137,1,1,1,1,3,196,71,64.64,85.32,29.00,3998.72,2059.00,4589.44,6057.72,144.13,0.00,1574.78,2059.00,2203.13,3633.78,3777.91,-2530.44
2451009,70710,2451059,34,966,2966,6013,313,424,14332,6936,461,1,1,10,1,2,197,98,73.78,110.67,52.01,5748.68,5096.98,7230.44,10845.66,407.75,0.00,650.72,5096.98,5504.73,5747.70,6155.45,-2133.46
2451009,70710,2451030,43,966,2966,6013,313,424,14332,6936,461,1,1,7,1,3,197,79,98.03,134.30,37.60,7639.30,2970.40,7744.37,10609.70,0.00,0.00,4561.46,2970.40,2970.40,7531.86,7531.86,-4773.97
2451009,70710,2451021,52,966,2966,6013,313,424,14332,6936,461,1,1,18,1,2,197,40,37.50,58.12,39.52,744.00,1580.80,1500.00,2324.80,11.85,1343.68,232.40,237.12,248.97,469.52,481.37,-1262.88
2451009,70710,2451078,28,966,2966,6013,313,424,14332,6936,461,1,1,1,1,2,197,53,81.67,113.52,28.38,4512.42,1504.14,4328.51,6016.56,0.00,0.00,1323.41,1504.14,1504.14,2827.55,2827.55,-2824.37
2451009,70710,2451041,31,966,2966,6013,313,424,14332,6936,461,1,1,19,1,3,197,66,67.22,190.23,57.06,8789.22,3765.96,4436.52,12555.18,188.29,0.00,2259.84,3765.96,3954.25,6025.80,6214.09,-670.56
2451009,70710,2451086,130,966,2966,6013,313,424,14332,6936,461,1,1,16,1,2,197,43,6.46,11.49,6.20,227.47,266.60,277.78,494.07,5.33,0.00,212.42,266.60,271.93,479.02,484.35,-11.18
2451009,70710,2451115,8,966,2966,6013,313,424,14332,6936,461,1,1,8,1,1,197,45,8.61,10.41,8.84,70.65,397.80,387.45,468.45,19.89,0.00,9.00,397.80,417.69,406.80,426.69,10.35
2451009,70710,2451028,145,966,2966,6013,313,424,14332,6936,461,1,1,3,1,3,197,33,96.61,208.67,98.07,3649.80,3236.31,3188.13,6886.11,64.72,0.00,2341.02,3236.31,3301.03,5577.33,5642.05,48.18
2451009,70710,2451119,94,966,2966,6013,313,424,14332,6936,461,1,1,18,1,1,197,26,31.72,80.56,63.64,439.92,1654.64,824.72,2094.56,33.09,0.00,230.36,1654.64,1687.73,1885.00,1918.09,829.92
2451009,70710,2451078,20,966,2966,6013,313,424,14332,6936,461,1,1,8,1,1,197,54,38.77,51.17,23.02,1520.10,1243.08,2093.58,2763.18,62.15,0.00,1049.76,1243.08,1305.23,2292.84,2354.99,-850.50
2451009,70710,2451117,10,966,2966,6013,313,424,14332,6936,461,1,1,13,1,3,197,42,98.65,155.86,34.28,5106.36,1439.76,4143.30,6546.12,55.43,647.89,3142.02,791.87,847.30,3933.89,3989.32,-3351.43
2451009,70710,2451077,55,966,2966,6013,313,424,14332,6936,461,1,1,17,1,1,197,88,7.73,20.79,1.66,1683.44,146.08,680.24,1829.52,1.46,0.00,36.08,146.08,147.54,182.16,183.62,-534.16
2451009,70710,2451113,7,966,2966,6013,313,424,14332,6936,461,1,1,5,1,3,197,93,95.37,143.05,111.57,2927.64,10376.01,8869.41,13303.65,76.78,6536.88,5321.46,3839.13,3915.91,9160.59,9237.37,-5030.28
2451009,70710,2451095,178,966,2966,6013,313,424,14332,6936,461,1,1,19,1,3,197,12,72.75,85.84,17.16,824.16,205.92,873.00,1030.08,3.70,144.14,350.16,61.78,65.48,411.94,415.64,-811.22
2451009,70710,2451080,32,966,2966,6013,313,424,14332,6936,461,1,1,8,1,1,197,24,15.60,29.64,19.56,241.92,469.44,374.40,711.36,4.69,0.00,220.32,469.44,474.13,689.76,694.45,95.04
2451897,49938,2451957,101,314,11476,5295,162,295,17846,5974,42,1,1,20,1,2,198,2,79.19,224.89,119.19,211.40,238.38,158.38,449.78,19.07,0.00,58.46,238.38,257.45,296.84,315.91,80.00
2451897,49938,2451991,161,314,11476,5295,162,295,17846,5974,42,1,1,18,1,1,198,98,43.52,105.75,9.51,9431.52,931.98,4264.96,10363.50,13.04,745.58,829.08,186.40,199.44,1015.48,1028.52,-4078.56
2451897,49938,2451931,67,314,11476,5295,162,295,17846,5974,42,1,1,20,1,1,198,64,36.13,104.41,24.01,5145.60,1536.64,2312.32,6682.24,92.19,0.00,0.00,1536.64,1628.83,1536.64,1628.83,-775.68
2451897,49938,2451910,80,314,11476,5295,162,295,17846,5974,42,1,1,1,1,3,198,66,60.15,64.96,60.41,300.30,3987.06,3969.90,4287.36,239.22,0.00,685.74,3987.06,4226.28,4672.80,4912.02,17.16
2451897,49938,2451977,59,314,11476,5295,162,295,17846,5974,42,1,1,18,1,2,198,65,88.94,120.95,113.69,471.90,7389.85,5781.10,7861.75,443.39,0.00,3773.25,7389.85,7833.24,11163.10,11606.49,1608.75
2451897,49938,2451959,175,314,11476,5295,162,295,17846,5974,42,1,1,15,1,1,198,13,57.27,166.65,96.65,910.00,1256.45,744.51,2166.45,62.82,0.00,433.29,1256.45,1319.27,1689.74,1752.56,511.94
2451897,49938,2451935,44,314,11476,5295,162,295,17846,5974,42,1,1,7,1,2,198,69,52.09,105.22,21.04,5808.42,1451.76,3594.21,7260.18,14.51,0.00,2177.64,1451.76,1466.27,3629.40,3643.91,-2142.45
2451897,49938,2451942,155,314,11476,5295,162,295,17846,5974,42,1,1,8,1,3,198,91,44.81,94.99,47.49,4322.50,4321.59,4077.71,8644.09,172.86,0.00,1209.39,4321.59,4494.45,5530.98,5703.84,243.88
2451897,49938,2451972,119,314,11476,5295,162,295,17846,5974,42,1,1,3,1,2,198,43,50.36,88.13,53.75,1478.34,2311.25,2165.48,3789.59,184.90,0.00,264.88,2311.25,2496.15,2576.13,2761.03,145.77
