household_id,region_id,size,home_type,area_type
H0030834,R045,6,Own,Urban
H0030835,R025,5,Rent,Urban
H0030836,R012,5,Rent,Suburban
H0030837,R038,8,Own,Suburban
H0030838,R038,4,Rent,Urban
H0030839,R044,4,Rent,Suburban
H0030840,R019,5,Own,Urban
H0030841,R030,3,Rent,Urban
H0030842,R020,1,Rent,Rural
H0030843,R036,7,Own,Suburban
H0030844,R023,4,Own,Suburban
H0030845,R015,6,Own,Suburban
H0030846,R031,5,Rent,Suburban
H0030847,R010,8,Rent,Suburban
H0030848,R023,3,Rent,Urban
H0030849,R039,4,Rent,Rural
H0030850,R016,4,Rent,Urban
H0030851,R025,5,Rent,Urban
H0030852,R024,3,Rent,Suburban
H0030853,R019,8,Rent,Urban
H0030854,R034,2,Rent,Urban
H0030855,R024,3,Own,Rural
H0030856,R022,5,Rent,Suburban
H0030857,R008,3,Rent,Rural
H0030858,R022,7,Rent,Urban
H0030859,R019,1,Rent,Urban
H0030860,R021,1,Own,Rural
H0030861,R024,4,Rent,Suburban
H0030862,R050,8,Own,Rural
H0030863,R010,6,Rent,Suburban
H0030864,R050,5,Rent,Suburban
H0030865,R003,1,Own,Suburban
H0030866,R019,2,Rent,Suburban
H0030867,R001,5,Rent,Urban
H0030868,R049,4,Own,Urban
H0030869,R013,4,Own,Rural
H0030870,R032,8,Own,Rural
H0030871,R037,7,Rent,Urban
H0030872,R031,8,Rent,Rural
H0030873,R006,7,Rent,Rural
H0030874,R006,1,Rent,Urban
H0030875,R048,7,Own,Suburban
H0030876,R022,2,Rent,Suburban
H0030877,R046,1,Own,Suburban
H0030878,R009,3,Rent,Suburban
H0030879,R010,3,Own,Suburban
H0030880,R049,4,Own,Rural
H0030881,R043,8,Rent,Suburban
H0030882,R028,7,Rent,Urban
H0030883,R037,1,Rent,Suburban
H0030884,R018,8,Own,Urban
H0030885,R018,5,Rent,Urban
H0030886,R023,7,Rent,Urban
H0030887,R016,1,Rent,Suburban
H0030888,R042,3,Own,Urban
H0030889,R044,1,Own,Rural
H0030890,R023,2,Rent,Urban
H0030891,R012,7,Rent,Rural
H0030892,R021,2,Own,Urban
H0030893,R043,2,Rent,Suburban
H0030894,R023,6,Rent,Suburban
H0030895,R035,1,Own,Suburban
H0030896,R013,4,Rent,Suburban
H0030897,R008,2,Own,Suburban
H0030898,R024,5,Own,Urban
H0030899,R018,7,Rent,Suburban
H0030900,R036,8,Rent,Urban
H0030901,R030,6,Own,Suburban
H0030902,R007,8,Rent,Rural
H0030903,R034,6,Own,Rural
H0030904,R027,8,Own,Rural
H0030905,R041,2,Own,Urban
H0030906,R023,8,Rent,Suburban
H0030907,R036,2,Own,Suburban
H0030908,R003,8,Own,Urban
H0030909,R029,8,Own,Rural
H0030910,R041,1,Own,Suburban
H0030911,R006,7,Rent,Rural
H0030912,R043,2,Rent,Rural
H0030913,R046,3,Own,Rural
H0030914,R021,7,Rent,Rural
H0030915,R012,5,Rent,Rural
H0030916,R042,5,Rent,Rural
H0030917,R044,5,Own,Rural
H0030918,R036,8,Rent,Urban
H0030919,R041,2,Own,Suburban
H0030920,R042,2,Rent,Suburban
H0030921,R037,1,Own,Urban
H0030922,R002,4,Rent,Urban
H0030923,R043,5,Rent,Urban
H0030924,R021,2,Rent,Rural
H0030925,R001,3,Own,Rural
H0030926,R018,6,Own,Suburban
H0030927,R028,6,Rent,Suburban
H0030928,R034,1,Own,Suburban
H0030929,R038,1,Rent,Rural
H0030930,R011,2,Own,Suburban
H0030931,R024,5,Own,Urban
H0030932,R002,8,Own,Suburban
H0030933,R013,7,Rent,Urban
H0030934,R017,6,Own,Rural
H0030935,R012,8,Own,Urban
H0030936,R043,4,Rent,Suburban
H0030937,R010,2,Own,Urban
H0030938,R004,1,Own,Suburban
H0030939,R044,5,Own,Rural
H0030940,R001,8,Rent,Suburban
H0030941,R012,6,Rent,Urban
H0030942,R016,1,Own,Urban
H0030943,R010,8,Own,Suburban
H0030944,R006,4,Rent,Rural
H0030945,R009,2,Own,Rural
H0030946,R033,8,Own,Urban
H0030947,R008,5,Own,Urban
H0030948,R019,1,Rent,Rural
H0030949,R003,8,Own,Rural
H0030950,R031,2,Rent,Rural
H0030951,R036,1,Rent,Urban
H0030952,R035,3,Own,Suburban
H0030953,R013,4,Own,Urban
H0030954,R045,2,Own,Suburban
H0030955,R042,7,Own,Suburban
H0030956,R035,8,Rent,Urban
H0030957,R050,4,Rent,Urban
H0030958,R005,7,Own,Rural
H0030959,R017,6,Own,Suburban
H0030960,R004,5,Own,Suburban
H0030961,R018,4,Own,Urban
H0030962,R037,3,Own,Urban
H0030963,R042,8,Own,Suburban
H0030964,R028,7,Rent,Rural
H0030965,R018,7,Own,Rural
H0030966,R001,5,Rent,Rural
H0030967,R030,3,Rent,Suburban
H0030968,R032,3,Own,Suburban
H0030969,R028,6,Rent,Suburban
H0030970,R011,1,Own,Suburban
H0030971,R014,1,Rent,Urban
H0030972,R027,2,Own,Rural
H0030973,R048,1,Rent,Suburban
H0030974,R014,3,Own,Urban
H0030975,R040,2,Rent,Suburban
H0030976,R049,8,Own,Suburban
H0030977,R020,3,Rent,Rural
H0030978,R003,7,Own,Suburban
H0030979,R001,8,Rent,Rural
H0030980,R044,4,Own,Urban
H0030981,R013,3,Own,Suburban
H0030982,R012,5,Rent,Rural
H0030983,R045,2,Rent,Rural
H0030984,R045,7,Own,Rural
H0030985,R041,7,Rent,Suburban
H0030986,R034,8,Rent,Rural
H0030987,R034,6,Rent,Rural
H0030988,R014,7,Rent,Urban
H0030989,R045,2,Rent,Rural
H0030990,R040,8,Own,Urban
H0030991,R043,5,Rent,Urban
H0030992,R017,4,Own,Urban
H0030993,R018,3,Own,Rural
H0030994,R007,6,Rent,Urban
H0030995,R031,8,Rent,Suburban
H0030996,R010,7,Rent,Urban
H0030997,R015,1,Own,Urban
H0030998,R033,3,Rent,Urban
H0030999,R004,2,Own,Rural
H0031000,R005,2,Own,Rural
H0031001,R035,5,Own,Urban
H0031002,R022,5,Rent,Rural
H0031003,R030,6,Own,Urban
H0031004,R029,7,Own,Suburban
H0031005,R039,7,Own,Rural
H0031006,R043,1,Own,Rural
H0031007,R022,7,Own,Rural
H0031008,R014,1,Rent,Rural
H0031009,R010,7,Rent,Suburban
H0031010,R042,7,Own,Rural
H0031011,R021,6,Own,Urban
H0031012,R025,2,Own,Suburban
H0031013,R031,3,Rent,Rural
H0031014,R047,8,Own,Rural
H0031015,R043,3,Own,Suburban
H0031016,R021,1,Own,Rural
H0031017,R020,3,Rent,Suburban
H0031018,R016,8,Rent,Rural
H0031019,R043,4,Own,Suburban
H0031020,R003,4,Rent,Rural
H0031021,R021,2,Own,Suburban
H0031022,R041,3,Rent,Rural
H0031023,R028,5,Rent,Suburban
H0031024,R038,7,Own,Suburban
H0031025,R021,5,Rent,Urban
H0031026,R023,8,Rent,Rural
H0031027,R041,5,Own,Suburban
H0031028,R022,4,Own,Rural
H0031029,R041,8,Rent,Suburban
H0031030,R010,3,Own,Urban
H0031031,R026,5,Rent,Suburban
H0031032,R005,3,Own,Rural
H0031033,R024,2,Rent,Rural
H0031034,R038,7,Own,Rural
H0031035,R009,1,Own,Urban
H0031036,R036,2,Rent,Urban
H0031037,R016,6,Own,Urban
H0031038,R038,3,Rent,Urban
H0031039,R029,6,Rent,Rural
H0031040,R014,4,Rent,Urban
H0031041,R036,5,Rent,Suburban
H0031042,R043,3,Own,Suburban
H0031043,R004,3,Rent,Urban
H0031044,R017,5,Own,Suburban
H0031045,R043,8,Own,Suburban
H0031046,R011,4,Own,Rural
H0031047,R032,2,Own,Suburban
H0031048,R017,1,Rent,Rural
H0031049,R010,7,Own,Suburban
H0031050,R011,4,Rent,Rural
H0031051,R002,5,Rent,Suburban
H0031052,R001,7,Rent,Urban
H0031053,R020,8,Own,Urban
H0031054,R050,3,Rent,Rural
H0031055,R044,1,Own,Rural
H0031056,R031,3,Rent,Urban
H0031057,R034,1,Rent,Urban
H0031058,R044,7,Own,Urban
H0031059,R043,3,Own,Suburban
H0031060,R020,6,Own,Rural
H0031061,R034,6,Own,Rural
H0031062,R036,6,Rent,Rural
H0031063,R028,8,Own,Urban
H0031064,R011,1,Rent,Rural
H0031065,R025,2,Rent,Suburban
H0031066,R028,2,Own,Suburban
H0031067,R046,3,Rent,Rural
H0031068,R011,4,Rent,Rural
H0031069,R014,4,Rent,Suburban
H0031070,R006,8,Own,Suburban
H0031071,R032,8,Rent,Rural
H0031072,R006,5,Rent,Suburban
H0031073,R006,1,Rent,Suburban
H0031074,R014,7,Rent,Rural
H0031075,R005,6,Rent,Suburban
H0031076,R038,3,Own,Suburban
H0031077,R014,7,Rent,Suburban
H0031078,R050,8,Own,Rural
H0031079,R001,4,Own,Urban
H0031080,R014,5,Own,Urban
H0031081,R037,5,Own,Rural
H0031082,R007,4,Rent,Urban
H0031083,R032,6,Rent,Suburban
H0031084,R048,3,Own,Suburban
H0031085,R026,2,Rent,Urban
H0031086,R024,2,Own,Suburban
H0031087,R001,7,Rent,Rural
H0031088,R010,3,Own,Suburban
H0031089,R036,7,Own,Suburban
H0031090,R034,7,Own,Urban
H0031091,R016,2,Rent,Suburban
H0031092,R040,3,Own,Suburban
H0031093,R041,8,Rent,Urban
H0031094,R019,4,Own,Rural
H0031095,R030,1,Own,Suburban
H0031096,R025,4,Own,Rural
H0031097,R031,6,Rent,Urban
H0031098,R047,2,Rent,Rural
H0031099,R003,3,Own,Urban
H0031100,R043,8,Rent,Rural
H0031101,R034,8,Rent,Urban
H0031102,R045,5,Rent,Urban
H0031103,R031,3,Own,Suburban
H0031104,R040,2,Rent,Rural
H0031105,R042,6,Own,Rural
H0031106,R049,8,Rent,Rural
H0031107,R047,4,Rent,Urban
H0031108,R017,2,Own,Urban
H0031109,R028,1,Rent,Urban
H0031110,R009,1,Rent,Suburban
H0031111,R006,3,Rent,Rural
H0031112,R021,2,Rent,Rural
H0031113,R001,5,Own,Rural
H0031114,R032,4,Own,Rural
H0031115,R050,7,Rent,Urban
H0031116,R017,1,Rent,Urban
H0031117,R046,3,Rent,Suburban
H0031118,R033,6,Own,Rural
H0031119,R008,4,Own,Urban
H0031120,R046,6,Rent,Urban
H0031121,R019,8,Own,Suburban
H0031122,R009,1,Rent,Urban
H0031123,R018,8,Own,Rural
H0031124,R038,4,Own,Suburban
H0031125,R036,4,Rent,Rural
H0031126,R041,1,Own,Suburban
H0031127,R004,4,Own,Urban
H0031128,R044,1,Own,Suburban
H0031129,R035,6,Rent,Rural
H0031130,R014,5,Own,Suburban
H0031131,R036,1,Rent,Urban
H0031132,R005,7,Own,Rural
H0031133,R023,1,Own,Rural
H0031134,R033,2,Own,Suburban
H0031135,R017,7,Own,Urban
H0031136,R004,7,Own,Urban
H0031137,R039,2,Own,Urban
H0031138,R021,1,Rent,Rural
H0031139,R039,5,Own,Urban
H0031140,R022,8,Rent,Suburban
H0031141,R034,2,Own,Suburban
H0031142,R032,4,Rent,Suburban
H0031143,R017,3,Rent,Rural
H0031144,R005,5,Rent,Rural
H0031145,R047,5,Own,Rural
H0031146,R001,8,Own,Suburban
H0031147,R046,1,Rent,Urban
H0031148,R046,8,Own,Rural
H0031149,R016,3,Rent,Urban
H0031150,R002,7,Own,Rural
H0031151,R019,8,Rent,Suburban
H0031152,R011,2,Own,Urban
H0031153,R011,2,Rent,Urban
H0031154,R003,1,Rent,Suburban
H0031155,R008,6,Rent,Rural
H0031156,R036,6,Rent,Suburban
H0031157,R045,8,Rent,Rural
H0031158,R005,1,Own,Suburban
H0031159,R017,3,Rent,Urban
H0031160,R045,7,Rent,Suburban
H0031161,R014,2,Own,Suburban
H0031162,R030,7,Rent,Suburban
H0031163,R020,5,Rent,Urban
H0031164,R045,4,Rent,Rural
H0031165,R005,1,Rent,Urban
H0031166,R046,1,Rent,Urban
H0031167,R046,4,Own,Suburban
H0031168,R007,2,Own,Rural
H0031169,R019,7,Rent,Suburban
H0031170,R036,8,Rent,Rural
H0031171,R048,8,Rent,Rural
H0031172,R009,6,Own,Suburban
H0031173,R018,1,Rent,Urban
H0031174,R020,8,Rent,Urban
H0031175,R037,2,Rent,Urban
H0031176,R027,7,Rent,Rural
H0031177,R040,8,Own,Suburban
H0031178,R039,3,Own,Urban
H0031179,R010,6,Own,Urban
H0031180,R027,4,Rent,Suburban
H0031181,R027,4,Own,Urban
H0031182,R009,6,Rent,Rural
H0031183,R010,8,Rent,Urban
H0031184,R004,1,Own,Suburban
H0031185,R043,8,Rent,Rural
H0031186,R004,6,Rent,Urban
H0031187,R016,2,Own,Rural
H0031188,R004,3,Own,Rural
H0031189,R027,3,Own,Urban
H0031190,R046,2,Rent,Suburban
H0031191,R026,4,Own,Urban
H0031192,R030,4,Own,Rural
H0031193,R029,4,Own,Rural
H0031194,R018,3,Rent,Urban
H0031195,R040,8,Own,Urban
H0031196,R018,2,Own,Suburban
H0031197,R008,4,Rent,Urban
H0031198,R006,8,Rent,Urban
H0031199,R049,7,Own,Rural
H0031200,R005,2,Own,Rural
H0031201,R002,2,Own,Rural
H0031202,R021,1,Rent,Rural
H0031203,R001,3,Rent,Urban
H0031204,R043,4,Rent,Urban
H0031205,R015,8,Rent,Urban
H0031206,R046,1,Rent,Suburban
H0031207,R049,7,Rent,Rural
H0031208,R039,3,Own,Suburban
H0031209,R005,7,Rent,Rural
H0031210,R019,1,Rent,Suburban
H0031211,R001,4,Own,Urban
H0031212,R018,2,Rent,Urban
H0031213,R023,8,Own,Urban
H0031214,R044,6,Own,Suburban
H0031215,R045,1,Rent,Suburban
H0031216,R004,4,Rent,Urban
H0031217,R045,7,Own,Suburban
H0031218,R049,2,Rent,Urban
H0031219,R037,4,Own,Rural
H0031220,R039,7,Own,Urban
H0031221,R047,6,Rent,Urban
H0031222,R020,2,Rent,Rural
H0031223,R008,5,Rent,Rural
H0031224,R017,7,Own,Suburban
H0031225,R015,2,Rent,Urban
H0031226,R005,1,Rent,Suburban
H0031227,R044,3,Own,Suburban
H0031228,R037,7,Rent,Rural
H0031229,R044,8,Own,Rural
H0031230,R020,1,Rent,Suburban
H0031231,R001,5,Own,Urban
H0031232,R018,7,Rent,Suburban
H0031233,R010,8,Own,Rural
H0031234,R007,4,Own,Rural
H0031235,R029,2,Rent,Rural
H0031236,R039,8,Own,Suburban
H0031237,R023,5,Own,Urban
H0031238,R016,2,Own,Suburban
H0031239,R020,1,Own,Urban
H0031240,R044,5,Own,Urban
H0031241,R025,1,Own,Urban
H0031242,R013,6,Rent,Urban
H0031243,R037,6,Rent,Urban
H0031244,R048,5,Own,Suburban
H0031245,R045,3,Own,Urban
H0031246,R022,6,Rent,Suburban
H0031247,R034,5,Rent,Suburban
H0031248,R046,3,Own,Suburban
H0031249,R037,7,Own,Rural
H0031250,R007,4,Own,Suburban
H0031251,R030,7,Rent,Suburban
H0031252,R033,8,Rent,Rural
H0031253,R048,4,Rent,Rural
H0031254,R023,3,Rent,Rural
H0031255,R045,3,Own,Urban
H0031256,R014,5,Own,Urban
H0031257,R016,7,Own,Suburban
H0031258,R032,3,Rent,Rural
H0031259,R030,7,Own,Suburban
H0031260,R003,8,Own,Rural
H0031261,R044,6,Own,Rural
H0031262,R008,2,Rent,Rural
H0031263,R028,6,Own,Urban
H0031264,R029,8,Rent,Suburban
H0031265,R020,3,Own,Suburban
H0031266,R006,5,Rent,Rural
H0031267,R027,2,Own,Urban
H0031268,R025,5,Rent,Rural
H0031269,R023,6,Rent,Suburban
H0031270,R039,4,Own,Rural
H0031271,R036,8,Rent,Suburban
H0031272,R016,8,Rent,Rural
H0031273,R050,1,Rent,Suburban
H0031274,R037,5,Rent,Suburban
H0031275,R035,8,Own,Suburban
H0031276,R011,3,Rent,Rural
H0031277,R029,3,Rent,Urban
H0031278,R017,6,Own,Suburban
H0031279,R020,5,Rent,Rural
H0031280,R041,6,Own,Suburban
H0031281,R045,5,Own,Suburban
H0031282,R050,7,Own,Suburban
H0031283,R031,8,Own,Suburban
H0031284,R005,2,Own,Urban
H0031285,R045,8,Rent,Suburban
H0031286,R028,1,Rent,Urban
H0031287,R047,6,Rent,Urban
H0031288,R033,1,Rent,Suburban
H0031289,R009,3,Rent,Suburban
H0031290,R033,1,Rent,Urban
H0031291,R040,1,Own,Suburban
H0031292,R013,2,Rent,Rural
H0031293,R012,2,Own,Rural
H0031294,R002,2,Rent,Urban
H0031295,R040,1,Own,Urban
H0031296,R006,7,Rent,Rural
H0031297,R008,6,Rent,Suburban
H0031298,R037,2,Rent,Rural
H0031299,R016,1,Own,Urban
H0031300,R043,2,Rent,Suburban
H0031301,R029,2,Own,Urban
H0031302,R036,3,Rent,Urban
H0031303,R007,2,Rent,Urban
H0031304,R003,2,Own,Urban
H0031305,R017,4,Rent,Suburban
H0031306,R004,5,Own,Rural
H0031307,R032,4,Rent,Urban
H0031308,R032,1,Own,Suburban
H0031309,R050,3,Own,Urban
H0031310,R045,2,Own,Suburban
H0031311,R007,3,Own,Suburban
H0031312,R010,8,Rent,Urban
H0031313,R043,4,Own,Suburban
H0031314,R014,1,Rent,Urban
H0031315,R039,3,Rent,Urban
H0031316,R034,1,Own,Urban
H0031317,R039,3,Own,Urban
H0031318,R046,4,Rent,Urban
H0031319,R002,7,Own,Rural
H0031320,R026,3,Rent,Urban
H0031321,R025,2,Rent,Rural
H0031322,R036,3,Rent,Urban
H0031323,R046,5,Own,Urban
H0031324,R001,3,Own,Suburban
H0031325,R004,3,Rent,Suburban
H0031326,R017,5,Own,Rural
H0031327,R019,6,Rent,Suburban
H0031328,R043,6,Own,Suburban
H0031329,R026,7,Rent,Urban
H0031330,R019,6,Rent,Rural
H0031331,R037,8,Own,Suburban
H0031332,R033,8,Rent,Urban
H0031333,R050,6,Own,Suburban
H0031334,R002,7,Own,Suburban
H0031335,R040,2,Rent,Suburban
H0031336,R012,4,Rent,Rural
H0031337,R016,3,Own,Rural
H0031338,R008,7,Own,Urban
H0031339,R014,1,Rent,Suburban
H0031340,R022,6,Rent,Suburban
H0031341,R049,3,Rent,Urban
H0031342,R043,5,Own,Urban
H0031343,R007,2,Own,Rural
H0031344,R022,4,Rent,Suburban
H0031345,R045,8,Own,Rural
H0031346,R008,5,Rent,Rural
H0031347,R023,7,Own,Urban
H0031348,R002,4,Own,Rural
H0031349,R046,2,Rent,Urban
H0031350,R030,1,Rent,Suburban
H0031351,R046,6,Rent,Urban
H0031352,R050,3,Own,Suburban
H0031353,R032,8,Own,Urban
H0031354,R001,1,Own,Rural
H0031355,R033,7,Own,Urban
H0031356,R037,4,Own,Rural
H0031357,R043,1,Rent,Suburban
H0031358,R049,2,Own,Rural
H0031359,R024,7,Rent,Rural
H0031360,R001,6,Rent,Rural
H0031361,R004,6,Rent,Rural
H0031362,R030,6,Rent,Suburban
H0031363,R045,7,Own,Suburban
H0031364,R027,7,Rent,Urban
H0031365,R043,4,Rent,Suburban
H0031366,R038,5,Own,Rural
H0031367,R041,4,Own,Suburban
H0031368,R017,6,Rent,Urban
H0031369,R012,3,Rent,Urban
H0031370,R043,6,Rent,Urban
H0031371,R006,1,Rent,Urban
H0031372,R008,2,Rent,Rural
H0031373,R038,1,Own,Rural
H0031374,R050,8,Rent,Urban
H0031375,R007,8,Rent,Urban
H0031376,R030,5,Rent,Rural
H0031377,R010,5,Own,Rural
H0031378,R045,6,Own,Suburban
H0031379,R017,3,Own,Suburban
H0031380,R013,1,Own,Urban
H0031381,R032,5,Own,Rural
H0031382,R002,3,Own,Urban
H0031383,R049,7,Own,Urban
H0031384,R044,2,Own,Suburban
H0031385,R032,6,Rent,Suburban
H0031386,R029,2,Own,Suburban
H0031387,R008,4,Rent,Rural
H0031388,R019,4,Own,Urban
H0031389,R002,7,Own,Urban
H0031390,R039,3,Rent,Rural
H0031391,R035,4,Rent,Urban
H0031392,R044,3,Rent,Suburban
H0031393,R014,4,Rent,Rural
H0031394,R032,6,Rent,Urban
H0031395,R039,4,Own,Suburban
H0031396,R005,1,Own,Suburban
H0031397,R029,8,Own,Urban
H0031398,R006,8,Own,Suburban
H0031399,R029,8,Own,Rural
H0031400,R003,6,Rent,Suburban
H0031401,R017,6,Rent,Suburban
H0031402,R015,1,Rent,Rural
H0031403,R017,3,Rent,Rural
H0031404,R008,3,Rent,Urban
H0031405,R026,3,Own,Urban
H0031406,R022,8,Rent,Suburban
H0031407,R050,5,Own,Urban
H0031408,R007,7,Own,Suburban
H0031409,R019,6,Rent,Suburban
H0031410,R039,3,Rent,Rural
H0031411,R014,8,Rent,Urban
H0031412,R015,7,Own,Suburban
H0031413,R024,5,Rent,Rural
H0031414,R012,7,Own,Suburban
H0031415,R025,3,Own,Rural
H0031416,R033,3,Rent,Urban
H0031417,R032,3,Own,Suburban
H0031418,R035,1,Rent,Suburban
H0031419,R038,4,Own,Urban
H0031420,R020,6,Own,Suburban
H0031421,R021,2,Rent,Urban
H0031422,R026,8,Rent,Rural
H0031423,R023,5,Own,Rural
H0031424,R027,2,Own,Rural
H0031425,R017,5,Rent,Urban
H0031426,R041,2,Own,Urban
H0031427,R018,8,Own,Urban
H0031428,R020,1,Rent,Urban
H0031429,R050,4,Own,Urban
H0031430,R028,8,Own,Suburban
H0031431,R026,7,Rent,Suburban
H0031432,R031,5,Rent,Suburban
H0031433,R024,1,Own,Suburban
H0031434,R003,5,Own,Rural
H0031435,R008,4,Rent,Rural
H0031436,R032,6,Own,Rural
H0031437,R010,3,Own,Suburban
H0031438,R041,8,Own,Rural
H0031439,R024,2,Rent,Urban
H0031440,R025,7,Rent,Urban
H0031441,R049,4,Own,Rural
H0031442,R046,8,Own,Suburban
H0031443,R004,8,Rent,Rural
H0031444,R004,1,Own,Suburban
H0031445,R019,8,Rent,Urban
H0031446,R015,3,Own,Rural
H0031447,R035,5,Rent,Rural
H0031448,R045,8,Rent,Urban
H0031449,R013,6,Own,Rural
H0031450,R034,4,Own,Rural
H0031451,R007,5,Own,Rural
H0031452,R005,5,Own,Suburban
H0031453,R025,3,Rent,Urban
H0031454,R044,4,Rent,Suburban
H0031455,R026,4,Rent,Rural
H0031456,R005,2,Rent,Urban
H0031457,R021,6,Rent,Suburban
H0031458,R048,8,Rent,Suburban
H0031459,R035,6,Rent,Rural
H0031460,R041,1,Rent,Rural
H0031461,R045,2,Rent,Rural
H0031462,R008,1,Rent,Rural
H0031463,R026,1,Rent,Rural
H0031464,R002,7,Rent,Urban
H0031465,R027,2,Rent,Suburban
H0031466,R045,6,Rent,Rural
H0031467,R013,5,Own,Suburban
H0031468,R009,8,Own,Rural
H0031469,R010,4,Own,Urban
H0031470,R016,3,Rent,Rural
H0031471,R044,3,Own,Suburban
H0031472,R006,1,Rent,Rural
H0031473,R027,5,Own,Rural
H0031474,R047,7,Rent,Rural
H0031475,R012,3,Own,Suburban
H0031476,R022,6,Rent,Urban
H0031477,R038,7,Own,Suburban
H0031478,R048,7,Rent,Suburban
H0031479,R049,7,Own,Suburban
H0031480,R035,7,Own,Rural
H0031481,R028,4,Own,Rural
H0031482,R050,1,Rent,Urban
H0031483,R025,4,Own,Suburban
H0031484,R014,7,Own,Suburban
H0031485,R020,4,Rent,Urban
H0031486,R008,3,Own,Suburban
H0031487,R023,7,Rent,Urban
H0031488,R014,7,Rent,Urban
H0031489,R010,7,Rent,Urban
H0031490,R033,6,Own,Suburban
H0031491,R049,5,Own,Rural
H0031492,R007,7,Own,Urban
H0031493,R007,3,Own,Suburban
H0031494,R048,6,Rent,Urban
H0031495,R034,4,Rent,Urban
H0031496,R050,5,Own,Rural
H0031497,R038,3,Rent,Urban
H0031498,R014,1,Rent,Urban
H0031499,R047,1,Rent,Suburban
H0031500,R027,1,Own,Suburban
H0031501,R045,4,Rent,Rural
H0031502,R046,6,Rent,Suburban
H0031503,R014,6,Own,Suburban
H0031504,R011,4,Rent,Urban
H0031505,R019,3,Rent,Urban
H0031506,R039,5,Own,Urban
H0031507,R008,7,Rent,Urban
H0031508,R025,8,Rent,Urban
H0031509,R040,8,Rent,Rural
H0031510,R035,4,Own,Suburban
H0031511,R047,2,Rent,Suburban
H0031512,R019,4,Rent,Suburban
H0031513,R026,3,Own,Urban
H0031514,R046,4,Rent,Rural
H0031515,R015,6,Own,Urban
H0031516,R022,7,Own,Suburban
H0031517,R035,5,Rent,Suburban
H0031518,R026,3,Own,Rural
H0031519,R007,1,Rent,Suburban
H0031520,R007,8,Rent,Rural
H0031521,R015,7,Rent,Suburban
H0031522,R030,6,Rent,Urban
H0031523,R045,1,Rent,Urban
H0031524,R028,5,Own,Suburban
H0031525,R014,3,Rent,Rural
H0031526,R048,5,Own,Rural
H0031527,R027,5,Own,Suburban
H0031528,R021,2,Own,Suburban
H0031529,R022,4,Rent,Rural
H0031530,R048,5,Own,Rural
H0031531,R043,4,Own,Urban
H0031532,R049,6,Rent,Rural
H0031533,R047,5,Own,Suburban
H0031534,R015,6,Own,Suburban
H0031535,R049,5,Rent,Urban
H0031536,R001,6,Rent,Rural
H0031537,R002,3,Rent,Urban
H0031538,R023,1,Own,Rural
H0031539,R021,2,Rent,Rural
H0031540,R024,6,Own,Urban
H0031541,R050,5,Own,Suburban
H0031542,R013,8,Rent,Rural
H0031543,R042,3,Rent,Rural
H0031544,R017,3,Own,Rural
H0031545,R012,8,Rent,Urban
H0031546,R009,7,Own,Suburban
H0031547,R043,6,Own,Suburban
H0031548,R020,1,Rent,Rural
H0031549,R009,1,Rent,Urban
H0031550,R022,5,Own,Suburban
H0031551,R040,4,Own,Suburban
H0031552,R036,5,Rent,Urban
H0031553,R001,4,Own,Urban
H0031554,R004,1,Own,Rural
H0031555,R022,2,Rent,Rural
H0031556,R027,1,Rent,Suburban
H0031557,R005,4,Own,Urban
H0031558,R010,7,Rent,Urban
H0031559,R009,4,Own,Rural
H0031560,R044,5,Rent,Suburban
H0031561,R026,4,Own,Rural
H0031562,R006,7,Rent,Rural
H0031563,R050,8,Rent,Suburban
H0031564,R002,6,Rent,Suburban
H0031565,R014,8,Own,Urban
H0031566,R002,2,Own,Urban
H0031567,R010,3,Own,Urban
H0031568,R040,4,Own,Rural
H0031569,R047,8,Rent,Urban
H0031570,R031,6,Rent,Suburban
H0031571,R021,3,Own,Urban
H0031572,R040,6,Rent,Rural
H0031573,R028,7,Rent,Rural
H0031574,R008,4,Rent,Rural
H0031575,R033,2,Own,Rural
H0031576,R029,4,Rent,Urban
H0031577,R027,6,Own,Rural
H0031578,R024,2,Own,Suburban
H0031579,R035,2,Own,Suburban
H0031580,R030,7,Own,Urban
H0031581,R034,7,Rent,Rural
H0031582,R044,1,Own,Rural
H0031583,R009,1,Own,Rural
H0031584,R049,6,Own,Rural
H0031585,R006,3,Rent,Urban
H0031586,R001,6,Rent,Urban
H0031587,R026,4,Own,Suburban
H0031588,R015,5,Own,Suburban
H0031589,R012,1,Own,Rural
H0031590,R043,1,Own,Rural
H0031591,R050,4,Rent,Suburban
H0031592,R040,2,Own,Rural
H0031593,R001,7,Rent,Urban
H0031594,R016,5,Own,Rural
H0031595,R046,3,Rent,Suburban
H0031596,R047,2,Rent,Suburban
H0031597,R021,2,Rent,Suburban
H0031598,R003,3,Own,Rural
H0031599,R026,3,Rent,Suburban
H0031600,R012,5,Rent,Suburban
H0031601,R022,1,Own,Rural
H0031602,R017,7,Rent,Urban
H0031603,R017,8,Own,Urban
H0031604,R019,4,Own,Suburban
H0031605,R017,1,Own,Suburban
H0031606,R019,7,Own,Suburban
H0031607,R038,1,Own,Urban
H0031608,R039,2,Own,Suburban
H0031609,R007,8,Own,Rural
H0031610,R022,6,Own,Rural
H0031611,R044,4,Own,Suburban
H0031612,R027,2,Own,Rural
H0031613,R027,4,Own,Suburban
H0031614,R029,2,Rent,Rural
H0031615,R026,8,Rent,Suburban
