ACTIVE,BKCLASS,ROA,LONGITUDE,ROE,STNAME,ASSET,OFFICES,NETINC,DEP,NAME,CITY,CERT,STALP,LATITUDE,ESTYMD
1,NM,1.4153029632905794,-96.4907420130869,5.96,Kansas,223497,3,784,140965,Farmers and Drovers Bank,Council Grove,12602,KS,38.6606959899239,03/16/1882
1,NM,1.6108209264589182,-93.087480027735,14.9,Louisiana,378106,8,1530,330666,City Bank & Trust Co.,Natchitoches,12608,LA,31.7619029813269,01/01/1933
1,NM,0.5887197098452859,-91.3116640370859,7.77,Louisiana,331996,3,504,298170,Patterson State Bank,Patterson,12609,LA,29.6909820147282,01/01/1925
1,NM,2.06168331167493,-92.2784959353283,15.1,Louisiana,1117417,11,5765,897881,The Evangeline Bank and Trust Company,Ville Platte,12611,LA,30.6902882230139,01/01/1933
1,SM,1.0597711539544348,-92.513746969641,9.15,Louisiana,10093380,59,26115,8793497,Origin Bank,Choudrant,12614,LA,32.528422997579,11/23/1912
1,NM,2.1820504294636067,-91.8522129728702,11.87,Missouri,621286,13,3314,502723,Legends Bank,Linn,12616,MO,38.4858980209035,03/17/1913
1,NM,0.2155545456173276,-91.0127729973815,1.79,Missouri,1175143,7,632,895886,Bank of Washington,Washington,12627,MO,38.5602740005405,10/29/1877
1,SM,1.959654248498322,-92.1711459812574,21.79,Missouri,20473249,177,101101,16412033,The Central Trust Bank,Jefferson City,12633,MO,38.576398016222,02/03/1902
1,NM,1.013661298351292,-120.47057298034,8.76,Washington,2300997,12,5796,1943353,Cashmere Valley Bank,Cashmere,1265,WA,47.5221799814711,09/24/1932
1,NM,1.134781105506855,-88.0966590103212,14.53,Wisconsin,154344,2,439,131580,GreenLeaf Bank,Greenleaf,12661,WI,44.3131250163136,01/01/1913
1,NM,1.2464147870117914,-92.9123302231506,10.9,Missouri,144319,3,440,127702,Citizens Community Bank,Pilot Grove,12694,MO,38.8750394077653,08/26/1913
1,NM,0.30129701956347194,-90.154469967892,4.26,Illinois,320050,5,235,291627,State Bank,Waterloo,12706,IL,38.355772997418,01/04/1894
1,NM,1.2951620301664821,-91.4237959643005,8.83,Iowa,148531,3,480,124519,Bridge Community Bank,Mount Vernon,12717,IA,41.9146319813629,09/08/1903
1,NM,1.7833721062034795,-91.6575469596579,14.4,Louisiana,93284,2,413,73777,Sicily Island State Bank,Sicily Island,12722,LA,31.8463030046999,02/01/1918
1,NM,3.545390779433333,-96.8092870231761,30.34,Nebraska,48586,1,417,42907,Bank of Prague,Prague,12745,NE,41.3104369916536,01/01/1906
1,NM,1.6354747913683274,-95.0932250335315,15.28,Oklahoma,101000,3,414,88776,First State Bank,Valliant,12757,OK,34.0034260200352,01/01/1911
1,NM,2.0228934990075857,-96.4156700557313,14.97,Oklahoma,55943,1,279,47528,"Farmers State Bank, Allen, Oklahoma",Allen,12758,OK,34.8793101095812,09/08/1922
1,NM,1.19165449859373,-97.566483764707,10.98,Oklahoma,925191,11,2584,789450,F&M Bank,Edmond,12761,OK,35.64611823561,01/01/1902
1,NM,1.9718946657972332,-102.312808019255,19.62,Texas,2449456,25,12081,2184778,First United Bank,Dimmitt,12769,TX,34.5523610080371,03/07/1907
1,SM,1.2309915365031308,-89.7427740179667,11.14,Wisconsin,575159,7,1789,496839,Baraboo State Bank,Baraboo,12788,WI,43.4696310076255,07/01/1857
1,NM,1.216853713887107,-117.423178775899,13.31,Washington,10700024,45,32525,8864262,Washington Trust Bank,Spokane,1281,WA,47.6570463542161,11/03/1902
1,NM,1.3958099920650429,-91.143466984454,14.1,Wisconsin,973263,19,3384,792043,Peoples State Bank,Prairie Du Chien,12814,WI,43.052108000523,01/22/1915
1,N,1.4731249769581676,-88.3202789669485,13.77,Illinois,778098,7,2847,687494,"Home State Bank, National Association",Crystal Lake,12815,IL,42.2422190114121,01/01/1915
1,SM,0.8475331186928137,-87.0724699865433,5.88,Indiana,156258,3,333,132904,First State Bank of Porter,Porter,12836,IN,41.6157129880114,04/01/1920
1,SM,1.599024557185593,-85.873845008143,17.07,Indiana,3551779,37,13947,3118046,First Farmers Bank & Trust Co.,Converse,12839,IN,40.579023990118,01/01/1932
1,NM,1.4987844504860426,-87.4927759950481,14.96,Indiana,10084903,63,36998,8324642,Centier Bank,Whiting,12854,IN,41.679094006158,04/21/1895
1,NM,1.3259960554235433,-92.3588110098424,13.02,Iowa,1579523,8,5318,1257690,Farmers State Bank,Waterloo,12855,IA,42.4558580072857,06/25/1903
1,NM,0.6733278402576895,-92.3369429597337,6.78,Iowa,252547,2,428,189605,Denver Savings Bank,Denver,12857,IA,42.6725879975933,01/01/1902
1,NM,1.0613148985310752,-95.1471569645904,12.17,Iowa,638258,1,1683,579934,Farmers Trust and Savings Bank,Spencer,12858,IA,43.1415100084345,04/07/1916
1,NM,1.9045032812853586,-97.8947449931385,14.99,Kansas,52828,1,263,45622,Swedish-American State Bank,Courtland,12865,KS,39.783347984675,03/13/1913
1,NM,1.8730740385123763,-88.0816600136839,21.28,Kentucky,771933,10,3587,700926,Farmers Bank and Trust Company,Marion,12869,KY,37.3321479919051,12/01/1899
1,NM,0.9219524932893736,-68.4471040444668,9.47,Maine,1112819,17,2573,953231,Katahdin Trust Company,Patten,12874,ME,45.99609797634,03/07/1918
1,SM,-1.3534890823026418,-85.974273367773,-7.23,Michigan,83176,2,-277,66791,First State Bank of Michigan,Decatur,12893,MI,42.107810458219,01/01/1870
1,NM,0.8658276384551161,-83.3518620914358,9.07,Michigan,97390,2,210,87749,Mayville State Bank,Mayville,12899,MI,43.340063677479,04/15/1885
1,SM,1.4164691500297142,-93.239077559318,15.78,Arkansas,3143422,38,10967,2835352,Farmers Bank & Trust Company,Magnolia,1291,AR,33.267299832435,01/01/1906
1,SM,1.5193016022336847,-91.607242381017,20.21,Arkansas,844038,17,3222,690246,FNBC Bank,Ash Flat,1294,AR,36.225881653943,01/01/1912
1,SM,1.7440524502085928,-74.4292268503593,15.81,New York,2697498,16,11660,2363814,Orange Bank & Trust Company,Middletown,12944,NY,41.4261679404537,05/02/1892
1,NM,0.5870034438249487,-74.470794887501,5.93,New York,192861,3,274,173915,Bank of Richmondville,Cobleskill,12956,NY,42.680925392863,12/08/1893
1,NM,0.7319032932996375,-78.7984199443825,7.27,New York,378964,7,690,333460,Cattaraugus County Bank,Little Valley,12959,NY,42.249800987658,01/01/1902
1,NM,1.0239781551326905,-94.2576454273694,7.51,Arkansas,286600,10,735,246600,Farmers Bank,Greenwood,1296,AR,35.2121257107761,08/01/1907
1,NM,1.2926110343219703,-84.0592359770365,12.76,Ohio,1212097,15,3881,1086553,The Union Bank Company,Columbus Grove,12969,OH,40.9258399861519,11/21/1904
1,SM,1.1326658847017916,-83.2965139687511,11.92,Ohio,1272143,9,3550,1132671,The Richwood Banking Company,Richwood,12978,OH,40.4273840041959,07/01/1867
1,SM,1.370771822811514,-83.9034660178718,21.51,Ohio,106831,1,359,90773,The Corn City State Bank,Deshler,12980,OH,41.2074299814214,10/11/1911
1,SM,1.4633284129406752,-82.710837369184,10.11,Ohio,4290141,42,15761,3521322,Civista Bank,Sandusky,12982,OH,41.457529753194,03/01/1884
1,NM,1.7400196692038226,-79.3425367120903,14.79,Pennsylvania,452074,3,1944,357265,Elderton State Bank,Elderton,12985,PA,40.6953353206577,10/01/1919
1,SM,-0.13820082407451942,-90.1910281415056,-1.06,Arkansas,1208364,10,-431,997294,Evolve Bank & Trust,West Memphis,1299,AR,35.1660918794414,06/05/1925
1,NM,1.6088405879589176,-96.635230349673,21.62,Texas,455225,5,1802,355885,Trinity Capital Bank of Texas,Ennis,13000,TX,32.323365016991,01/01/1933
1,NM,1.5788707683400585,-102.87887800619,17,Texas,324526,5,1234,294289,The Pecos County State Bank,Fort Stockton,13006,TX,30.8893720064728,05/11/1928
1,SM,1.4753713343287709,-81.25252668019,10.54,Virginia,3644798,67,12713,3079480,First Community Bank,Bluefield,13012,VA,37.241352760387,01/07/1920
1,NM,0.8938852628413945,-80.1511278999999,11.22,West Virginia,385155,7,851,350902,First Exchange Bank,White Hall,13020,WV,39.4825611000001,06/27/1932
1,NM,1.4254351646091454,-90.1822750038385,13.57,Wisconsin,457746,5,1594,405960,Farmers Savings Bank,Mineral Point,13025,WI,42.8621070193416,01/01/1917
1,NM,1.4027212792818067,-91.210366977011,12.85,Wisconsin,151370,4,525,119470,Oakwood Bank,Pigeon Falls,13030,WI,44.4254780162244,04/06/1920
1,NM,1.9398191438079697,-90.8889199844044,20.18,Wisconsin,344168,6,1670,282194,Citizens First Bank,Viroqua,13032,WI,43.5560970024933,01/01/1912
1,SM,1.4806298083074578,-89.0857939930101,14.52,Wisconsin,275930,3,1027,242233,The Farmers State Bank of Waupaca,Waupaca,13033,WI,44.3582279953911,01/11/1911
1,N,0.08763451253302404,-91.259804028673,0.63,Wisconsin,75444,3,17,62873,"Park Bank, National Association",Holmen,13054,WI,43.954810013042,01/01/1909
1,NM,1.257819875358699,-88.3338770122891,9.84,Wisconsin,1173908,11,3694,992753,Citizens Bank,Mukwonago,13055,WI,42.8652060184932,12/12/1892
1,N,0.9435356172927484,-92.5182730297177,8.63,Wisconsin,773117,8,1804,596152,Hiawatha National Bank,Hager City,13058,WI,44.596373999769,01/01/1917
1,SI,0.8821189727321831,-70.5384411898155,9.98,Maine,2099477,17,4534,1668765,Kennebunk Savings Bank,Kennebunk,13063,ME,43.3873893662297,05/01/1871
1,SM,1.0142859755986025,-94.3689440257703,12.25,Missouri,441949,13,1109,391745,Community Bank and Trust,Neosho,13068,MO,36.8695080079462,01/01/1884
1,SM,2.8181745816519133,-91.5241669917126,26.74,Missouri,760801,10,5222,656996,Town & Country Bank,Salem,13071,MO,37.6348250115452,01/01/1894
1,SM,1.1039045585788472,-93.9228976117088,12.52,Arkansas,785601,11,2109,669153,First Western Bank,Booneville,13083,AR,35.1399662416149,04/18/1910
1,N,0.6150840865126777,-80.251628970844,4.25,Florida,21134120,117,32265,16646859,Seacoast National Bank,Stuart,131,FL,27.191632011529,01/01/1933
1,SM,1.6341124166943994,-85.8551159807737,15.04,Indiana,7078433,58,28725,6191715,Lake City Bank,Warsaw,13102,IN,41.2378349999142,01/01/1872
1,NM,0.9540088245816274,-85.3705190147136,9.42,Indiana,895609,11,2130,783649,"Citizens State Bank of New Castle, Indiana",New Castle,13107,IN,39.9314920045117,07/03/1873
1,NM,0.7335387092626034,-85.8893340108401,8.78,Indiana,1080401,15,1968,859286,Jackson County Bank,Seymour,13109,IN,38.957385019845,01/01/1900
1,SM,0.5708380078763858,-86.397671963273,6.77,Indiana,239933,5,339,218945,Hendricks County Bank and Trust Company,Brownsburg,13111,IN,39.843064979577,01/01/1908
1,NM,0.7173610337172496,-86.7651859795513,10.61,Indiana,391553,7,700,326709,Owen County State Bank,Spencer,13112,IN,39.2873499958251,01/01/1934
1,NM,-0.10549764456220506,-87.2739570249216,-0.93,Indiana,248354,5,-65,199934,Peoples Trust and Savings Bank,Boonville,13113,IN,38.0491789886957,01/01/1895
1,SM,1.0473308854934982,-85.1485789591207,14.43,Indiana,559782,9,1459,480597,The Friendship State Bank,Friendship,13130,IN,38.9697849978552,10/26/1912
1,NM,1.5731059815267252,-86.2225752839385,15.83,Kentucky,180632,2,697,149659,Bank of Clarkson,Clarkson,13167,KY,37.4953646842084,01/01/1904
1,SM,1.8937424534730234,-84.9874589987972,19.08,Michigan,414025,10,1935,355957,First Community Bank,Harbor Springs,13179,MI,45.4294799805756,11/01/1905
1,NM,1.1321610980848007,-101.623291189618,14.79,North Dakota,251837,4,711,231738,Union State Bank of Hazen,Hazen,13195,ND,47.2952804938305,01/01/1908
1,NM,1.1595018644902553,-101.020546034454,9.23,North Dakota,70564,2,206,61730,Peoples State Bank,Westhope,13196,ND,48.9095230069522,06/12/1906
1,NM,1.2673293313994927,-96.8608465403602,15.72,North Dakota,1750393,13,5601,1538604,Cornerstone Bank,Fargo,13198,ND,46.8446505055039,07/15/1907
1,NM,1.4793959374513714,-84.2981410046565,12.09,Ohio,278416,7,1022,240899,The Fort Jennings State Bank,Fort Jennings,13209,OH,40.9035030104702,01/01/1918
1,NM,0.4352325798256557,-82.9445509812536,4.28,Ohio,517505,6,563,439695,The Savings Bank,Circleville,13216,OH,39.6023440126341,04/20/1912
1,NM,1.6827461748299177,-84.6292450393686,17.5,Ohio,842455,7,3520,737907,The Peoples Bank Co.,Coldwater,13220,OH,40.480050980337,11/20/1905
1,NM,0.8108352589985445,-88.9920699824542,7.63,Wisconsin,245569,3,493,183746,Farmers & Merchants State Bank,Waterloo,13242,WI,43.183505983643,01/01/1897
1,SM,0.6609991298308798,-86.2464294381473,8.64,Michigan,182771,3,301,159222,The State Savings Bank of Manistique,Manistique,13249,MI,45.957801441537,07/07/1917
1,NM,3.003387968134786,-98.7482190405709,12.51,Nebraska,88730,2,656,66885,Chambers State Bank,Chambers,13251,NE,42.2050259924517,11/01/1901
1,SM,0.9830901292707481,-97.5281809817665,11.68,Nebraska,1245317,11,3070,1064814,Midwest Bank,Pierce,13255,NE,42.1988279941486,01/01/1882
1,NM,0.6316958090480156,-87.7027880156891,7.78,Wisconsin,724896,9,1138,631259,Bank of Luxemburg,Luxemburg,13264,WI,44.5398370151128,10/03/1903
1,SM,1.7892339586801338,-95.4330108139334,14.66,Oklahoma,205476,6,876,177010,Bank of Commerce,Chelsea,13274,OK,36.5359724179468,03/23/1896
1,SM,0.6582629219681354,-76.2026627157827,8.43,New York,1190928,10,1954,1080401,Solvay Bank,Solvay,13297,NY,43.0602841698845,03/17/1917
1,NM,0.4123849290947299,-91.8737936913379,2.08,Arkansas,329016,151,339,250565,Bank of England,England,13303,AR,34.5450628430327,08/08/1898
1,NM,0.8919368620454886,-85.5377549983271,9.53,Indiana,769029,12,1708,688915,The New Washington State Bank,New Washington,13305,IN,38.5629210055633,03/08/1908
1,NM,1.7054324751556365,-121.2741661531,14.93,California,5836466,34,24578,5120775,Farmers & Merchants Bank of Central California,Lodi,1331,CA,38.1342972696629,05/24/1916
1,SM,1.1904271940126414,-84.362561546435,11.75,Ohio,1597487,29,4664,1382529,The State Bank and Trust Company,Defiance,13339,OH,41.285293880517,03/28/1902
1,SM,1.0597055731677267,-83.1144649829317,10.35,Ohio,1352351,19,3532,1029868,The Croghan Colonial Bank,Fremont,13341,OH,41.346337982149,07/25/1888
1,SM,1.777404092867485,-97.2842826724729,21.05,Oklahoma,433198,3,1892,391157,Exchange Bank and Trust Company,Perry,13366,OK,36.287308326666,02/20/1896
1,NM,1.5003006800949776,-92.5724320265336,15.22,Missouri,164609,2,605,147877,Northeast Missouri State Bank,Kirksville,13381,MO,40.190554000526,12/20/1933
1,NM,1.1767909109875072,-94.9756499822138,13.54,Minnesota,141423,2,416,122506,Farmers and Merchants State Bank of Springfield,Springfield,13382,MN,44.2402030035109,01/01/1918
1,NM,3.0584472008106696,-75.2329626843487,11.97,New York,1447578,1,10907,1041885,Bank of Utica,Utica,13397,NY,43.1008172515318,04/23/1927
1,NM,2.234264949527299,-94.1810230138623,16.39,Texas,389110,8,2215,332859,Farmers State Bank,Center,13407,TX,31.795978016125,07/07/1910
1,NM,1.5507952717866555,-99.770821663936,12.68,Oklahoma,83760,1,317,73307,Farmers and Merchants Bank,Arnett,13415,OK,36.1348088406106,12/28/1908
1,NM,2.842048287376213,-99.6303915559298,28.23,Oklahoma,67355,2,466,60520,Oklahoma State Bank,Buffalo,13416,OK,36.8351206578996,02/10/1930
1,NM,1.5588967449158164,-96.6544249917634,14.91,Nebraska,9188563,37,35624,7594514,Union Bank and Trust Company,Lincoln,13421,NE,40.7762450169661,02/28/1917
1,SM,1.5941728888293403,-95.1366759814027,18.37,Minnesota,204497,4,818,185871,Wadena State Bank,Wadena,13430,MN,46.438462010789,01/01/1917
1,NM,1.2774551090376818,-100.195582045002,13.58,Kansas,98787,4,306,88768,Integrity Bank,Fowler,13450,KS,37.380677330753,04/13/1906
1,NM,1.4443505710584896,-90.2700160119077,13.67,Wisconsin,808607,21,2902,716539,Royal Bank,Elroy,13454,WI,43.7386460107465,04/30/1932
1,NM,-0.029538669282948803,-97.556425983811,-0.29,Oklahoma,94515,1,-7,83483,The State Exchange Bank,Lamont,13551,OK,36.690450020456,10/01/1901
1,SM,0.6717472550952704,-75.8183409719813,9.57,Pennsylvania,398683,7,672,364972,Fleetwood Bank,Fleetwood,13561,PA,40.4536059919994,01/01/1934
1,NM,0.4279711285798233,-89.211676180927,4.67,Wisconsin,716609,8,772,587550,Bank of Sun Prairie,Sun Prairie,13565,WI,43.183316259265,08/08/1903
1,NM,0.2900263172028573,-91.3831969589848,3.41,Illinois,37802,2,27,34567,State Bank of Nauvoo,Nauvoo,13582,IL,40.5500720164506,01/17/1893
1,NM,0.6693166648694275,-97.6726429991762,7.22,Texas,408875,6,675,368389,First Lockhart Bank,Lockhart,13599,TX,29.8842819872705,01/09/1934
1,NM,1.7176378113218533,-97.0929659982645,17.51,Texas,137899,4,590,122741,POINTWEST BANK,West,13600,TX,31.8030100137941,01/01/1893
1,NM,0.8982383687165257,-96.4888269996684,9.08,Nebraska,39963,2,87,35977,Bank of Mead,Mead,13611,NE,41.2269300181544,09/01/1885
1,NM,2.0099292914096583,-93.3190900335643,8.35,Iowa,131549,1,668,99346,Corydon State Bank,Corydon,13616,IA,40.7587039986433,01/01/1926
1,NM,1.00349185732413,-100.162099003867,9.66,Nebraska,1183388,8,2932,919978,Dayspring Bank,Gothenburg,13622,NE,40.9282170100735,01/01/1906
1,SM,0.31979428742980026,-93.0931455237293,2.94,Arkansas,612124,5,490,537165,First State Bank,Russellville,13632,AR,35.2781809332213,01/12/1934
1,NM,1.274906212494433,-97.6664780255717,13.79,Kansas,1599701,21,5067,1403563,Peoples Bank and Trust Company,Mcpherson,1365,KS,38.3690829986562,11/01/1898
1,NM,1.2898058422294771,-94.343200602729,10.82,Minnesota,387974,5,1244,340091,Pine Country Bank,Little Falls,13652,MN,45.976169917721,05/11/1927
1,NM,1.0316392608444107,-95.1495940029386,11.45,Iowa,284537,5,740,238581,United Community Bank,Milford,13656,IA,43.3251310201944,06/10/1931
1,NM,1.451418667206897,-97.6459319692319,15.58,Nebraska,225134,6,806,202714,"Farmers and Merchants State Bank, Bloomfield, Nebraska",Bloomfield,13662,NE,42.5991689798418,01/01/1895
1,NM,1.1555774268718069,-97.9702289765562,12.42,Nebraska,174598,3,499,157975,Brunswick State Bank,Brunswick,13692,NE,42.3377909801611,01/01/1930
1,NM,0.788557526949373,-98.5851940412937,5.26,Nebraska,25347,1,47,21484,Nebraska State Bank,Bristow,13696,NE,42.8418800201462,11/14/1924
1,N,1.5896290236304709,-84.6319089758358,13.2,Ohio,647746,10,2526,539624,Greenville National Bank,Greenville,13703,OH,40.1007160079203,01/17/1934
1,NM,1.4064319970950785,-91.9849480371852,12.76,Iowa,393890,6,1375,312914,The Libertyville Savings Bank,Fairfield,13712,IA,41.0033109835364,09/16/1901
1,NM,1.0832588777837588,-95.1032139990028,13.3,Iowa,91364,2,244,83655,The State Bank,Spirit Lake,13715,IA,43.421444996922,10/05/1928
1,NM,0.6442184377702884,-94.6937690091756,4.36,Kansas,16875,1,27,13898,Prescott State Bank,Prescott,13729,KS,38.0653040102056,09/26/1904
1,NM,1.263033659649886,-93.086336987599,11.88,Louisiana,1522511,26,4805,1323478,BOM Bank,Natchitoches,1373,LA,31.7639920030553,10/05/1903
1,NM,1.414175929575392,-95.6287320030987,11.16,Iowa,298273,3,1045,246520,Savings Bank,Primghar,13735,IA,43.0866059861549,11/15/1894
1,NM,0.9921633474728593,-91.880423022378,8.54,Iowa,111778,3,276,92003,Maynard Savings Bank,Maynard,13736,IA,42.774010995763,01/01/1895
1,NM,0.9899937889225552,-91.1023529950075,12.43,Iowa,210705,4,524,187043,Farmers & Merchants Bank & Trust,Burlington,13737,IA,40.8096469849393,01/01/1916
1,NM,1.0212537233208663,-91.1467680293819,11.22,Louisiana,88409,1,228,79969,The Bank of Commerce,White Castle,1374,LA,30.1708610170385,03/01/1927
1,N,0.059809464135682035,-75.4520772003811,0.58,New York,285210,4,42,199377,The Upstate National Bank,Ogdensburg,13748,NY,44.7146389655371,09/27/1922
1,NM,1.129300375831165,-90.7651369603188,8.5,Iowa,222154,2,625,182781,Blue Grass Savings Bank,Blue Grass,13753,IA,41.509497008058,01/01/1902
1,NM,1.0361146536066086,-91.2363129906526,9.22,Louisiana,471372,7,1240,410214,Citizens Bank & Trust Company,Plaquemine,1376,LA,30.2912790003658,07/05/1916
1,NM,0.9407863663090522,-92.0840939656292,6.53,Iowa,53241,1,122,40074,Benton County State Bank,Blairstown,13774,IA,41.9084499924949,01/01/1869
1,NM,0.7646917934983778,-81.8042770409045,7.75,Tennessee,229858,3,439,203071,Farmers State Bank,Mountain City,13775,TN,36.4747610206133,01/15/1934
1,N,0.8263258679543752,-87.9195189699156,14.4,Michigan,193241,5,397,176012,"Northern Interstate Bank, N. A.",Norway,13784,MI,45.7897770105814,06/12/1901
1,NM,1.4512485688646843,-93.5679339866936,13.08,Missouri,131025,4,469,115578,"Concordia Bank of Concordia, Missouri",Concordia,13788,MO,38.983223996583,05/01/1932
1,NM,1.672870369581697,-99.3751920197975,18.07,North Dakota,121174,2,491,106788,McIntosh County Bank,Ashley,13794,ND,46.034615000726,01/01/1911
1,N,1.3510178603399803,-95.825332978659,11.97,Kansas,101259,1,349,89665,First National Bank in Fredonia,Fredonia,13798,KS,37.53350200948,09/16/1871
1,NM,1.4729339492300302,-91.0146669722231,13.72,Louisiana,170946,3,621,144212,Feliciana Bank & Trust Company,Clinton,1380,LA,30.8614890188265,01/20/1904
1,NM,1.4432853153471816,-85.189681800636,18.85,Indiana,314518,4,1117,288441,Farmers and Merchants Bank,Laotto,13801,IN,41.293791537776,10/29/1914
1,SM,0.550380141385919,-84.5320570396874,7.83,Ohio,139265,5,196,128466,The Twin Valley Bank,West Alexandria,13802,OH,39.7442839991973,01/01/1888
1,N,0.9979398201136315,-94.2181960000741,8.99,Minnesota,197395,2,485,172763,Minnstar Bank National Association,Lake Crystal,13809,MN,44.1080470029768,01/29/1934
1,N,1.282305840051119,-89.3817149891433,16.2,Illinois,139251,1,444,125398,First National Bank in Pinckneyville,Pinckneyville,13813,IL,38.078024009279,01/01/1901
1,SM,1.2007404969060398,-91.8085740189108,11.81,Iowa,167055,3,497,128800,Bank 1st,West Union,13816,IA,42.9619159982362,01/01/1934
1,NM,1.727180685669923,-97.5380579650114,17.78,Nebraska,253971,3,1079,227330,Commercial State Bank,Wausa,13819,NE,42.4994770123155,12/01/1925
1,NM,2.0098904418896786,-90.7900160415052,19.06,Arkansas,564380,10,2844,499263,Cross Bank,Wynne,13821,AR,35.2238060185797,06/04/1891
1,NM,1.3823747222907923,-83.4649240055424,8.7,Georgia,45085,3,154,37372,The Trust Bank,Lenox,13832,GA,31.2720219796859,06/25/1907
1,NM,1.3612474804308308,-87.442775428036,12.35,Indiana,402166,5,1376,310960,Kentland Bank,Kentland,13843,IN,40.768773598023,09/19/1932
1,SM,1.4549203854591948,-96.681930207034,14.31,Nebraska,1113298,18,4071,969709,First State Bank Nebraska,Lincoln,13868,NE,40.729880687189,12/12/1912
1,SM,1.3241734512613315,-78.438445366192,11.92,Pennsylvania,8496254,82,27921,7260678,CNB Bank,Clearfield,13876,PA,41.021648659847,01/27/1934
1,NM,1.3170731707317074,-97.6319089614003,18.24,Kansas,174585,4,567,156330,The Farmers State Bank,Mcpherson,13883,KS,38.3699050119007,10/09/1909
1,NM,1.067224315408051,-85.4002946867825,15.72,Alabama,305625,3,814,276547,Farmers and Merchants Bank,Lafayette,13887,AL,32.899823061087,01/30/1934
1,NM,1.55543856174059,-100.762490034458,17.84,Nebraska,374791,10,1492,339914,Sandhills State Bank,North Platte,13892,NE,41.1321959882659,09/22/1902
1,NM,1.073472883091128,-94.2374619721609,13.37,Missouri,383616,9,1042,342304,Farmers State Bank,Cameron,13897,MO,39.7410389872925,01/01/1934
1,NM,-0.2027743213972994,-90.1410714318616,-1.86,Illinois,22443,1,-11,19953,Farmers State Bank of Medora,Medora,13902,IL,39.175943082825,09/09/1912
1,N,1.2304078775012421,-96.3781469857218,12.43,Oklahoma,225205,5,681,202474,First Texoma National Bank,Durant,13905,OK,33.9914670139511,07/08/1898
1,NM,0.1503517156204693,-94.0796960303931,2.43,Minnesota,56607,2,21,52752,Arlington State Bank,Arlington,1391,MN,44.6069660012643,06/04/1895
1,N,1.229666201062183,-98.114765006171,10.62,Texas,596956,8,1830,524262,"SouthTrust Bank, N.A.",George West,13919,TX,28.3335659878019,02/17/1934
1,NM,0.5636501986866951,-97.4268809880255,2.52,Kansas,36960,1,50,28862,"The State Bank of Canton, Canton, Kansas",Canton,13926,KS,38.3855380156942,05/15/1895
1,NM,0.774316816250597,-95.2938629851182,5.7,Iowa,39798,1,77,34222,State Bank of Schaller,Schaller,13931,IA,42.4998710036743,01/01/1898
1,NM,1.5788922046152538,-97.288671032194,15.75,Oklahoma,260562,4,998,234292,First Bank & Trust Company,Perry,13946,OK,36.287491995044,02/21/1934
1,NM,2.3143799821785516,-105.891311041029,18.94,Colorado,326178,1,1922,283509,Alamosa State Bank,Alamosa,13947,CO,37.4742829834457,03/01/1907
1,NM,1.3365836722947821,-93.709452028251,20.85,Louisiana,854380,12,2897,793511,Community Bank of Louisiana,Mansfield,13951,LA,32.0366769805721,10/01/1901
1,SM,1.4934190619061265,-96.1341229621946,14.44,Iowa,1234983,14,4664,894826,Iowa State Bank,Hull,13953,IA,43.1888610139437,01/01/1879
1,NM,1.7919952608389795,-88.5169930143827,12.98,Tennessee,218079,8,968,184620,Foundation Bank,Mc Kenzie,13955,TN,36.1318240017313,02/28/1934
1,NM,-3.9614071864333895,-94.7711899665981,-12.19,Kansas,66016,1,-737,41212,CBW Bank,Weir,13959,KS,37.3102420136846,01/01/1892
1,NM,1.7708805907106988,-91.9559599794242,12.18,Missouri,64483,2,283,50333,The Bank of Houston,Houston,13960,MO,37.3242889937592,06/04/1889
1,SM,1.445060889069742,-97.264369967051,17.67,Nebraska,147054,2,546,133747,Bank of Hartington,Hartington,13962,NE,42.6224179904081,01/01/1917
1,N,1.0186265575362183,-89.2284050347416,9.67,Illinois,118221,2,299,105223,The Granville National Bank,Granville,13983,IL,41.2601729814243,02/27/1934
1,N,0.8309221752355517,-104.991471993267,5.26,Colorado,6881,1,14,5464,"Transact Bank, National Association",Denver,13986,CO,39.746141009846,12/11/1905
1,SM,1.628137584984256,-93.4295989728671,14.24,Minnesota,3688224,40,15046,3138859,Frandsen Bank & Trust,Lonsdale,1399,MN,44.4808049893383,08/01/1901
1,NM,1.0564677941116252,-91.8084499667438,13.85,Iowa,50393,1,129,46461,Palo Savings Bank,Palo,13990,IA,42.0656100064822,01/01/1908
1,NM,1.3454960091220067,-97.7196750313601,13.77,South Dakota,36116,1,118,32592,The Farmers and Merchants State Bank,Scotland,13999,SD,43.1498070029308,03/06/1934
1,SM,0.8136750947168665,-71.0598264127317,10.55,Massachusetts,386546000,3,760000,299560000,State Street Bank and Trust Company,Boston,14,MA,42.3628544213077,01/01/1792
1,SM,1.2933962173900566,-84.0222739633276,11.52,Michigan,422333,4,1352,373146,Chelsea State Bank,Chelsea,14009,MI,42.3064170136612,12/17/1897
1,NM,1.1256200375089829,-77.527111963149,12.53,Maryland,1153306,8,3211,997435,Middletown Valley Bank,Middletown,14017,MD,39.4382340179,01/04/1908
1,NM,-0.8206798223633205,-95.368987720166,-8.32,Minnesota,1453104,17,-3009,1255240,Citizens Alliance Bank,Clara City,1402,MN,44.955223265549,07/02/1902
