wr_returned_date_sk,wr_returned_time_sk,wr_item_sk,wr_refunded_customer_sk,wr_refunded_cdemo_sk,wr_refunded_hdemo_sk,wr_refunded_addr_sk,wr_returning_customer_sk,wr_returning_cdemo_sk,wr_returning_hdemo_sk,wr_returning_addr_sk,wr_web_page_sk,wr_reason_sk,wr_order_number,wr_return_quantity,wr_return_amt,wr_return_tax,wr_return_amt_inc_tax,wr_fee,wr_return_ship_cost,wr_refunded_cash,wr_reversed_charge,wr_account_credit,wr_net_loss
2451704,9804,166,171,7051,2707,228,171,7051,2707,228,1,1,178,22,559.24,39.14,598.38,42.04,50.82,229.28,36.29,293.67,132.00
2451733,61713,139,440,16150,1428,322,440,16150,1428,322,1,1,178,8,345.92,20.75,366.67,19.58,13.28,162.58,135.67,47.67,53.61
,,16,184,2316,6296,,184,,6296,252,,1,178,,,,167.84,,,138.03,1.12,,241.77
2451701,31980,136,686,18318,326,346,686,18318,326,346,1,1,178,29,3064.14,30.64,3094.78,84.04,1446.81,2481.95,29.10,553.09,1561.49
2452134,69448,2,551,12768,1481,146,551,12768,1481,146,1,1,179,39,3687.06,73.74,3760.80,24.85,1010.10,884.89,1961.51,840.66,1108.69
2451998,74763,77,792,10922,3485,55,792,10922,3485,55,1,1,180,2,32.82,1.64,34.46,95.93,20.78,6.56,4.72,21.54,118.35
2451865,44976,146,108,16349,1149,246,108,16349,1149,246,1,1,180,51,4394.16,175.76,4569.92,59.80,1028.16,790.94,1765.57,1837.65,1263.72
2452077,30553,26,36,13169,2285,86,36,13169,2285,86,1,1,180,2,175.62,0.00,175.62,22.13,92.28,21.07,54.09,100.46,114.41
2451841,74636,17,191,1152,5890,363,191,1152,5890,363,1,1,181,58,4315.78,0.00,4315.78,51.39,1100.84,2157.89,1898.94,258.95,1152.23
2451854,54484,71,887,17380,5186,459,887,17380,5186,459,1,1,181,12,227.16,13.62,240.78,10.89,348.36,170.37,40.88,15.91,372.87
2452885,70359,97,840,14722,7084,59,840,14722,7084,59,1,1,182,15,112.95,10.16,123.11,49.07,53.85,96.00,0.67,16.28,113.08
2451007,31613,50,49,2648,296,43,49,2648,296,43,1,1,183,16,228.48,20.56,249.04,8.49,45.60,226.19,1.85,0.44,74.65
2452411,29517,137,682,13924,6663,30,682,13924,6663,30,1,1,184,37,3887.96,272.15,4160.11,55.40,157.62,622.07,1698.26,1567.63,485.17
2452337,80759,105,613,15381,5389,377,613,15381,5389,377,1,1,184,56,404.32,36.38,440.70,91.31,243.60,92.99,155.66,155.67,371.29
2452320,,161,282,3369,3744,22,,3369,,,,1,184,,,69.55,,,,,,19.33,
2452353,43649,67,380,14356,3963,431,380,14356,3963,431,1,1,184,45,2251.35,67.54,2318.89,90.62,2462.40,1418.35,799.68,33.32,2620.56
2452422,73729,131,16,12409,1362,82,16,12409,1362,82,1,1,185,36,1175.40,11.75,1187.15,71.07,83.88,681.73,246.83,246.84,166.70
2452461,49889,21,521,12426,2915,59,521,12426,2915,59,1,1,185,16,249.92,2.49,252.41,68.56,78.88,192.43,1.72,55.77,149.93
2452351,59609,91,472,2259,5477,3,472,2259,5477,3,1,1,187,51,232.56,16.27,248.83,59.24,13.26,32.55,172.00,28.01,88.77
2452538,68572,51,161,2147,2404,449,161,2147,2404,449,1,1,187,15,1301.10,78.06,1379.16,83.50,1266.90,1053.89,37.08,210.13,1428.46
2452365,76186,13,189,10730,503,113,189,10730,503,113,1,1,187,43,428.71,30.00,458.71,73.13,974.81,261.51,115.36,51.84,1077.94
2452509,59303,91,403,18176,1333,145,403,18176,1333,145,1,1,188,24,70.32,6.32,76.64,42.65,5.04,6.32,38.40,25.60,54.01
2452528,50298,99,376,6439,4471,442,376,6439,4471,442,1,1,188,26,2777.06,27.77,2804.83,43.31,1208.74,583.18,1469.89,723.99,1279.82
2452440,,51,758,,2243,,758,6520,,,1,,188,10,,,,11.84,,19.26,,,
2452671,67292,78,337,9665,593,321,337,9665,593,321,1,1,189,26,1139.84,22.79,1162.63,28.94,814.06,763.69,221.92,154.23,865.79
2451203,25851,134,988,2976,5819,111,988,2976,5819,111,1,1,190,6,751.38,60.11,811.49,23.91,274.86,608.61,72.81,69.96,358.88
2452122,43309,7,642,4798,2506,338,642,4798,2506,338,1,1,191,72,388.80,23.32,412.12,21.64,77.76,128.30,46.89,213.61,122.72
2451423,8162,58,82,1430,3370,414,82,1430,3370,414,1,1,192,4,83.52,0.83,84.35,35.22,17.56,63.47,16.24,3.81,53.61
2452131,23883,164,530,9367,628,177,530,9367,628,177,1,1,193,41,77.08,6.16,83.24,36.27,29.93,0.00,70.91,6.17,72.36
,58993,26,274,,,,274,18858,,,,1,193,24,673.68,26.94,700.62,33.58,,586.10,44.66,,
,,91,,973,597,,,973,,,1,,193,,,78.55,,46.85,,179.54,556.15,386.48,
2451935,48655,8,124,895,2843,26,124,895,2843,26,1,1,195,22,619.52,18.58,638.10,95.92,659.78,384.10,204.81,30.61,774.28
2451139,32833,43,944,13255,7143,266,944,13255,7143,266,1,1,197,28,1052.80,0.00,1052.80,89.70,676.76,1021.21,8.84,22.75,766.46
2451232,29601,94,31,10305,3259,126,31,10305,3259,126,1,1,197,6,381.84,7.63,389.47,69.25,0.00,38.18,240.56,103.10,76.88
2451098,72639,20,849,3646,5939,331,849,3646,5939,331,1,1,197,44,1012.88,50.64,1063.52,97.51,810.48,901.46,85.79,25.63,958.63
2451951,39898,77,829,14281,6950,234,829,14281,6950,234,1,1,199,11,63.58,0.00,63.58,68.00,241.67,13.98,43.64,5.96,309.67
2452184,44934,176,662,16494,2462,362,662,16494,2462,362,1,1,199,7,37.24,1.48,38.72,88.49,11.90,33.88,0.13,3.23,101.87
2452876,67562,144,945,17950,1779,196,945,17950,1779,196,1,1,201,19,508.63,10.17,518.80,71.87,716.87,40.69,56.15,411.79,798.91
2452728,45330,57,110,18621,723,106,110,18621,723,106,1,1,201,27,166.86,10.01,176.87,83.29,578.07,66.74,44.05,56.07,671.37
,,39,,,2358,,932,15277,,,,,201,44,,,,54.71,178.20,,398.26,187.43,293.49
2452884,67328,13,61,6946,5638,494,61,6946,5638,494,1,1,201,19,1414.17,42.42,1456.59,8.57,299.06,42.42,576.13,795.62,350.05
2452752,42879,78,374,5861,1179,458,374,5861,1179,458,1,1,202,5,75.55,0.00,75.55,15.69,40.00,61.19,12.49,1.87,55.69
2452743,68917,85,897,12592,4783,426,897,12592,4783,426,1,1,202,94,1074.42,53.72,1128.14,78.71,1342.32,526.46,547.96,0.00,1474.75
2452659,76923,73,974,17176,2818,340,974,17176,2818,340,1,1,202,20,2013.00,0.00,2013.00,17.70,955.60,241.56,230.28,1541.16,973.30
2452255,75139,45,383,434,158,122,383,434,158,122,1,1,204,7,577.15,11.54,588.69,95.40,320.67,150.05,256.26,170.84,427.61
2452173,45807,31,479,6828,5265,258,479,6828,5265,258,1,1,204,9,957.69,76.61,1034.30,16.00,661.68,402.22,399.93,155.54,754.29
2451549,47777,98,877,18833,4100,388,877,18833,4100,388,1,1,206,3,81.12,0.81,81.93,91.25,40.56,38.93,24.04,18.15,132.62
2452245,70976,141,785,15749,2495,268,785,15749,2495,268,1,1,207,25,123.50,3.70,127.20,53.13,1605.50,119.79,0.37,3.34,1662.33
2452441,54655,129,144,8965,4745,69,144,8965,4745,69,1,1,207,43,694.45,27.77,722.22,51.53,1006.20,48.61,335.83,310.01,1085.50
2451044,68849,128,847,17146,1917,452,847,17146,1917,452,1,1,208,18,18.18,1.27,19.45,84.76,1.44,2.54,5.16,10.48,87.47
2452353,44752,135,862,4803,1592,10,862,4803,1592,10,1,1,209,80,3636.00,145.44,3781.44,75.47,612.80,72.72,1282.78,2280.50,833.71
2452380,42456,137,360,13719,4037,499,360,13719,4037,499,1,1,209,22,184.36,0.00,184.36,58.99,36.74,46.09,30.41,107.86,95.73
2451084,25626,94,166,851,3337,346,166,851,3337,346,1,1,210,79,144.57,4.33,148.90,95.76,82.95,111.31,25.61,7.65,183.04
,,55,,16044,,,,,5660,,,1,210,,,,,67.80,,186.51,,,
2451958,22508,110,934,13506,6661,1,934,13506,6661,1,1,1,211,29,67.28,2.01,69.29,67.28,348.29,5.38,53.23,8.67,417.58
2452112,26030,121,543,4142,6669,232,543,4142,6669,232,1,1,211,9,294.57,5.89,300.46,4.99,216.00,132.55,43.74,118.28,226.88
2452084,39630,62,238,13269,2420,58,238,13269,2420,58,1,1,211,1,13.63,0.00,13.63,87.51,30.91,12.94,0.49,0.20,118.42
2451444,76420,152,941,12411,2633,279,941,12411,2633,279,1,1,212,12,831.72,49.90,881.62,97.23,254.88,83.17,142.22,606.33,402.01
2452577,15383,159,353,15754,1938,154,353,15754,1938,154,1,1,213,59,1184.72,0.00,1184.72,95.70,219.48,841.15,209.57,134.00,315.18
2451973,18527,67,244,8579,801,303,244,8579,801,303,1,1,216,11,243.65,17.05,260.70,12.10,266.53,2.43,84.42,156.80,295.68
2452363,27724,91,357,6863,5578,112,357,6863,5578,112,1,1,217,2,70.80,4.95,75.75,14.87,49.20,24.07,43.92,2.81,69.02
2452352,57673,99,941,6752,956,140,941,6752,956,140,1,1,217,24,2190.72,43.81,2234.53,90.10,494.64,1204.89,857.67,128.16,628.55
2450996,34388,157,422,18923,5616,113,422,18923,5616,113,1,1,218,3,26.67,2.13,28.80,76.82,93.36,16.53,9.63,0.51,172.31
2451265,45993,175,325,8227,2729,431,325,8227,2729,431,1,1,220,12,389.16,7.78,396.94,35.81,153.96,159.55,140.06,89.55,197.55
2451249,26080,61,913,6548,672,75,913,6548,672,75,1,1,221,35,477.40,38.19,515.59,9.10,2507.05,81.15,170.38,225.87,2554.34
2451125,81504,73,887,12654,2566,429,887,12654,2566,429,1,1,221,16,1529.12,91.74,1620.86,49.87,24.16,1146.84,252.30,129.98,165.77
2451797,13099,62,800,10415,2189,460,800,10415,2189,460,1,1,224,69,5344.05,0.00,5344.05,62.96,3234.72,2725.46,314.23,2304.36,3297.68
2451890,46184,155,980,6057,5998,107,980,6057,5998,107,1,1,226,50,1671.00,133.68,1804.68,80.13,293.50,1253.25,20.88,396.87,507.31
2451930,77479,65,685,7124,2762,177,685,7124,2762,177,1,1,226,27,1584.63,79.23,1663.86,93.08,1966.95,1283.55,150.54,150.54,2139.26
2452818,49483,54,900,1596,5876,464,900,1596,5876,464,1,1,227,22,1033.56,62.01,1095.57,3.85,143.88,330.73,105.42,597.41,209.74
2452858,36189,96,831,11147,535,487,831,11147,535,487,1,1,227,26,330.72,6.61,337.33,60.83,223.34,66.14,52.91,211.67,290.78
2451341,29129,22,888,6292,5919,158,888,6292,5919,158,1,1,228,8,1275.68,63.78,1339.46,60.35,31.04,574.05,210.48,491.15,155.17
2451694,51081,79,990,9520,5794,496,990,9520,5794,496,1,1,229,58,1287.60,64.38,1351.98,67.46,119.48,553.66,212.84,521.10,251.32
2451630,78366,140,682,15326,4713,352,682,15326,4713,352,1,1,229,8,6.16,0.55,6.71,88.80,22.24,5.11,0.49,0.56,111.59
2451670,66876,97,528,1013,6962,232,528,1013,6962,232,1,1,230,33,0.00,0.00,0.00,61.33,275.88,0.00,0.00,0.00,337.21
2451943,44485,35,896,5526,2484,78,896,5526,2484,78,1,1,231,70,15633.80,0.00,15633.80,18.76,2779.00,2814.08,897.38,11922.34,2797.76
2452557,43479,115,34,15450,1114,54,34,15450,1114,54,1,1,232,27,807.57,24.22,831.79,42.16,1130.49,428.01,299.85,79.71,1196.87
2452418,44013,121,869,519,4841,227,869,519,4841,227,1,1,232,20,140.40,8.42,148.82,63.78,0.00,105.30,5.61,29.49,72.20
2452805,40662,159,376,14719,2838,322,376,14719,2838,322,1,1,233,10,931.60,55.89,987.49,53.02,474.60,885.02,10.71,35.87,583.51
2452751,59838,111,843,5224,1364,101,843,5224,1364,101,1,1,233,30,877.20,17.54,894.74,43.44,350.70,728.07,90.96,58.17,411.68
2452346,34488,108,27,15126,425,124,27,15126,425,124,1,1,234,6,165.78,14.92,180.70,19.20,13.98,8.28,59.85,97.65,48.10
2452617,,96,889,11075,5492,370,889,11075,5492,370,,1,235,,,56.28,,18.64,,268.93,,192.52,425.32
2452495,26111,12,997,14174,5095,291,997,14174,5095,291,1,1,235,17,3602.64,180.13,3782.77,57.81,701.76,432.31,1331.53,1838.80,939.70
2452518,61393,180,998,15629,5195,217,998,15629,5195,217,1,1,235,7,368.48,29.47,397.95,89.63,45.43,29.47,179.67,159.34,164.53
2452555,17434,150,701,10233,6680,456,701,10233,6680,456,1,1,235,12,1095.12,10.95,1106.07,90.01,498.84,10.95,791.44,292.73,599.80
2452653,77774,153,701,10233,6680,456,701,10233,6680,456,1,1,235,35,530.25,21.21,551.46,21.69,1355.55,185.58,261.94,82.73,1398.45
2451332,41643,13,130,8703,2563,103,130,8703,2563,103,1,1,236,25,2090.75,125.44,2216.19,46.98,1275.75,1191.72,404.56,494.47,1448.17
2451387,37442,7,623,4430,1613,108,623,4430,1613,108,1,1,237,77,3069.99,245.59,3315.58,13.11,1569.26,2333.19,670.48,66.32,1827.96
2451312,70505,130,84,15824,4437,37,84,15824,4437,37,1,1,240,47,0.00,0.00,0.00,30.56,200.69,0.00,0.00,0.00,231.25
2451206,6147,68,128,9360,3232,484,128,9360,3232,484,1,1,240,36,1270.08,25.40,1295.48,97.84,520.20,1143.07,12.70,114.31,643.44
2452805,74637,108,75,18842,5721,244,75,18842,5721,244,1,1,241,9,40.14,0.80,40.94,44.05,8.19,14.45,5.65,20.04,53.04
2452737,78271,97,364,7981,5366,467,364,7981,5366,467,1,1,241,12,42.12,2.10,44.22,69.12,139.20,1.26,33.50,7.36,210.42
2451409,18745,136,978,9351,220,294,978,9351,220,294,1,1,242,34,637.84,57.40,695.24,56.15,376.04,465.62,37.88,134.34,489.59
2452855,68983,169,696,17791,2502,405,696,17791,2502,405,1,1,243,12,79.08,3.16,82.24,8.28,20.16,72.75,5.25,1.08,31.60
2452782,64986,139,58,18537,3135,97,58,18537,3135,97,1,1,244,29,205.61,10.28,215.89,19.37,537.08,43.17,102.33,60.11,566.73
2452084,77610,97,203,7420,6605,59,203,7420,6605,59,1,1,245,20,101.40,6.08,107.48,23.16,13.40,8.11,66.23,27.06,42.64
2451909,55973,140,379,18833,3152,15,379,18833,3152,15,1,1,245,14,341.18,10.23,351.41,40.25,194.32,129.64,122.69,88.85,244.80
2452378,77159,101,849,15596,6416,176,849,15596,6416,176,1,1,246,23,545.56,38.18,583.74,25.96,444.13,491.00,6.00,48.56,508.27
2452514,81457,59,826,2500,6431,410,826,2500,6431,410,1,1,246,39,156.39,10.94,167.33,14.38,591.24,103.21,7.44,45.74,616.56
2452539,75612,175,198,15130,1998,198,198,15130,1998,198,1,1,246,30,319.20,25.53,344.73,8.97,1500.30,57.45,164.90,96.85,1534.80
2451166,34280,116,782,16429,4037,388,782,16429,4037,388,1,1,248,72,359.28,21.55,380.83,28.15,66.24,79.04,168.14,112.10,115.94
2451311,72038,25,125,901,2381,209,125,901,2381,209,1,1,248,15,704.10,14.08,718.18,88.76,124.65,154.90,32.95,516.25,227.49
2451384,84881,169,523,12469,5072,270,523,12469,5072,270,1,1,248,4,76.12,0.76,76.88,38.72,60.04,50.23,6.99,18.90,99.52
2451259,38117,128,585,11172,5327,351,585,11172,5327,351,1,1,248,20,384.80,23.08,407.88,38.50,136.80,384.80,0.00,0.00,198.38
2452312,78130,87,338,12324,,,338,12324,,,,,249,40,,169.68,,37.20,1101.60,,29.08,,1308.48
2452428,33575,173,641,17383,726,445,641,17383,726,445,1,1,249,33,1081.41,64.88,1146.29,25.77,864.93,562.33,352.97,166.11,955.58
2452451,29574,85,669,13712,7050,64,669,13712,7050,64,1,1,250,2,192.82,13.49,206.31,75.21,97.52,119.54,27.84,45.44,186.22
,30119,61,,7643,4514,,,,4514,,,,253,61,,120.10,12130.39,32.03,,6245.35,922.39,,
2452363,34736,85,610,7220,4157,407,610,7220,4157,407,1,1,253,18,1590.84,127.26,1718.10,77.61,454.50,1002.22,47.08,541.54,659.37
2452454,33198,169,561,16295,4765,67,561,16295,4765,67,1,1,254,44,443.52,17.74,461.26,94.63,157.08,62.09,183.08,198.35,269.45
2452437,46179,105,259,8150,6240,454,259,8150,6240,454,1,1,254,17,345.95,17.29,363.24,7.90,499.63,335.57,4.87,5.51,524.82
2451454,48589,130,215,14274,2190,401,215,14274,2190,401,1,1,256,16,728.80,29.15,757.95,38.91,364.32,699.64,14.28,14.88,432.38
2451360,65305,145,570,17329,1920,195,570,17329,1920,195,1,1,256,23,979.11,29.37,1008.48,84.66,489.44,293.73,514.03,171.35,603.47
2451186,25500,31,460,11363,1961,388,460,11363,1961,388,1,1,257,2,123.42,3.70,127.12,75.93,25.24,22.21,67.81,33.40,104.87
2451398,43545,8,493,15070,5352,358,493,15070,5352,358,1,1,257,17,446.59,40.19,486.78,98.45,169.83,165.23,272.91,8.45,308.47
2451072,9045,175,666,14033,4009,157,666,14033,4009,157,1,1,258,67,4452.82,133.58,4586.40,75.23,3094.06,3651.31,216.40,585.11,3302.87
2451291,34667,43,893,18445,2046,146,893,18445,2046,146,1,1,258,23,140.53,0.00,140.53,64.38,1209.80,94.15,37.56,8.82,1274.18
2452740,39951,79,729,9125,6049,9,729,9125,6049,9,1,1,260,2,88.20,4.41,92.61,36.08,6.52,65.26,6.65,16.29,47.01
,,16,,,,,619,,3088,,1,1,261,,,2.13,44.79,,45.36,0.42,21.54,20.70,
2451231,77039,34,401,5290,1930,471,401,5290,1930,471,1,1,264,4,31.28,0.00,31.28,40.26,0.00,20.33,2.08,8.87,40.26
2452109,61300,59,783,7826,2925,96,783,7826,2925,96,1,1,265,36,1223.28,36.69,1259.97,68.65,1048.68,978.62,242.21,2.45,1154.02
2451068,75944,122,314,9146,3666,289,314,9146,3666,289,1,1,266,10,26.40,2.37,28.77,43.96,114.50,7.12,7.90,11.38,160.83
2451481,32564,110,429,2015,3713,155,429,2015,3713,155,1,1,267,4,163.76,4.91,168.67,59.72,170.32,1.63,24.31,137.82,234.95
2451411,29460,142,39,18705,60,416,39,18705,60,416,1,1,267,8,101.20,6.07,107.27,17.69,455.68,60.72,36.02,4.46,479.44
,30744,58,563,10433,,59,563,,1096,59,,,268,1,,,173.96,,,95.18,64.11,,52.90
2451414,41043,118,498,972,2670,256,498,972,2670,256,1,1,268,13,29.90,2.09,31.99,41.48,169.39,28.40,0.85,0.65,212.96
2451239,70222,43,857,11192,6895,314,857,11192,6895,314,1,1,268,16,543.04,10.86,553.90,97.31,70.40,184.63,336.90,21.51,178.57
2451931,38296,50,630,2828,6609,122,630,2828,6609,122,1,1,270,44,247.28,19.78,267.06,35.54,216.48,84.07,53.85,109.36,271.80
2452418,5544,109,22,6816,2226,228,22,6816,2226,228,1,1,272,14,1666.56,116.65,1783.21,39.23,508.34,166.65,134.99,1364.92,664.22
2452129,37446,32,93,9930,2871,260,93,9930,2871,260,1,1,273,28,1040.20,83.21,1123.41,85.20,824.32,738.54,283.56,18.10,992.73
2451981,73045,133,704,2535,4709,288,704,2535,4709,288,1,1,273,24,1358.16,27.16,1385.32,33.78,126.00,1154.43,146.68,57.05,186.94
2451899,78484,109,134,6425,4220,410,134,6425,4220,410,1,1,273,15,2341.50,93.66,2435.16,27.90,925.65,1990.27,168.59,182.64,1047.21
2452090,56585,167,859,4491,2587,304,859,4491,2587,304,1,1,274,47,0.00,0.00,0.00,5.33,26.79,0.00,0.00,0.00,32.12
2452407,60376,75,583,13114,2757,97,583,13114,2757,97,1,1,275,37,3098.75,154.93,3253.68,38.36,880.60,2664.92,117.13,316.70,1073.89
2452313,20910,79,411,18744,5349,165,411,18744,5349,165,1,1,275,63,420.84,29.45,450.29,3.58,280.35,92.58,249.47,78.79,313.38
2451260,61109,121,75,2693,2378,448,75,2693,2378,448,1,1,278,14,71.82,5.74,77.56,86.92,56.70,15.08,0.56,56.18,149.36
2451102,61750,142,317,17294,1296,109,317,17294,1296,109,1,1,278,26,1466.40,73.32,1539.72,55.51,314.08,337.27,304.86,824.27,442.91
2451266,63380,112,962,8255,1205,150,962,8255,1205,150,1,1,280,56,10470.88,209.41,10680.29,48.94,3489.92,9737.91,381.14,351.83,3748.27
2451366,34294,80,921,8865,5144,79,921,8865,5144,79,1,1,282,37,301.55,12.06,313.61,46.77,35.15,117.60,136.12,47.83,93.98
,,86,,16838,,,,16838,6861,,1,,284,,31.86,,,92.16,,15.93,7.32,,206.01
2451151,79488,172,713,14791,518,344,713,14791,518,344,1,1,284,22,797.28,63.78,861.06,82.84,474.54,733.49,59.32,4.47,621.16
2451138,56104,169,626,13932,2447,146,626,13932,2447,146,1,1,285,4,131.32,9.19,140.51,25.11,25.88,17.07,90.25,24.00,60.18
2451265,59956,104,257,7187,6949,295,257,7187,6949,295,1,1,285,50,815.00,8.15,823.15,56.64,452.50,431.95,172.37,210.68,517.29
2451136,36055,100,567,18010,4148,315,567,18010,4148,315,1,1,285,35,3113.60,93.40,3207.00,5.65,1638.70,2210.65,478.56,424.39,1737.75
2451234,30576,166,270,14889,757,177,270,14889,757,177,1,1,286,12,402.12,32.16,434.28,10.20,201.00,325.71,22.15,54.26,243.36
2451145,38044,139,310,8432,3625,306,310,8432,3625,306,1,1,286,3,237.15,11.85,249.00,87.99,42.06,0.00,199.20,37.95,141.90
2451365,27910,43,634,532,1237,486,634,532,1237,486,1,1,287,3,96.36,7.70,104.06,18.10,67.11,9.63,38.16,48.57,92.91
2451508,67854,52,712,9240,3729,214,712,9240,3729,214,1,1,287,16,736.32,22.08,758.40,55.95,22.24,257.71,239.30,239.31,100.27
2452106,47771,5,789,3141,2989,289,789,3141,2989,289,1,1,289,3,26.07,2.34,28.41,84.75,16.08,19.55,4.75,1.77,103.17
2452103,49782,147,370,12439,3732,13,370,12439,3732,13,1,1,289,79,1393.56,27.87,1421.43,82.50,616.20,278.71,111.48,1003.37,726.57
2452095,14935,43,870,3538,3197,337,870,3538,3197,337,1,1,290,11,658.57,6.58,665.15,50.81,11.66,0.00,507.09,151.48,69.05
2451740,74839,14,,,,,767,,3439,275,,1,292,,,11.28,,,47.52,400.46,,,
2452780,72837,171,141,7435,2368,405,141,7435,2368,405,1,1,295,41,0.00,0.00,0.00,23.57,1036.48,0.00,0.00,0.00,1060.05
2452893,,133,764,,,,764,4314,5497,,,1,295,36,,33.02,1133.90,92.68,,,374.51,87.86,
,70776,145,802,4542,891,,802,4542,891,359,1,1,296,7,,2.46,,6.28,158.27,7.99,18.73,,167.01
2452659,73254,12,1000,15436,1624,83,1000,15436,1624,83,1,1,296,68,6592.60,65.92,6658.52,8.59,2739.72,6197.04,383.69,11.87,2814.23
2452203,43306,133,731,2754,257,73,731,2754,257,73,1,1,297,27,3082.32,0.00,3082.32,5.90,932.85,1571.98,740.06,770.28,938.75
2451666,28628,50,452,1548,4476,88,452,1548,4476,88,1,1,300,55,579.15,11.58,590.73,76.01,342.10,492.27,79.92,6.96,429.69
2451617,50568,38,231,5846,6365,432,231,5846,6365,432,1,1,300,21,1337.07,13.37,1350.44,15.54,976.29,989.43,90.38,257.26,1005.20
2451263,60893,175,516,7276,4620,72,516,7276,4620,72,1,1,301,42,3694.74,0.00,3694.74,3.91,953.40,3473.05,157.39,64.30,957.31
2451182,71068,154,621,5563,4888,398,621,5563,4888,398,1,1,301,26,569.14,0.00,569.14,79.34,316.16,392.70,24.70,151.74,395.50
2451225,69938,43,658,5296,3343,462,658,5296,3343,462,1,1,301,39,4780.23,191.20,4971.43,58.22,3325.14,430.22,957.00,3393.01,3574.56
2451284,76610,4,882,14416,2797,31,882,14416,2797,31,1,1,303,45,3829.95,306.39,4136.34,28.34,1074.15,574.49,2213.71,1041.75,1408.88
2451397,70493,58,871,17267,470,446,871,17267,470,446,1,1,305,18,119.88,1.19,121.07,83.90,36.90,45.55,62.43,11.90,121.99
2451925,21526,97,601,759,740,386,601,759,740,386,1,1,306,2,7.90,0.47,8.37,97.74,10.54,0.15,6.58,1.17,108.75
2452045,51216,137,99,1864,6797,193,99,1864,6797,193,1,1,306,12,1006.68,80.53,1087.21,66.91,246.48,241.60,443.74,321.34,393.92
2451934,42828,11,683,10142,5432,230,683,10142,5432,230,1,1,307,13,107.38,9.66,117.04,83.80,102.31,16.10,20.99,70.29,195.77
2452893,74574,123,56,2366,4532,470,56,2366,4532,470,1,1,309,30,4894.20,195.76,5089.96,98.38,428.10,2789.69,1851.96,252.55,722.24
2452398,68909,1,74,18197,1423,421,74,18197,1423,421,1,1,312,19,554.61,49.91,604.52,94.23,20.90,543.51,10.32,0.78,165.04
2452375,62226,167,553,16914,1987,104,553,16914,1987,104,1,1,312,44,1960.20,0.00,1960.20,66.00,1487.20,19.60,1668.91,271.69,1553.20
2451478,65256,134,554,3123,5626,292,554,3123,5626,292,1,1,313,19,0.00,0.00,0.00,66.91,698.44,0.00,0.00,0.00,765.35
2451443,66491,140,631,6410,4525,272,631,6410,4525,272,1,1,313,4,113.04,6.78,119.82,17.44,276.36,16.95,3.84,92.25,300.58
2451280,2073,14,435,7504,4213,402,435,7504,4213,402,1,1,314,96,20374.08,1833.66,22207.74,7.87,7771.20,7334.66,651.97,12387.45,9612.73
2451324,79698,160,567,12187,2151,343,567,12187,2151,343,1,1,317,3,652.32,19.56,671.88,72.13,189.15,32.61,359.43,260.28,280.84
2452405,60286,81,931,9374,2146,30,931,9374,2146,30,1,1,318,8,690.32,0.00,690.32,50.25,281.76,614.38,40.24,35.70,332.01
2452237,31296,155,420,,2273,,420,16446,,323,1,1,318,14,63.00,1.89,,,,41.58,,,
2452679,10632,36,311,16930,5412,239,311,16930,5412,239,1,1,320,39,1125.93,78.81,1204.74,67.02,954.72,416.59,78.02,631.32,1100.55
2451138,46359,140,167,7918,3525,57,167,7918,3525,57,1,1,321,2,76.14,6.09,82.23,56.85,8.94,3.04,29.97,43.13,71.88
2451146,75006,100,520,4750,3235,116,520,4750,3235,116,1,1,321,39,3440.97,0.00,3440.97,30.09,2234.31,1135.52,1083.56,1221.89,2264.40
2451077,72412,106,752,2945,3938,431,752,2945,3938,431,1,1,322,43,4213.14,294.91,4508.05,87.31,336.69,2949.19,37.91,1226.04,718.91
2451690,45291,152,456,228,555,103,456,228,555,103,1,1,323,34,2712.86,0.00,2712.86,84.00,1575.22,2305.93,333.68,73.25,1659.22
2451387,70444,58,721,18291,6917,368,721,18291,6917,368,1,1,324,30,1167.00,35.01,1202.01,88.92,753.00,548.49,86.59,531.92,876.93
2451288,65909,52,948,8138,6223,437,948,8138,6223,437,1,1,324,61,420.29,12.60,432.89,95.69,653.92,88.26,242.38,89.65,762.21
2451181,23926,52,618,8492,4766,440,618,8492,4766,440,1,1,325,8,527.36,42.18,569.54,54.67,50.16,163.48,334.76,29.12,147.01
2451311,38436,8,760,11793,3709,69,760,11793,3709,69,1,1,325,78,549.12,49.42,598.54,62.43,128.70,291.03,64.52,193.57,240.55
2451714,251,1,623,5618,3989,172,623,5618,3989,172,1,1,326,4,467.28,32.70,499.98,22.23,104.60,74.76,219.81,172.71,159.53
2451704,70282,82,469,3917,380,112,469,3917,380,112,1,1,326,17,23.97,1.19,25.16,83.20,1204.96,11.26,3.17,9.54,1289.35
2451811,45854,106,569,16640,6223,397,569,16640,6223,397,1,1,326,21,1251.60,62.58,1314.18,57.48,658.77,988.76,23.65,239.19,778.83
2451770,70846,14,571,232,2581,333,571,232,2581,333,1,1,328,7,31.71,1.58,33.29,7.26,253.68,8.56,7.40,15.75,262.52
2451636,48241,61,589,6075,1117,56,589,6075,1117,56,1,1,331,19,1953.01,175.77,2128.78,22.39,24.70,78.12,656.21,1218.68,222.86
,,85,,,,342,650,11968,4829,342,,,332,15,,108.68,1316.33,,,,589.81,207.24,157.27
