cs_sold_date_sk,cs_sold_time_sk,cs_ship_date_sk,cs_bill_customer_sk,cs_bill_cdemo_sk,cs_bill_hdemo_sk,cs_bill_addr_sk,cs_ship_customer_sk,cs_ship_cdemo_sk,cs_ship_hdemo_sk,cs_ship_addr_sk,cs_call_center_sk,cs_catalog_page_sk,cs_ship_mode_sk,cs_warehouse_sk,cs_item_sk,cs_promo_sk,cs_order_number,cs_quantity,cs_wholesale_cost,cs_list_price,cs_sales_price,cs_ext_discount_amt,cs_ext_sales_price,cs_ext_wholesale_cost,cs_ext_list_price,cs_ext_tax,cs_coupon_amt,cs_ext_ship_cost,cs_net_paid,cs_net_paid_inc_tax,cs_net_paid_inc_ship,cs_net_paid_inc_ship_tax,cs_net_profit
2451156,26286,2451165,445,4075,656,138,445,4075,656,138,1,204,9,1,61,1,379,4,82.65,242.99,38.87,816.48,155.48,330.60,971.96,6.21,0.00,194.36,155.48,161.69,349.84,356.05,-175.12
2451156,26286,2451219,445,4075,656,138,445,4075,656,138,1,1140,5,1,176,2,379,47,45.41,83.55,28.40,2592.05,1334.80,2134.27,3926.85,53.39,0.00,195.99,1334.80,1388.19,1530.79,1584.18,-799.47
2451156,26286,2451168,445,4075,656,138,445,4075,656,138,1,410,1,1,50,1,379,95,19.14,35.21,34.15,100.70,3244.25,1818.30,3344.95,64.88,0.00,133.00,3244.25,3309.13,3377.25,3442.13,1425.95
2451156,26286,2451175,445,4075,656,138,445,4075,656,138,1,111,1,1,1,2,379,54,82.73,152.22,6.08,7891.56,328.32,4467.42,8219.88,0.85,285.63,1314.90,42.69,43.54,1357.59,1358.44,-4424.73
2451157,14705,2451203,172,6818,6360,101,172,6818,6360,101,1,413,20,1,157,1,380,56,84.60,155.66,42.02,6363.84,2353.12,4737.60,8716.96,211.78,0.00,871.36,2353.12,2564.90,3224.48,3436.26,-2384.48
2451157,14705,2451201,172,6818,6360,101,172,6818,6360,101,1,126,2,1,115,3,380,58,95.31,199.19,23.90,10166.82,1386.20,5527.98,11553.02,97.03,0.00,2772.40,1386.20,1483.23,4158.60,4255.63,-4141.78
2451157,14705,2451193,172,6818,6360,101,172,6818,6360,101,1,129,2,1,121,2,380,11,12.61,25.85,9.04,184.91,99.44,138.71,284.35,1.39,64.63,76.67,34.81,36.20,111.48,112.87,-103.90
2451157,14705,2451242,172,6818,6360,101,172,6818,6360,101,1,360,19,1,80,1,380,28,16.16,22.94,10.09,359.80,282.52,452.48,642.32,8.47,0.00,308.28,282.52,290.99,590.80,599.27,-169.96
2451157,67372,2451246,887,2334,2326,369,887,2334,2326,369,1,190,15,1,139,2,381,50,86.67,117.87,41.25,3831.00,2062.50,4333.50,5893.50,123.75,0.00,1001.50,2062.50,2186.25,3064.00,3187.75,-2271.00
2451157,67372,2451172,887,2334,2326,369,887,2334,2326,369,1,1196,14,1,26,3,381,5,60.47,104.61,25.10,397.55,125.50,302.35,523.05,6.27,0.00,125.50,125.50,131.77,251.00,257.27,-176.85
2451157,67372,2451206,887,2334,2326,369,887,2334,2326,369,1,202,14,1,14,3,381,7,96.41,112.79,28.19,592.20,197.33,674.87,789.53,7.89,0.00,363.16,197.33,205.22,560.49,568.38,-477.54
2451157,67372,2451228,887,2334,2326,369,887,2334,2326,369,1,166,13,1,49,2,381,64,84.58,85.42,69.19,1038.72,4428.16,5413.12,5466.88,161.18,398.53,1803.52,4029.63,4190.81,5833.15,5994.33,-1383.49
2451157,67372,2451167,887,2334,2326,369,887,2334,2326,369,1,379,4,1,116,1,381,10,48.16,130.03,124.82,52.10,1248.20,481.60,1300.30,24.96,0.00,572.10,1248.20,1273.16,1820.30,1845.26,766.60
2451157,67372,2451215,887,2334,2326,369,887,2334,2326,369,1,181,14,1,44,1,381,93,38.32,71.65,54.45,1599.60,5063.85,3563.76,6663.45,303.83,0.00,1332.69,5063.85,5367.68,6396.54,6700.37,1500.09
2451157,67372,2451233,887,2334,2326,369,887,2334,2326,369,1,1284,3,1,160,3,381,80,14.51,34.09,0.68,2672.80,54.40,1160.80,2727.20,3.23,0.54,81.60,53.86,57.09,135.46,138.69,-1106.94
2451157,67372,2451210,887,2334,2326,369,887,2334,2326,369,1,1293,18,1,128,3,381,63,80.70,119.43,77.62,2634.03,4890.06,5084.10,7524.09,97.80,0.00,3160.08,4890.06,4987.86,8050.14,8147.94,-194.04
2451158,,,118,,,,118,,471,471,1,,,1,148,,382,,72.74,,,,2137.62,,,,235.13,,,,2472.43,2643.65,-3116.57
2451158,61915,2451244,118,2606,471,471,118,2606,471,471,1,167,3,1,56,3,382,71,67.78,152.50,51.85,7146.15,3681.35,4812.38,10827.50,0.00,0.00,5305.12,3681.35,3681.35,8986.47,8986.47,-1131.03
2451158,61915,2451202,118,2606,471,471,118,2606,471,471,1,144,9,1,157,2,382,89,2.59,7.61,3.88,331.97,345.32,230.51,677.29,6.90,0.00,242.97,345.32,352.22,588.29,595.19,114.81
2451158,61915,2451226,118,2606,471,471,118,2606,471,471,1,1270,5,1,115,3,382,68,92.09,193.38,79.28,7758.80,5391.04,6262.12,13149.84,0.00,0.00,6179.84,5391.04,5391.04,11570.88,11570.88,-871.08
2451158,61915,2451217,118,2606,471,471,118,2606,471,471,1,364,2,1,121,3,382,1,9.94,12.62,0.12,12.50,0.12,9.94,12.62,0.00,0.00,0.75,0.12,0.12,0.87,0.87,-9.82
2451158,61915,2451169,118,2606,471,471,118,2606,471,471,1,127,15,1,80,2,382,68,49.83,115.10,88.62,1800.64,6026.16,3388.44,7826.80,189.82,2229.67,234.60,3796.49,3986.31,4031.09,4220.91,408.05
2451158,61915,2451216,118,2606,471,471,118,2606,471,471,1,198,19,1,58,2,382,23,99.06,146.60,36.65,2528.85,842.95,2278.38,3371.80,50.57,0.00,1517.31,842.95,893.52,2360.26,2410.83,-1435.43
2451158,61915,2451197,118,2606,471,471,118,2606,471,471,1,388,16,1,25,3,382,80,63.58,122.07,118.40,293.60,9472.00,5086.40,9765.60,278.47,4830.72,2148.00,4641.28,4919.75,6789.28,7067.75,-445.12
2451158,61915,2451204,118,2606,471,471,118,2606,471,471,1,178,1,1,62,3,382,46,69.37,165.79,129.31,1678.08,5948.26,3191.02,7626.34,187.37,2200.85,3278.88,3747.41,3934.78,7026.29,7213.66,556.39
2451158,61915,2451183,118,2606,471,471,118,2606,471,471,1,164,10,1,19,3,382,44,32.80,51.82,27.98,1048.96,1231.12,1443.20,2280.08,0.00,0.00,113.96,1231.12,1231.12,1345.08,1345.08,-212.08
2451158,62884,2451244,626,14756,6830,279,626,14756,6830,279,1,332,20,1,43,1,383,83,80.13,217.15,152.00,5407.45,12616.00,6650.79,18023.45,504.64,0.00,4145.02,12616.00,13120.64,16761.02,17265.66,5965.21
2451158,62884,2451171,626,14756,6830,279,626,14756,6830,279,1,1205,2,1,146,1,383,12,86.32,251.19,231.09,241.20,2773.08,1035.84,3014.28,92.89,915.11,1235.76,1857.97,1950.86,3093.73,3186.62,822.13
2451158,62884,2451212,626,14756,6830,279,626,14756,6830,279,1,167,6,1,110,3,383,3,50.60,51.10,27.59,70.53,82.77,151.80,153.30,0.82,0.00,70.50,82.77,83.59,153.27,154.09,-69.03
2451158,62884,2451206,626,14756,6830,279,626,14756,6830,279,1,404,15,1,79,2,383,51,44.59,76.24,33.54,2177.70,1710.54,2274.09,3888.24,136.84,0.00,699.72,1710.54,1847.38,2410.26,2547.10,-563.55
2451159,74450,2451216,871,14254,1333,217,871,14254,1333,217,1,187,11,1,38,1,384,85,62.53,81.91,63.88,1532.55,5429.80,5315.05,6962.35,325.78,0.00,2297.55,5429.80,5755.58,7727.35,8053.13,114.75
2451159,74450,2451197,871,14254,1333,217,871,14254,1333,217,1,216,9,1,148,3,384,1,20.61,46.99,17.85,29.14,17.85,20.61,46.99,0.00,0.00,19.73,17.85,17.85,37.58,37.58,-2.76
2451159,74450,2451170,871,14254,1333,217,871,14254,1333,217,1,1282,13,1,56,3,384,58,20.24,43.11,16.81,1525.40,974.98,1173.92,2500.38,68.24,0.00,1099.68,974.98,1043.22,2074.66,2142.90,-198.94
2451159,74450,2451179,871,14254,1333,217,871,14254,1333,217,1,1267,11,1,157,3,384,93,74.55,75.29,40.65,3221.52,3780.45,6933.15,7001.97,226.82,0.00,209.25,3780.45,4007.27,3989.70,4216.52,-3152.70
2451159,74450,2451208,871,14254,1333,217,871,14254,1333,217,1,172,4,1,115,1,384,92,99.04,113.89,28.47,7858.64,2619.24,9111.68,10477.88,209.53,0.00,4610.12,2619.24,2828.77,7229.36,7438.89,-6492.44
2451159,74450,2451247,871,14254,1333,217,871,14254,1333,217,1,140,19,1,121,2,384,62,79.65,169.65,132.32,2314.46,8203.84,4938.30,10518.30,426.60,2871.34,104.78,5332.50,5759.10,5437.28,5863.88,394.20
2451159,74450,2451194,871,14254,1333,217,871,14254,1333,217,1,124,6,1,80,3,384,49,68.87,202.47,105.28,4762.31,5158.72,3374.63,9921.03,0.00,0.00,2876.79,5158.72,5158.72,8035.51,8035.51,1784.09
2451159,74450,2451218,871,14254,1333,217,871,14254,1333,217,1,1270,6,1,58,1,384,73,16.54,28.11,8.99,1395.76,656.27,1207.42,2052.03,0.00,0.00,327.77,656.27,656.27,984.04,984.04,-551.15
2451159,74450,2451234,871,14254,1333,217,871,14254,1333,217,1,161,5,1,25,2,384,49,59.27,141.06,31.03,5391.47,1520.47,2904.23,6911.94,45.61,0.00,3248.21,1520.47,1566.08,4768.68,4814.29,-1383.76
2451159,74450,2451191,871,14254,1333,217,871,14254,1333,217,1,199,17,1,62,3,384,98,14.32,15.32,2.45,1261.26,240.10,1403.36,1501.36,2.88,192.08,705.60,48.02,50.90,753.62,756.50,-1355.34
2451159,69964,2451175,730,12566,5410,350,730,12566,5410,350,1,216,15,1,169,1,385,91,86.44,165.96,51.44,10421.32,4681.04,7866.04,15102.36,0.00,0.00,2718.17,4681.04,4681.04,7399.21,7399.21,-3185.00
2451159,69964,2451225,730,12566,5410,350,730,12566,5410,350,1,384,10,1,86,3,385,48,39.11,102.07,68.38,1617.12,3282.24,1877.28,4899.36,295.40,0.00,1763.52,3282.24,3577.64,5045.76,5341.16,1404.96
2451159,69964,2451197,730,12566,5410,350,730,12566,5410,350,1,138,20,1,104,2,385,57,97.85,254.41,241.68,725.61,13775.76,5577.45,14501.37,964.30,0.00,0.00,13775.76,14740.06,13775.76,14740.06,8198.31
2451159,69964,2451240,730,12566,5410,350,730,12566,5410,350,1,1196,12,1,32,3,385,19,45.97,56.08,1.68,1033.60,31.92,873.43,1065.52,1.59,0.00,330.22,31.92,33.51,362.14,363.73,-841.51
2451159,69964,2451171,730,12566,5410,350,730,12566,5410,350,1,128,10,1,70,3,385,53,6.21,16.82,2.35,766.91,124.55,329.13,891.46,9.96,0.00,142.57,124.55,134.51,267.12,277.08,-204.58
2451159,69964,2451198,730,12566,5410,350,730,12566,5410,350,1,188,2,1,40,3,385,67,73.90,76.11,76.11,0.00,5099.37,4951.30,5099.37,203.97,2549.68,917.23,2549.69,2753.66,3466.92,3670.89,-2401.61
2451159,69964,2451226,730,12566,5410,350,730,12566,5410,350,1,1271,18,1,8,1,385,27,58.16,107.59,41.96,1772.01,1132.92,1570.32,2904.93,22.65,0.00,842.40,1132.92,1155.57,1975.32,1997.97,-437.40
2451159,69964,2451224,730,12566,5410,350,730,12566,5410,350,1,332,16,1,34,3,385,63,52.24,83.06,13.28,4396.14,836.64,3291.12,5232.78,66.93,0.00,2511.18,836.64,903.57,3347.82,3414.75,-2454.48
2451159,69964,2451215,730,12566,5410,350,730,12566,5410,350,1,182,13,1,43,1,385,9,26.04,33.85,2.03,286.38,18.27,234.36,304.65,1.64,0.00,15.21,18.27,19.91,33.48,35.12,-216.09
2451159,69964,2451192,730,12566,5410,350,730,12566,5410,350,1,173,13,1,146,2,385,57,97.40,197.72,92.92,5973.60,5296.44,5551.80,11270.04,423.71,0.00,3042.66,5296.44,5720.15,8339.10,8762.81,-255.36
2451159,69964,2451186,730,12566,5410,350,730,12566,5410,350,1,343,1,1,110,3,385,3,97.00,228.92,201.44,82.44,604.32,291.00,686.76,1.93,555.97,281.55,48.35,50.28,329.90,331.83,-242.65
2451159,69964,2451189,730,12566,5410,350,730,12566,5410,350,1,210,20,1,79,2,385,98,15.13,35.25,13.39,2142.28,1312.22,1482.74,3454.50,0.00,0.00,1243.62,1312.22,1312.22,2555.84,2555.84,-170.52
2451159,69964,2451165,730,12566,5410,350,730,12566,5410,350,1,1250,10,1,55,1,385,58,66.90,157.21,103.75,3100.68,6017.50,3880.20,9118.18,248.52,2467.17,91.06,3550.33,3798.85,3641.39,3889.91,-329.87
2451159,69964,2451239,730,12566,5410,350,730,12566,5410,350,1,427,5,1,20,2,385,21,26.87,80.07,32.02,1009.05,672.42,564.27,1681.47,10.08,168.10,706.02,504.32,514.40,1210.34,1220.42,-59.95
2451160,62591,2451209,903,15199,6822,105,903,15199,6822,105,1,205,5,1,122,2,386,20,4.29,11.79,4.48,146.20,89.60,85.80,235.80,3.44,40.32,89.60,49.28,52.72,138.88,142.32,-36.52
2451160,62591,2451196,903,15199,6822,105,903,15199,6822,105,1,421,11,1,37,2,386,49,38.04,89.01,2.67,4230.66,130.83,1863.96,4361.49,2.61,0.00,2006.06,130.83,133.44,2136.89,2139.50,-1733.13
2451160,62591,2451174,903,15199,6822,105,903,15199,6822,105,1,201,18,1,175,3,386,83,60.88,144.89,86.93,4810.68,7215.19,5053.04,12025.87,292.93,3030.37,480.57,4184.82,4477.75,4665.39,4958.32,-868.22
2451160,62591,2451171,903,15199,6822,105,903,15199,6822,105,1,1204,6,1,127,2,386,6,32.71,86.68,36.40,301.68,218.40,196.26,520.08,4.36,0.00,244.38,218.40,222.76,462.78,467.14,22.14
2451160,62591,2451243,903,15199,6822,105,903,15199,6822,105,1,137,1,1,124,1,386,50,70.05,114.18,99.33,742.50,4966.50,3502.50,5709.00,0.00,0.00,1141.50,4966.50,4966.50,6108.00,6108.00,1464.00
2451160,62591,2451238,903,15199,6822,105,903,15199,6822,105,1,1202,20,1,163,2,386,14,61.52,111.35,20.04,1278.34,280.56,861.28,1558.90,11.22,0.00,15.54,280.56,291.78,296.10,307.32,-580.72
2451160,71221,2451208,291,15271,6987,235,291,15271,6987,235,1,152,2,1,22,1,387,77,50.71,143.00,95.81,3633.63,7377.37,3904.67,11011.00,511.25,73.77,2422.42,7303.60,7814.85,9726.02,10237.27,3398.93
2451160,71221,2451221,291,15271,6987,235,291,15271,6987,235,1,421,3,1,103,2,387,59,27.32,68.84,0.68,4021.44,40.12,1611.88,4061.56,0.61,32.49,1096.22,7.63,8.24,1103.85,1104.46,-1604.25
2451160,71221,2451183,291,15271,6987,235,291,15271,6987,235,1,216,14,1,76,1,387,42,20.66,28.09,17.97,425.04,754.74,867.72,1179.78,67.92,0.00,117.60,754.74,822.66,872.34,940.26,-112.98
2451160,71221,2451220,291,15271,6987,235,291,15271,6987,235,1,205,12,1,106,2,387,16,3.98,5.77,3.05,43.52,48.80,63.68,92.32,2.92,0.00,0.80,48.80,51.72,49.60,52.52,-14.88
2451160,71221,2451180,291,15271,6987,235,291,15271,6987,235,1,175,5,1,94,1,387,38,15.69,39.69,31.75,301.72,1206.50,596.22,1508.22,36.19,0.00,467.40,1206.50,1242.69,1673.90,1710.09,610.28
2451160,71221,2451232,291,15271,6987,235,291,15271,6987,235,1,1191,17,1,7,2,387,38,22.03,40.31,13.30,1026.38,505.40,837.14,1531.78,20.21,0.00,520.60,505.40,525.61,1026.00,1046.21,-331.74
2451160,71221,2451170,291,15271,6987,235,291,15271,6987,235,1,149,9,1,68,2,387,15,27.88,45.72,4.11,624.15,61.65,418.20,685.80,0.48,53.63,192.00,8.02,8.50,200.02,200.50,-410.18
2451160,71221,2451230,291,15271,6987,235,291,15271,6987,235,1,214,2,1,52,1,387,18,98.61,270.19,86.46,3307.14,1556.28,1774.98,4863.42,31.12,0.00,1215.72,1556.28,1587.40,2772.00,2803.12,-218.70
2451161,68043,2451240,992,6312,2240,311,992,6312,2240,311,1,1217,16,1,67,2,388,94,78.05,96.00,61.44,3248.64,5775.36,7336.70,9024.00,106.26,4447.02,541.44,1328.34,1434.60,1869.78,1976.04,-6008.36
2451161,68043,2451211,992,6312,2240,311,992,6312,2240,311,1,132,9,1,139,3,388,71,49.08,117.79,53.00,4600.09,3763.00,3484.68,8363.09,261.90,489.19,668.82,3273.81,3535.71,3942.63,4204.53,-210.87
2451161,68043,2451165,992,6312,2240,311,992,6312,2240,311,1,198,20,1,26,1,388,50,59.36,120.50,34.94,4278.00,1747.00,2968.00,6025.00,1.39,1607.24,421.50,139.76,141.15,561.26,562.65,-2828.24
2451161,68043,2451251,992,6312,2240,311,992,6312,2240,311,1,139,8,1,14,2,388,60,43.52,117.93,79.01,2335.20,4740.60,2611.20,7075.80,426.65,0.00,2263.80,4740.60,5167.25,7004.40,7431.05,2129.40
2451161,68043,2451240,992,6312,2240,311,992,6312,2240,311,1,1262,18,1,49,3,388,67,96.81,187.81,129.58,3901.41,8681.86,6486.27,12583.27,434.09,0.00,6039.38,8681.86,9115.95,14721.24,15155.33,2195.59
2451161,68043,2451227,992,6312,2240,311,992,6312,2240,311,1,210,2,1,116,2,388,25,50.46,109.49,105.11,109.50,2627.75,1261.50,2737.25,52.55,0.00,383.00,2627.75,2680.30,3010.75,3063.30,1366.25
2451161,68043,2451237,992,6312,2240,311,992,6312,2240,311,1,112,16,1,44,3,388,10,14.39,26.62,14.64,119.80,146.40,143.90,266.20,11.71,0.00,101.10,146.40,158.11,247.50,259.21,2.50
2451161,68043,2451196,992,6312,2240,311,992,6312,2240,311,1,364,10,1,160,3,388,16,50.14,58.16,56.41,28.00,902.56,802.24,930.56,27.07,0.00,316.32,902.56,929.63,1218.88,1245.95,100.32
2451161,68043,2451203,992,6312,2240,311,992,6312,2240,311,1,123,13,1,128,2,388,47,30.61,63.66,53.47,478.93,2513.09,1438.67,2992.02,100.52,0.00,627.92,2513.09,2613.61,3141.01,3241.53,1074.42
2451161,68043,2451173,992,6312,2240,311,992,6312,2240,311,1,199,12,1,169,3,388,12,86.19,132.73,66.36,796.44,796.32,1034.28,1592.76,7.96,0.00,47.76,796.32,804.28,844.08,852.04,-237.96
2451161,68043,2451225,992,6312,2240,311,992,6312,2240,311,1,109,20,1,86,2,388,33,6.10,17.87,14.83,100.32,489.39,201.30,589.71,34.25,0.00,288.75,489.39,523.64,778.14,812.39,288.09
2451161,68043,2451230,992,6312,2240,311,992,6312,2240,311,1,1193,18,1,104,1,388,87,1.93,3.24,0.00,281.88,0.00,167.91,281.88,0.00,0.00,84.39,0.00,0.00,84.39,84.39,-167.91
2451161,68043,2451198,992,6312,2240,311,992,6312,2240,311,1,339,17,1,32,2,388,34,72.72,133.80,68.23,2229.38,2319.82,2472.48,4549.20,85.36,1252.70,1137.30,1067.12,1152.48,2204.42,2289.78,-1405.36
2451161,29659,2451179,316,7952,2659,54,316,7952,2659,54,1,430,6,1,97,1,389,14,93.06,116.32,80.26,504.84,1123.64,1302.84,1628.48,11.23,0.00,569.94,1123.64,1134.87,1693.58,1704.81,-179.20
2451161,29659,2451204,316,7952,2659,54,316,7952,2659,54,1,186,12,1,140,3,389,36,24.71,68.19,13.63,1964.16,490.68,889.56,2454.84,0.00,0.00,417.24,490.68,490.68,907.92,907.92,-398.88
2451161,29659,2451229,316,7952,2659,54,316,7952,2659,54,1,148,9,1,112,3,389,1,24.17,58.00,36.54,21.46,36.54,24.17,58.00,1.82,0.00,17.98,36.54,38.36,54.52,56.34,12.37
2451161,29659,2451214,316,7952,2659,54,316,7952,2659,54,1,210,17,1,172,2,389,8,81.65,204.94,30.74,1393.60,245.92,653.20,1639.52,4.91,147.55,573.76,98.37,103.28,672.13,677.04,-554.83
2451161,29659,2451216,316,7952,2659,54,316,7952,2659,54,1,345,9,1,151,1,389,18,30.88,48.17,1.44,841.14,25.92,555.84,867.06,0.40,5.70,294.66,20.22,20.62,314.88,315.28,-535.62
2451161,29659,2451198,316,7952,2659,54,316,7952,2659,54,1,109,10,1,2,3,389,55,59.51,166.62,63.31,5682.05,3482.05,3273.05,9164.10,69.64,0.00,641.30,3482.05,3551.69,4123.35,4192.99,209.00
2451161,29659,2451203,316,7952,2659,54,316,7952,2659,54,1,112,2,1,122,2,389,71,74.69,202.40,188.23,1006.07,13364.33,5302.99,14370.40,502.49,7083.09,4023.57,6281.24,6783.73,10304.81,10807.30,978.25
2451161,29659,2451213,316,7952,2659,54,316,7952,2659,54,1,1266,20,1,37,3,389,54,2.56,4.78,0.90,209.52,48.60,138.24,258.12,4.37,0.00,51.30,48.60,52.97,99.90,104.27,-89.64
2451162,72617,2451217,319,11062,269,97,823,12849,3023,260,1,1285,15,1,160,3,390,24,20.22,40.64,17.88,546.24,429.12,485.28,975.36,21.45,0.00,58.32,429.12,450.57,487.44,508.89,-56.16
2451162,72617,2451251,319,11062,269,97,823,12849,3023,260,1,147,14,1,128,1,390,93,22.63,34.85,21.25,1264.80,1976.25,2104.59,3241.05,0.00,1818.15,291.09,158.10,158.10,449.19,449.19,-1946.49
2451162,72617,2451169,319,11062,269,97,823,12849,3023,260,1,206,8,1,169,1,390,41,68.84,75.03,51.77,953.66,2122.57,2822.44,3076.23,26.32,806.57,553.50,1316.00,1342.32,1869.50,1895.82,-1506.44
2451162,72617,2451165,319,11062,269,97,823,12849,3023,260,1,1200,12,1,86,2,390,46,89.11,234.35,222.63,539.12,10240.98,4099.06,10780.10,0.00,7680.73,4312.04,2560.25,2560.25,6872.29,6872.29,-1538.81
2451162,72617,2451169,319,11062,269,97,823,12849,3023,260,1,368,6,1,104,2,390,34,47.85,127.75,22.99,3561.84,781.66,1626.90,4343.50,15.63,0.00,607.92,781.66,797.29,1389.58,1405.21,-845.24
2451162,72617,2451173,319,11062,269,97,823,12849,3023,260,1,206,13,1,32,1,390,55,81.88,83.51,43.42,2204.95,2388.10,4503.40,4593.05,0.00,0.00,1147.85,2388.10,2388.10,3535.95,3535.95,-2115.30
2451162,72617,2451218,319,11062,269,97,823,12849,3023,260,1,1241,16,1,70,3,390,96,43.77,120.36,58.97,5893.44,5661.12,4201.92,11554.56,56.61,0.00,3350.40,5661.12,5717.73,9011.52,9068.13,1459.20
2451162,72617,2451242,319,11062,269,97,823,12849,3023,260,1,116,18,1,40,1,390,31,29.03,40.64,33.32,226.92,1032.92,899.93,1259.84,20.65,0.00,617.21,1032.92,1053.57,1650.13,1670.78,132.99
2451162,72617,2451171,319,11062,269,97,823,12849,3023,260,1,375,11,1,8,1,390,28,52.35,58.10,47.64,292.88,1333.92,1465.80,1626.80,90.57,40.01,666.96,1293.91,1384.48,1960.87,2051.44,-171.89
2451162,72617,2451188,319,11062,269,97,823,12849,3023,260,1,367,4,1,34,2,390,55,25.38,69.28,7.62,3391.30,419.10,1395.90,3810.40,1.46,272.41,532.95,146.69,148.15,679.64,681.10,-1249.21
2451162,72617,2451224,319,11062,269,97,823,12849,3023,260,1,429,1,1,43,3,390,87,18.84,51.99,29.11,1990.56,2532.57,1639.08,4523.13,126.62,0.00,1356.33,2532.57,2659.19,3888.90,4015.52,893.49
2451162,72617,2451203,319,11062,269,97,823,12849,3023,260,1,415,12,1,146,1,390,92,37.18,106.70,52.28,5006.64,4809.76,3420.56,9816.40,48.09,0.00,981.64,4809.76,4857.85,5791.40,5839.49,1389.20
2451162,55668,2451240,333,14986,3558,247,333,14986,3558,247,1,163,5,1,7,2,391,54,11.46,23.49,11.74,634.50,633.96,618.84,1268.46,12.67,0.00,405.54,633.96,646.63,1039.50,1052.17,15.12
2451162,55668,2451173,333,14986,3558,247,333,14986,3558,247,1,1244,8,1,68,3,391,52,11.05,22.98,17.69,275.08,919.88,574.60,1194.96,73.59,0.00,214.76,919.88,993.47,1134.64,1208.23,345.28
2451162,55668,2451188,333,14986,3558,247,333,14986,3558,247,1,178,5,1,52,2,391,53,28.37,64.96,50.66,757.90,2684.98,1503.61,3442.88,214.79,0.00,791.82,2684.98,2899.77,3476.80,3691.59,1181.37
2451162,55668,2451194,333,14986,3558,247,333,14986,3558,247,1,181,17,1,154,3,391,86,61.99,181.63,112.61,5935.72,9684.46,5331.14,15620.18,581.06,0.00,467.84,9684.46,10265.52,10152.30,10733.36,4353.32
2451162,55668,2451173,333,14986,3558,247,333,14986,3558,247,1,173,16,1,130,2,391,91,56.86,160.91,94.93,6004.18,8638.63,5174.26,14642.81,518.31,0.00,4832.10,8638.63,9156.94,13470.73,13989.04,3464.37
2451162,55668,2451220,333,14986,3558,247,333,14986,3558,247,1,393,6,1,88,3,391,55,18.69,52.14,48.49,200.75,2666.95,1027.95,2867.70,240.02,0.00,114.40,2666.95,2906.97,2781.35,3021.37,1639.00
2451163,44055,2451173,161,16017,345,37,161,16017,345,37,1,329,19,1,100,2,392,79,33.08,66.16,41.68,1933.92,3292.72,2613.32,5226.64,131.70,0.00,1097.31,3292.72,3424.42,4390.03,4521.73,679.40
2451163,44055,2451190,161,16017,345,37,161,16017,345,37,1,1196,20,1,31,1,392,6,77.20,97.27,90.46,40.86,542.76,463.20,583.62,38.64,59.70,145.86,483.06,521.70,628.92,667.56,19.86
2451163,44055,2451191,161,16017,345,37,161,16017,345,37,1,1266,13,1,136,2,392,74,77.97,89.66,9.86,5905.20,729.64,5769.78,6634.84,65.66,0.00,1591.74,729.64,795.30,2321.38,2387.04,-5040.14
2451163,44055,2451181,161,16017,345,37,161,16017,345,37,1,174,6,1,152,1,392,80,16.02,27.71,23.83,310.40,1906.40,1281.60,2216.80,152.51,0.00,620.00,1906.40,2058.91,2526.40,2678.91,624.80
2451163,44055,2451212,161,16017,345,37,161,16017,345,37,1,382,17,1,64,1,392,37,5.62,5.62,0.78,179.08,28.86,207.94,207.94,2.30,0.00,4.07,28.86,31.16,32.93,35.23,-179.08
2451163,44055,2451245,161,16017,345,37,161,16017,345,37,1,1267,11,1,134,3,392,71,19.21,30.73,5.53,1789.20,392.63,1363.91,2181.83,15.70,0.00,785.26,392.63,408.33,1177.89,1193.59,-971.28
2451163,44055,2451240,161,16017,345,37,161,16017,345,37,1,429,12,1,164,3,392,22,67.32,117.13,11.71,2319.24,257.62,1481.04,2576.86,10.30,0.00,1262.58,257.62,267.92,1520.20,1530.50,-1223.42
2451163,44055,2451243,161,16017,345,37,161,16017,345,37,1,136,18,1,158,1,392,15,31.81,43.89,31.16,190.95,467.40,477.15,658.35,9.34,0.00,92.10,467.40,476.74,559.50,568.84,-9.75
2451163,44055,2451183,161,16017,345,37,161,16017,345,37,1,199,2,1,170,3,392,4,42.47,84.94,78.14,27.20,312.56,169.88,339.76,15.62,0.00,54.36,312.56,328.18,366.92,382.54,142.68
2451163,44055,2451202,161,16017,345,37,161,16017,345,37,1,1263,11,1,142,1,392,15,9.02,23.36,21.25,31.65,318.75,135.30,350.40,19.12,0.00,10.50,318.75,337.87,329.25,348.37,183.45
2451163,44055,2451216,161,16017,345,37,161,16017,345,37,1,1209,1,1,73,3,392,99,74.68,106.79,17.08,8881.29,1690.92,7393.32,10572.21,16.90,0.00,4228.29,1690.92,1707.82,5919.21,5936.11,-5702.40
2451163,44055,2451243,161,16017,345,37,161,16017,345,37,1,1207,7,1,109,1,392,6,48.71,74.52,66.32,49.20,397.92,292.26,447.12,15.91,0.00,89.40,397.92,413.83,487.32,503.23,105.66
2451163,44055,2451190,161,16017,345,37,161,16017,345,37,1,198,10,1,46,1,392,88,39.34,98.35,71.79,2337.28,6317.52,3461.92,8654.80,314.61,1073.97,3201.44,5243.55,5558.16,8444.99,8759.60,1781.63
