sr_returned_date_sk,sr_return_time_sk,sr_item_sk,sr_customer_sk,sr_cdemo_sk,sr_hdemo_sk,sr_addr_sk,sr_store_sk,sr_reason_sk,sr_ticket_number,sr_return_quantity,sr_return_amt,sr_return_tax,sr_return_amt_inc_tax,sr_fee,sr_return_ship_cost,sr_refunded_cash,sr_reversed_charge,sr_store_credit,sr_net_loss
2452764,38877,99,453,9356,514,168,1,1,530,7,399.56,27.96,427.52,17.96,211.54,47.94,77.35,274.27,257.46
2452143,56861,141,71,15385,1844,107,1,1,531,53,5389.57,53.89,5443.46,46.98,75.79,4581.13,355.71,452.73,176.66
2452098,59852,97,524,2534,6669,192,1,1,531,9,15.75,1.41,17.16,87.86,20.34,11.81,1.26,2.68,109.61
2452174,33526,173,524,17762,2167,380,1,1,531,49,592.41,41.46,633.87,42.14,253.82,183.64,371.98,36.79,337.42
2452230,39377,135,326,13502,6015,136,1,1,531,11,587.40,0.00,587.40,3.33,354.86,381.81,10.27,195.32,358.19
2451925,48191,147,955,1607,5676,333,1,1,534,9,21.15,0.63,21.78,7.05,4.05,18.61,2.18,0.36,11.73
2451568,44668,128,934,14796,7145,14,1,1,536,49,767.83,46.06,813.89,88.56,486.08,23.03,394.74,350.06,620.70
2452262,39637,15,761,9865,4817,377,1,1,537,28,1607.76,112.54,1720.30,26.48,395.36,241.16,573.97,792.63,534.38
2452160,47746,19,761,5735,6393,271,1,1,537,2,145.50,2.91,148.41,62.38,87.30,65.47,60.82,19.21,152.59
2452247,36058,169,761,17051,6351,455,1,1,537,11,627.77,56.49,684.26,38.56,254.43,188.33,268.05,171.39,349.48
2452446,29633,59,256,1996,1548,128,1,1,539,3,95.97,7.67,103.64,60.00,152.85,30.71,1.30,63.96,220.52
2451550,47802,122,704,15747,5689,447,1,1,540,28,0.00,0.00,0.00,86.82,400.12,0.00,0.00,0.00,486.94
2451018,33789,80,684,7787,3738,57,1,1,541,15,186.45,9.32,195.77,64.79,60.30,37.29,108.88,40.28,134.41
2451097,31067,86,684,18397,5183,114,1,1,541,24,406.08,0.00,406.08,37.01,159.36,381.71,13.15,11.22,196.37
2452075,55540,121,606,6378,3734,242,1,1,542,29,1725.50,138.04,1863.54,8.25,575.07,638.43,673.98,413.09,721.36
2451957,47852,119,908,3430,7040,353,1,1,543,25,287.75,17.26,305.01,77.06,400.50,212.93,16.46,58.36,494.82
2451560,32464,172,767,5353,2178,260,1,1,545,2,7.36,0.22,7.58,89.90,1.84,0.07,3.49,3.80,91.96
,43275,3,,7617,2429,184,,,546,,267.90,,273.25,69.17,,,,,954.79
2451541,37100,7,297,4844,1822,161,1,1,547,5,30.45,1.52,31.97,69.01,81.85,3.95,10.60,15.90,152.38
2451441,38957,73,297,18149,6689,41,1,1,547,2,117.30,8.21,125.51,67.79,62.90,50.43,22.73,44.14,138.90
2451074,61081,7,173,4273,2092,347,1,1,548,8,20.88,0.20,21.08,29.58,6.80,2.50,13.60,4.78,36.58
2452475,35285,162,237,7623,6811,151,1,1,549,19,864.12,25.92,890.04,76.19,657.59,345.64,435.52,82.96,759.70
2451909,60193,50,263,14641,6995,169,1,1,551,53,925.91,83.33,1009.24,41.32,555.44,527.76,79.63,318.52,680.09
2451968,44238,109,263,11771,4989,267,1,1,551,59,364.62,21.87,386.49,51.57,70.80,80.21,28.44,255.97,144.24
2451905,34223,35,263,7345,3958,36,1,1,551,1,23.53,1.41,24.94,24.75,52.41,11.29,3.18,9.06,78.57
,,8,,,,8,1,,552,,509.91,,,62.64,,,82.60,376.32,405.34
2452095,54097,19,600,16428,6732,227,1,1,553,27,823.77,41.18,864.95,15.56,2374.92,510.73,128.34,184.70,2431.66
2452119,44945,153,460,,5569,,,1,553,1,,1.10,,,9.93,9.28,2.84,,
2452009,29095,103,600,10061,7091,24,1,1,553,1,4.61,0.23,4.84,99.16,3.29,0.59,1.96,2.06,102.68
2450920,40105,121,196,7230,2925,31,1,1,555,9,199.89,9.99,209.88,36.77,146.07,41.97,148.44,9.48,192.83
,39085,172,,,6799,,,,556,2,,8.10,210.76,,2.88,,,59.69,101.35
2451096,57095,100,916,13469,6035,354,1,1,556,55,5904.25,236.17,6140.42,58.43,1041.70,5786.16,83.84,34.25,1336.30
2451171,45812,166,916,12482,4319,484,1,1,556,84,1002.96,60.17,1063.13,56.48,815.64,551.62,31.59,419.75,932.29
2452572,48210,139,441,10102,5194,294,1,1,557,11,154.44,9.26,163.70,8.08,23.32,1.54,3.05,149.85,40.66
2452690,56960,42,349,1189,1985,380,1,1,557,21,1225.98,0.00,1225.98,12.15,70.56,1115.64,5.51,104.83,82.71
2452595,30811,84,394,13433,2408,15,1,1,557,26,21.58,0.21,21.79,36.85,77.74,1.94,11.19,8.45,114.80
2452755,33889,103,762,10150,5780,214,1,1,559,8,105.04,4.20,109.24,49.73,160.08,5.25,57.87,41.92,214.01
2452664,32788,97,762,6623,216,334,1,1,559,3,143.73,5.74,149.47,3.52,28.11,40.24,85.89,17.60,37.37
2451534,35382,169,778,16875,4116,85,1,1,561,20,690.60,27.62,718.22,54.30,362.20,124.30,373.75,192.55,444.12
2451040,53388,164,857,15497,1407,101,1,1,562,7,2.87,0.20,3.07,28.00,12.95,0.25,1.17,1.45,41.15
2451030,32895,32,857,18392,2213,2,1,1,562,66,1917.30,19.17,1936.47,11.53,112.20,153.38,635.01,1128.91,142.90
2450965,57565,178,965,1109,1189,301,1,1,562,80,2355.20,188.41,2543.61,3.49,226.40,306.17,1147.45,901.58,418.30
2452490,45691,54,974,3889,4208,250,1,1,563,36,713.52,35.67,749.19,62.76,1492.20,363.89,349.63,0.00,1590.63
2452498,59134,31,974,5022,4976,42,1,1,563,36,78.84,0.78,79.62,55.99,108.00,41.78,26.31,10.75,164.77
2451301,60174,56,665,10240,4256,243,1,1,564,59,6724.23,605.18,7329.41,95.76,4519.40,3025.90,702.68,2995.65,5220.34
2451309,30052,124,665,1655,5936,64,1,1,564,7,532.00,47.88,579.88,17.91,160.30,53.20,239.40,239.40,226.09
2452348,50053,49,624,18836,5296,132,1,1,566,23,946.68,9.46,956.14,74.44,925.98,104.13,168.51,674.04,1009.88
2451497,45631,112,561,17372,3666,400,1,1,567,4,14.16,0.00,14.16,10.35,6.20,8.07,3.53,2.56,16.55
2452692,37078,67,416,19178,4293,461,1,1,568,40,32.00,0.00,32.00,96.53,50.80,5.76,20.20,6.04,147.33
2452282,43337,27,626,8095,1379,32,1,1,571,76,1181.04,94.48,1275.52,91.00,105.64,909.40,67.91,203.73,291.12
2452257,54949,23,287,8501,4730,319,1,1,571,12,6.00,0.48,6.48,75.91,6.48,0.06,3.80,2.14,82.87
2452265,50851,41,287,493,5978,139,1,1,571,4,290.60,5.81,296.41,5.72,296.80,37.77,202.26,50.57,308.33
2451722,59657,32,321,2759,3651,487,1,1,572,24,1564.08,46.92,1611.00,48.27,1113.84,1219.98,58.49,285.61,1209.03
2452719,57397,60,229,17475,3649,412,1,1,573,15,279.60,2.79,282.39,86.84,11.85,162.16,81.03,36.41,101.48
2452759,55763,21,152,104,4215,223,1,1,573,31,2958.64,236.69,3195.33,73.37,1454.83,798.83,1231.09,928.72,1764.89
2451468,58305,103,349,6151,4777,491,1,1,575,27,1106.19,33.18,1139.37,4.20,567.54,597.34,498.67,10.18,604.92
2451523,51387,97,482,12363,3879,374,1,1,575,58,1397.22,111.77,1508.99,54.42,146.74,1061.88,57.00,278.34,312.93
,,157,,,4053,191,,,577,,,0.00,3339.90,,,2170.93,701.38,467.59,
2451631,40669,103,,3770,4653,496,,1,578,44,,0.00,,47.41,,,115.55,47.20,
2451598,39972,17,540,18409,6193,400,1,1,578,45,5274.90,210.99,5485.89,44.97,1107.45,2162.70,373.46,2738.74,1363.41
2452514,32597,39,37,10808,4770,13,1,1,579,24,2030.40,121.82,2152.22,97.44,378.96,710.64,659.88,659.88,598.22
2452579,30953,33,996,7305,3888,60,1,1,579,7,68.81,4.81,73.62,71.12,36.96,53.67,8.02,7.12,112.89
2451821,50186,73,796,12014,64,98,1,1,580,50,767.50,69.07,836.57,26.86,639.50,529.57,168.93,69.00,735.43
2451824,32349,71,820,9208,3597,109,1,1,580,12,483.00,4.83,487.83,35.30,548.40,391.23,30.28,61.49,588.53
2451925,43455,23,242,9161,2356,412,1,1,580,1,46.05,3.68,49.73,41.36,42.51,17.95,14.61,13.49,87.55
2451745,33643,155,617,1271,543,370,1,1,581,35,672.70,0.00,672.70,52.79,495.60,484.34,129.96,58.40,548.39
,,65,617,12252,,,,,581,9,157.86,,,10.84,,4.73,,,
2452491,38014,157,634,13082,5059,64,1,1,583,2,2.46,0.14,2.60,21.04,8.04,1.42,0.11,0.93,29.22
2452342,40485,57,634,7979,6152,278,1,1,583,2,0.94,0.03,0.97,51.19,5.56,0.00,0.31,0.63,56.78
2451182,29254,85,243,4679,2156,173,1,1,585,39,418.08,4.18,422.26,30.32,468.00,418.08,0.00,0.00,502.50
2451281,32387,124,243,15734,2983,24,1,1,585,78,2441.40,195.31,2636.71,7.39,468.00,1440.42,320.31,680.67,670.70
2451672,48093,77,1,6310,1207,361,1,1,587,8,17.60,0.35,17.95,9.69,8.64,13.90,0.40,3.30,18.68
2451686,47721,127,1,17132,1526,197,1,1,587,1,6.49,0.45,6.94,44.48,36.55,5.06,0.90,0.53,81.48
2452194,57294,151,413,1968,2749,241,1,1,588,16,82.40,3.29,85.69,44.97,192.16,18.95,1.90,61.55,240.42
2451319,30431,100,665,16848,1151,374,1,1,589,80,5410.40,270.52,5680.92,82.06,3005.60,2001.84,1670.19,1738.37,3358.18
2451436,31917,26,665,14960,4290,227,1,1,589,95,1640.65,32.81,1673.46,59.26,1031.70,344.53,544.37,751.75,1123.77
2452387,54440,133,888,15716,2553,362,1,1,590,26,1795.04,89.75,1884.79,43.54,1312.74,53.85,1027.30,713.89,1446.03
2452079,42826,17,973,11739,2693,302,1,1,591,87,2967.57,267.08,3234.65,9.35,2402.07,1038.64,1311.67,617.26,2678.50
2452067,56185,7,361,11444,5888,28,1,1,591,30,705.30,0.00,705.30,87.73,372.60,606.55,48.38,50.37,460.33
2452081,54176,71,973,5450,6661,337,1,1,591,56,4364.08,87.28,4451.36,97.23,430.64,218.20,4145.88,0.00,615.15
2452166,39320,27,973,3983,409,439,1,1,591,13,128.57,7.71,136.28,64.24,175.24,97.71,13.88,16.98,247.19
2452134,51532,49,973,13752,2756,437,1,1,591,1,4.46,0.17,4.63,6.24,2.45,4.37,0.05,0.04,8.86
2451938,38252,89,377,10121,4391,221,1,1,592,7,174.02,10.44,184.46,43.32,32.76,40.02,107.20,26.80,86.52
2451980,29941,80,377,16305,335,69,1,1,592,61,1130.94,56.54,1187.48,55.49,2210.64,429.75,21.03,680.16,2322.67
2451197,60831,43,219,6794,1505,473,1,1,595,3,12.18,0.24,12.42,28.89,46.29,5.11,4.31,2.76,75.42
,53548,163,,,,60,1,,595,,45.94,,,64.09,14.72,,,0.58,
2451260,41017,32,385,18589,7073,417,1,1,595,26,37.18,2.97,40.15,84.16,11.96,31.23,0.59,5.36,99.09
2451163,47407,163,467,1497,2080,200,1,1,596,2,121.14,10.90,132.04,50.61,95.64,118.71,0.65,1.78,157.15
2451167,36182,92,467,4469,1566,20,1,1,596,19,882.93,35.31,918.24,20.56,263.53,8.82,104.89,769.22,319.40
2451207,39056,163,452,7452,5352,368,1,1,597,67,198.99,17.90,216.89,42.64,995.62,187.05,4.41,7.53,1056.16
2451235,51488,164,55,12941,2932,147,1,1,597,1,62.60,3.13,65.73,54.65,34.21,46.32,7.97,8.31,91.99
2452037,47824,7,235,6536,3611,361,1,1,600,16,1382.08,55.28,1437.36,44.96,620.48,552.83,588.76,240.49,720.72
2452163,34412,79,205,16274,6398,271,1,1,602,55,8398.50,755.86,9154.36,59.49,1699.50,671.88,849.92,6876.70,2514.85
2452653,31680,133,894,6919,3509,186,1,1,603,46,1154.60,46.18,1200.78,8.01,121.44,207.82,776.35,170.43,175.63
2452646,58875,9,421,9370,95,132,1,1,603,33,1375.77,82.54,1458.31,30.44,64.68,729.15,19.39,627.23,177.66
2451594,43393,127,887,950,1456,66,1,1,604,62,1479.94,29.59,1509.53,12.56,823.98,1420.74,27.82,31.38,866.13
2451579,51069,25,887,10045,2253,45,1,1,604,65,1023.75,40.95,1064.70,17.07,377.00,624.48,395.27,4.00,435.02
2451023,37719,68,976,844,6144,228,1,1,606,57,111.72,6.70,118.42,95.08,103.74,109.48,0.80,1.44,205.52
2451958,50218,79,423,9850,241,289,1,1,607,33,1388.31,124.94,1513.25,40.44,558.36,194.36,322.36,871.59,723.74
2451902,33721,77,423,8794,5475,120,1,1,607,19,1396.69,41.90,1438.59,3.45,145.35,796.11,534.51,66.07,190.70
2451549,51900,116,709,6148,3389,121,1,1,608,31,109.74,9.87,119.61,59.97,201.19,60.35,32.10,17.29,271.03
2451658,46284,68,709,12368,3384,52,1,1,608,45,441.00,13.23,454.23,57.76,138.15,282.24,7.93,150.83,209.14
2451623,49413,160,709,529,3803,273,1,1,608,49,4519.76,361.58,4881.34,76.21,1714.02,1446.32,983.50,2089.94,2151.81
2451564,34965,44,415,8582,389,476,1,1,608,6,76.08,0.00,76.08,47.23,291.78,41.08,4.90,30.10,339.01
2452803,50975,111,11,3465,6080,358,1,1,609,2,62.56,1.87,64.43,62.63,21.08,20.64,1.67,40.25,85.58
2450925,54471,166,557,9793,4438,384,1,1,610,43,1313.65,0.00,1313.65,78.95,525.46,1182.28,7.88,123.49,604.41
2450994,58746,79,557,17171,972,17,1,1,610,7,196.77,9.83,206.60,97.22,301.00,171.18,11.00,14.59,408.05
2451704,36658,128,219,15368,2669,18,1,1,614,12,484.20,14.52,498.72,89.81,363.12,392.20,28.52,63.48,467.45
2452795,48840,55,54,17869,6236,175,1,1,615,5,32.80,1.64,34.44,30.91,14.35,26.56,4.11,2.13,46.90
,28871,175,54,4130,6438,,,,615,,160.50,11.23,,95.02,14.50,,132.85,,120.75
2451677,30078,22,555,9007,3283,52,1,1,616,10,301.80,9.05,310.85,62.45,384.10,3.01,116.52,182.27,455.60
2451523,37590,154,668,14023,5521,224,1,1,616,73,151.84,12.14,163.98,8.56,62.05,88.06,40.18,23.60,82.75
2451889,46733,44,24,3928,6116,268,1,1,617,3,231.81,9.27,241.08,90.46,100.89,164.58,20.84,46.39,200.62
2451906,32629,104,24,2368,81,127,1,1,617,50,278.50,2.78,281.28,5.39,472.50,119.75,93.66,65.09,480.67
2451738,44520,91,84,12696,2085,409,1,1,618,16,247.20,12.36,259.56,26.39,148.32,71.68,129.88,45.64,187.07
2451673,30974,85,238,11867,2915,487,1,1,618,4,156.72,3.13,159.85,96.29,21.84,137.91,14.29,4.52,121.26
2451711,39489,61,238,2363,4161,332,1,1,618,14,1885.24,113.11,1998.35,24.47,143.36,1734.42,30.16,120.66,280.94
,42400,56,,,3068,,1,,618,8,,,135.76,51.61,17.84,32.58,26.82,,69.45
2452243,39394,19,289,8943,7044,220,1,1,620,66,215.82,17.26,233.08,52.10,486.42,213.66,2.03,0.13,555.78
2451951,34165,163,441,5263,4251,155,1,1,621,34,228.48,4.56,233.04,73.37,2.38,13.70,169.67,45.11,80.31
2452418,33382,171,235,9834,7021,481,1,1,622,2,67.00,6.03,73.03,6.92,94.30,35.51,1.25,30.24,107.25
2452501,50910,61,235,17260,2847,466,1,1,622,47,1822.19,145.77,1967.96,76.72,646.25,145.77,1525.54,150.88,868.74
2452385,38321,55,957,2947,3666,197,1,1,622,5,108.70,1.08,109.78,59.41,100.55,103.26,0.48,4.96,161.04
2452411,38065,117,235,15913,4349,65,1,1,622,34,826.88,33.07,859.95,64.32,444.04,388.63,26.29,411.96,541.43
2451247,41435,172,258,4873,505,16,1,1,624,9,651.69,45.61,697.30,40.95,22.41,208.54,146.23,296.92,108.97
2451188,32399,70,258,10146,6079,211,1,1,624,8,630.56,56.75,687.31,19.20,241.44,31.52,419.32,179.72,317.39
2451660,29607,118,734,2509,268,35,1,1,625,30,2027.10,40.54,2067.64,87.53,940.20,1682.49,241.22,103.39,1068.27
2452708,34779,102,964,17507,3441,247,1,1,626,62,4838.48,96.76,4935.24,71.99,1845.74,3967.55,78.38,792.55,2014.49
2452624,51947,177,964,7134,4775,256,1,1,626,8,77.76,0.00,77.76,85.02,43.28,40.43,30.23,7.10,128.30
2452093,52909,61,157,12166,3655,247,1,1,627,21,2571.03,0.00,2571.03,76.39,390.39,2108.24,32.39,430.40,466.78
2452519,35162,84,153,4089,3245,253,1,1,629,48,3962.40,0.00,3962.40,74.66,1403.04,158.49,1901.95,1901.96,1477.70
2452645,50571,81,562,1527,3106,480,1,1,631,16,90.88,0.90,91.78,12.48,66.24,89.06,0.30,1.52,79.62
2452592,40442,85,562,8424,382,373,1,1,631,8,176.96,0.00,176.96,19.08,304.40,83.17,16.88,76.91,323.48
2452518,60624,49,12,7295,7032,313,1,1,632,8,75.36,6.78,82.14,41.24,268.00,23.36,36.92,15.08,316.02
2451544,46216,164,457,15242,1738,127,1,1,633,8,146.56,8.79,155.35,11.17,110.80,89.40,6.85,50.31,130.76
2451589,34251,46,457,13425,7170,31,1,1,633,3,6.15,0.43,6.58,96.82,2.37,0.67,0.21,5.27,99.62
2451577,52278,13,775,2955,5367,332,1,1,634,40,1070.80,10.70,1081.50,56.00,624.40,364.07,459.37,247.36,691.10
2451629,38598,148,775,7941,3060,391,1,1,634,9,139.86,2.79,142.65,1.38,15.30,20.97,97.48,21.41,19.47
2450998,33950,7,162,14404,2621,447,1,1,635,23,80.96,3.23,84.19,84.10,1352.17,22.66,48.38,9.92,1439.50
2451067,56306,70,162,15107,6403,347,1,1,635,20,1023.20,71.62,1094.82,25.76,568.40,245.56,295.50,482.14,665.78
2451912,55856,43,391,1163,5006,174,1,1,636,16,307.84,15.39,323.23,86.79,193.28,36.94,222.13,48.77,295.46
2451916,29053,92,147,13674,2810,165,1,1,636,5,52.10,4.16,56.26,78.75,0.90,5.73,25.50,20.87,83.81
2452183,58606,15,500,14726,2348,90,1,1,638,19,398.24,15.92,414.16,80.75,849.49,326.55,66.67,5.02,946.16
2452254,30133,11,287,2107,1990,18,1,1,638,13,473.72,4.73,478.45,13.64,112.19,175.27,214.88,83.57,130.56
2451934,47575,131,121,1199,1294,120,1,1,639,2,45.94,0.00,45.94,83.88,10.80,8.26,3.01,34.67,94.68
2451808,56136,29,818,12433,3192,426,1,1,639,77,5664.12,169.92,5834.04,86.22,1179.64,4361.37,625.32,677.43,1435.78
2452011,29149,115,595,2486,4567,120,1,1,640,20,1129.00,0.00,1129.00,42.92,525.40,666.11,407.34,55.55,568.32
2451543,42326,128,542,5864,870,385,1,1,641,35,780.15,54.61,834.76,13.08,484.05,655.32,77.39,47.44,551.74
2452753,47198,61,843,18391,2275,391,1,1,642,11,511.17,25.55,536.72,11.83,423.94,490.72,1.84,18.61,461.32
2452760,48090,126,211,9865,5374,251,1,1,642,70,6169.80,308.49,6478.29,10.16,2752.40,2406.22,3537.76,225.82,3071.05
2451547,53218,158,52,18153,6619,277,1,1,644,56,255.92,10.23,266.15,84.83,288.96,17.91,226.10,11.91,384.02
2451337,37361,4,841,16007,4273,139,1,1,646,16,1000.32,70.02,1070.34,77.40,93.28,550.17,315.10,135.05,240.70
2452322,48967,177,202,17994,4392,357,1,1,648,56,571.76,40.02,611.78,6.47,265.44,360.20,171.36,40.20,311.93
2451249,52329,118,920,5428,5100,196,1,1,650,23,1029.94,82.39,1112.33,4.27,333.96,731.25,23.89,274.80,420.62
2451226,60290,2,920,9047,4776,137,1,1,650,9,51.12,3.06,54.18,11.72,30.33,38.34,4.60,8.18,45.11
2451259,36261,16,,,348,,,1,650,8,,,141.54,0.55,0.00,,14.37,40.90,7.29
2451337,35681,7,920,8085,5200,240,1,1,650,19,912.38,54.74,967.12,32.63,150.10,127.73,533.56,251.09,237.47
2452605,57711,151,299,473,6676,187,1,1,652,69,2598.54,25.98,2624.52,74.42,0.00,1896.93,603.38,98.23,100.40
2451953,48690,68,358,354,137,20,1,1,653,8,53.04,4.24,57.28,26.03,0.00,40.84,10.37,1.83,30.27
2451970,50475,133,806,6078,1518,274,1,1,653,12,634.08,44.38,678.46,24.69,1071.36,139.49,9.89,484.70,1140.43
2452299,44613,35,145,14266,3683,376,1,1,655,5,232.55,4.65,237.20,93.22,71.55,130.22,48.09,54.24,169.42
2451963,40985,43,383,3677,2458,55,1,1,657,25,371.75,29.74,401.49,51.71,581.00,234.20,34.38,103.17,662.45
2451969,40602,92,751,12875,3478,18,1,1,657,12,472.80,28.36,501.16,2.49,157.56,18.91,254.17,199.72,188.41
2452316,57649,117,457,16043,3252,149,1,1,659,79,9529.77,285.89,9815.66,11.61,1864.40,5336.67,1719.17,2473.93,2161.90
2451045,35984,62,590,7117,6724,91,1,1,660,65,6762.60,405.75,7168.35,48.23,417.95,3854.68,1948.30,959.62,871.93
2451650,50088,98,638,5437,5761,260,1,1,661,18,350.64,7.01,357.65,6.72,230.40,171.81,123.39,55.44,244.13
2451416,48900,146,716,9668,6443,183,1,1,662,14,162.82,3.25,166.07,80.14,15.82,74.89,47.48,40.45,99.21
2451426,41964,164,789,1753,5107,337,1,1,662,18,363.24,32.69,395.93,73.18,27.00,228.84,17.47,116.93,132.87
2451466,38333,176,431,2502,252,86,1,1,663,79,203.03,10.15,213.18,3.93,894.28,166.48,25.58,10.97,908.36
2451167,60918,14,969,18196,1185,7,1,1,664,12,58.20,4.65,62.85,27.77,91.92,30.84,13.13,14.23,124.34
2451714,58685,47,245,8132,1021,229,1,1,666,12,486.48,19.45,505.93,7.95,263.76,301.61,118.31,66.56,291.16
2451216,35616,136,155,12109,7173,198,1,1,668,14,115.22,2.30,117.52,49.59,336.84,38.02,54.81,22.39,388.73
2452065,52537,121,960,11262,4603,148,1,1,669,40,1352.40,94.66,1447.06,82.97,2164.00,838.48,395.71,118.21,2341.63
2452062,29776,17,734,2521,296,211,1,1,669,26,575.38,28.76,604.14,23.03,328.64,235.90,254.61,84.87,380.43
2451925,45013,7,734,9327,327,443,1,1,669,29,1852.81,166.75,2019.56,81.92,959.03,796.70,31.68,1024.43,1207.70
2452093,40410,71,330,6048,4230,480,1,1,669,35,674.10,33.70,707.80,12.52,359.45,519.05,63.57,91.48,405.67
2451478,48598,158,213,11664,1574,367,1,1,670,31,1395.93,0.00,1395.93,7.07,1675.24,1326.13,60.72,9.08,1682.31
2451484,39214,79,213,6523,5160,21,1,1,670,2,32.16,0.64,32.80,54.64,14.10,0.00,6.43,25.73,69.38
2452324,53284,131,117,11371,5954,449,1,1,671,14,19.18,1.53,20.71,78.72,17.78,3.06,14.02,2.10,98.03
2451852,60752,5,218,17470,2163,300,1,1,672,22,2498.32,24.98,2523.30,36.81,672.54,699.52,1403.06,395.74,734.33
2451972,43561,19,889,5080,5374,93,1,1,672,34,726.92,50.88,777.80,0.73,962.88,196.26,116.74,413.92,1014.49
,38626,169,,,,447,1,1,672,,611.13,0.00,,96.96,38.61,177.22,121.49,312.42,
2452286,47697,47,683,4977,2056,271,1,1,673,1,10.57,0.00,10.57,44.87,0.96,3.59,4.95,2.03,45.83
2451254,43007,94,941,3197,476,220,1,1,674,43,923.21,55.39,978.60,85.40,902.14,350.81,560.95,11.45,1042.93
2451286,53950,124,798,745,43,42,1,1,675,17,1029.86,82.38,1112.24,26.47,337.28,638.51,387.43,3.92,446.13
2451190,35377,116,850,17759,5487,283,1,1,675,2,3.60,0.03,3.63,70.17,177.14,0.97,2.31,0.32,247.34
2451138,54723,151,850,17007,2177,495,1,1,675,17,2097.29,167.78,2265.07,40.88,1194.93,125.83,256.28,1715.18,1403.59
2451242,55658,160,850,12946,762,301,1,1,675,10,1147.40,45.89,1193.29,18.55,801.30,860.55,275.37,11.48,865.74
2452059,36648,121,,,,,,,676,4,,6.71,,,63.96,,,33.21,136.95
2451933,54675,97,710,3489,6834,159,1,1,676,32,237.12,16.59,253.71,61.68,182.40,118.56,107.88,10.68,260.67
2451956,35780,107,251,8472,2771,359,1,1,677,24,843.84,8.43,852.27,67.30,229.92,489.42,49.61,304.81,305.65
2451994,54821,145,251,18122,2100,418,1,1,677,89,959.42,38.37,997.79,72.40,1279.82,316.60,141.42,501.40,1390.59
2451907,59520,55,251,15269,5088,2,1,1,677,13,32.50,2.92,35.42,43.65,249.73,28.60,3.35,0.55,296.30
2451900,34749,13,251,11989,1938,12,1,1,677,4,21.72,1.08,22.80,96.93,67.96,5.21,15.02,1.49,165.97
2451966,41141,68,251,3099,4221,467,1,1,677,23,1489.48,0.00,1489.48,41.49,376.05,1102.21,216.87,170.40,417.54
2452159,57240,143,907,16714,2983,139,1,1,678,32,967.68,9.67,977.35,30.21,483.84,861.23,76.64,29.81,523.72
2452171,55289,127,907,4061,3357,61,1,1,678,77,1556.94,62.27,1619.21,22.72,1621.62,1541.37,14.32,1.25,1706.61
2451074,34276,148,858,15954,6416,449,1,1,679,33,772.86,61.82,834.68,21.11,372.90,146.84,93.90,532.12,455.83
2451660,,83,,,5797,,,,682,,,,,25.66,,33.33,13.02,,
2451166,40243,122,585,5751,6025,414,1,1,685,68,365.16,18.25,383.41,44.71,192.44,288.47,64.41,12.28,255.40
2451075,46845,56,622,13766,581,184,1,1,685,41,2041.80,20.41,2062.21,24.88,829.43,1898.87,121.49,21.44,874.72
2451047,34583,124,950,11101,3444,91,1,1,685,36,2541.96,177.93,2719.89,17.66,433.08,50.83,1644.14,846.99,628.67
2451557,61023,158,985,6764,7166,333,1,1,686,13,138.19,6.90,145.09,71.79,293.67,103.64,1.72,32.83,372.36
2451509,49981,43,387,12491,1806,488,1,1,686,76,300.20,15.01,315.21,63.44,196.08,84.05,56.19,159.96,274.53
2451570,49847,79,387,9603,7116,354,1,1,686,37,2185.96,174.87,2360.83,26.51,1457.06,1049.26,727.48,409.22,1658.44
2451476,49570,76,387,3377,6649,216,1,1,686,18,64.62,0.00,64.62,19.78,614.34,43.29,7.03,14.30,634.12
2451938,53387,33,379,8196,4964,36,1,1,687,7,324.31,0.00,324.31,11.20,196.56,35.67,225.13,63.51,207.76
2451978,33230,158,305,13774,2682,247,1,1,689,42,680.40,34.02,714.42,36.80,680.40,27.21,248.21,404.98,751.22
2451204,42359,68,170,8024,2478,479,1,1,691,12,83.88,6.71,90.59,3.14,15.24,34.39,33.15,16.34,25.09
2451716,48754,55,985,2645,5467,365,1,1,692,5,24.25,0.72,24.97,9.13,7.10,2.18,12.80,9.27,16.95
2451769,45618,67,472,83,3214,485,1,1,692,3,13.47,0.40,13.87,88.79,34.23,3.90,3.92,5.65,123.42
2451983,30368,175,731,3841,1065,290,1,1,694,11,555.83,50.02,605.85,31.23,104.61,227.89,259.07,68.87,185.86
2451941,32435,116,731,181,4865,230,1,1,694,5,372.60,0.00,372.60,21.65,99.95,253.36,103.73,15.51,121.60
2451238,34616,158,810,3096,3734,196,1,1,695,18,1324.98,79.49,1404.47,62.63,713.34,357.74,299.84,667.40,855.46
,,169,,9304,,,,,698,64,5959.04,,,,,,429.05,524.40,1870.12
2450877,57843,116,223,14328,707,251,1,1,699,11,1199.66,71.97,1271.63,16.74,944.02,659.81,221.33,318.52,1032.73
2451595,50395,137,668,7039,997,367,1,1,700,8,125.60,0.00,125.60,60.17,17.92,31.40,33.91,60.29,78.09
2451575,59749,143,668,6943,57,386,1,1,700,5,229.40,18.35,247.75,52.74,127.70,75.70,150.62,3.08,198.79
2452310,49942,153,152,1221,5514,371,1,1,701,2,67.94,2.71,70.65,21.37,22.64,0.00,25.13,42.81,46.72
2452243,47077,97,152,3134,5050,37,1,1,701,10,350.00,17.50,367.50,90.67,23.30,175.00,119.00,56.00,131.47
2452156,55616,7,152,6923,2471,471,1,1,701,81,610.74,18.32,629.06,56.72,124.74,574.09,12.82,23.83,199.78
