inv_date_sk,inv_item_sk,inv_warehouse_sk,inv_quantity_on_hand
2451095,152,1,604
2451095,154,1,366
2451095,157,1,357
2451095,158,1,597
2451095,160,1,276
2451095,163,1,298
2451095,164,1,138
2451095,166,1,898
2451095,169,1,286
2451095,170,1,862
2451095,172,1,775
2451095,175,1,932
2451095,176,1,105
2451095,178,1,871
2451102,1,1,797
2451102,2,1,95
2451102,4,1,868
2451102,7,1,634
2451102,8,1,486
2451102,10,1,123
2451102,13,1,80
2451102,14,1,77
2451102,16,1,200
2451102,19,1,732
2451102,20,1,
2451102,22,1,442
2451102,25,1,254
2451102,26,1,918
2451102,28,1,385
2451102,31,1,518
2451102,32,1,716
2451102,34,1,31
2451102,37,1,878
2451102,38,1,376
2451102,40,1,955
2451102,43,1,335
2451102,44,1,867
2451102,46,1,442
2451102,49,1,855
2451102,50,1,509
2451102,52,1,467
2451102,55,1,646
2451102,56,1,554
2451102,58,1,365
2451102,61,1,827
2451102,62,1,25
2451102,64,1,371
2451102,67,1,104
2451102,68,1,470
2451102,70,1,149
2451102,73,1,218
2451102,74,1,33
2451102,76,1,190
2451102,79,1,999
2451102,80,1,430
2451102,82,1,654
2451102,85,1,509
2451102,86,1,650
2451102,88,1,119
2451102,91,1,104
2451102,92,1,262
2451102,94,1,219
2451102,97,1,269
2451102,98,1,41
2451102,100,1,896
2451102,103,1,966
2451102,104,1,932
2451102,106,1,686
2451102,109,1,185
2451102,110,1,999
2451102,112,1,532
2451102,115,1,703
2451102,116,1,565
2451102,118,1,973
2451102,121,1,619
2451102,122,1,284
2451102,124,1,295
2451102,127,1,372
2451102,128,1,527
2451102,130,1,827
2451102,133,1,715
2451102,134,1,790
2451102,136,1,636
2451102,139,1,285
2451102,140,1,398
2451102,142,1,164
2451102,145,1,657
2451102,146,1,697
2451102,148,1,869
2451102,151,1,77
2451102,152,1,203
2451102,154,1,809
2451102,157,1,689
2451102,158,1,195
2451102,160,1,800
2451102,163,1,271
2451102,164,1,120
2451102,166,1,469
2451102,169,1,280
2451102,170,1,992
2451102,172,1,911
2451102,175,1,605
2451102,176,1,566
2451102,178,1,606
2451109,1,1,762
2451109,2,1,475
2451109,4,1,67
2451109,7,1,228
2451109,8,1,394
2451109,10,1,805
2451109,13,1,36
2451109,14,1,16
2451109,16,1,983
2451109,19,1,595
2451109,20,1,992
2451109,22,1,222
2451109,25,1,325
2451109,26,1,900
2451109,28,1,887
2451109,31,1,867
2451109,32,1,531
2451109,34,1,513
2451109,37,1,982
2451109,38,1,385
2451109,40,1,345
2451109,43,1,882
2451109,44,1,934
2451109,46,1,119
2451109,49,1,186
2451109,50,1,255
2451109,52,1,578
2451109,55,1,
2451109,56,1,728
2451109,58,1,31
2451109,61,1,372
2451109,62,1,
2451109,64,1,535
2451109,67,1,905
2451109,68,1,902
2451109,70,1,865
2451109,73,1,995
2451109,74,1,627
2451109,76,1,503
2451109,79,1,947
2451109,80,1,58
2451109,82,1,539
2451109,85,1,388
2451109,86,1,935
2451109,88,1,634
2451109,91,1,796
2451109,92,1,776
2451109,94,1,927
2451109,97,1,575
2451109,98,1,63
2451109,100,1,883
2451109,103,1,260
2451109,104,1,586
2451109,106,1,45
2451109,109,1,435
2451109,110,1,491
2451109,112,1,61
2451109,115,1,83
2451109,116,1,193
2451109,118,1,296
2451109,121,1,797
2451109,122,1,785
2451109,124,1,292
2451109,127,1,151
2451109,128,1,760
2451109,130,1,973
2451109,133,1,395
2451109,134,1,732
2451109,136,1,18
2451109,139,1,223
2451109,140,1,586
2451109,142,1,613
2451109,145,1,318
2451109,146,1,258
2451109,148,1,414
2451109,151,1,942
2451109,152,1,586
2451109,154,1,973
2451109,157,1,171
2451109,158,1,373
2451109,160,1,568
2451109,163,1,149
2451109,164,1,2
2451109,166,1,550
2451109,169,1,958
2451109,170,1,992
2451109,172,1,
2451109,175,1,607
2451109,176,1,556
2451109,178,1,715
2451116,1,1,547
2451116,2,1,787
2451116,4,1,811
2451116,7,1,253
2451116,8,1,307
2451116,10,1,895
2451116,13,1,
2451116,14,1,191
2451116,16,1,315
2451116,19,1,716
2451116,20,1,590
2451116,22,1,597
2451116,25,1,47
2451116,26,1,110
2451116,28,1,408
2451116,31,1,702
2451116,32,1,233
2451116,34,1,53
2451116,37,1,731
2451116,38,1,854
2451116,40,1,6
2451116,43,1,393
2451116,44,1,79
2451116,46,1,303
2451116,49,1,97
2451116,50,1,
2451116,52,1,962
2451116,55,1,763
2451116,56,1,678
2451116,58,1,943
2451116,61,1,840
2451116,62,1,519
2451116,64,1,
2451116,67,1,888
2451116,68,1,224
2451116,70,1,65
2451116,73,1,440
2451116,74,1,871
2451116,76,1,979
2451116,79,1,748
2451116,80,1,280
2451116,82,1,440
2451116,85,1,394
2451116,86,1,994
2451116,88,1,969
2451116,91,1,
2451116,92,1,999
2451116,94,1,757
2451116,97,1,775
2451116,98,1,477
2451116,100,1,974
2451116,103,1,82
2451116,104,1,
2451116,106,1,681
2451116,109,1,631
2451116,110,1,524
2451116,112,1,111
2451116,115,1,406
2451116,116,1,58
2451116,118,1,186
2451116,121,1,686
2451116,122,1,441
2451116,124,1,337
2451116,127,1,345
2451116,128,1,171
2451116,130,1,
2451116,133,1,955
2451116,134,1,296
2451116,136,1,965
2451116,139,1,34
2451116,140,1,407
2451116,142,1,301
2451116,145,1,38
2451116,146,1,835
2451116,148,1,354
2451116,151,1,981
2451116,152,1,407
2451116,154,1,272
2451116,157,1,741
2451116,158,1,449
2451116,160,1,142
2451116,163,1,133
2451116,164,1,334
2451116,166,1,487
2451116,169,1,627
2451116,170,1,344
2451116,172,1,889
2451116,175,1,67
2451116,176,1,175
2451116,178,1,727
2451123,1,1,467
2451123,2,1,477
2451123,4,1,956
2451123,7,1,472
2451123,8,1,277
2451123,10,1,975
2451123,13,1,693
2451123,14,1,291
2451123,16,1,328
2451123,19,1,517
2451123,20,1,
2451123,22,1,335
2451123,25,1,4
2451123,26,1,983
2451123,28,1,938
2451123,31,1,597
2451123,32,1,247
2451123,34,1,33
2451123,37,1,158
2451123,38,1,311
2451123,40,1,496
2451123,43,1,291
2451123,44,1,204
2451123,46,1,26
2451123,49,1,
2451123,50,1,735
2451123,52,1,144
2451123,55,1,518
2451123,56,1,298
2451123,58,1,983
2451123,61,1,849
2451123,62,1,925
2451123,64,1,769
2451123,67,1,698
2451123,68,1,525
2451123,70,1,522
2451123,73,1,261
2451123,74,1,296
2451123,76,1,397
2451123,79,1,49
2451123,80,1,646
2451123,82,1,245
2451123,85,1,166
2451123,86,1,586
2451123,88,1,913
2451123,91,1,128
2451123,92,1,716
2451123,94,1,
2451123,97,1,
2451123,98,1,339
2451123,100,1,368
2451123,103,1,273
2451123,104,1,965
2451123,106,1,378
2451123,109,1,378
2451123,110,1,962
2451123,112,1,581
2451123,115,1,582
2451123,116,1,594
2451123,118,1,962
2451123,121,1,537
2451123,122,1,133
2451123,124,1,753
2451123,127,1,353
2451123,128,1,465
2451123,130,1,56
2451123,133,1,943
2451123,134,1,363
2451123,136,1,547
2451123,139,1,200
2451123,140,1,13
2451123,142,1,525
2451123,145,1,911
2451123,146,1,857
2451123,148,1,861
2451123,151,1,47
2451123,152,1,819
2451123,154,1,404
2451123,157,1,423
2451123,158,1,499
2451123,160,1,266
2451123,163,1,
2451123,164,1,279
2451123,166,1,180
2451123,169,1,321
2451123,170,1,884
2451123,172,1,
2451123,175,1,957
2451123,176,1,217
2451123,178,1,179
2451130,1,1,70
2451130,2,1,300
2451130,4,1,736
2451130,7,1,607
2451130,8,1,856
2451130,10,1,38
2451130,13,1,172
2451130,14,1,301
2451130,16,1,946
2451130,19,1,122
2451130,20,1,179
2451130,22,1,848
2451130,25,1,599
2451130,26,1,20
2451130,28,1,460
2451130,31,1,609
2451130,32,1,784
2451130,34,1,
2451130,37,1,838
2451130,38,1,403
2451130,40,1,773
2451130,43,1,878
2451130,44,1,21
2451130,46,1,419
2451130,49,1,106
2451130,50,1,
2451130,52,1,464
2451130,55,1,812
2451130,56,1,604
2451130,58,1,826
2451130,61,1,136
2451130,62,1,252
2451130,64,1,793
2451130,67,1,425
2451130,68,1,629
2451130,70,1,735
2451130,73,1,131
2451130,74,1,944
2451130,76,1,992
2451130,79,1,563
2451130,80,1,444
2451130,82,1,676
2451130,85,1,307
2451130,86,1,577
2451130,88,1,586
2451130,91,1,517
2451130,92,1,236
2451130,94,1,234
2451130,97,1,143
2451130,98,1,792
2451130,100,1,837
2451130,103,1,
2451130,104,1,609
2451130,106,1,695
2451130,109,1,255
2451130,110,1,945
2451130,112,1,585
2451130,115,1,681
2451130,116,1,375
2451130,118,1,
2451130,121,1,64
2451130,122,1,331
2451130,124,1,43
2451130,127,1,253
2451130,128,1,116
2451130,130,1,416
2451130,133,1,433
2451130,134,1,29
2451130,136,1,933
2451130,139,1,92
2451130,140,1,190
2451130,142,1,398
2451130,145,1,852
2451130,146,1,801
2451130,148,1,591
2451130,151,1,168
2451130,152,1,416
2451130,154,1,833
2451130,157,1,977
2451130,158,1,186
2451130,160,1,859
2451130,163,1,155
2451130,164,1,442
2451130,166,1,533
2451130,169,1,403
2451130,170,1,962
2451130,172,1,741
2451130,175,1,216
2451130,176,1,873
2451130,178,1,200
2451137,1,1,237
2451137,2,1,4
2451137,4,1,180
2451137,7,1,5
2451137,8,1,16
2451137,10,1,398
2451137,13,1,309
2451137,14,1,436
2451137,16,1,509
2451137,19,1,588
2451137,20,1,168
2451137,22,1,288
2451137,25,1,330
2451137,26,1,399
2451137,28,1,197
2451137,31,1,907
2451137,32,1,303
2451137,34,1,966
2451137,37,1,751
2451137,38,1,336
2451137,40,1,662
2451137,43,1,673
2451137,44,1,83
2451137,46,1,178
2451137,49,1,152
2451137,50,1,584
2451137,52,1,448
2451137,55,1,132
2451137,56,1,409
2451137,58,1,
2451137,61,1,148
2451137,62,1,727
2451137,64,1,870
2451137,67,1,634
2451137,68,1,33
2451137,70,1,648
2451137,73,1,89
2451137,74,1,303
2451137,76,1,761
2451137,79,1,972
2451137,80,1,231
2451137,82,1,631
2451137,85,1,978
2451137,86,1,98
2451137,88,1,1
2451137,91,1,974
2451137,92,1,532
2451137,94,1,54
2451137,97,1,186
2451137,98,1,909
2451137,100,1,198
2451137,103,1,17
2451137,104,1,753
2451137,106,1,12
2451137,109,1,850
2451137,110,1,154
2451137,112,1,334
2451137,115,1,142
2451137,116,1,108
2451137,118,1,57
2451137,121,1,833
2451137,122,1,626
2451137,124,1,624
2451137,127,1,283
2451137,128,1,219
2451137,130,1,239
2451137,133,1,924
2451137,134,1,27
2451137,136,1,396
2451137,139,1,678
2451137,140,1,37
2451137,142,1,138
2451137,145,1,466
2451137,146,1,922
2451137,148,1,424
2451137,151,1,6
2451137,152,1,693
2451137,154,1,209
2451137,157,1,395
2451137,158,1,400
2451137,160,1,
2451137,163,1,383
2451137,164,1,941
2451137,166,1,538
2451137,169,1,713
2451137,170,1,644
2451137,172,1,413
2451137,175,1,13
2451137,176,1,650
2451137,178,1,503
2451144,1,1,125
2451144,2,1,494
2451144,4,1,199
2451144,7,1,549
2451144,8,1,532
2451144,10,1,587
2451144,13,1,4
2451144,14,1,729
2451144,16,1,43
2451144,19,1,
2451144,20,1,55
2451144,22,1,224
2451144,25,1,819
2451144,26,1,619
2451144,28,1,856
2451144,31,1,391
2451144,32,1,206
2451144,34,1,401
2451144,37,1,880
2451144,38,1,813
2451144,40,1,198
2451144,43,1,908
2451144,44,1,555
2451144,46,1,275
2451144,49,1,14
2451144,50,1,783
2451144,52,1,838
2451144,55,1,461
2451144,56,1,247
2451144,58,1,309
2451144,61,1,141
2451144,62,1,386
2451144,64,1,326
2451144,67,1,327
2451144,68,1,448
2451144,70,1,406
2451144,73,1,339
2451144,74,1,513
2451144,76,1,560
2451144,79,1,747
2451144,80,1,995
2451144,82,1,891
2451144,85,1,884
2451144,86,1,488
2451144,88,1,167
2451144,91,1,491
2451144,92,1,989
2451144,94,1,361
2451144,97,1,963
2451144,98,1,319
2451144,100,1,705
2451144,103,1,856
2451144,104,1,940
2451144,106,1,87
2451144,109,1,235
2451144,110,1,39
2451144,112,1,375
2451144,115,1,524
2451144,116,1,911
2451144,118,1,552
2451144,121,1,109
2451144,122,1,
2451144,124,1,
2451144,127,1,94
2451144,128,1,202
2451144,130,1,993
2451144,133,1,814
2451144,134,1,557
2451144,136,1,319
2451144,139,1,159
2451144,140,1,421
2451144,142,1,209
2451144,145,1,290
2451144,146,1,91
2451144,148,1,222
2451144,151,1,204
2451144,152,1,841
2451144,154,1,287
2451144,157,1,733
2451144,158,1,298
2451144,160,1,350
2451144,163,1,934
2451144,164,1,680
2451144,166,1,459
2451144,169,1,
2451144,170,1,506
2451144,172,1,387
2451144,175,1,566
2451144,176,1,686
2451144,178,1,575
2451151,1,1,831
2451151,2,1,771
2451151,4,1,753
2451151,7,1,417
2451151,8,1,750
2451151,10,1,606
2451151,13,1,489
2451151,14,1,548
2451151,16,1,885
2451151,19,1,
2451151,20,1,921
2451151,22,1,759
2451151,25,1,423
2451151,26,1,488
2451151,28,1,275
2451151,31,1,524
2451151,32,1,118
2451151,34,1,475
2451151,37,1,694
2451151,38,1,662
2451151,40,1,928
2451151,43,1,524
2451151,44,1,277
2451151,46,1,876
2451151,49,1,613
2451151,50,1,157
2451151,52,1,633
2451151,55,1,679
2451151,56,1,769
2451151,58,1,621
2451151,61,1,707
2451151,62,1,215
2451151,64,1,266
2451151,67,1,932
2451151,68,1,364
2451151,70,1,828
2451151,73,1,386
2451151,74,1,440
2451151,76,1,885
2451151,79,1,478
2451151,80,1,283
2451151,82,1,128
2451151,85,1,83
2451151,86,1,597
2451151,88,1,682
2451151,91,1,214
2451151,92,1,960
2451151,94,1,561
2451151,97,1,777
2451151,98,1,957
2451151,100,1,810
2451151,103,1,615
2451151,104,1,
2451151,106,1,301
2451151,109,1,218
2451151,110,1,276
2451151,112,1,94
2451151,115,1,756
2451151,116,1,762
2451151,118,1,131
2451151,121,1,501
2451151,122,1,26
2451151,124,1,541
2451151,127,1,159
2451151,128,1,618
2451151,130,1,114
2451151,133,1,114
2451151,134,1,831
2451151,136,1,882
2451151,139,1,486
2451151,140,1,602
2451151,142,1,607
2451151,145,1,431
2451151,146,1,283
2451151,148,1,469
2451151,151,1,874
2451151,152,1,
2451151,154,1,777
2451151,157,1,42
2451151,158,1,842
2451151,160,1,844
2451151,163,1,968
2451151,164,1,165
2451151,166,1,657
2451151,169,1,953
2451151,170,1,738
2451151,172,1,461
2451151,175,1,382
2451151,176,1,385
2451151,178,1,293
2451158,1,1,45
2451158,2,1,675
2451158,4,1,471
2451158,7,1,466
2451158,8,1,932
2451158,10,1,449
2451158,13,1,256
2451158,14,1,624
2451158,16,1,785
2451158,19,1,123
2451158,20,1,322
2451158,22,1,33
2451158,25,1,760
2451158,26,1,424
2451158,28,1,125
2451158,31,1,984
2451158,32,1,757
2451158,34,1,324
2451158,37,1,930
2451158,38,1,895
2451158,40,1,603
2451158,43,1,677
2451158,44,1,44
2451158,46,1,290
2451158,49,1,
2451158,50,1,
2451158,52,1,983
2451158,55,1,531
2451158,56,1,976
2451158,58,1,928
2451158,61,1,974
2451158,62,1,964
2451158,64,1,3
2451158,67,1,369
2451158,68,1,719
2451158,70,1,16
2451158,73,1,783
2451158,74,1,673
2451158,76,1,737
2451158,79,1,779
2451158,80,1,845
2451158,82,1,979
2451158,85,1,313
2451158,86,1,866
2451158,88,1,107
2451158,91,1,338
2451158,92,1,384
2451158,94,1,515
2451158,97,1,248
2451158,98,1,597
2451158,100,1,761
2451158,103,1,695
2451158,104,1,464
2451158,106,1,835
2451158,109,1,603
2451158,110,1,963
2451158,112,1,956
2451158,115,1,835
2451158,116,1,205
2451158,118,1,796
2451158,121,1,278
2451158,122,1,379
2451158,124,1,494
2451158,127,1,590
2451158,128,1,721
2451158,130,1,6
2451158,133,1,954
2451158,134,1,308
2451158,136,1,118
2451158,139,1,821
2451158,140,1,575
2451158,142,1,271
2451158,145,1,765
2451158,146,1,701
2451158,148,1,192
2451158,151,1,180
2451158,152,1,401
2451158,154,1,496
2451158,157,1,203
2451158,158,1,481
2451158,160,1,151
2451158,163,1,250
2451158,164,1,901
2451158,166,1,826
2451158,169,1,90
2451158,170,1,662
2451158,172,1,365
2451158,175,1,1
2451158,176,1,734
2451158,178,1,738
2451165,1,1,258
2451165,2,1,799
2451165,4,1,936
2451165,7,1,140
2451165,8,1,115
2451165,10,1,655
2451165,13,1,757
2451165,14,1,799
2451165,16,1,54
2451165,19,1,891
2451165,20,1,149
2451165,22,1,141
2451165,25,1,727
2451165,26,1,958
2451165,28,1,3
2451165,31,1,373
2451165,32,1,421
2451165,34,1,354
2451165,37,1,743
2451165,38,1,612
2451165,40,1,206
2451165,43,1,965
2451165,44,1,
2451165,46,1,508
2451165,49,1,548
2451165,50,1,265
2451165,52,1,714
2451165,55,1,381
2451165,56,1,456
2451165,58,1,80
2451165,61,1,158
2451165,62,1,27
2451165,64,1,784
2451165,67,1,384
2451165,68,1,795
2451165,70,1,337
2451165,73,1,813
2451165,74,1,198
2451165,76,1,2
2451165,79,1,892
2451165,80,1,267
2451165,82,1,386
2451165,85,1,558
2451165,86,1,84
2451165,88,1,802
2451165,91,1,803
2451165,92,1,246
2451165,94,1,590
2451165,97,1,24
2451165,98,1,285
2451165,100,1,413
2451165,103,1,175
2451165,104,1,260
2451165,106,1,251
2451165,109,1,32
2451165,110,1,36
2451165,112,1,281
2451165,115,1,388
2451165,116,1,916
2451165,118,1,465
2451165,121,1,489
2451165,122,1,835
2451165,124,1,803
2451165,127,1,906
2451165,128,1,432
2451165,130,1,415
2451165,133,1,480
2451165,134,1,955
2451165,136,1,945
2451165,139,1,610
2451165,140,1,867
2451165,142,1,783
2451165,145,1,60
2451165,146,1,52
2451165,148,1,753
2451165,151,1,742
2451165,152,1,634
2451165,154,1,387
2451165,157,1,
2451165,158,1,778
2451165,160,1,872
2451165,163,1,204
2451165,164,1,136
2451165,166,1,185
2451165,169,1,
2451165,170,1,437
2451165,172,1,460
2451165,175,1,374
2451165,176,1,928
2451165,178,1,489
2451172,1,1,387
2451172,2,1,55
2451172,4,1,430
2451172,7,1,28
2451172,8,1,73
2451172,10,1,16
2451172,13,1,871
2451172,14,1,683
2451172,16,1,735
2451172,19,1,502
2451172,20,1,115
2451172,22,1,261
2451172,25,1,127
2451172,26,1,967
2451172,28,1,967
2451172,31,1,744
2451172,32,1,312
2451172,34,1,374
2451172,37,1,929
2451172,38,1,226
2451172,40,1,228
2451172,43,1,607
2451172,44,1,243
2451172,46,1,385
2451172,49,1,949
2451172,50,1,494
2451172,52,1,775
2451172,55,1,399
2451172,56,1,462
2451172,58,1,635
2451172,61,1,91
2451172,62,1,127
2451172,64,1,231
2451172,67,1,221
2451172,68,1,582
2451172,70,1,449
2451172,73,1,467
2451172,74,1,812
2451172,76,1,754
2451172,79,1,690
2451172,80,1,666
2451172,82,1,714
2451172,85,1,476
2451172,86,1,799
2451172,88,1,340
2451172,91,1,30
2451172,92,1,198
2451172,94,1,914
2451172,97,1,845
2451172,98,1,829
2451172,100,1,362
2451172,103,1,447
2451172,104,1,998
2451172,106,1,770
2451172,109,1,261
2451172,110,1,700
2451172,112,1,302
2451172,115,1,865
2451172,116,1,
2451172,118,1,165
2451172,121,1,42
2451172,122,1,524
2451172,124,1,550
2451172,127,1,728
2451172,128,1,584
2451172,130,1,909
2451172,133,1,360
2451172,134,1,
2451172,136,1,233
2451172,139,1,123
2451172,140,1,680
2451172,142,1,193
2451172,145,1,320
2451172,146,1,834
2451172,148,1,55
2451172,151,1,307
2451172,152,1,789
2451172,154,1,
2451172,157,1,937
2451172,158,1,320
2451172,160,1,131
2451172,163,1,227
2451172,164,1,
2451172,166,1,20
2451172,169,1,
2451172,170,1,921
2451172,172,1,773
2451172,175,1,116
2451172,176,1,530
2451172,178,1,377
2451179,1,1,284
2451179,2,1,283
2451179,4,1,947
2451179,7,1,891
2451179,8,1,698
2451179,10,1,391
2451179,13,1,643
2451179,14,1,288
2451179,16,1,313
2451179,19,1,289
2451179,20,1,74
2451179,22,1,235
2451179,25,1,386
2451179,26,1,121
2451179,28,1,142
2451179,31,1,85
2451179,32,1,448
2451179,34,1,441
2451179,37,1,32
2451179,38,1,365
2451179,40,1,3
2451179,43,1,993
2451179,44,1,
2451179,46,1,
2451179,49,1,518
2451179,50,1,915
2451179,52,1,375
2451179,55,1,762
2451179,56,1,839
2451179,58,1,243
2451179,61,1,491
2451179,62,1,704
2451179,64,1,446
2451179,67,1,886
2451179,68,1,464
2451179,70,1,876
2451179,73,1,954
2451179,74,1,495
2451179,76,1,716
2451179,79,1,671
2451179,80,1,205
2451179,82,1,558
2451179,85,1,946
2451179,86,1,633
2451179,88,1,
2451179,91,1,283
2451179,92,1,507
2451179,94,1,2
2451179,97,1,247
2451179,98,1,557
2451179,100,1,646
2451179,103,1,49
2451179,104,1,707
2451179,106,1,214
2451179,109,1,681
2451179,110,1,665
2451179,112,1,
2451179,115,1,367
2451179,116,1,
2451179,118,1,283
2451179,121,1,319
2451179,122,1,957
2451179,124,1,269
2451179,127,1,719
2451179,128,1,290
2451179,130,1,44
2451179,133,1,
2451179,134,1,96
2451179,136,1,411
2451179,139,1,409
2451179,140,1,720
2451179,142,1,59
2451179,145,1,754
2451179,146,1,707
2451179,148,1,528
2451179,151,1,962
2451179,152,1,362
2451179,154,1,222
2451179,157,1,907
2451179,158,1,771
2451179,160,1,199
2451179,163,1,689
2451179,164,1,396
2451179,166,1,593
2451179,169,1,201
2451179,170,1,156
2451179,172,1,646
2451179,175,1,415
2451179,176,1,175
2451179,178,1,598
2451186,1,1,495
2451186,2,1,471
2451186,4,1,660
2451186,7,1,
2451186,8,1,758
2451186,10,1,78
2451186,13,1,564
2451186,14,1,628
2451186,16,1,822
2451186,19,1,298
2451186,20,1,4
2451186,22,1,702
2451186,25,1,528
2451186,26,1,960
2451186,28,1,43
2451186,31,1,592
2451186,32,1,361
2451186,34,1,509
2451186,37,1,498
2451186,38,1,406
2451186,40,1,390
2451186,43,1,751
2451186,44,1,
2451186,46,1,94
2451186,49,1,88
2451186,50,1,347
2451186,52,1,264
2451186,55,1,270
2451186,56,1,746
2451186,58,1,
2451186,61,1,597
2451186,62,1,942
2451186,64,1,
2451186,67,1,
2451186,68,1,955
2451186,70,1,33
2451186,73,1,516
2451186,74,1,602
2451186,76,1,797
2451186,79,1,243
2451186,80,1,683
2451186,82,1,
2451186,85,1,845
2451186,86,1,485
2451186,88,1,528
2451186,91,1,513
2451186,92,1,765
2451186,94,1,863
2451186,97,1,882
2451186,98,1,27
2451186,100,1,418
2451186,103,1,
2451186,104,1,336
2451186,106,1,129
2451186,109,1,814
2451186,110,1,288
2451186,112,1,959
2451186,115,1,286
2451186,116,1,637
2451186,118,1,422
2451186,121,1,42
2451186,122,1,692
2451186,124,1,867
2451186,127,1,
2451186,128,1,666
2451186,130,1,
2451186,133,1,412
2451186,134,1,518
2451186,136,1,369
2451186,139,1,782
2451186,140,1,924
2451186,142,1,736
2451186,145,1,598
2451186,146,1,164
2451186,148,1,827
2451186,151,1,837
2451186,152,1,206
2451186,154,1,551
2451186,157,1,900
2451186,158,1,734
2451186,160,1,87
2451186,163,1,44
2451186,164,1,822
2451186,166,1,719
2451186,169,1,590
2451186,170,1,534
2451186,172,1,904
2451186,175,1,56
2451186,176,1,628
2451186,178,1,959
2451193,1,1,757
2451193,2,1,102
2451193,4,1,82
2451193,7,1,899
2451193,8,1,946
2451193,10,1,881
2451193,13,1,361
2451193,14,1,564
2451193,16,1,372
2451193,19,1,556
2451193,20,1,66
2451193,22,1,63
2451193,25,1,152
2451193,26,1,710
2451193,28,1,755
2451193,31,1,773
2451193,32,1,478
2451193,34,1,464
2451193,37,1,
2451193,38,1,
2451193,40,1,974
2451193,43,1,677
2451193,44,1,622
2451193,46,1,646
2451193,49,1,469
2451193,50,1,
2451193,52,1,
2451193,55,1,636
2451193,56,1,366
2451193,58,1,
2451193,61,1,663
2451193,62,1,856
2451193,64,1,309
2451193,67,1,846
2451193,68,1,95
2451193,70,1,165
2451193,73,1,
2451193,74,1,323
2451193,76,1,9
2451193,79,1,
2451193,80,1,621
2451193,82,1,
2451193,85,1,615
2451193,86,1,776
2451193,88,1,788
2451193,91,1,843
2451193,92,1,116
2451193,94,1,20
2451193,97,1,840
2451193,98,1,386
2451193,100,1,748
2451193,103,1,572
2451193,104,1,518
2451193,106,1,80
2451193,109,1,760
2451193,110,1,28
2451193,112,1,893
2451193,115,1,204
2451193,116,1,437
2451193,118,1,476
2451193,121,1,908
2451193,122,1,734
2451193,124,1,32
2451193,127,1,
2451193,128,1,777
2451193,130,1,857
2451193,133,1,424
2451193,134,1,843
2451193,136,1,99
2451193,139,1,532
2451193,140,1,151
2451193,142,1,156
2451193,145,1,932
2451193,146,1,534
2451193,148,1,541
2451193,151,1,580
2451193,152,1,539
2451193,154,1,190
2451193,157,1,958
2451193,158,1,475
2451193,160,1,596
2451193,163,1,820
2451193,164,1,813
2451193,166,1,49
2451193,169,1,265
2451193,170,1,852
2451193,172,1,228
2451193,175,1,210
2451193,176,1,893
2451193,178,1,143
2451200,1,1,371
2451200,2,1,368
2451200,4,1,944
2451200,7,1,440
2451200,8,1,813
2451200,10,1,396
2451200,13,1,789
2451200,14,1,120
2451200,16,1,882
2451200,19,1,134
2451200,20,1,537
2451200,22,1,810
2451200,25,1,870
2451200,26,1,199
2451200,28,1,356
2451200,31,1,903
2451200,32,1,867
2451200,34,1,22
2451200,37,1,345
2451200,38,1,489
2451200,40,1,123
2451200,43,1,858
2451200,44,1,35
2451200,46,1,203
2451200,49,1,638
2451200,50,1,348
2451200,52,1,882
2451200,55,1,252
2451200,56,1,113
2451200,58,1,138
2451200,61,1,16
2451200,62,1,769
2451200,64,1,456
2451200,67,1,367
2451200,68,1,718
2451200,70,1,781
2451200,73,1,144
2451200,74,1,624
2451200,76,1,217
2451200,79,1,756
2451200,80,1,304
2451200,82,1,982
2451200,85,1,654
2451200,86,1,295
2451200,88,1,432
2451200,91,1,662
2451200,92,1,395
2451200,94,1,969
2451200,97,1,631
2451200,98,1,10
2451200,100,1,452
2451200,103,1,693
2451200,104,1,735
2451200,106,1,30
2451200,109,1,434
2451200,110,1,202
2451200,112,1,616
2451200,115,1,525
2451200,116,1,142
2451200,118,1,219
2451200,121,1,129
2451200,122,1,270
2451200,124,1,623
2451200,127,1,740
2451200,128,1,301
2451200,130,1,
2451200,133,1,433
2451200,134,1,436
2451200,136,1,447
2451200,139,1,824
2451200,140,1,898
2451200,142,1,901
2451200,145,1,357
2451200,146,1,542
2451200,148,1,288
2451200,151,1,998
2451200,152,1,228
2451200,154,1,204
2451200,157,1,944
2451200,158,1,888
2451200,160,1,485
2451200,163,1,969
2451200,164,1,303
2451200,166,1,407
2451200,169,1,705
2451200,170,1,69
2451200,172,1,773
2451200,175,1,951
2451200,176,1,141
2451200,178,1,47
2451207,1,1,619
2451207,2,1,888
2451207,4,1,895
2451207,7,1,550
2451207,8,1,976
2451207,10,1,362
2451207,13,1,35
2451207,14,1,878
2451207,16,1,243
2451207,19,1,458
2451207,20,1,5
2451207,22,1,207
2451207,25,1,143
2451207,26,1,74
2451207,28,1,904
2451207,31,1,871
2451207,32,1,580
2451207,34,1,598
2451207,37,1,364
2451207,38,1,356
2451207,40,1,184
2451207,43,1,716
2451207,44,1,994
2451207,46,1,680
2451207,49,1,744
2451207,50,1,612
2451207,52,1,355
2451207,55,1,482
2451207,56,1,556
2451207,58,1,
2451207,61,1,212
2451207,62,1,374
2451207,64,1,
2451207,67,1,882
2451207,68,1,342
2451207,70,1,
2451207,73,1,721
2451207,74,1,119
