ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
,,32,,,,,1,,77,100,35.78,62.25,47.31,898.89,4731.00,,,,,3832.11,,
2451083,53379,127,214,16737,1988,175,1,3,77,92,14.57,27.82,19.19,0.00,1765.48,1340.44,2559.44,35.30,0.00,1765.48,1800.78,425.04
2451083,53379,46,214,16737,1988,175,1,1,77,80,58.71,64.58,0.64,0.00,51.20,4696.80,5166.40,3.58,0.00,51.20,54.78,-4645.60
2451063,30397,79,282,13565,2609,296,1,3,78,62,83.62,99.50,11.94,0.00,740.28,5184.44,6169.00,14.80,0.00,740.28,755.08,-4444.16
,30397,136,282,13565,,,,,78,28,,,44.57,0.00,1247.96,,,,0.00,,,
2451063,30397,92,282,13565,2609,296,1,3,78,3,18.29,35.66,34.23,0.00,102.69,54.87,106.98,9.24,0.00,102.69,111.93,47.82
2451063,30397,146,282,13565,2609,296,1,3,78,70,77.24,88.82,71.05,3381.98,4973.50,5406.80,6217.40,143.23,3381.98,1591.52,1734.75,-3815.28
2451063,30397,76,282,13565,2609,296,1,3,78,94,48.50,88.27,50.31,0.00,4729.14,4559.00,8297.38,283.74,0.00,4729.14,5012.88,170.14
2451063,30397,142,282,13565,2609,296,1,2,78,62,49.17,87.52,63.88,0.00,3960.56,3048.54,5426.24,39.60,0.00,3960.56,4000.16,912.02
2451063,30397,164,282,13565,2609,296,1,1,78,78,46.63,48.02,35.05,0.00,2733.90,3637.14,3745.56,54.67,0.00,2733.90,2788.57,-903.24
2451063,30397,32,282,13565,2609,296,1,1,78,50,37.49,44.23,5.74,0.00,287.00,1874.50,2211.50,5.74,0.00,287.00,292.74,-1587.50
2451063,30397,127,282,13565,2609,296,1,3,78,62,28.05,33.37,25.69,0.00,1592.78,1739.10,2068.94,95.56,0.00,1592.78,1688.34,-146.32
2451063,30397,46,282,13565,2609,296,1,1,78,71,96.74,162.52,87.76,0.00,6230.96,6868.54,11538.92,560.78,0.00,6230.96,6791.74,-637.58
2451063,30397,178,282,13565,2609,296,1,2,78,28,29.67,41.53,27.82,280.42,778.96,830.76,1162.84,4.98,280.42,498.54,503.52,-332.22
,,74,,,2609,,,3,78,22,27.75,47.17,,0.00,,610.50,1037.74,,,715.88,,
2451063,30397,88,282,13565,2609,296,1,1,78,95,45.42,88.11,79.29,0.00,7532.55,4314.90,8370.45,301.30,0.00,7532.55,7833.85,3217.65
2452280,32066,15,17,5976,1215,261,1,2,79,14,76.01,127.69,31.92,0.00,446.88,1064.14,1787.66,31.28,0.00,446.88,478.16,-617.26
2452280,32066,9,17,5976,1215,261,1,1,79,75,98.86,168.06,20.16,1375.92,1512.00,7414.50,12604.50,12.24,1375.92,136.08,148.32,-7278.42
2452280,32066,12,17,5976,1215,261,1,3,79,90,19.02,31.00,1.55,0.00,139.50,1711.80,2790.00,4.18,0.00,139.50,143.68,-1572.30
2452280,32066,60,17,5976,1215,261,1,2,79,43,22.13,43.81,29.35,0.00,1262.05,951.59,1883.83,88.34,0.00,1262.05,1350.39,310.46
2452280,32066,21,17,5976,1215,261,1,3,79,25,36.26,52.21,8.35,0.00,208.75,906.50,1305.25,12.52,0.00,208.75,221.27,-697.75
2452280,32066,6,17,5976,1215,261,1,1,79,88,52.17,88.16,85.51,0.00,7524.88,4590.96,7758.08,0.00,0.00,7524.88,7524.88,2933.92
2452280,32066,19,17,5976,1215,261,1,1,79,72,79.56,146.39,139.07,0.00,10013.04,5728.32,10540.08,500.65,0.00,10013.04,10513.69,4284.72
2452280,32066,169,17,5976,1215,261,1,3,79,25,17.92,22.75,9.32,0.00,233.00,448.00,568.75,9.32,0.00,233.00,242.32,-215.00
2452280,32066,120,17,5976,1215,261,1,3,79,4,78.21,95.41,31.48,0.00,125.92,312.84,381.64,1.25,0.00,125.92,127.17,-186.92
2452280,32066,54,17,5976,1215,261,1,1,79,8,46.45,87.79,75.49,0.00,603.92,371.60,702.32,48.31,0.00,603.92,652.23,232.32
2452280,32066,31,17,5976,1215,261,1,1,79,11,86.51,134.09,127.38,0.00,1401.18,951.61,1474.99,56.04,0.00,1401.18,1457.22,449.57
2452280,32066,121,17,5976,1215,261,1,1,79,26,29.60,50.61,19.23,24.99,499.98,769.60,1315.86,4.74,24.99,474.99,479.73,-294.61
2452280,32066,153,17,5976,1215,261,1,1,79,26,24.34,37.97,21.64,0.00,562.64,632.84,987.22,45.01,0.00,562.64,607.65,-70.20
2452280,32066,103,17,5976,1215,261,1,2,79,77,69.52,70.91,16.30,0.00,1255.10,5353.04,5460.07,50.20,0.00,1255.10,1305.30,-4097.94
2452280,32066,141,17,5976,1215,261,1,3,79,78,13.85,24.23,9.20,0.00,717.60,1080.30,1889.94,28.70,0.00,717.60,746.30,-362.70
2451143,,73,,18795,1887,,1,,80,48,67.92,,,,,3260.16,5737.44,,0.00,1548.96,1564.44,-1711.20
2451143,67039,70,368,18795,1887,323,1,2,80,78,91.99,127.86,56.25,0.00,4387.50,7175.22,9973.08,0.00,0.00,4387.50,4387.50,-2787.72
2451143,67039,134,368,18795,1887,323,1,3,80,36,60.94,80.44,16.89,0.00,608.04,2193.84,2895.84,42.56,0.00,608.04,650.60,-1585.80
2451143,67039,100,368,18795,1887,323,1,3,80,68,12.46,21.55,5.81,0.00,395.08,847.28,1465.40,15.80,0.00,395.08,410.88,-452.20
2451143,67039,26,368,18795,1887,323,1,1,80,71,90.11,95.51,70.67,0.00,5017.57,6397.81,6781.21,100.35,0.00,5017.57,5117.92,-1380.24
2451143,67039,22,368,18795,1887,323,1,3,80,61,91.60,119.99,11.99,0.00,731.39,5587.60,7319.39,65.82,0.00,731.39,797.21,-4856.21
2451143,67039,49,368,18795,1887,323,1,2,80,8,63.06,124.22,54.65,0.00,437.20,504.48,993.76,17.48,0.00,437.20,454.68,-67.28
2451143,67039,1,368,18795,1887,323,1,2,80,97,26.57,52.34,42.91,0.00,4162.27,2577.29,5076.98,166.49,0.00,4162.27,4328.76,1584.98
2451143,67039,139,368,18795,1887,323,1,2,80,88,67.47,102.55,26.66,1548.41,2346.08,5937.36,9024.40,0.00,1548.41,797.67,797.67,-5139.69
2451143,67039,166,368,18795,1887,323,1,2,80,5,85.54,112.91,29.35,0.00,146.75,427.70,564.55,5.87,0.00,146.75,152.62,-280.95
2451143,,154,,18795,1887,323,1,3,80,,,,,1799.82,2727.00,4462.80,8523.60,64.90,1799.82,,,
2451143,67039,40,368,18795,1887,323,1,3,80,37,99.97,103.96,94.60,35.00,3500.20,3698.89,3846.52,207.91,35.00,3465.20,3673.11,-233.69
2451143,67039,82,368,18795,1887,323,1,2,80,93,84.72,150.80,16.58,1310.64,1541.94,7878.96,14024.40,16.19,1310.64,231.30,247.49,-7647.66
2451143,67039,94,368,18795,1887,323,1,3,80,40,28.03,45.40,40.86,310.53,1634.40,1121.20,1816.00,105.90,310.53,1323.87,1429.77,202.67
2451143,,64,,,,,,,80,,92.02,,,0.00,5801.41,,7251.94,232.05,,5801.41,6033.46,
2451143,67039,38,368,18795,1887,323,1,1,80,94,5.53,10.78,5.39,0.00,506.66,519.82,1013.32,15.19,0.00,506.66,521.85,-13.16
2451167,61212,91,625,9239,3661,179,1,2,81,29,16.70,16.86,11.29,0.00,327.41,484.30,488.94,29.46,0.00,327.41,356.87,-156.89
2451167,61212,80,625,9239,3661,179,1,2,81,74,71.70,136.94,86.27,1915.19,6383.98,5305.80,10133.56,357.50,1915.19,4468.79,4826.29,-837.01
2451167,61212,86,625,9239,3661,179,1,2,81,80,52.56,80.94,74.46,0.00,5956.80,4204.80,6475.20,357.40,0.00,5956.80,6314.20,1752.00
2451167,61212,122,625,9239,3661,179,1,2,81,75,48.36,61.41,38.07,2455.51,2855.25,3627.00,4605.75,27.98,2455.51,399.74,427.72,-3227.26
2451167,61212,85,625,9239,3661,179,1,3,81,89,70.39,125.29,93.96,0.00,8362.44,6264.71,11150.81,0.00,0.00,8362.44,8362.44,2097.73
2451167,61212,170,625,9239,3661,179,1,2,81,50,98.16,158.03,91.65,0.00,4582.50,4908.00,7901.50,274.95,0.00,4582.50,4857.45,-325.50
2451167,61212,106,625,9239,3661,179,1,2,81,42,54.71,97.93,5.87,0.00,246.54,2297.82,4113.06,2.46,0.00,246.54,249.00,-2051.28
2451167,61212,157,625,9239,3661,179,1,2,81,7,72.40,131.04,77.31,0.00,541.17,506.80,917.28,5.41,0.00,541.17,546.58,34.37
2451167,61212,145,625,9239,3661,179,1,1,81,18,90.45,103.11,11.34,0.00,204.12,1628.10,1855.98,8.16,0.00,204.12,212.28,-1423.98
2451167,61212,61,625,9239,3661,179,1,1,81,85,94.28,94.28,32.99,0.00,2804.15,8013.80,8013.80,140.20,0.00,2804.15,2944.35,-5209.65
2451167,61212,56,625,9239,3661,,,,81,69,,125.43,,,,,,,2362.69,,,-5697.46
2451167,61212,55,625,9239,3661,179,1,2,81,79,36.05,71.01,34.79,0.00,2748.41,2847.95,5609.79,27.48,0.00,2748.41,2775.89,-99.54
2451363,75450,73,896,6143,157,411,1,1,82,38,56.43,86.90,26.07,0.00,990.66,2144.34,3302.20,29.71,0.00,990.66,1020.37,-1153.68
2451363,75450,70,896,6143,157,411,1,2,82,19,19.44,25.85,4.91,0.00,93.29,369.36,491.15,0.00,0.00,93.29,93.29,-276.07
2451363,75450,134,896,6143,157,411,1,2,82,80,9.27,13.62,10.48,0.00,838.40,741.60,1089.60,50.30,0.00,838.40,888.70,96.80
2451363,75450,100,896,6143,157,411,1,1,82,66,15.71,18.85,7.72,0.00,509.52,1036.86,1244.10,45.85,0.00,509.52,555.37,-527.34
2451363,75450,26,896,6143,157,411,1,3,82,73,22.85,44.78,22.83,483.31,1666.59,1668.05,3268.94,11.83,483.31,1183.28,1195.11,-484.77
2451363,75450,22,896,6143,157,411,1,2,82,40,75.62,129.31,69.82,0.00,2792.80,3024.80,5172.40,83.78,0.00,2792.80,2876.58,-232.00
2451363,75450,49,896,6143,157,411,1,2,82,99,88.78,111.86,64.87,0.00,6422.13,8789.22,11074.14,577.99,0.00,6422.13,7000.12,-2367.09
2451363,75450,1,896,6143,157,411,1,3,82,78,94.92,174.65,73.35,0.00,5721.30,7403.76,13622.70,514.91,0.00,5721.30,6236.21,-1682.46
2451363,75450,139,896,6143,157,411,1,3,82,93,98.33,150.44,57.16,0.00,5315.88,9144.69,13990.92,478.42,0.00,5315.88,5794.30,-3828.81
2451363,75450,166,896,6143,157,411,1,3,82,63,85.83,152.77,134.43,0.00,8469.09,5407.29,9624.51,0.00,0.00,8469.09,8469.09,3061.80
2451363,75450,154,896,6143,157,411,1,2,82,53,42.99,61.90,57.56,0.00,3050.68,2278.47,3280.70,61.01,0.00,3050.68,3111.69,772.21
,,99,,,5978,228,1,1,83,61,,,43.39,,2646.79,,,,,,,-680.76
2452640,38634,73,678,16584,5978,228,1,3,83,23,29.73,51.73,41.90,0.00,963.70,683.79,1189.79,19.27,0.00,963.70,982.97,279.91
2452640,38634,72,678,16584,5978,228,1,1,83,8,44.36,55.45,27.17,63.03,217.36,354.88,443.60,7.71,63.03,154.33,162.04,-200.55
2452640,38634,135,678,16584,5978,228,1,1,83,59,43.77,52.96,30.71,0.00,1811.89,2582.43,3124.64,126.83,0.00,1811.89,1938.72,-770.54
2452640,38634,102,678,16584,5978,228,1,1,83,82,30.65,54.55,15.81,0.00,1296.42,2513.30,4473.10,90.74,0.00,1296.42,1387.16,-1216.88
,,27,678,16584,5978,,,1,83,,38.46,65.38,,0.00,943.92,2922.96,,,,,,
2452640,38634,24,678,16584,5978,228,1,1,83,30,56.24,64.11,55.77,0.00,1673.10,1687.20,1923.30,117.11,0.00,1673.10,1790.21,-14.10
,,49,678,16584,5978,,,,83,,,,,,,,6670.37,,,6203.40,6389.50,1634.64
2452640,38634,1,678,16584,5978,228,1,2,83,19,98.61,143.97,2.87,0.00,54.53,1873.59,2735.43,0.00,0.00,54.53,54.53,-1819.06
2452640,38634,139,678,16584,5978,228,1,2,83,17,91.67,119.17,29.79,0.00,506.43,1558.39,2025.89,20.25,0.00,506.43,526.68,-1051.96
,,168,678,,,,1,,83,,,,18.03,737.78,,4137.88,7985.60,15.20,737.78,,,-3757.80
2452640,38634,156,678,16584,5978,228,1,1,83,78,77.26,124.38,68.40,0.00,5335.20,6026.28,9701.64,0.00,0.00,5335.20,5335.20,-691.08
2452640,38634,42,678,16584,5978,228,1,1,83,87,78.06,156.12,104.60,455.01,9100.20,6791.22,13582.44,0.00,455.01,8645.19,8645.19,1853.97
2452495,55056,103,91,9792,6045,122,1,1,84,65,43.83,52.59,42.59,0.00,2768.35,2848.95,3418.35,110.73,0.00,2768.35,2879.08,-80.60
2452495,55056,141,91,9792,6045,122,1,2,84,34,19.54,27.16,4.88,0.00,165.92,664.36,923.44,0.00,0.00,165.92,165.92,-498.44
2452495,55056,97,91,9792,6045,122,1,2,84,21,67.65,95.38,31.47,0.00,660.87,1420.65,2002.98,26.43,0.00,660.87,687.30,-759.78
2452495,,3,,,6045,122,,,84,,18.66,,,,,,,23.85,0.00,,,17.01
2452495,55056,18,91,9792,6045,122,1,2,84,70,78.16,101.60,53.84,0.00,3768.80,5471.20,7112.00,339.19,0.00,3768.80,4107.99,-1702.40
2452495,55056,7,91,9792,6045,122,1,1,84,55,89.19,139.13,125.21,0.00,6886.55,4905.45,7652.15,482.05,0.00,6886.55,7368.60,1981.10
2452495,55056,174,91,9792,6045,122,1,2,84,40,52.84,66.57,51.25,0.00,2050.00,2113.60,2662.80,82.00,0.00,2050.00,2132.00,-63.60
2452495,55056,99,91,9792,6045,122,1,1,84,85,81.24,157.60,31.52,0.00,2679.20,6905.40,13396.00,187.54,0.00,2679.20,2866.74,-4226.20
2452495,55056,73,91,9792,6045,122,1,3,84,42,45.38,53.54,10.17,0.00,427.14,1905.96,2248.68,12.81,0.00,427.14,439.95,-1478.82
2452495,55056,72,91,9792,6045,122,1,3,84,51,40.95,40.95,30.30,0.00,1545.30,2088.45,2088.45,30.90,0.00,1545.30,1576.20,-543.15
2452495,55056,135,91,9792,6045,122,1,1,84,67,25.52,37.76,32.09,107.50,2150.03,1709.84,2529.92,122.55,107.50,2042.53,2165.08,332.69
2452495,55056,102,91,9792,6045,122,1,3,84,100,91.80,125.76,125.76,0.00,12576.00,9180.00,12576.00,251.52,0.00,12576.00,12827.52,3396.00
2452495,55056,27,91,9792,6045,122,1,3,84,54,64.26,87.39,14.85,0.00,801.90,3470.04,4719.06,16.03,0.00,801.90,817.93,-2668.14
2452495,55056,24,91,9792,6045,122,1,3,84,50,55.40,63.15,50.52,0.00,2526.00,2770.00,3157.50,50.52,0.00,2526.00,2576.52,-244.00
2451259,29324,82,472,3826,5348,433,1,1,85,95,8.72,15.17,3.79,0.00,360.05,828.40,1441.15,0.00,0.00,360.05,360.05,-468.35
2451259,29324,94,472,3826,5348,433,1,3,85,3,44.01,61.17,6.11,15.76,18.33,132.03,183.51,0.15,15.76,2.57,2.72,-129.46
2451259,29324,64,472,3826,5348,433,1,3,85,32,76.11,148.41,130.60,0.00,4179.20,2435.52,4749.12,334.33,0.00,4179.20,4513.53,1743.68
2451259,29324,38,472,3826,5348,433,1,2,85,82,32.47,60.06,48.04,0.00,3939.28,2662.54,4924.92,0.00,0.00,3939.28,3939.28,1276.74
2451259,29324,176,472,3826,5348,433,1,2,85,15,11.96,23.20,3.01,39.28,45.15,179.40,348.00,0.29,39.28,5.87,6.16,-173.53
2451259,29324,158,472,3826,5348,433,1,3,85,79,91.80,143.20,52.98,0.00,4185.42,7252.20,11312.80,292.97,0.00,4185.42,4478.39,-3066.78
2451259,29324,43,472,3826,5348,433,1,3,85,48,76.15,105.08,88.26,0.00,4236.48,3655.20,5043.84,84.72,0.00,4236.48,4321.20,581.28
2451259,29324,163,472,3826,5348,433,1,3,85,41,84.22,124.64,54.84,0.00,2248.44,3453.02,5110.24,0.00,0.00,2248.44,2248.44,-1204.58
2451259,29324,79,472,3826,5348,433,1,2,85,76,43.81,56.07,42.05,0.00,3195.80,3329.56,4261.32,127.83,0.00,3195.80,3323.63,-133.76
,29324,136,472,3826,5348,433,,,85,29,76.94,,,629.21,998.76,,,14.78,,,,-1861.71
2451259,29324,92,472,3826,5348,433,1,2,85,66,92.15,97.67,95.71,0.00,6316.86,6081.90,6446.22,126.33,0.00,6316.86,6443.19,234.96
2451259,29324,146,472,3826,5348,433,1,3,85,20,22.04,41.21,15.65,0.00,313.00,440.80,824.20,18.78,0.00,313.00,331.78,-127.80
2451259,29324,76,472,3826,5348,433,1,1,85,66,10.12,12.75,12.36,350.77,815.76,667.92,841.50,4.64,350.77,464.99,469.63,-202.93
2451259,29324,142,472,3826,5348,433,1,2,85,10,48.77,69.25,58.17,0.00,581.70,487.70,692.50,0.00,0.00,581.70,581.70,94.00
2451259,29324,164,472,3826,5348,433,1,1,85,65,4.08,5.30,3.28,0.00,213.20,265.20,344.50,14.92,0.00,213.20,228.12,-52.00
2452641,38153,174,359,3446,2164,143,1,3,86,28,42.00,81.06,9.72,0.00,272.16,1176.00,2269.68,0.00,0.00,272.16,272.16,-903.84
2452641,38153,99,359,3446,2164,143,1,3,86,91,9.53,16.39,8.19,0.00,745.29,867.23,1491.49,67.07,0.00,745.29,812.36,-121.94
2452641,38153,73,359,3446,2164,143,1,1,86,70,87.65,118.32,27.21,0.00,1904.70,6135.50,8282.40,19.04,0.00,1904.70,1923.74,-4230.80
2452641,38153,72,359,3446,2164,143,1,2,86,59,22.76,38.46,6.92,277.63,408.28,1342.84,2269.14,11.75,277.63,130.65,142.40,-1212.19
2452641,38153,135,359,3446,2164,143,1,2,86,12,66.54,67.87,59.72,0.00,716.64,798.48,814.44,42.99,0.00,716.64,759.63,-81.84
2452641,38153,102,359,3446,2164,143,1,1,86,21,77.81,86.36,38.86,0.00,816.06,1634.01,1813.56,57.12,0.00,816.06,873.18,-817.95
2452641,38153,27,359,3446,2164,143,1,2,86,30,93.21,112.78,45.11,0.00,1353.30,2796.30,3383.40,0.00,0.00,1353.30,1353.30,-1443.00
2452641,38153,24,359,3446,2164,143,1,3,86,83,3.89,6.76,5.47,0.00,454.01,322.87,561.08,40.86,0.00,454.01,494.87,131.14
2452641,38153,49,359,3446,2164,143,1,3,86,77,94.12,118.59,106.73,0.00,8218.21,7247.24,9131.43,657.45,0.00,8218.21,8875.66,970.97
2452641,38153,1,359,3446,2164,143,1,3,86,71,78.59,87.23,79.37,3606.57,5635.27,5579.89,6193.33,81.14,3606.57,2028.70,2109.84,-3551.19
2452641,38153,139,359,3446,2164,143,1,2,86,73,23.52,35.04,23.12,0.00,1687.76,1716.96,2557.92,135.02,0.00,1687.76,1822.78,-29.20
2452641,38153,168,359,3446,2164,143,1,2,86,79,97.01,154.24,131.10,0.00,10356.90,7663.79,12184.96,207.13,0.00,10356.90,10564.03,2693.11
2452641,38153,156,,,,143,1,,86,,49.59,58.51,54.41,0.00,,,702.12,,,652.92,,
2451500,51805,145,438,18345,1044,247,1,2,87,87,87.74,143.89,15.82,0.00,1376.34,7633.38,12518.43,0.00,0.00,1376.34,1376.34,-6257.04
2451500,51805,61,438,18345,1044,247,1,3,87,44,34.59,41.50,35.69,0.00,1570.36,1521.96,1826.00,125.62,0.00,1570.36,1695.98,48.40
2451500,51805,56,438,18345,1044,247,1,3,87,70,80.71,129.94,51.97,0.00,3637.90,5649.70,9095.80,145.51,0.00,3637.90,3783.41,-2011.80
2451500,51805,55,438,18345,1044,247,1,1,87,77,26.78,53.56,1.07,0.00,82.39,2062.06,4124.12,1.64,0.00,82.39,84.03,-1979.67
2451500,51805,124,438,18345,1044,247,,,87,59,,85.43,76.03,0.00,,,5040.37,,,,4620.34,637.79
2451500,51805,175,438,18345,1044,247,1,3,87,74,71.99,76.30,14.49,0.00,1072.26,5327.26,5646.20,42.89,0.00,1072.26,1115.15,-4255.00
2451500,51805,13,438,18345,1044,247,1,3,87,64,93.34,109.20,100.46,0.00,6429.44,5973.76,6988.80,128.58,0.00,6429.44,6558.02,455.68
2451500,51805,148,438,18345,1044,247,1,3,87,28,49.94,84.39,22.78,0.00,637.84,1398.32,2362.92,12.75,0.00,637.84,650.59,-760.48
,51805,116,,,,,1,2,87,,39.82,78.44,,,364.65,597.30,1176.60,,0.00,364.65,,-232.65
2451500,51805,68,438,18345,1044,247,1,2,87,77,30.30,38.48,30.39,0.00,2340.03,2333.10,2962.96,163.80,0.00,2340.03,2503.83,6.93
2451500,51805,151,438,18345,1044,247,1,3,87,14,25.42,38.89,12.83,0.00,179.62,355.88,544.46,8.98,0.00,179.62,188.60,-176.26
2451500,,67,438,18345,1044,,,,87,,69.58,95.32,,0.00,,2087.40,,70.34,,1172.40,1242.74,-915.00
2451500,51805,50,438,18345,1044,247,1,3,87,57,21.03,26.07,22.42,945.67,1277.94,1198.71,1485.99,3.32,945.67,332.27,335.59,-866.44
2451500,51805,109,438,18345,1044,247,1,2,87,23,83.48,155.27,10.86,0.00,249.78,1920.04,3571.21,2.49,0.00,249.78,252.27,-1670.26
2451500,51805,160,438,18345,1044,247,1,2,87,52,98.90,168.13,166.44,0.00,8654.88,5142.80,8742.76,605.84,0.00,8654.88,9260.72,3512.08
2451500,51805,130,438,18345,1044,247,1,3,87,2,48.36,59.48,1.18,0.00,2.36,96.72,118.96,0.16,0.00,2.36,2.52,-94.36
2452243,53059,27,272,11788,3384,440,1,1,88,13,52.66,57.92,10.42,101.59,135.46,684.58,752.96,1.35,101.59,33.87,35.22,-650.71
2452243,53059,23,272,11788,3384,440,1,3,88,88,9.63,11.65,8.50,0.00,748.00,847.44,1025.20,22.44,0.00,748.00,770.44,-99.44
2452243,53059,49,272,11788,3384,440,1,3,88,83,77.32,134.53,6.72,0.00,557.76,6417.56,11165.99,11.15,0.00,557.76,568.91,-5859.80
2452243,53059,1,272,11788,3384,440,1,3,88,77,96.29,112.65,68.71,0.00,5290.67,7414.33,8674.05,317.44,0.00,5290.67,5608.11,-2123.66
2452243,53059,139,272,11788,3384,440,1,2,88,22,54.35,100.54,18.09,0.00,397.98,1195.70,2211.88,23.87,0.00,397.98,421.85,-797.72
2452243,53059,167,272,11788,3384,440,1,2,88,74,90.20,103.73,94.39,0.00,6984.86,6674.80,7676.02,279.39,0.00,6984.86,7264.25,310.06
2452243,53059,155,272,11788,3384,440,1,2,88,54,55.82,98.24,33.40,0.00,1803.60,3014.28,5304.96,72.14,0.00,1803.60,1875.74,-1210.68
2452243,53059,41,272,11788,3384,440,1,2,88,3,13.06,20.11,19.30,53.26,57.90,39.18,60.33,0.23,53.26,4.64,4.87,-34.54
2451769,,161,994,,4064,,1,,89,18,86.90,110.36,99.32,0.00,,1564.20,,,,,1877.14,223.56
2451769,29627,131,994,10601,4064,199,1,1,89,85,59.62,64.38,14.80,0.00,1258.00,5067.70,5472.30,113.22,0.00,1258.00,1371.22,-3809.70
2451769,29627,44,994,10601,4064,199,1,1,89,18,66.35,88.90,44.45,0.00,800.10,1194.30,1600.20,56.00,0.00,800.10,856.10,-394.20
2451769,29627,37,994,10601,4064,199,1,1,89,10,72.37,72.37,46.31,0.00,463.10,723.70,723.70,41.67,0.00,463.10,504.77,-260.60
2451769,29627,35,994,10601,4064,199,1,2,89,30,78.10,134.33,79.25,1664.25,2377.50,2343.00,4029.90,64.19,1664.25,713.25,777.44,-1629.75
2451769,29627,133,,,,,,,89,45,,84.53,,,,,,7.22,,,,
2451769,29627,128,994,10601,4064,199,1,1,89,68,22.04,22.26,8.68,0.00,590.24,1498.72,1513.68,47.21,0.00,590.24,637.45,-908.48
,29627,113,,,,,1,,89,,85.64,,2.89,,,2483.56,,,,83.81,,
2451769,29627,62,994,10601,4064,199,1,3,89,66,2.68,3.16,1.92,0.00,126.72,176.88,208.56,6.33,0.00,126.72,133.05,-50.16
2451769,29627,29,994,10601,4064,199,1,2,89,16,94.38,111.36,60.13,913.97,962.08,1510.08,1781.76,2.40,913.97,48.11,50.51,-1461.97
2451769,29627,115,994,10601,4064,199,1,2,89,7,49.79,75.68,33.29,0.00,233.03,348.53,529.76,2.33,0.00,233.03,235.36,-115.50
2451769,29627,104,994,10601,4064,199,1,3,89,34,20.99,27.07,12.45,0.00,423.30,713.66,920.38,12.69,0.00,423.30,435.99,-290.36
2451769,29627,14,994,10601,4064,199,1,1,89,53,56.42,58.11,26.73,0.00,1416.69,2990.26,3079.83,56.66,0.00,1416.69,1473.35,-1573.57
2452197,39176,25,671,13175,6983,86,1,1,90,67,78.29,90.03,71.12,0.00,4765.04,5245.43,6032.01,190.60,0.00,4765.04,4955.64,-480.39
2452197,39176,111,671,13175,6983,86,1,2,90,9,99.77,120.72,25.35,0.00,228.15,897.93,1086.48,15.97,0.00,228.15,244.12,-669.78
2452197,39176,91,671,13175,6983,86,1,1,90,94,35.16,51.33,17.45,721.73,1640.30,3305.04,4825.02,82.67,721.73,918.57,1001.24,-2386.47
2452197,39176,81,671,13175,6983,86,1,1,90,69,45.15,57.34,52.17,0.00,3599.73,3115.35,3956.46,287.97,0.00,3599.73,3887.70,484.38
2452197,39176,87,671,13175,6983,86,1,3,90,94,32.45,42.50,40.80,0.00,3835.20,3050.30,3995.00,345.16,0.00,3835.20,4180.36,784.90
2452197,39176,123,671,13175,6983,86,1,2,90,64,9.24,12.65,12.65,0.00,809.60,591.36,809.60,48.57,0.00,809.60,858.17,218.24
2452197,39176,85,671,13175,6983,86,1,3,90,82,84.60,141.28,62.16,0.00,5097.12,6937.20,11584.96,101.94,0.00,5097.12,5199.06,-1840.08
2452197,39176,171,671,,,,,,90,,92.70,,46.16,0.00,,,,108.93,0.00,,2832.37,-2745.86
,39176,107,671,13175,,,1,,90,,,,24.72,,2076.48,3289.44,5065.20,,0.00,,,
2452197,39176,157,671,13175,6983,86,1,1,90,17,63.51,104.15,99.98,0.00,1699.66,1079.67,1770.55,152.96,0.00,1699.66,1852.62,619.99
2452197,39176,145,671,13175,6983,86,1,1,90,53,99.59,127.47,119.82,0.00,6350.46,5278.27,6755.91,63.50,0.00,6350.46,6413.96,1072.19
2452197,39176,61,671,13175,,86,,1,90,,63.80,,,,4224.08,,,126.72,,4224.08,4350.80,
2452197,39176,57,671,13175,6983,86,1,1,90,4,35.39,40.69,1.22,0.00,4.88,141.56,162.76,0.34,0.00,4.88,5.22,-136.68
2452453,51741,132,925,14054,3855,20,1,1,91,95,36.89,42.79,4.27,0.00,405.65,3504.55,4065.05,16.22,0.00,405.65,421.87,-3098.90
2452453,51741,45,925,14054,3855,20,1,1,91,20,54.96,97.82,41.08,0.00,821.60,1099.20,1956.40,41.08,0.00,821.60,862.68,-277.60
2452453,51741,37,925,14054,3855,20,1,2,91,48,10.23,17.59,1.93,0.00,92.64,491.04,844.32,7.41,0.00,92.64,100.05,-398.40
2452453,51741,36,925,14054,3855,20,1,1,91,64,70.90,109.89,34.06,0.00,2179.84,4537.60,7032.96,43.59,0.00,2179.84,2223.43,-2357.76
2452453,51741,133,925,14054,3855,20,1,3,91,14,26.39,40.64,36.16,0.00,506.24,369.46,568.96,45.56,0.00,506.24,551.80,136.78
2452453,51741,129,925,14054,3855,20,1,2,91,47,92.41,109.96,87.96,0.00,4134.12,4343.27,5168.12,124.02,0.00,4134.12,4258.14,-209.15
2452453,51741,114,925,14054,3855,20,1,2,91,34,70.45,111.31,48.97,0.00,1664.98,2395.30,3784.54,99.89,0.00,1664.98,1764.87,-730.32
