product_id,name,category,price,cost
P00662,Product 662,Home,421.33,95.68
P00663,Product 663,Garden,413.66,195.65
P00664,Product 664,Sports,265.59,60.19
P00665,Product 665,Garden,52.53,107.33
P00666,Product 666,Clothing,405.88,182.05
P00667,Product 667,Sports,217.25,175.46
P00668,Product 668,Sports,363.96,27.76
P00669,Product 669,Books,239.21,173.23
P00670,Product 670,Electronics,95.64,186.55
P00671,Product 671,Sports,472.93,53.47
P00672,Product 672,Sports,428.84,22.04
P00673,Product 673,Beauty,457.41,46.94
P00674,Product 674,Books,467.08,97.61
P00675,Product 675,Home,271.49,64.03
P00676,Product 676,Toys,279.91,78.03
P00677,Product 677,Books,29.07,158.57
P00678,Product 678,Electronics,447.87,40.87
P00679,Product 679,Beauty,394.83,166.24
P00680,Product 680,Books,306.02,72.71
P00681,Product 681,Garden,438.04,184.57
P00682,Product 682,Electronics,150.39,117.42
P00683,Product 683,Electronics,370.53,14.93
P00684,Product 684,Garden,299.75,9.22
P00685,Product 685,Clothing,96.41,198.12
P00686,Product 686,Sports,184.41,87.3
P00687,Product 687,Beauty,286.13,3.56
P00688,Product 688,Home,322.18,190.99
P00689,Product 689,Electronics,494.44,198.37
P00690,Product 690,Garden,184.05,107.53
P00691,Product 691,Electronics,344.5,195.62
P00692,Product 692,Electronics,171.08,132.45
P00693,Product 693,Clothing,228.19,185.27
P00694,Product 694,Toys,18.36,138.04
P00695,Product 695,Toys,487.89,6.52
P00696,Product 696,Home,491.6,19.71
P00697,Product 697,Books,207.93,196.69
P00698,Product 698,Sports,338.69,178.13
P00699,Product 699,Beauty,36.73,74.1
P00700,Product 700,Home,147.59,121.68
P00701,Product 701,Toys,108.46,53.24
P00702,Product 702,Electronics,475.97,8.04
P00703,Product 703,Toys,153.76,2.43
P00704,Product 704,Toys,324.31,85.8
P00705,Product 705,Books,498.04,163.45
P00706,Product 706,Garden,176.77,140.59
P00707,Product 707,Books,321.88,15.4
P00708,Product 708,Clothing,46.08,76.98
P00709,Product 709,Clothing,301.42,113.7
P00710,Product 710,Electronics,45.22,109.88
P00711,Product 711,Sports,125.64,111.45
P00712,Product 712,Clothing,357.73,88.4
P00713,Product 713,Home,44.26,102.79
P00714,Product 714,Sports,384.64,101.37
P00715,Product 715,Sports,343.57,137.78
P00716,Product 716,Electronics,249.44,129.41
P00717,Product 717,Books,204.56,62.67
P00718,Product 718,Toys,445.13,172.65
P00719,Product 719,Home,151.69,49.83
P00720,Product 720,Home,145.26,150.23
P00721,Product 721,Sports,467.48,106.07
P00722,Product 722,Electronics,197.36,168.09
P00723,Product 723,Beauty,343.66,94.23
P00724,Product 724,Home,487.76,91.85
P00725,Product 725,Garden,317.71,126.42
P00726,Product 726,Clothing,13.89,94.37
P00727,Product 727,Garden,111.73,136.71
P00728,Product 728,Beauty,332.41,126.21
P00729,Product 729,Books,386.11,179.04
P00730,Product 730,Home,451.87,56.04
P00731,Product 731,Books,377.02,192.07
P00732,Product 732,Sports,406.01,47.22
P00733,Product 733,Clothing,31.3,40.31
P00734,Product 734,Books,432.75,138.81
P00735,Product 735,Electronics,228.64,123.06
P00736,Product 736,Clothing,96.26,66.63
P00737,Product 737,Garden,402.71,179.35
P00738,Product 738,Beauty,84.69,5.62
P00739,Product 739,Electronics,445.72,24.22
P00740,Product 740,Books,288.97,84.7
P00741,Product 741,Books,304.6,49.51
P00742,Product 742,Sports,278.03,17.85
P00743,Product 743,Garden,109.02,99.77
P00744,Product 744,Toys,441.39,61.9
P00745,Product 745,Sports,446.17,126.84
P00746,Product 746,Books,121.1,148.2
P00747,Product 747,Toys,479.43,65.89
P00748,Product 748,Home,443.82,194.74
P00749,Product 749,Clothing,335.49,143.53
P00750,Product 750,Electronics,39.13,107.8
P00751,Product 751,Clothing,275.29,103.08
P00752,Product 752,Beauty,9.62,189.19
P00753,Product 753,Clothing,146.7,44.98
P00754,Product 754,Beauty,191.01,100.33
P00755,Product 755,Toys,180.11,142.78
P00756,Product 756,Books,214.39,184.63
P00757,Product 757,Sports,161.17,109.81
P00758,Product 758,Electronics,49.98,27.48
P00759,Product 759,Home,115.55,16.95
P00760,Product 760,Electronics,118.27,57.04
P00761,Product 761,Electronics,204.96,163.61
P00762,Product 762,Clothing,455.36,109.92
P00763,Product 763,Home,342.51,37.24
P00764,Product 764,Garden,90.29,178.85
P00765,Product 765,Clothing,201.02,156.44
P00766,Product 766,Books,413.16,76.0
P00767,Product 767,Beauty,154.15,123.63
P00768,Product 768,Home,400.05,53.64
P00769,Product 769,Toys,70.6,148.59
P00770,Product 770,Books,420.37,135.49
P00771,Product 771,Sports,496.02,158.12
P00772,Product 772,Electronics,21.85,71.08
P00773,Product 773,Clothing,140.17,78.25
P00774,Product 774,Books,282.46,146.26
P00775,Product 775,Clothing,123.73,170.67
P00776,Product 776,Beauty,173.69,178.97
P00777,Product 777,Clothing,493.18,23.7
P00778,Product 778,Clothing,231.14,124.63
P00779,Product 779,Electronics,493.92,36.66
P00780,Product 780,Sports,375.49,107.89
P00781,Product 781,Electronics,124.81,76.43
P00782,Product 782,Toys,205.81,93.75
P00783,Product 783,Sports,260.73,62.02
P00784,Product 784,Garden,437.18,190.49
P00785,Product 785,Books,260.41,24.12
P00786,Product 786,Toys,468.48,197.13
P00787,Product 787,Sports,74.34,83.87
P00788,Product 788,Toys,112.72,145.41
P00789,Product 789,Clothing,327.66,18.01
P00790,Product 790,Electronics,220.9,180.79
P00791,Product 791,Beauty,104.52,157.85
P00792,Product 792,Home,28.37,15.59
P00793,Product 793,Beauty,130.69,48.38
P00794,Product 794,Beauty,66.78,165.14
P00795,Product 795,Books,210.98,165.7
P00796,Product 796,Sports,224.89,70.83
P00797,Product 797,Electronics,260.02,4.93
P00798,Product 798,Toys,94.4,50.4
P00799,Product 799,Beauty,279.6,194.8
P00800,Product 800,Books,339.9,102.14
P00801,Product 801,Beauty,194.03,108.01
P00802,Product 802,Toys,373.16,95.81
P00803,Product 803,Clothing,147.52,118.49
P00804,Product 804,Books,347.93,167.73
P00805,Product 805,Sports,361.37,61.88
P00806,Product 806,Garden,57.53,160.71
P00807,Product 807,Toys,394.51,63.88
P00808,Product 808,Electronics,273.41,8.74
P00809,Product 809,Home,56.31,16.05
P00810,Product 810,Garden,50.37,197.71
P00811,Product 811,Garden,456.37,149.22
P00812,Product 812,Home,70.13,119.94
P00813,Product 813,Home,363.08,20.81
P00814,Product 814,Garden,237.64,37.43
P00815,Product 815,Home,422.09,8.42
P00816,Product 816,Beauty,74.15,77.51
P00817,Product 817,Home,146.47,73.62
P00818,Product 818,Beauty,116.41,7.15
P00819,Product 819,Garden,134.37,81.71
P00820,Product 820,Books,18.25,2.05
P00821,Product 821,Sports,376.86,5.19
P00822,Product 822,Beauty,90.07,40.55
P00823,Product 823,Books,369.47,111.01
P00824,Product 824,Books,365.57,177.54
P00825,Product 825,Garden,444.4,171.62
P00826,Product 826,Beauty,402.58,132.94
P00827,Product 827,Garden,375.78,180.52
P00828,Product 828,Electronics,183.95,122.15
P00829,Product 829,Beauty,199.0,95.84
P00830,Product 830,Toys,477.74,186.32
P00831,Product 831,Books,457.81,90.4
P00832,Product 832,Home,9.2,185.14
P00833,Product 833,Clothing,284.78,189.71
P00834,Product 834,Home,240.97,82.2
P00835,Product 835,Books,133.2,107.33
P00836,Product 836,Sports,46.02,182.44
P00837,Product 837,Sports,279.84,165.39
P00838,Product 838,Home,110.53,68.86
P00839,Product 839,Electronics,458.18,74.35
P00840,Product 840,Home,438.43,52.67
P00841,Product 841,Electronics,14.99,182.46
P00842,Product 842,Beauty,340.7,28.77
P00843,Product 843,Clothing,482.53,152.99
P00844,Product 844,Sports,455.71,57.97
P00845,Product 845,Home,23.16,147.38
P00846,Product 846,Electronics,248.6,84.94
P00847,Product 847,Toys,237.36,107.26
P00848,Product 848,Books,189.23,71.4
P00849,Product 849,Garden,496.05,40.81
P00850,Product 850,Clothing,232.05,78.87
P00851,Product 851,Garden,394.26,115.55
P00852,Product 852,Electronics,498.5,13.12
P00853,Product 853,Home,347.64,81.18
P00854,Product 854,Electronics,187.13,141.12
P00855,Product 855,Sports,70.13,165.86
P00856,Product 856,Beauty,102.43,22.85
P00857,Product 857,Toys,110.21,101.46
P00858,Product 858,Clothing,468.47,137.17
P00859,Product 859,Beauty,84.59,12.32
P00860,Product 860,Clothing,76.24,154.58
P00861,Product 861,Home,434.84,196.0
P00862,Product 862,Home,401.8,85.64
P00863,Product 863,Sports,115.56,18.49
P00864,Product 864,Sports,222.0,76.25
P00865,Product 865,Clothing,407.24,165.24
P00866,Product 866,Home,256.19,62.12
P00867,Product 867,Home,256.12,57.72
P00868,Product 868,Toys,367.56,130.24
P00869,Product 869,Home,485.35,171.61
P00870,Product 870,Sports,414.33,113.46
P00871,Product 871,Beauty,72.88,68.8
P00872,Product 872,Clothing,473.94,166.93
P00873,Product 873,Electronics,375.34,159.65
P00874,Product 874,Beauty,6.35,10.49
P00875,Product 875,Books,9.37,133.65
P00876,Product 876,Sports,274.27,118.4
P00877,Product 877,Beauty,158.26,137.47
P00878,Product 878,Home,166.81,143.27
P00879,Product 879,Garden,137.4,17.75
P00880,Product 880,Sports,423.92,122.32
P00881,Product 881,Beauty,190.6,73.28
P00882,Product 882,Beauty,148.53,139.16
P00883,Product 883,Clothing,219.03,152.64
P00884,Product 884,Electronics,244.36,76.87
P00885,Product 885,Beauty,131.48,33.46
P00886,Product 886,Clothing,132.94,118.28
P00887,Product 887,Electronics,478.63,83.31
P00888,Product 888,Home,80.63,148.73
P00889,Product 889,Books,418.73,119.66
P00890,Product 890,Books,343.83,162.27
P00891,Product 891,Clothing,481.08,164.69
P00892,Product 892,Electronics,374.67,118.52
P00893,Product 893,Home,348.13,159.69
P00894,Product 894,Clothing,460.3,38.47
P00895,Product 895,Clothing,94.84,45.76
P00896,Product 896,Electronics,385.11,15.85
P00897,Product 897,Books,36.09,90.84
P00898,Product 898,Beauty,388.03,51.79
P00899,Product 899,Sports,72.27,14.4
P00900,Product 900,Toys,450.09,195.74
P00901,Product 901,Clothing,412.18,85.98
P00902,Product 902,Books,102.44,2.3
P00903,Product 903,Garden,216.03,170.51
P00904,Product 904,Toys,248.36,152.19
P00905,Product 905,Books,46.54,114.46
P00906,Product 906,Books,184.3,57.02
P00907,Product 907,Books,258.13,136.54
P00908,Product 908,Electronics,145.16,193.55
P00909,Product 909,Sports,248.45,119.92
P00910,Product 910,Garden,44.88,80.91
P00911,Product 911,Beauty,276.61,178.82
P00912,Product 912,Home,372.81,141.34
P00913,Product 913,Garden,243.86,100.8
P00914,Product 914,Sports,313.03,17.65
P00915,Product 915,Electronics,263.09,176.63
P00916,Product 916,Books,65.9,103.63
P00917,Product 917,Books,358.19,91.92
P00918,Product 918,Toys,99.02,150.92
P00919,Product 919,Books,247.78,183.26
P00920,Product 920,Home,51.0,68.29
P00921,Product 921,Toys,5.59,170.53
P00922,Product 922,Garden,444.01,42.98
P00923,Product 923,Books,228.37,164.55
P00924,Product 924,Clothing,101.77,165.79
P00925,Product 925,Sports,479.38,25.34
P00926,Product 926,Beauty,411.72,15.73
P00927,Product 927,Home,129.9,56.58
P00928,Product 928,Electronics,347.82,93.75
P00929,Product 929,Beauty,162.67,24.7
P00930,Product 930,Books,487.01,117.44
P00931,Product 931,Electronics,99.87,133.89
P00932,Product 932,Garden,454.84,36.48
P00933,Product 933,Clothing,497.51,59.35
P00934,Product 934,Toys,89.0,196.14
P00935,Product 935,Beauty,350.01,184.35
P00936,Product 936,Electronics,336.87,22.01
P00937,Product 937,Toys,485.06,91.18
P00938,Product 938,Sports,108.18,167.38
P00939,Product 939,Home,199.49,184.1
P00940,Product 940,Electronics,57.01,100.16
P00941,Product 941,Garden,428.56,65.11
P00942,Product 942,Electronics,156.13,94.61
P00943,Product 943,Toys,377.85,32.49
P00944,Product 944,Toys,292.01,124.67
P00945,Product 945,Garden,136.08,102.04
P00946,Product 946,Toys,245.64,21.85
P00947,Product 947,Home,257.07,120.63
P00948,Product 948,Home,442.04,66.95
P00949,Product 949,Sports,231.29,19.12
P00950,Product 950,Toys,5.9,102.23
P00951,Product 951,Sports,307.96,97.48
P00952,Product 952,Beauty,59.16,104.14
P00953,Product 953,Sports,360.74,59.29
P00954,Product 954,Electronics,393.29,106.84
P00955,Product 955,Garden,282.27,114.8
P00956,Product 956,Garden,115.28,72.46
P00957,Product 957,Beauty,429.73,58.22
P00958,Product 958,Books,430.33,67.31
P00959,Product 959,Beauty,153.55,150.12
P00960,Product 960,Toys,326.77,26.45
P00961,Product 961,Sports,154.2,180.06
P00962,Product 962,Garden,437.93,5.43
P00963,Product 963,Home,456.93,180.5
P00964,Product 964,Toys,300.96,182.14
P00965,Product 965,Sports,149.81,20.52
P00966,Product 966,Sports,104.97,158.92
P00967,Product 967,Electronics,415.8,166.45
P00968,Product 968,Garden,117.36,111.86
P00969,Product 969,Home,156.39,158.34
P00970,Product 970,Sports,371.85,138.9
P00971,Product 971,Home,339.76,57.28
P00972,Product 972,Electronics,147.49,87.81
P00973,Product 973,Sports,38.11,162.41
P00974,Product 974,Books,491.0,26.12
P00975,Product 975,Garden,310.0,65.57
P00976,Product 976,Sports,310.18,9.87
P00977,Product 977,Garden,84.67,110.37
P00978,Product 978,Clothing,285.93,188.07
P00979,Product 979,Toys,272.39,167.06
P00980,Product 980,Garden,25.97,63.35
P00981,Product 981,Books,72.88,156.89
P00982,Product 982,Home,206.92,27.15
P00983,Product 983,Sports,153.39,105.57
P00984,Product 984,Books,203.36,196.86
P00985,Product 985,Books,186.89,144.42
P00986,Product 986,Books,101.27,106.68
P00987,Product 987,Garden,68.44,85.01
P00988,Product 988,Clothing,146.62,50.36
P00989,Product 989,Home,186.59,193.57
P00990,Product 990,Garden,207.08,120.81
P00991,Product 991,Clothing,47.63,156.91
P00992,Product 992,Clothing,118.43,112.69
P00993,Product 993,Books,47.37,101.85
P00994,Product 994,Sports,266.36,143.66
P00995,Product 995,Electronics,119.68,20.83
P00996,Product 996,Garden,259.59,17.2
P00997,Product 997,Home,87.71,112.82
P00998,Product 998,Beauty,143.5,30.64
P00999,Product 999,Toys,419.44,149.29
P01000,Product 1000,Electronics,139.27,184.2
P01001,Product 1001,Beauty,209.91,47.32
P01002,Product 1002,Electronics,77.46,96.84
P01003,Product 1003,Home,143.88,25.69
P01004,Product 1004,Toys,459.03,87.65
P01005,Product 1005,Home,355.52,136.47
P01006,Product 1006,Garden,147.89,41.81
P01007,Product 1007,Clothing,374.04,71.51
P01008,Product 1008,Clothing,305.24,56.62
P01009,Product 1009,Home,380.72,24.21
P01010,Product 1010,Electronics,283.85,79.79
P01011,Product 1011,Books,112.29,156.61
P01012,Product 1012,Sports,24.2,57.83
P01013,Product 1013,Garden,374.36,67.2
P01014,Product 1014,Home,178.82,15.36
P01015,Product 1015,Electronics,46.03,24.3
P01016,Product 1016,Home,496.18,109.38
P01017,Product 1017,Sports,103.89,140.19
P01018,Product 1018,Sports,451.13,143.53
P01019,Product 1019,Electronics,200.4,34.1
P01020,Product 1020,Clothing,369.54,101.7
P01021,Product 1021,Garden,427.66,119.91
P01022,Product 1022,Toys,26.01,191.28
P01023,Product 1023,Toys,248.71,54.53
P01024,Product 1024,Toys,396.52,47.72
P01025,Product 1025,Beauty,140.02,114.9
P01026,Product 1026,Toys,241.36,169.64
P01027,Product 1027,Home,466.24,187.46
P01028,Product 1028,Garden,199.84,111.29
P01029,Product 1029,Beauty,455.19,88.46
P01030,Product 1030,Clothing,66.56,157.19
P01031,Product 1031,Sports,313.29,161.91
P01032,Product 1032,Electronics,344.47,155.88
P01033,Product 1033,Electronics,448.21,160.34
P01034,Product 1034,Clothing,210.34,189.87
P01035,Product 1035,Electronics,203.86,14.56
P01036,Product 1036,Electronics,338.89,176.14
P01037,Product 1037,Electronics,176.26,188.02
P01038,Product 1038,Clothing,353.07,181.33
P01039,Product 1039,Sports,351.64,199.87
P01040,Product 1040,Clothing,410.53,69.63
P01041,Product 1041,Beauty,85.41,106.15
P01042,Product 1042,Books,215.67,142.89
P01043,Product 1043,Clothing,165.06,194.37
P01044,Product 1044,Electronics,154.42,112.11
P01045,Product 1045,Books,197.45,146.32
P01046,Product 1046,Electronics,164.05,120.92
P01047,Product 1047,Garden,31.07,16.14
P01048,Product 1048,Electronics,148.42,177.46
P01049,Product 1049,Sports,283.39,185.71
P01050,Product 1050,Sports,274.34,127.16
P01051,Product 1051,Books,70.29,6.78
P01052,Product 1052,Sports,390.17,43.07
P01053,Product 1053,Beauty,404.79,49.87
P01054,Product 1054,Home,256.01,43.45
P01055,Product 1055,Home,285.23,88.17
P01056,Product 1056,Beauty,40.02,94.42
P01057,Product 1057,Beauty,184.21,52.36
P01058,Product 1058,Home,460.12,18.04
P01059,Product 1059,Clothing,64.88,19.77
P01060,Product 1060,Garden,97.55,170.41
P01061,Product 1061,Garden,443.2,163.18
P01062,Product 1062,Sports,410.49,124.51
P01063,Product 1063,Beauty,467.44,156.4
P01064,Product 1064,Beauty,392.73,189.36
P01065,Product 1065,Sports,160.56,102.26
P01066,Product 1066,Books,414.12,175.33
P01067,Product 1067,Electronics,388.79,154.34
P01068,Product 1068,Electronics,365.51,54.4
P01069,Product 1069,Books,86.11,188.87
P01070,Product 1070,Garden,200.09,133.04
P01071,Product 1071,Home,91.43,140.93
P01072,Product 1072,Beauty,188.28,75.91
P01073,Product 1073,Books,78.98,189.31
P01074,Product 1074,Home,308.11,40.02
P01075,Product 1075,Books,169.1,105.33
P01076,Product 1076,Sports,357.21,69.56
P01077,Product 1077,Sports,498.02,65.65
P01078,Product 1078,Garden,49.39,183.99
P01079,Product 1079,Sports,344.86,106.71
P01080,Product 1080,Beauty,144.21,97.6
P01081,Product 1081,Sports,222.13,12.73
P01082,Product 1082,Home,418.26,136.11
P01083,Product 1083,Clothing,317.5,45.97
P01084,Product 1084,Books,290.25,181.1
P01085,Product 1085,Clothing,428.09,40.56
P01086,Product 1086,Home,280.73,156.4
P01087,Product 1087,Toys,323.96,191.81
P01088,Product 1088,Books,350.18,67.26
P01089,Product 1089,Toys,446.59,64.98
P01090,Product 1090,Electronics,188.59,32.08
P01091,Product 1091,Books,309.75,39.85
P01092,Product 1092,Beauty,292.51,116.1
P01093,Product 1093,Beauty,125.74,100.52
P01094,Product 1094,Sports,378.72,15.09
P01095,Product 1095,Clothing,14.17,55.74
P01096,Product 1096,Garden,447.32,11.32
P01097,Product 1097,Garden,64.87,132.42
P01098,Product 1098,Electronics,331.6,13.62
P01099,Product 1099,Home,417.41,43.55
P01100,Product 1100,Toys,11.26,194.21
P01101,Product 1101,Beauty,156.33,131.61
P01102,Product 1102,Clothing,415.15,167.04
P01103,Product 1103,Toys,486.7,25.41
P01104,Product 1104,Books,283.85,151.6
P01105,Product 1105,Electronics,99.64,168.56
P01106,Product 1106,Beauty,72.16,27.76
P01107,Product 1107,Home,271.13,141.61
P01108,Product 1108,Toys,326.25,44.84
P01109,Product 1109,Beauty,196.01,107.54
P01110,Product 1110,Electronics,274.67,156.76
P01111,Product 1111,Books,174.03,44.75
P01112,Product 1112,Electronics,103.86,30.14
P01113,Product 1113,Beauty,444.95,136.69
P01114,Product 1114,Beauty,64.85,62.23
P01115,Product 1115,Toys,349.3,138.61
P01116,Product 1116,Garden,243.01,143.05
P01117,Product 1117,Toys,112.85,17.29
P01118,Product 1118,Electronics,302.0,151.33
P01119,Product 1119,Home,412.35,58.56
P01120,Product 1120,Garden,99.02,113.59
P01121,Product 1121,Toys,7.85,194.57
P01122,Product 1122,Clothing,460.3,181.18
P01123,Product 1123,Toys,263.3,83.67
P01124,Product 1124,Home,216.17,192.5
P01125,Product 1125,Sports,261.07,144.9
P01126,Product 1126,Beauty,292.64,176.87
P01127,Product 1127,Home,434.95,55.11
P01128,Product 1128,Home,117.76,195.21
P01129,Product 1129,Home,341.99,178.8
P01130,Product 1130,Home,120.65,11.11
P01131,Product 1131,Garden,248.25,154.73
P01132,Product 1132,Electronics,61.05,29.06
P01133,Product 1133,Clothing,264.09,133.2
P01134,Product 1134,Electronics,159.16,93.08
P01135,Product 1135,Garden,114.0,100.51
P01136,Product 1136,Clothing,196.82,117.81
P01137,Product 1137,Sports,86.21,153.95
P01138,Product 1138,Sports,111.41,161.69
P01139,Product 1139,Electronics,285.21,50.36
P01140,Product 1140,Clothing,75.85,112.11
P01141,Product 1141,Clothing,165.08,9.15
P01142,Product 1142,Beauty,418.44,88.84
P01143,Product 1143,Beauty,52.67,9.44
P01144,Product 1144,Clothing,59.33,61.51
P01145,Product 1145,Clothing,32.64,122.66
P01146,Product 1146,Books,422.01,152.43
P01147,Product 1147,Books,464.65,34.57
P01148,Product 1148,Sports,288.47,64.1
P01149,Product 1149,Electronics,90.32,85.75
P01150,Product 1150,Clothing,270.19,183.35
P01151,Product 1151,Books,467.65,102.91
P01152,Product 1152,Home,20.93,22.98
P01153,Product 1153,Clothing,193.13,112.88
P01154,Product 1154,Home,372.81,61.23
P01155,Product 1155,Toys,218.52,198.37
P01156,Product 1156,Books,483.61,115.02
P01157,Product 1157,Garden,305.81,40.56
P01158,Product 1158,Sports,457.9,66.09
P01159,Product 1159,Clothing,113.59,166.51
P01160,Product 1160,Garden,448.41,187.74
P01161,Product 1161,Clothing,254.39,84.33
P01162,Product 1162,Beauty,430.92,62.77
P01163,Product 1163,Beauty,344.17,113.55
P01164,Product 1164,Clothing,45.14,101.97
P01165,Product 1165,Sports,430.18,141.62
P01166,Product 1166,Garden,81.91,19.87
P01167,Product 1167,Beauty,365.6,79.32
P01168,Product 1168,Clothing,408.22,179.44
P01169,Product 1169,Electronics,252.98,27.81
P01170,Product 1170,Home,408.97,44.43
P01171,Product 1171,Books,75.12,176.07
P01172,Product 1172,Sports,329.07,92.22
P01173,Product 1173,Beauty,444.67,78.39
P01174,Product 1174,Beauty,63.71,116.68
P01175,Product 1175,Clothing,343.77,108.73
P01176,Product 1176,Toys,380.0,143.96
P01177,Product 1177,Garden,194.29,197.68
P01178,Product 1178,Books,103.12,183.45
P01179,Product 1179,Sports,363.85,10.35
P01180,Product 1180,Sports,65.41,7.43
P01181,Product 1181,Electronics,40.52,175.33
P01182,Product 1182,Toys,187.22,140.89
P01183,Product 1183,Sports,233.47,72.84
P01184,Product 1184,Home,290.36,131.44
P01185,Product 1185,Clothing,335.9,136.85
P01186,Product 1186,Clothing,105.65,163.77
P01187,Product 1187,Garden,83.82,12.19
P01188,Product 1188,Electronics,61.39,135.85
P01189,Product 1189,Garden,252.02,130.93
P01190,Product 1190,Garden,357.27,20.64
P01191,Product 1191,Sports,364.01,70.21
P01192,Product 1192,Sports,277.28,48.98
P01193,Product 1193,Sports,34.69,5.81
P01194,Product 1194,Home,99.45,21.41
P01195,Product 1195,Electronics,87.89,26.27
P01196,Product 1196,Toys,384.25,51.59
P01197,Product 1197,Sports,431.6,195.09
P01198,Product 1198,Toys,182.33,160.07
P01199,Product 1199,Toys,122.15,58.92
P01200,Product 1200,Electronics,376.77,78.26
P01201,Product 1201,Home,336.8,70.46
P01202,Product 1202,Beauty,226.41,182.82
P01203,Product 1203,Electronics,354.32,30.2
P01204,Product 1204,Electronics,340.37,15.64
P01205,Product 1205,Books,31.08,38.84
P01206,Product 1206,Toys,314.38,11.63
P01207,Product 1207,Toys,52.13,139.42
P01208,Product 1208,Electronics,166.61,67.85
P01209,Product 1209,Sports,280.53,130.95
P01210,Product 1210,Electronics,497.24,84.09
P01211,Product 1211,Toys,71.13,74.66
P01212,Product 1212,Clothing,44.6,78.52
P01213,Product 1213,Clothing,286.1,159.48
P01214,Product 1214,Electronics,342.61,154.68
P01215,Product 1215,Toys,10.02,141.76
P01216,Product 1216,Electronics,141.55,27.24
P01217,Product 1217,Sports,13.38,142.11
P01218,Product 1218,Clothing,314.88,126.46
P01219,Product 1219,Beauty,124.71,7.33
P01220,Product 1220,Clothing,419.44,104.03
P01221,Product 1221,Books,34.07,5.14
P01222,Product 1222,Toys,169.47,41.49
P01223,Product 1223,Garden,176.04,107.06
P01224,Product 1224,Toys,322.07,77.6
P01225,Product 1225,Toys,331.43,43.54
P01226,Product 1226,Books,457.47,195.51
P01227,Product 1227,Home,143.54,158.39
P01228,Product 1228,Home,96.01,167.26
P01229,Product 1229,Sports,396.43,106.32
P01230,Product 1230,Sports,31.91,97.72
P01231,Product 1231,Books,496.47,116.3
P01232,Product 1232,Home,325.52,195.86
P01233,Product 1233,Clothing,325.0,138.04
P01234,Product 1234,Clothing,281.6,179.71
P01235,Product 1235,Garden,263.95,144.95
P01236,Product 1236,Books,91.05,40.65
P01237,Product 1237,Sports,371.51,95.31
P01238,Product 1238,Beauty,145.94,136.14
P01239,Product 1239,Toys,22.3,9.22
P01240,Product 1240,Beauty,449.63,199.42
P01241,Product 1241,Toys,377.65,63.18
P01242,Product 1242,Toys,355.46,192.66
P01243,Product 1243,Home,166.56,121.04
P01244,Product 1244,Garden,248.46,80.18
P01245,Product 1245,Beauty,373.04,102.77
P01246,Product 1246,Beauty,56.87,13.07
P01247,Product 1247,Home,481.54,199.09
P01248,Product 1248,Home,374.21,120.19
P01249,Product 1249,Home,279.64,80.09
P01250,Product 1250,Books,345.96,53.87
P01251,Product 1251,Toys,100.31,94.78
P01252,Product 1252,Garden,310.6,9.64
P01253,Product 1253,Electronics,427.37,196.34
P01254,Product 1254,Electronics,438.4,68.4
P01255,Product 1255,Home,124.78,17.37
P01256,Product 1256,Garden,78.98,197.62
P01257,Product 1257,Clothing,239.12,144.2
P01258,Product 1258,Books,460.94,32.96
P01259,Product 1259,Garden,11.64,124.98
P01260,Product 1260,Toys,308.5,88.79
P01261,Product 1261,Clothing,209.37,161.93
P01262,Product 1262,Toys,463.35,91.91
P01263,Product 1263,Home,359.78,136.4
P01264,Product 1264,Sports,424.3,168.97
P01265,Product 1265,Books,134.15,195.27
P01266,Product 1266,Books,497.29,153.85
P01267,Product 1267,Toys,423.11,5.04
P01268,Product 1268,Toys,275.88,51.8
P01269,Product 1269,Books,473.87,51.36
P01270,Product 1270,Clothing,158.91,142.66
P01271,Product 1271,Sports,382.57,179.99
P01272,Product 1272,Home,353.35,92.55
P01273,Product 1273,Electronics,87.01,51.42
P01274,Product 1274,Books,190.17,93.63
P01275,Product 1275,Sports,113.85,137.57
P01276,Product 1276,Clothing,221.37,153.77
P01277,Product 1277,Clothing,357.21,49.82
P01278,Product 1278,Home,281.24,159.68
P01279,Product 1279,Home,347.86,97.43
P01280,Product 1280,Beauty,486.87,184.62
P01281,Product 1281,Clothing,130.55,68.37
P01282,Product 1282,Beauty,402.43,126.01
P01283,Product 1283,Toys,215.7,189.52
P01284,Product 1284,Garden,386.1,31.88
P01285,Product 1285,Home,175.79,91.89
P01286,Product 1286,Beauty,460.9,133.11
P01287,Product 1287,Toys,494.06,73.04
P01288,Product 1288,Clothing,459.88,103.05
P01289,Product 1289,Toys,316.56,31.63
P01290,Product 1290,Clothing,492.43,110.2
P01291,Product 1291,Sports,166.94,11.41
P01292,Product 1292,Garden,430.77,79.42
P01293,Product 1293,Clothing,467.52,133.93
P01294,Product 1294,Garden,213.39,35.64
P01295,Product 1295,Toys,121.12,187.63
P01296,Product 1296,Electronics,295.2,186.67
P01297,Product 1297,Books,427.9,183.95
P01298,Product 1298,Clothing,471.66,89.39
P01299,Product 1299,Clothing,371.08,75.84
P01300,Product 1300,Sports,20.98,125.85
P01301,Product 1301,Beauty,208.77,48.06
P01302,Product 1302,Books,75.67,134.0
P01303,Product 1303,Beauty,340.8,55.0
P01304,Product 1304,Toys,458.4,194.58
P01305,Product 1305,Toys,431.23,9.54
P01306,Product 1306,Toys,389.7,17.91
P01307,Product 1307,Garden,418.33,12.05
P01308,Product 1308,Clothing,109.42,174.72
