order_id,customer_id,order_date,status,channel
O0031597,C003842,2024-01-22,completed,Mobile
O0031598,C010416,2024-08-31,completed,Partner
O0031599,C010206,2024-04-09,completed,Store
O0031600,C000032,2024-09-06,pending,Partner
O0031601,C018503,2024-03-12,completed,Store
O0031602,C024135,2023-12-06,completed,Store
O0031603,C007505,2023-10-28,refunded,Store
O0031604,C015256,2024-05-29,completed,Partner
O0031605,C039265,2023-03-20,completed,Web
O0031606,C041553,2023-08-17,completed,Mobile
O0031607,C007955,2024-05-23,completed,Store
O0031608,C038111,2024-01-19,completed,Partner
O0031609,C044613,2023-10-14,completed,Web
O0031610,C047024,2024-08-02,refunded,Web
O0031611,C016698,2024-08-04,refunded,Mobile
O0031612,C039252,2024-11-22,completed,Mobile
O0031613,C006831,2023-04-15,completed,Partner
O0031614,C019436,2023-09-10,refunded,Mobile
O0031615,C029092,2024-11-07,completed,Web
O0031616,C005455,2024-02-03,pending,Store
O0031617,C032394,2024-09-07,completed,Store
O0031618,C020514,2023-02-17,completed,Mobile
O0031619,C007419,2024-07-20,pending,Mobile
O0031620,C005903,2024-07-11,refunded,Store
O0031621,C026402,2023-03-24,refunded,Web
O0031622,C003423,2024-02-06,completed,Store
O0031623,C023180,2023-11-22,completed,Web
O0031624,C047455,2023-03-19,pending,Store
O0031625,C037558,2024-11-02,completed,Store
O0031626,C029447,2024-04-30,completed,Partner
O0031627,C028110,2023-10-17,completed,Web
O0031628,C041654,2024-10-21,pending,Mobile
O0031629,C029751,2024-11-09,completed,Partner
O0031630,C005583,2024-02-27,pending,Partner
O0031631,C031945,2024-03-31,completed,Partner
O0031632,C031960,2024-04-24,completed,Partner
O0031633,C002011,2023-07-10,completed,Mobile
O0031634,C018455,2024-09-22,completed,Store
O0031635,C040901,2024-02-17,completed,Partner
O0031636,C028403,2023-01-20,refunded,Web
O0031637,C007055,2023-01-15,completed,Partner
O0031638,C041104,2024-07-11,completed,Store
O0031639,C044316,2024-06-16,pending,Mobile
O0031640,C038423,2023-08-17,completed,Web
O0031641,C040526,2024-03-23,completed,Web
O0031642,C022363,2023-07-22,completed,Store
O0031643,C019292,2023-08-09,pending,Partner
O0031644,C006988,2024-02-01,completed,Store
O0031645,C015374,2024-01-01,completed,Partner
O0031646,C004364,2024-11-21,completed,Mobile
O0031647,C018738,2023-05-10,completed,Store
O0031648,C005102,2024-06-10,refunded,Partner
O0031649,C006551,2024-06-08,completed,Store
O0031650,C025448,2023-07-02,completed,Web
O0031651,C024548,2023-11-11,completed,Mobile
O0031652,C025985,2024-05-28,refunded,Web
O0031653,C025189,2024-08-23,refunded,Store
O0031654,C037474,2024-05-02,completed,Partner
O0031655,C049987,2023-02-07,refunded,Mobile
O0031656,C037499,2023-06-21,completed,Mobile
O0031657,C029476,2024-05-22,completed,Partner
O0031658,C007591,2023-04-15,completed,Partner
O0031659,C013497,2024-10-30,completed,Store
O0031660,C022758,2023-08-02,completed,Web
O0031661,C041456,2023-06-11,completed,Partner
O0031662,C035995,2023-09-01,pending,Web
O0031663,C007475,2024-07-26,completed,Mobile
O0031664,C028858,2024-03-11,pending,Mobile
O0031665,C049148,2023-08-28,completed,Mobile
O0031666,C019703,2023-02-24,pending,Mobile
O0031667,C042202,2023-05-31,completed,Web
O0031668,C040146,2024-05-11,completed,Web
O0031669,C005351,2024-05-17,completed,Partner
O0031670,C002936,2023-08-09,pending,Mobile
O0031671,C030572,2023-01-29,completed,Store
O0031672,C009226,2024-08-08,completed,Partner
O0031673,C003254,2024-08-09,completed,Web
O0031674,C040250,2023-03-17,completed,Web
O0031675,C011752,2024-03-02,completed,Partner
O0031676,C034856,2024-01-13,completed,Partner
O0031677,C039738,2024-02-29,completed,Web
O0031678,C021583,2024-06-01,completed,Partner
O0031679,C010425,2024-10-17,completed,Mobile
O0031680,C034886,2024-11-29,completed,Web
O0031681,C014148,2023-03-24,completed,Mobile
O0031682,C032145,2024-10-17,refunded,Partner
O0031683,C041544,2023-03-02,pending,Web
O0031684,C019724,2023-09-18,refunded,Store
O0031685,C040699,2024-10-28,completed,Partner
O0031686,C005861,2024-09-13,completed,Store
O0031687,C012967,2024-04-22,completed,Partner
O0031688,C019170,2024-10-25,completed,Partner
O0031689,C047990,2023-03-14,refunded,Web
O0031690,C008138,2023-01-27,completed,Mobile
O0031691,C022695,2024-03-16,completed,Mobile
O0031692,C019395,2023-08-01,refunded,Web
O0031693,C014479,2023-04-21,pending,Web
O0031694,C015105,2024-11-06,pending,Store
O0031695,C004994,2024-10-09,completed,Store
O0031696,C011654,2024-08-07,pending,Mobile
O0031697,C016453,2024-02-18,completed,Web
O0031698,C034923,2024-07-24,completed,Partner
O0031699,C025250,2023-08-17,completed,Store
O0031700,C046485,2023-05-01,completed,Mobile
O0031701,C039553,2023-08-05,completed,Web
O0031702,C008022,2024-10-15,refunded,Web
O0031703,C028268,2023-12-01,completed,Partner
O0031704,C026415,2024-02-10,completed,Store
O0031705,C040337,2023-06-05,pending,Mobile
O0031706,C000321,2024-01-26,completed,Web
O0031707,C018151,2023-03-11,completed,Partner
O0031708,C017609,2023-09-07,refunded,Store
O0031709,C039697,2023-07-13,refunded,Mobile
O0031710,C027789,2023-05-13,refunded,Store
O0031711,C016429,2024-08-07,refunded,Store
O0031712,C021268,2023-05-08,pending,Partner
O0031713,C030662,2024-04-19,completed,Mobile
O0031714,C026422,2024-10-18,completed,Web
O0031715,C045199,2023-04-23,completed,Mobile
O0031716,C004617,2023-02-07,completed,Web
O0031717,C006118,2023-07-17,completed,Partner
O0031718,C007431,2024-02-02,completed,Partner
O0031719,C038904,2024-05-03,refunded,Mobile
O0031720,C039788,2023-02-03,refunded,Mobile
O0031721,C010164,2023-09-21,completed,Partner
O0031722,C012031,2023-09-28,refunded,Store
O0031723,C007427,2023-08-02,completed,Partner
O0031724,C049728,2024-07-14,completed,Store
O0031725,C033492,2024-04-01,refunded,Store
O0031726,C047151,2023-03-01,completed,Mobile
O0031727,C032827,2024-11-15,refunded,Partner
O0031728,C038473,2023-09-07,pending,Store
O0031729,C006656,2023-04-13,completed,Partner
O0031730,C004819,2024-09-28,completed,Mobile
O0031731,C001132,2024-04-08,completed,Store
O0031732,C045969,2023-02-07,completed,Store
O0031733,C045599,2024-01-06,refunded,Mobile
O0031734,C000408,2024-01-19,completed,Partner
O0031735,C047372,2023-03-27,completed,Mobile
O0031736,C041901,2023-10-03,pending,Store
O0031737,C046392,2023-02-09,completed,Mobile
O0031738,C042513,2023-06-28,pending,Store
O0031739,C018400,2023-06-09,refunded,Partner
O0031740,C021275,2023-09-22,refunded,Store
O0031741,C037275,2023-07-03,refunded,Web
O0031742,C046548,2023-07-31,completed,Web
O0031743,C005411,2024-07-04,pending,Partner
O0031744,C030725,2023-06-16,refunded,Web
O0031745,C049034,2023-10-08,pending,Web
O0031746,C036993,2023-02-25,completed,Partner
O0031747,C009433,2023-09-07,completed,Store
O0031748,C015271,2023-05-24,completed,Web
O0031749,C039231,2024-02-29,pending,Partner
O0031750,C033526,2023-01-18,pending,Store
O0031751,C043676,2023-01-09,refunded,Partner
O0031752,C030172,2023-05-30,completed,Store
O0031753,C041008,2024-11-12,completed,Mobile
O0031754,C020575,2024-06-23,pending,Mobile
O0031755,C017582,2024-08-18,refunded,Mobile
O0031756,C020711,2023-12-18,completed,Partner
O0031757,C034295,2024-05-21,completed,Web
O0031758,C047274,2024-08-16,completed,Store
O0031759,C043722,2024-05-10,completed,Mobile
O0031760,C024510,2023-09-04,refunded,Partner
O0031761,C004080,2023-08-14,completed,Partner
O0031762,C034929,2023-07-08,completed,Partner
O0031763,C047878,2024-09-20,completed,Mobile
O0031764,C026222,2024-03-23,completed,Web
O0031765,C028727,2023-08-08,completed,Store
O0031766,C042677,2023-11-04,refunded,Mobile
O0031767,C007475,2024-09-28,pending,Mobile
O0031768,C034058,2023-01-11,completed,Web
O0031769,C004727,2024-04-18,refunded,Mobile
O0031770,C029236,2023-02-16,pending,Partner
O0031771,C040068,2023-06-17,completed,Mobile
O0031772,C005923,2024-09-08,pending,Web
O0031773,C009745,2024-08-15,refunded,Partner
O0031774,C046466,2024-03-01,completed,Store
O0031775,C012572,2023-04-27,refunded,Store
O0031776,C016764,2024-08-27,refunded,Mobile
O0031777,C032845,2024-09-13,completed,Partner
O0031778,C013060,2023-09-02,completed,Partner
O0031779,C017082,2023-11-16,completed,Partner
O0031780,C009484,2024-11-26,completed,Mobile
O0031781,C043193,2024-04-26,completed,Mobile
O0031782,C032351,2023-08-22,completed,Mobile
O0031783,C032542,2023-05-31,completed,Web
O0031784,C039085,2023-09-25,refunded,Store
O0031785,C002004,2024-01-14,completed,Mobile
O0031786,C014925,2024-03-18,pending,Partner
O0031787,C006565,2024-08-24,completed,Store
O0031788,C008615,2023-04-30,completed,Store
O0031789,C001868,2023-04-14,pending,Web
O0031790,C011586,2024-06-02,refunded,Store
O0031791,C047485,2024-06-12,completed,Web
O0031792,C045275,2024-01-22,completed,Mobile
O0031793,C034281,2024-10-10,refunded,Store
O0031794,C016715,2023-05-10,pending,Web
O0031795,C033825,2024-03-26,refunded,Store
O0031796,C034344,2024-10-19,completed,Web
O0031797,C043548,2023-01-15,completed,Mobile
O0031798,C007751,2024-08-28,pending,Partner
O0031799,C009675,2023-02-20,refunded,Partner
O0031800,C001671,2023-12-15,refunded,Partner
O0031801,C036152,2023-02-28,completed,Mobile
O0031802,C031382,2023-07-17,completed,Mobile
O0031803,C001207,2024-09-30,completed,Mobile
O0031804,C011544,2023-07-16,completed,Web
O0031805,C048466,2023-06-14,pending,Partner
O0031806,C020467,2024-03-28,completed,Web
O0031807,C048399,2024-09-19,pending,Store
O0031808,C011055,2023-05-23,refunded,Web
O0031809,C018405,2023-03-20,refunded,Mobile
O0031810,C002968,2023-03-07,completed,Web
O0031811,C030964,2023-10-06,pending,Store
O0031812,C007283,2023-10-24,completed,Web
O0031813,C039781,2024-01-02,completed,Mobile
O0031814,C023953,2024-03-20,completed,Store
O0031815,C003041,2024-05-19,pending,Store
O0031816,C009452,2023-09-10,completed,Mobile
O0031817,C014724,2024-10-21,completed,Store
O0031818,C048673,2023-07-26,refunded,Web
O0031819,C002341,2023-07-12,completed,Mobile
O0031820,C016984,2024-05-20,completed,Partner
O0031821,C015938,2024-08-14,completed,Web
O0031822,C024671,2023-03-06,refunded,Web
O0031823,C004108,2023-12-24,completed,Mobile
O0031824,C033618,2023-01-13,completed,Mobile
O0031825,C032447,2024-02-20,completed,Partner
O0031826,C032129,2024-05-31,completed,Mobile
O0031827,C046571,2024-09-27,pending,Web
O0031828,C043729,2023-05-26,refunded,Partner
O0031829,C001495,2023-03-30,pending,Web
O0031830,C003941,2024-03-14,refunded,Store
O0031831,C007112,2024-04-09,refunded,Mobile
O0031832,C019587,2024-05-27,completed,Store
O0031833,C034677,2024-01-30,completed,Mobile
O0031834,C039081,2024-07-21,refunded,Mobile
O0031835,C023204,2023-02-21,completed,Web
O0031836,C007629,2024-02-23,completed,Partner
O0031837,C028330,2023-05-27,completed,Store
O0031838,C003603,2024-02-28,completed,Mobile
O0031839,C007737,2023-09-06,refunded,Mobile
O0031840,C045148,2023-07-10,completed,Mobile
O0031841,C047255,2023-02-02,pending,Web
O0031842,C034670,2024-01-31,completed,Partner
O0031843,C017489,2024-01-04,completed,Partner
O0031844,C002697,2024-08-17,completed,Partner
O0031845,C037294,2023-10-23,completed,Store
O0031846,C013941,2024-08-23,refunded,Store
O0031847,C010941,2024-03-01,completed,Partner
O0031848,C047770,2023-08-27,refunded,Mobile
O0031849,C000985,2023-04-04,completed,Web
O0031850,C019603,2024-02-12,completed,Web
O0031851,C045848,2023-07-09,completed,Store
O0031852,C014000,2024-08-29,completed,Store
O0031853,C021774,2024-11-07,completed,Mobile
O0031854,C003660,2023-06-01,completed,Mobile
O0031855,C026971,2023-08-19,completed,Web
O0031856,C049899,2024-05-18,completed,Mobile
O0031857,C043779,2023-09-24,refunded,Partner
O0031858,C038398,2023-03-10,completed,Mobile
O0031859,C022582,2024-01-05,refunded,Store
O0031860,C010622,2023-03-15,refunded,Partner
O0031861,C013694,2023-09-20,completed,Store
O0031862,C049632,2023-01-11,completed,Store
O0031863,C017517,2023-05-21,completed,Store
O0031864,C047278,2024-10-06,pending,Mobile
O0031865,C009193,2023-04-07,refunded,Store
O0031866,C013482,2023-11-27,refunded,Store
O0031867,C037182,2024-04-21,refunded,Partner
O0031868,C040660,2024-07-06,completed,Partner
O0031869,C027440,2024-08-31,completed,Mobile
O0031870,C025285,2024-08-31,completed,Mobile
O0031871,C033425,2024-11-27,completed,Web
O0031872,C000665,2023-08-25,pending,Mobile
O0031873,C035674,2024-11-30,completed,Partner
O0031874,C038885,2023-11-17,refunded,Mobile
O0031875,C020256,2024-03-07,completed,Partner
O0031876,C011086,2023-05-28,completed,Web
O0031877,C026604,2024-07-05,pending,Partner
O0031878,C046464,2024-10-27,completed,Web
O0031879,C007983,2024-01-31,completed,Store
O0031880,C014433,2023-03-24,pending,Mobile
O0031881,C004475,2024-10-16,completed,Store
O0031882,C048869,2023-06-30,completed,Partner
O0031883,C015073,2024-02-14,completed,Partner
O0031884,C045596,2024-02-14,refunded,Web
O0031885,C002641,2024-01-18,completed,Partner
O0031886,C048007,2024-11-24,completed,Mobile
O0031887,C043738,2023-06-25,completed,Partner
O0031888,C004368,2024-03-31,completed,Partner
O0031889,C015049,2023-05-19,completed,Partner
O0031890,C001243,2024-08-22,completed,Web
O0031891,C001365,2023-08-07,completed,Partner
O0031892,C001174,2023-04-24,refunded,Partner
O0031893,C034799,2023-08-15,refunded,Mobile
O0031894,C002125,2023-02-11,completed,Mobile
O0031895,C011336,2024-11-06,completed,Web
O0031896,C001803,2024-01-11,completed,Web
O0031897,C036551,2024-03-27,completed,Partner
O0031898,C021076,2023-02-14,completed,Partner
O0031899,C037758,2024-05-09,completed,Partner
O0031900,C005920,2023-06-20,completed,Mobile
O0031901,C035254,2023-07-22,completed,Partner
O0031902,C026043,2024-08-27,pending,Store
O0031903,C018221,2023-03-16,completed,Store
O0031904,C001943,2023-03-20,refunded,Store
O0031905,C021241,2023-11-28,completed,Mobile
O0031906,C032549,2023-03-10,pending,Partner
O0031907,C025761,2024-04-01,completed,Web
O0031908,C025951,2023-07-06,refunded,Mobile
O0031909,C000993,2023-05-18,completed,Store
O0031910,C045043,2024-02-23,pending,Web
O0031911,C020630,2024-09-24,pending,Web
O0031912,C017908,2023-09-28,completed,Mobile
O0031913,C022083,2024-03-12,completed,Mobile
O0031914,C000544,2023-04-19,pending,Web
O0031915,C006122,2024-03-12,completed,Mobile
O0031916,C011356,2024-04-12,completed,Mobile
O0031917,C024405,2024-11-08,pending,Mobile
O0031918,C017370,2024-09-24,completed,Web
O0031919,C044197,2023-11-09,completed,Web
O0031920,C048695,2023-04-19,completed,Mobile
O0031921,C038330,2023-07-21,pending,Store
O0031922,C005378,2024-04-21,pending,Store
O0031923,C001841,2023-02-20,completed,Store
O0031924,C044337,2023-09-24,completed,Store
O0031925,C038461,2023-12-31,completed,Mobile
O0031926,C043182,2023-04-18,completed,Partner
O0031927,C047236,2024-08-02,completed,Mobile
O0031928,C040293,2024-02-12,completed,Partner
O0031929,C008832,2023-11-06,completed,Store
O0031930,C008818,2023-11-09,completed,Mobile
O0031931,C003293,2023-09-17,completed,Partner
O0031932,C034005,2023-05-06,completed,Partner
O0031933,C036029,2023-05-07,completed,Store
O0031934,C008737,2024-08-08,completed,Mobile
O0031935,C014378,2024-07-18,completed,Store
O0031936,C027300,2024-04-01,completed,Web
O0031937,C042130,2023-04-21,completed,Partner
O0031938,C027257,2024-05-29,completed,Partner
O0031939,C017396,2023-05-09,completed,Store
O0031940,C035618,2023-08-18,pending,Partner
O0031941,C044760,2024-10-11,refunded,Partner
O0031942,C008719,2024-09-18,pending,Mobile
O0031943,C043256,2024-04-05,completed,Partner
O0031944,C037091,2024-04-01,pending,Web
O0031945,C027432,2023-11-26,completed,Web
O0031946,C020453,2023-01-05,pending,Web
O0031947,C001587,2023-03-25,completed,Store
O0031948,C001863,2023-04-08,completed,Partner
O0031949,C018171,2023-04-10,completed,Store
O0031950,C024742,2024-01-08,completed,Mobile
O0031951,C010176,2023-07-30,completed,Mobile
O0031952,C010142,2023-08-05,completed,Web
O0031953,C042073,2023-07-02,completed,Mobile
O0031954,C025874,2024-07-17,completed,Mobile
O0031955,C038810,2023-04-23,pending,Web
O0031956,C045391,2024-06-12,completed,Store
O0031957,C037177,2024-09-28,pending,Web
O0031958,C047638,2024-11-14,refunded,Partner
O0031959,C021148,2024-09-03,completed,Mobile
O0031960,C001970,2023-12-11,pending,Partner
O0031961,C044083,2024-08-11,refunded,Web
O0031962,C036527,2023-03-07,pending,Mobile
O0031963,C036756,2023-11-29,completed,Mobile
O0031964,C038012,2024-07-26,completed,Store
O0031965,C034478,2024-03-27,pending,Web
O0031966,C043237,2023-06-14,completed,Partner
O0031967,C022376,2023-04-21,pending,Store
O0031968,C040518,2023-07-09,completed,Mobile
O0031969,C002569,2024-11-05,completed,Store
O0031970,C004799,2023-12-03,completed,Web
O0031971,C028424,2024-11-21,completed,Web
O0031972,C016568,2023-06-15,refunded,Partner
O0031973,C013317,2023-07-09,completed,Partner
O0031974,C003582,2023-01-07,completed,Web
O0031975,C011638,2024-08-29,completed,Store
O0031976,C025119,2023-03-06,completed,Web
O0031977,C000486,2024-03-03,completed,Mobile
O0031978,C047304,2024-03-27,completed,Mobile
O0031979,C034992,2024-07-03,completed,Web
O0031980,C026449,2024-02-28,refunded,Mobile
O0031981,C031430,2024-03-17,completed,Mobile
O0031982,C041525,2023-10-07,completed,Store
O0031983,C040544,2024-05-10,completed,Store
O0031984,C008080,2024-10-14,completed,Web
O0031985,C009226,2023-06-30,pending,Web
O0031986,C021774,2023-07-15,completed,Mobile
O0031987,C012108,2024-01-10,completed,Partner
O0031988,C007471,2023-08-19,completed,Mobile
O0031989,C010247,2023-10-22,completed,Mobile
O0031990,C024282,2023-02-11,completed,Partner
O0031991,C008808,2023-04-25,completed,Store
O0031992,C017801,2023-01-18,pending,Mobile
O0031993,C040150,2024-06-07,completed,Partner
O0031994,C034329,2024-01-17,refunded,Mobile
O0031995,C047105,2023-02-27,pending,Web
O0031996,C019773,2023-11-07,completed,Store
O0031997,C006668,2024-06-23,completed,Store
O0031998,C046857,2023-12-06,completed,Store
O0031999,C036809,2023-02-11,refunded,Partner
O0032000,C007620,2023-09-29,completed,Web
O0032001,C013314,2024-06-14,completed,Web
O0032002,C046042,2023-03-16,refunded,Store
O0032003,C043194,2024-11-14,completed,Store
O0032004,C045794,2023-04-08,completed,Mobile
O0032005,C015234,2024-07-10,completed,Store
O0032006,C034359,2024-07-11,completed,Web
O0032007,C029489,2023-04-14,completed,Store
O0032008,C043231,2023-12-03,pending,Web
O0032009,C039091,2024-11-28,refunded,Store
O0032010,C014830,2024-11-27,completed,Mobile
O0032011,C013410,2023-07-21,completed,Web
O0032012,C031750,2024-02-05,completed,Web
O0032013,C003125,2024-02-07,completed,Partner
O0032014,C005399,2024-10-17,refunded,Mobile
O0032015,C009934,2023-07-18,pending,Partner
O0032016,C029338,2024-04-25,pending,Web
O0032017,C037231,2023-09-21,completed,Mobile
O0032018,C023824,2024-02-26,completed,Web
O0032019,C044152,2024-10-17,completed,Mobile
O0032020,C019710,2024-08-06,pending,Web
O0032021,C012299,2024-11-14,completed,Mobile
O0032022,C032328,2024-11-08,pending,Mobile
O0032023,C049003,2024-08-02,completed,Mobile
O0032024,C019744,2023-11-01,refunded,Store
O0032025,C009401,2023-08-28,completed,Mobile
O0032026,C034951,2023-06-14,pending,Partner
O0032027,C030304,2023-10-19,completed,Web
O0032028,C026412,2024-09-24,completed,Web
O0032029,C000344,2024-11-06,completed,Store
O0032030,C016323,2024-10-18,completed,Web
O0032031,C049802,2023-07-17,pending,Mobile
O0032032,C045435,2023-09-16,completed,Web
O0032033,C020828,2023-08-01,pending,Mobile
O0032034,C012153,2023-09-09,completed,Store
O0032035,C039669,2023-08-18,completed,Web
O0032036,C046392,2024-09-11,completed,Store
O0032037,C020011,2024-02-25,completed,Web
O0032038,C049188,2023-12-13,completed,Store
O0032039,C034394,2023-02-26,completed,Store
O0032040,C031481,2023-03-05,completed,Web
O0032041,C014372,2024-04-09,completed,Mobile
O0032042,C037337,2024-08-11,pending,Partner
O0032043,C048636,2023-07-06,completed,Mobile
O0032044,C014173,2023-07-17,completed,Web
O0032045,C045775,2024-02-16,completed,Web
O0032046,C026532,2024-05-17,completed,Mobile
O0032047,C024346,2024-02-21,refunded,Mobile
O0032048,C032364,2023-08-04,refunded,Web
O0032049,C017554,2024-01-08,pending,Mobile
O0032050,C031451,2024-04-06,completed,Partner
O0032051,C020964,2024-08-26,completed,Web
O0032052,C009984,2024-06-20,completed,Store
O0032053,C020688,2024-09-21,pending,Web
O0032054,C041072,2023-12-24,completed,Web
O0032055,C043416,2024-07-31,completed,Web
O0032056,C043792,2023-02-08,refunded,Web
O0032057,C013722,2023-04-24,pending,Mobile
O0032058,C049257,2023-06-04,completed,Mobile
O0032059,C018297,2023-04-20,completed,Web
O0032060,C026988,2024-07-19,refunded,Web
O0032061,C013221,2023-02-08,pending,Mobile
O0032062,C019235,2024-01-11,completed,Web
O0032063,C043399,2024-01-28,completed,Web
O0032064,C002098,2024-09-13,refunded,Store
O0032065,C036730,2023-10-25,completed,Mobile
O0032066,C043523,2024-11-14,completed,Mobile
O0032067,C041777,2024-03-11,completed,Store
O0032068,C046513,2024-08-22,completed,Partner
O0032069,C016417,2023-07-07,completed,Partner
O0032070,C029897,2023-03-23,completed,Partner
O0032071,C029404,2023-03-26,completed,Web
O0032072,C040287,2023-08-21,refunded,Web
O0032073,C005630,2023-10-25,completed,Mobile
O0032074,C023088,2023-09-23,completed,Mobile
O0032075,C006847,2024-04-02,completed,Web
O0032076,C005543,2024-04-24,pending,Web
O0032077,C025144,2024-01-04,completed,Web
O0032078,C042258,2023-12-16,refunded,Web
O0032079,C042363,2023-08-08,completed,Store
O0032080,C045763,2023-10-12,completed,Web
O0032081,C042597,2023-12-15,completed,Web
O0032082,C015908,2024-03-03,completed,Mobile
O0032083,C002914,2024-06-13,completed,Mobile
O0032084,C027040,2023-02-07,completed,Partner
O0032085,C030683,2023-02-14,completed,Mobile
O0032086,C039089,2023-06-02,completed,Web
O0032087,C006992,2024-05-11,refunded,Mobile
O0032088,C001984,2023-06-01,pending,Mobile
O0032089,C015821,2024-05-06,completed,Store
O0032090,C000443,2023-03-13,refunded,Mobile
O0032091,C031140,2023-01-22,completed,Mobile
O0032092,C008410,2024-11-12,completed,Mobile
O0032093,C048354,2024-04-23,completed,Store
O0032094,C044455,2023-06-13,completed,Partner
O0032095,C003506,2024-08-08,refunded,Partner
O0032096,C027076,2023-02-05,completed,Partner
O0032097,C048330,2024-08-28,refunded,Web
O0032098,C026407,2023-10-19,refunded,Partner
O0032099,C002787,2023-05-10,completed,Partner
O0032100,C007253,2023-03-24,completed,Web
O0032101,C044258,2024-06-26,completed,Mobile
O0032102,C027895,2023-03-14,completed,Mobile
O0032103,C027179,2023-08-02,pending,Partner
O0032104,C014093,2023-03-04,pending,Mobile
O0032105,C015524,2024-11-07,pending,Mobile
O0032106,C016891,2023-09-22,refunded,Partner
O0032107,C006121,2023-01-20,refunded,Web
O0032108,C012889,2023-08-20,completed,Web
O0032109,C036840,2024-10-31,completed,Web
O0032110,C047271,2024-08-24,pending,Store
O0032111,C045810,2024-02-13,pending,Store
O0032112,C027067,2024-06-22,pending,Mobile
O0032113,C002251,2024-03-28,completed,Partner
O0032114,C002009,2024-03-12,completed,Web
O0032115,C001063,2024-04-02,completed,Store
O0032116,C027572,2023-12-30,completed,Web
O0032117,C016167,2024-04-30,completed,Partner
O0032118,C017169,2023-01-03,completed,Store
O0032119,C044779,2023-07-09,completed,Web
O0032120,C031864,2024-07-17,completed,Mobile
O0032121,C028476,2024-02-12,refunded,Partner
O0032122,C028353,2024-04-01,completed,Partner
O0032123,C046439,2023-07-05,completed,Partner
O0032124,C044466,2024-06-01,completed,Partner
O0032125,C032994,2023-12-12,completed,Store
O0032126,C045647,2024-05-29,completed,Mobile
O0032127,C018795,2023-11-26,refunded,Web
O0032128,C003780,2023-03-06,completed,Web
O0032129,C014541,2023-10-03,completed,Mobile
O0032130,C037078,2023-12-02,completed,Store
O0032131,C001532,2024-04-03,completed,Web
O0032132,C007113,2024-08-15,completed,Mobile
O0032133,C031611,2023-03-29,completed,Store
O0032134,C040516,2024-01-17,completed,Mobile
O0032135,C012337,2023-03-20,pending,Mobile
O0032136,C019512,2024-04-07,completed,Web
O0032137,C009689,2023-07-23,completed,Partner
O0032138,C015150,2023-12-31,pending,Partner
O0032139,C018134,2023-08-22,refunded,Mobile
O0032140,C018037,2024-11-14,completed,Web
O0032141,C029604,2023-03-28,completed,Store
O0032142,C017446,2024-11-18,completed,Partner
O0032143,C010078,2023-08-01,pending,Web
O0032144,C028664,2023-12-10,pending,Mobile
O0032145,C045665,2024-06-28,completed,Partner
O0032146,C022669,2024-10-08,completed,Partner
O0032147,C044170,2024-10-27,completed,Store
O0032148,C005333,2023-11-19,pending,Mobile
O0032149,C006546,2024-05-05,refunded,Store
O0032150,C042206,2024-05-25,completed,Mobile
O0032151,C014264,2024-04-17,completed,Partner
O0032152,C024387,2023-01-11,completed,Mobile
O0032153,C026335,2023-04-29,completed,Store
O0032154,C043742,2024-02-24,refunded,Web
O0032155,C003986,2024-08-03,completed,Partner
O0032156,C012024,2024-11-18,completed,Store
O0032157,C012730,2024-04-29,completed,Mobile
O0032158,C005795,2024-02-01,completed,Web
O0032159,C018834,2024-04-18,pending,Mobile
O0032160,C033625,2024-07-13,completed,Store
O0032161,C049944,2023-01-19,completed,Store
O0032162,C033243,2023-09-08,completed,Partner
O0032163,C031277,2023-12-14,completed,Partner
O0032164,C034591,2024-03-14,completed,Mobile
O0032165,C038445,2023-06-06,completed,Store
O0032166,C009986,2023-01-02,completed,Mobile
O0032167,C035137,2023-04-25,completed,Mobile
O0032168,C027658,2024-04-26,completed,Web
O0032169,C022618,2024-07-10,completed,Mobile
O0032170,C018598,2023-02-02,pending,Mobile
O0032171,C010876,2023-06-08,refunded,Partner
O0032172,C006935,2023-08-03,pending,Partner
O0032173,C012147,2024-04-23,refunded,Web
O0032174,C022684,2023-06-29,completed,Mobile
O0032175,C012050,2024-06-28,pending,Partner
O0032176,C024909,2023-06-29,completed,Store
O0032177,C019572,2023-05-14,completed,Web
O0032178,C000244,2024-11-04,completed,Web
O0032179,C027529,2023-09-24,completed,Store
O0032180,C013774,2024-08-15,completed,Store
O0032181,C033774,2023-06-20,completed,Partner
O0032182,C028742,2024-07-11,pending,Store
O0032183,C037981,2024-07-14,completed,Store
O0032184,C030865,2023-01-21,pending,Web
O0032185,C009888,2023-09-15,completed,Mobile
O0032186,C033536,2023-04-28,completed,Mobile
O0032187,C032521,2023-10-06,completed,Store
O0032188,C042379,2023-07-11,completed,Store
O0032189,C042433,2023-09-04,refunded,Store
O0032190,C022422,2023-10-02,completed,Web
O0032191,C011104,2023-02-17,refunded,Web
O0032192,C037677,2024-06-20,completed,Web
O0032193,C036696,2023-02-27,refunded,Partner
O0032194,C020689,2023-10-30,completed,Web
O0032195,C005092,2024-10-13,completed,Store
O0032196,C014964,2023-03-02,refunded,Web
O0032197,C006515,2023-01-08,pending,Store
O0032198,C009434,2024-11-09,completed,Store
O0032199,C015863,2024-08-19,completed,Store
O0032200,C004180,2023-10-24,completed,Partner
O0032201,C038175,2024-04-28,completed,Web
O0032202,C023365,2023-05-19,refunded,Web
O0032203,C015526,2023-07-21,completed,Mobile
O0032204,C000566,2024-08-10,completed,Partner
