payment_id,order_id,amount,method,payment_date
PAY00094437,O0062943,1249.07,credit_card,2023-10-27
PAY00094438,O0062944,1574.0,boleto,2023-04-15
PAY00094439,O0062945,1325.5,pix,2024-09-25
PAY00094440,O0062945,446.96,credit_card,2024-06-09
PAY00094441,O0062946,1483.1,debit_card,2023-06-14
PAY00094442,O0062947,473.48,boleto,2024-08-04
PAY00094443,O0062948,1012.43,boleto,2024-02-02
PAY00094444,O0062949,1850.51,credit_card,2023-03-15
PAY00094445,O0062949,349.0,pix,2023-10-09
PAY00094446,O0062950,802.27,credit_card,2023-08-14
PAY00094447,O0062951,1606.87,credit_card,2023-12-01
PAY00094448,O0062951,1735.93,voucher,2023-08-30
PAY00094449,O0062952,1753.54,credit_card,2024-07-30
PAY00094450,O0062952,1068.3,pix,2024-06-06
PAY00094451,O0062953,328.37,credit_card,2024-08-04
PAY00094452,O0062953,1803.34,boleto,2024-10-14
PAY00094453,O0062954,1054.34,voucher,2024-03-20
PAY00094454,O0062955,724.56,voucher,2023-11-10
PAY00094455,O0062955,92.83,debit_card,2024-02-05
PAY00094456,O0062956,1767.96,boleto,2024-09-11
PAY00094457,O0062957,12.52,credit_card,2023-03-12
PAY00094458,O0062958,93.38,debit_card,2023-06-16
PAY00094459,O0062958,1710.84,debit_card,2024-08-14
PAY00094460,O0062959,405.11,debit_card,2024-05-04
PAY00094461,O0062959,41.95,pix,2023-09-06
PAY00094462,O0062960,755.72,pix,2024-08-12
PAY00094463,O0062961,1640.13,boleto,2023-06-20
PAY00094464,O0062961,1688.41,debit_card,2023-07-20
PAY00094465,O0062962,572.32,pix,2024-09-20
PAY00094466,O0062963,1173.59,credit_card,2023-10-20
PAY00094467,O0062963,912.22,credit_card,2023-11-05
PAY00094468,O0062964,625.56,credit_card,2024-08-24
PAY00094469,O0062965,939.96,debit_card,2024-08-16
PAY00094470,O0062965,1982.26,voucher,2024-10-20
PAY00094471,O0062966,1501.2,boleto,2023-03-24
PAY00094472,O0062967,1962.82,pix,2023-06-16
PAY00094473,O0062967,367.74,pix,2024-02-28
PAY00094474,O0062968,1447.64,voucher,2023-07-03
PAY00094475,O0062968,1905.05,credit_card,2023-12-12
PAY00094476,O0062969,1062.27,voucher,2023-06-17
PAY00094477,O0062970,970.51,credit_card,2023-04-04
PAY00094478,O0062971,1960.82,boleto,2024-01-03
PAY00094479,O0062972,557.84,debit_card,2023-01-19
PAY00094480,O0062973,1548.24,debit_card,2024-06-13
PAY00094481,O0062974,1109.83,credit_card,2024-03-10
PAY00094482,O0062975,424.56,pix,2024-07-19
PAY00094483,O0062976,1423.3,debit_card,2023-02-12
PAY00094484,O0062977,992.88,voucher,2023-11-25
PAY00094485,O0062978,1445.33,voucher,2023-03-30
PAY00094486,O0062978,476.37,voucher,2023-04-27
PAY00094487,O0062979,17.56,voucher,2023-09-06
PAY00094488,O0062980,1327.9,boleto,2023-11-30
PAY00094489,O0062980,712.76,credit_card,2023-12-20
PAY00094490,O0062981,988.46,debit_card,2023-12-21
PAY00094491,O0062982,123.56,pix,2024-01-17
PAY00094492,O0062982,624.87,voucher,2024-11-06
PAY00094493,O0062983,1276.68,debit_card,2024-08-28
PAY00094494,O0062984,722.41,pix,2024-02-17
PAY00094495,O0062984,1726.52,voucher,2024-02-10
PAY00094496,O0062985,1198.74,boleto,2024-08-19
PAY00094497,O0062986,695.05,voucher,2024-11-14
PAY00094498,O0062987,1024.78,voucher,2024-05-21
PAY00094499,O0062988,1366.55,debit_card,2024-03-19
PAY00094500,O0062988,375.91,credit_card,2024-09-22
PAY00094501,O0062989,990.03,pix,2024-01-08
PAY00094502,O0062990,1030.66,voucher,2024-11-24
PAY00094503,O0062991,573.0,boleto,2023-08-22
PAY00094504,O0062991,1452.81,boleto,2023-06-27
PAY00094505,O0062992,631.82,pix,2024-11-20
PAY00094506,O0062993,1637.57,credit_card,2023-06-24
PAY00094507,O0062994,1790.35,credit_card,2024-10-16
PAY00094508,O0062995,673.92,debit_card,2024-03-04
PAY00094509,O0062995,1890.82,debit_card,2023-03-26
PAY00094510,O0062996,1062.2,boleto,2024-04-27
PAY00094511,O0062996,807.05,voucher,2023-06-28
PAY00094512,O0062997,421.28,pix,2024-11-11
PAY00094513,O0062997,1114.47,pix,2024-05-30
PAY00094514,O0062998,1912.97,credit_card,2023-07-14
PAY00094515,O0062998,726.88,debit_card,2024-05-29
PAY00094516,O0062999,663.84,voucher,2024-11-19
PAY00094517,O0062999,1750.75,debit_card,2024-08-18
PAY00094518,O0063000,434.54,debit_card,2024-11-18
PAY00094519,O0063001,1343.5,credit_card,2024-09-21
PAY00094520,O0063001,1639.46,pix,2024-11-05
PAY00094521,O0063002,673.46,boleto,2023-12-14
PAY00094522,O0063002,1077.48,pix,2024-03-31
PAY00094523,O0063003,1858.03,debit_card,2023-02-08
PAY00094524,O0063004,569.9,boleto,2023-09-13
PAY00094525,O0063004,771.85,pix,2023-06-01
PAY00094526,O0063005,1987.05,boleto,2024-01-08
PAY00094527,O0063006,1094.47,pix,2023-04-14
PAY00094528,O0063007,1544.73,credit_card,2023-06-16
PAY00094529,O0063008,367.34,credit_card,2023-11-07
PAY00094530,O0063009,1874.76,debit_card,2024-05-02
PAY00094531,O0063009,1720.58,credit_card,2024-07-04
PAY00094532,O0063010,178.83,credit_card,2023-01-31
PAY00094533,O0063011,270.38,boleto,2024-03-30
PAY00094534,O0063012,1922.48,pix,2024-06-18
PAY00094535,O0063013,56.76,pix,2024-05-31
PAY00094536,O0063014,1968.77,boleto,2023-12-17
PAY00094537,O0063014,1914.26,boleto,2024-06-10
PAY00094538,O0063015,434.31,pix,2024-10-26
PAY00094539,O0063016,878.91,credit_card,2023-07-12
PAY00094540,O0063016,1089.61,debit_card,2023-01-21
PAY00094541,O0063017,998.52,credit_card,2023-12-12
PAY00094542,O0063017,841.48,voucher,2024-07-21
PAY00094543,O0063018,69.98,debit_card,2024-09-02
PAY00094544,O0063019,1691.93,debit_card,2024-10-17
PAY00094545,O0063020,758.67,credit_card,2024-06-20
PAY00094546,O0063020,633.88,boleto,2024-08-27
PAY00094547,O0063021,1995.95,boleto,2023-02-10
PAY00094548,O0063021,1566.28,voucher,2024-07-28
PAY00094549,O0063022,237.31,debit_card,2023-11-24
PAY00094550,O0063023,700.23,credit_card,2024-11-16
PAY00094551,O0063024,114.81,debit_card,2023-08-31
PAY00094552,O0063024,1430.81,voucher,2024-07-08
PAY00094553,O0063025,1367.74,pix,2023-11-19
PAY00094554,O0063025,1569.83,voucher,2023-03-08
PAY00094555,O0063026,1295.89,pix,2023-01-03
PAY00094556,O0063026,1653.7,debit_card,2024-03-08
PAY00094557,O0063027,665.9,pix,2023-10-07
PAY00094558,O0063028,1375.88,debit_card,2024-03-28
PAY00094559,O0063029,1813.93,voucher,2024-11-24
PAY00094560,O0063029,821.26,credit_card,2023-12-30
PAY00094561,O0063030,85.21,debit_card,2024-01-23
PAY00094562,O0063031,1042.2,pix,2023-11-08
PAY00094563,O0063032,92.1,debit_card,2023-03-27
PAY00094564,O0063032,604.07,voucher,2024-08-13
PAY00094565,O0063033,334.89,debit_card,2024-05-14
PAY00094566,O0063033,575.0,debit_card,2023-12-11
PAY00094567,O0063034,1824.37,boleto,2023-03-27
PAY00094568,O0063035,1530.84,voucher,2024-01-29
PAY00094569,O0063035,1548.71,voucher,2024-03-05
PAY00094570,O0063036,1772.36,credit_card,2024-01-07
PAY00094571,O0063036,1963.4,pix,2023-07-31
PAY00094572,O0063037,1810.66,debit_card,2023-06-20
PAY00094573,O0063037,230.85,credit_card,2024-09-30
PAY00094574,O0063038,1405.62,voucher,2024-01-18
PAY00094575,O0063039,191.57,debit_card,2023-03-16
PAY00094576,O0063040,1453.04,boleto,2023-11-12
PAY00094577,O0063041,624.74,boleto,2024-09-16
PAY00094578,O0063042,836.55,boleto,2023-07-24
PAY00094579,O0063043,1497.81,boleto,2023-03-22
PAY00094580,O0063044,398.61,credit_card,2023-11-30
PAY00094581,O0063045,1014.24,pix,2024-06-06
PAY00094582,O0063045,1083.7,voucher,2023-07-26
PAY00094583,O0063046,1736.98,voucher,2023-08-05
PAY00094584,O0063046,859.08,pix,2024-11-09
PAY00094585,O0063047,1865.98,credit_card,2024-04-12
PAY00094586,O0063047,137.16,pix,2024-11-01
PAY00094587,O0063048,1709.31,boleto,2024-07-30
PAY00094588,O0063049,127.29,credit_card,2024-06-04
PAY00094589,O0063049,853.03,boleto,2024-05-27
PAY00094590,O0063050,1310.64,boleto,2023-12-16
PAY00094591,O0063050,18.48,boleto,2024-06-07
PAY00094592,O0063051,1056.08,voucher,2023-05-27
PAY00094593,O0063052,1533.09,voucher,2024-10-29
PAY00094594,O0063053,799.49,debit_card,2024-09-28
PAY00094595,O0063053,205.86,pix,2024-06-11
PAY00094596,O0063054,590.47,pix,2024-08-29
PAY00094597,O0063054,183.27,boleto,2024-02-05
PAY00094598,O0063055,1600.94,debit_card,2024-03-30
PAY00094599,O0063056,86.46,debit_card,2023-06-30
PAY00094600,O0063056,75.15,boleto,2024-07-22
PAY00094601,O0063057,199.2,pix,2023-04-21
PAY00094602,O0063058,232.2,voucher,2023-04-16
PAY00094603,O0063058,1995.94,boleto,2023-03-16
PAY00094604,O0063059,240.51,credit_card,2023-12-06
PAY00094605,O0063059,354.25,debit_card,2024-09-12
PAY00094606,O0063060,366.24,boleto,2024-10-28
PAY00094607,O0063060,207.93,boleto,2024-02-06
PAY00094608,O0063061,101.56,boleto,2024-09-04
PAY00094609,O0063061,519.96,voucher,2024-03-17
PAY00094610,O0063062,1374.47,credit_card,2024-09-26
PAY00094611,O0063063,1908.3,pix,2023-10-27
PAY00094612,O0063064,1935.8,debit_card,2024-08-24
PAY00094613,O0063065,675.65,voucher,2024-04-03
PAY00094614,O0063066,1311.66,pix,2024-08-14
PAY00094615,O0063066,170.07,boleto,2023-02-19
PAY00094616,O0063067,814.1,boleto,2024-08-06
PAY00094617,O0063068,174.78,boleto,2023-09-13
PAY00094618,O0063069,437.71,credit_card,2023-05-01
PAY00094619,O0063070,282.23,boleto,2024-08-23
PAY00094620,O0063070,448.15,credit_card,2024-10-07
PAY00094621,O0063071,509.17,credit_card,2023-11-19
PAY00094622,O0063072,360.25,credit_card,2024-05-20
PAY00094623,O0063072,1568.08,boleto,2023-06-04
PAY00094624,O0063073,903.05,boleto,2024-06-05
PAY00094625,O0063074,213.86,boleto,2023-06-03
PAY00094626,O0063075,1656.76,boleto,2024-06-24
PAY00094627,O0063076,324.26,credit_card,2024-03-02
PAY00094628,O0063077,160.26,pix,2024-04-09
PAY00094629,O0063078,1945.79,pix,2024-05-17
PAY00094630,O0063078,1828.52,voucher,2023-05-29
PAY00094631,O0063079,1369.18,voucher,2024-04-08
PAY00094632,O0063079,1794.72,debit_card,2024-09-27
PAY00094633,O0063080,899.18,pix,2024-07-04
PAY00094634,O0063080,53.19,debit_card,2023-01-01
PAY00094635,O0063081,1596.53,voucher,2023-04-11
PAY00094636,O0063082,598.95,voucher,2024-10-06
PAY00094637,O0063082,486.77,debit_card,2024-11-03
PAY00094638,O0063083,349.0,boleto,2023-12-15
PAY00094639,O0063084,1772.42,voucher,2024-07-20
PAY00094640,O0063084,351.31,debit_card,2024-11-21
PAY00094641,O0063085,145.56,pix,2023-10-20
PAY00094642,O0063085,1274.3,debit_card,2024-02-26
PAY00094643,O0063086,811.56,voucher,2023-04-02
PAY00094644,O0063086,450.25,debit_card,2024-09-11
PAY00094645,O0063087,190.44,pix,2023-08-07
PAY00094646,O0063088,55.28,boleto,2023-09-09
PAY00094647,O0063088,1162.12,debit_card,2024-07-06
PAY00094648,O0063089,176.62,pix,2024-01-12
PAY00094649,O0063089,1436.8,credit_card,2024-01-13
PAY00094650,O0063090,524.84,debit_card,2023-05-23
PAY00094651,O0063091,713.27,debit_card,2024-08-13
PAY00094652,O0063091,782.63,debit_card,2024-05-20
PAY00094653,O0063092,783.21,boleto,2024-09-13
PAY00094654,O0063093,236.74,voucher,2023-04-13
PAY00094655,O0063094,1823.78,boleto,2023-06-21
PAY00094656,O0063094,909.54,credit_card,2023-03-11
PAY00094657,O0063095,1824.7,credit_card,2023-05-26
PAY00094658,O0063095,1648.0,pix,2023-01-28
PAY00094659,O0063096,872.56,boleto,2023-02-19
PAY00094660,O0063097,1521.68,debit_card,2024-08-06
PAY00094661,O0063098,1349.69,credit_card,2023-01-19
PAY00094662,O0063099,1121.6,voucher,2023-01-28
PAY00094663,O0063100,860.37,pix,2023-07-19
PAY00094664,O0063101,1115.57,credit_card,2023-06-29
PAY00094665,O0063102,1789.85,credit_card,2024-09-15
PAY00094666,O0063103,1337.99,boleto,2024-06-19
PAY00094667,O0063103,671.38,voucher,2024-01-29
PAY00094668,O0063104,1272.55,credit_card,2023-08-24
PAY00094669,O0063104,430.99,debit_card,2023-09-26
PAY00094670,O0063105,1075.77,debit_card,2024-01-23
PAY00094671,O0063106,1661.02,credit_card,2023-05-10
PAY00094672,O0063106,147.05,voucher,2024-08-30
PAY00094673,O0063107,1476.69,debit_card,2024-10-13
PAY00094674,O0063107,1893.86,boleto,2024-03-27
PAY00094675,O0063108,970.35,voucher,2023-12-29
PAY00094676,O0063108,943.44,pix,2023-02-10
PAY00094677,O0063109,580.63,debit_card,2023-06-11
PAY00094678,O0063109,1228.21,pix,2024-11-17
PAY00094679,O0063110,1153.43,credit_card,2023-10-13
PAY00094680,O0063111,1882.81,credit_card,2023-05-29
PAY00094681,O0063112,1714.54,voucher,2023-06-02
PAY00094682,O0063112,956.57,voucher,2023-04-24
PAY00094683,O0063113,157.42,voucher,2024-01-16
PAY00094684,O0063114,1937.73,credit_card,2023-10-31
PAY00094685,O0063115,367.53,boleto,2024-06-22
PAY00094686,O0063116,126.85,debit_card,2023-09-29
PAY00094687,O0063116,785.38,debit_card,2023-06-22
PAY00094688,O0063117,1304.99,boleto,2023-09-29
PAY00094689,O0063118,740.07,debit_card,2024-08-27
PAY00094690,O0063118,246.76,credit_card,2024-02-27
PAY00094691,O0063119,500.82,voucher,2023-12-29
PAY00094692,O0063120,425.07,voucher,2024-10-24
PAY00094693,O0063121,1498.03,pix,2023-12-14
PAY00094694,O0063121,787.98,pix,2024-08-27
PAY00094695,O0063122,226.47,pix,2023-12-09
PAY00094696,O0063122,489.09,voucher,2023-12-12
PAY00094697,O0063123,1987.05,credit_card,2024-02-10
PAY00094698,O0063124,815.05,voucher,2024-06-17
PAY00094699,O0063124,360.05,debit_card,2024-10-31
PAY00094700,O0063125,1533.7,debit_card,2024-06-07
PAY00094701,O0063126,1556.25,pix,2023-05-24
PAY00094702,O0063127,599.12,boleto,2023-12-14
PAY00094703,O0063127,229.6,boleto,2023-07-29
PAY00094704,O0063128,1748.08,pix,2024-04-30
PAY00094705,O0063129,995.04,boleto,2024-04-12
PAY00094706,O0063129,1164.44,pix,2023-02-17
PAY00094707,O0063130,568.81,debit_card,2023-10-23
PAY00094708,O0063131,84.06,voucher,2024-07-08
PAY00094709,O0063132,777.87,pix,2023-05-29
PAY00094710,O0063133,1102.75,boleto,2023-06-11
PAY00094711,O0063134,839.17,pix,2024-04-16
PAY00094712,O0063135,1129.73,pix,2023-01-18
PAY00094713,O0063135,1932.64,debit_card,2024-11-01
PAY00094714,O0063136,1570.9,debit_card,2023-09-17
PAY00094715,O0063137,959.78,debit_card,2023-03-07
PAY00094716,O0063138,89.62,credit_card,2024-01-11
PAY00094717,O0063139,587.53,credit_card,2024-03-18
PAY00094718,O0063139,1840.31,boleto,2023-05-16
PAY00094719,O0063140,1201.82,credit_card,2023-10-22
PAY00094720,O0063140,755.52,boleto,2024-01-29
PAY00094721,O0063141,510.36,boleto,2024-08-07
PAY00094722,O0063141,1811.7,boleto,2023-01-08
PAY00094723,O0063142,1471.37,credit_card,2023-11-17
PAY00094724,O0063143,1167.22,boleto,2023-11-13
PAY00094725,O0063143,1541.78,boleto,2024-02-16
PAY00094726,O0063144,1284.39,credit_card,2023-06-14
PAY00094727,O0063144,152.05,voucher,2023-05-20
PAY00094728,O0063145,1142.21,debit_card,2024-04-18
PAY00094729,O0063146,722.79,debit_card,2023-09-18
PAY00094730,O0063146,1722.61,boleto,2023-07-20
PAY00094731,O0063147,114.86,voucher,2024-08-18
PAY00094732,O0063148,1833.67,credit_card,2023-07-26
PAY00094733,O0063149,1394.45,voucher,2024-10-01
PAY00094734,O0063149,143.76,debit_card,2023-12-20
PAY00094735,O0063150,285.65,voucher,2023-08-06
PAY00094736,O0063150,466.88,credit_card,2023-09-12
PAY00094737,O0063151,1745.84,boleto,2023-07-12
PAY00094738,O0063152,1862.98,pix,2024-07-08
PAY00094739,O0063152,1649.51,pix,2023-03-20
PAY00094740,O0063153,1815.59,voucher,2024-05-30
PAY00094741,O0063154,293.21,boleto,2023-06-21
PAY00094742,O0063155,560.56,voucher,2024-03-17
PAY00094743,O0063156,798.24,debit_card,2023-12-19
PAY00094744,O0063156,1811.51,voucher,2024-05-19
PAY00094745,O0063157,1011.39,credit_card,2023-06-03
PAY00094746,O0063157,1137.04,pix,2024-05-03
PAY00094747,O0063158,570.74,voucher,2024-06-01
PAY00094748,O0063158,650.08,credit_card,2023-12-20
PAY00094749,O0063159,1365.63,debit_card,2024-01-10
PAY00094750,O0063160,842.52,credit_card,2024-06-22
PAY00094751,O0063161,1575.56,debit_card,2023-06-01
PAY00094752,O0063161,64.47,voucher,2024-10-31
PAY00094753,O0063162,1168.21,boleto,2023-09-27
PAY00094754,O0063163,514.04,pix,2024-05-16
PAY00094755,O0063164,558.11,debit_card,2023-04-02
PAY00094756,O0063164,339.23,credit_card,2024-07-10
PAY00094757,O0063165,283.18,credit_card,2024-07-19
PAY00094758,O0063165,807.44,boleto,2024-02-26
PAY00094759,O0063166,1896.28,debit_card,2024-03-24
PAY00094760,O0063166,222.79,boleto,2024-10-18
PAY00094761,O0063167,1251.09,debit_card,2024-06-18
PAY00094762,O0063168,731.58,voucher,2023-05-04
PAY00094763,O0063168,797.83,voucher,2023-08-03
PAY00094764,O0063169,1090.67,boleto,2024-01-21
PAY00094765,O0063169,1549.55,credit_card,2023-03-27
PAY00094766,O0063170,1876.76,boleto,2024-10-02
PAY00094767,O0063170,1874.64,voucher,2023-11-02
PAY00094768,O0063171,246.7,debit_card,2024-07-12
PAY00094769,O0063172,781.95,voucher,2024-02-13
PAY00094770,O0063172,919.62,boleto,2023-08-11
PAY00094771,O0063173,510.06,credit_card,2023-12-23
PAY00094772,O0063174,1214.7,credit_card,2023-10-25
PAY00094773,O0063174,954.42,voucher,2023-05-15
PAY00094774,O0063175,1486.06,voucher,2024-10-17
PAY00094775,O0063175,1950.39,pix,2024-06-23
PAY00094776,O0063176,1051.1,boleto,2024-08-09
PAY00094777,O0063176,1857.01,debit_card,2024-07-18
PAY00094778,O0063177,1972.35,voucher,2024-09-11
PAY00094779,O0063177,452.55,credit_card,2024-02-16
PAY00094780,O0063178,650.27,boleto,2024-10-19
PAY00094781,O0063178,1237.57,voucher,2024-02-19
PAY00094782,O0063179,722.67,boleto,2024-06-16
PAY00094783,O0063180,1017.97,boleto,2024-05-13
PAY00094784,O0063180,479.92,pix,2023-11-01
PAY00094785,O0063181,398.56,voucher,2024-10-03
PAY00094786,O0063181,1195.12,debit_card,2023-04-13
PAY00094787,O0063182,325.94,debit_card,2024-02-16
PAY00094788,O0063182,1858.34,debit_card,2023-02-19
PAY00094789,O0063183,262.15,boleto,2024-03-29
PAY00094790,O0063184,490.85,boleto,2023-05-14
PAY00094791,O0063184,266.89,boleto,2023-03-20
PAY00094792,O0063185,458.49,voucher,2023-07-05
PAY00094793,O0063185,1460.76,pix,2023-07-06
PAY00094794,O0063186,1632.95,pix,2024-03-29
PAY00094795,O0063187,780.44,voucher,2023-12-19
PAY00094796,O0063187,152.32,pix,2023-09-17
PAY00094797,O0063188,379.44,voucher,2024-02-02
PAY00094798,O0063189,1780.72,voucher,2024-08-18
PAY00094799,O0063189,402.17,pix,2023-05-15
PAY00094800,O0063190,300.94,voucher,2023-05-18
PAY00094801,O0063191,1680.35,boleto,2024-06-15
PAY00094802,O0063191,478.2,debit_card,2023-05-01
PAY00094803,O0063192,1814.35,voucher,2023-05-02
PAY00094804,O0063193,1130.96,credit_card,2023-11-21
PAY00094805,O0063193,1291.25,voucher,2023-04-19
PAY00094806,O0063194,1055.59,pix,2023-05-29
PAY00094807,O0063194,569.83,voucher,2023-09-01
PAY00094808,O0063195,1153.04,voucher,2023-11-15
PAY00094809,O0063196,1982.52,voucher,2024-06-14
PAY00094810,O0063197,1135.55,pix,2024-05-02
PAY00094811,O0063197,1100.64,debit_card,2024-02-06
PAY00094812,O0063198,1511.29,debit_card,2024-04-12
PAY00094813,O0063198,1554.92,credit_card,2023-04-23
PAY00094814,O0063199,122.79,debit_card,2024-10-28
PAY00094815,O0063200,810.74,debit_card,2023-10-31
PAY00094816,O0063200,38.62,credit_card,2024-03-24
PAY00094817,O0063201,452.63,boleto,2023-06-11
PAY00094818,O0063201,284.8,pix,2023-11-07
PAY00094819,O0063202,1957.37,pix,2023-04-27
PAY00094820,O0063203,1518.56,boleto,2023-04-04
PAY00094821,O0063203,423.24,credit_card,2024-04-18
PAY00094822,O0063204,1724.83,credit_card,2024-12-01
PAY00094823,O0063205,1521.23,debit_card,2023-03-01
PAY00094824,O0063206,1608.73,debit_card,2024-02-24
PAY00094825,O0063206,760.41,boleto,2023-12-01
PAY00094826,O0063207,43.55,boleto,2024-10-24
PAY00094827,O0063208,1087.01,debit_card,2024-07-14
PAY00094828,O0063208,541.45,pix,2024-05-06
PAY00094829,O0063209,436.34,boleto,2023-06-28
PAY00094830,O0063209,1708.41,voucher,2024-08-13
PAY00094831,O0063210,1190.54,voucher,2024-05-01
PAY00094832,O0063210,604.67,credit_card,2024-02-24
PAY00094833,O0063211,987.51,credit_card,2024-01-04
PAY00094834,O0063212,391.95,pix,2023-09-06
PAY00094835,O0063212,1616.37,pix,2024-05-31
PAY00094836,O0063213,1947.51,pix,2024-03-17
PAY00094837,O0063213,679.58,credit_card,2024-03-01
PAY00094838,O0063214,1052.24,boleto,2023-10-10
PAY00094839,O0063215,1891.88,voucher,2023-02-20
PAY00094840,O0063215,1744.48,pix,2024-02-12
PAY00094841,O0063216,34.24,voucher,2023-08-29
PAY00094842,O0063216,1596.85,credit_card,2024-10-08
PAY00094843,O0063217,479.42,voucher,2023-11-03
PAY00094844,O0063217,1586.29,boleto,2023-01-30
PAY00094845,O0063218,1303.64,credit_card,2024-07-23
PAY00094846,O0063218,900.54,pix,2023-09-01
PAY00094847,O0063219,661.58,boleto,2023-08-24
PAY00094848,O0063219,1613.67,pix,2024-06-30
PAY00094849,O0063220,1787.28,pix,2023-09-11
PAY00094850,O0063220,720.91,debit_card,2023-05-25
PAY00094851,O0063221,614.38,voucher,2024-09-04
PAY00094852,O0063221,189.28,pix,2024-08-30
PAY00094853,O0063222,319.19,boleto,2024-04-21
PAY00094854,O0063222,1726.86,debit_card,2024-08-01
PAY00094855,O0063223,984.16,debit_card,2024-06-24
PAY00094856,O0063224,1067.63,voucher,2024-05-30
PAY00094857,O0063225,946.4,voucher,2024-01-30
PAY00094858,O0063226,963.66,boleto,2024-06-11
PAY00094859,O0063226,1295.32,pix,2023-04-25
PAY00094860,O0063227,1101.24,pix,2023-01-29
PAY00094861,O0063228,1172.06,debit_card,2024-01-04
PAY00094862,O0063228,177.5,debit_card,2024-08-10
PAY00094863,O0063229,37.26,credit_card,2023-01-02
PAY00094864,O0063230,427.38,debit_card,2023-05-11
PAY00094865,O0063230,1108.29,boleto,2024-10-20
PAY00094866,O0063231,1453.62,debit_card,2024-11-22
PAY00094867,O0063232,1940.71,boleto,2023-05-23
PAY00094868,O0063232,670.07,debit_card,2024-08-24
PAY00094869,O0063233,866.4,credit_card,2024-09-18
PAY00094870,O0063234,1536.31,boleto,2023-07-10
PAY00094871,O0063235,1846.76,credit_card,2024-09-07
PAY00094872,O0063235,1985.09,voucher,2024-06-07
PAY00094873,O0063236,419.03,debit_card,2024-03-19
PAY00094874,O0063237,972.53,voucher,2023-03-18
PAY00094875,O0063238,401.66,debit_card,2024-05-21
PAY00094876,O0063239,1764.39,pix,2023-03-16
PAY00094877,O0063239,281.05,pix,2024-04-12
PAY00094878,O0063240,1452.45,pix,2023-10-22
PAY00094879,O0063240,1846.67,voucher,2023-05-31
PAY00094880,O0063241,457.16,voucher,2023-08-06
PAY00094881,O0063241,546.12,credit_card,2023-04-29
PAY00094882,O0063242,397.12,boleto,2024-02-15
PAY00094883,O0063242,1313.4,debit_card,2024-09-19
PAY00094884,O0063243,594.9,boleto,2023-12-31
PAY00094885,O0063244,1152.88,pix,2023-03-05
PAY00094886,O0063244,953.38,pix,2024-08-03
PAY00094887,O0063245,1983.61,voucher,2023-01-19
PAY00094888,O0063245,1118.86,boleto,2024-11-19
PAY00094889,O0063246,22.74,boleto,2023-07-15
PAY00094890,O0063247,1179.77,boleto,2023-10-31
PAY00094891,O0063248,651.82,debit_card,2024-04-23
PAY00094892,O0063249,1935.47,boleto,2023-12-14
PAY00094893,O0063250,1149.91,debit_card,2024-08-06
PAY00094894,O0063250,474.51,pix,2023-05-22
PAY00094895,O0063251,781.59,credit_card,2023-11-03
PAY00094896,O0063251,1149.49,pix,2024-06-16
PAY00094897,O0063252,411.46,pix,2023-06-07
PAY00094898,O0063252,1626.84,debit_card,2023-02-18
PAY00094899,O0063253,746.34,boleto,2023-10-31
PAY00094900,O0063254,1585.53,boleto,2024-07-05
PAY00094901,O0063254,1039.44,debit_card,2024-07-29
PAY00094902,O0063255,854.55,boleto,2024-05-17
PAY00094903,O0063256,507.31,boleto,2024-10-25
PAY00094904,O0063257,1174.04,voucher,2024-07-05
PAY00094905,O0063258,1387.33,pix,2023-11-07
PAY00094906,O0063258,1851.0,voucher,2023-05-01
PAY00094907,O0063259,479.68,voucher,2024-11-10
PAY00094908,O0063260,907.87,debit_card,2023-04-10
PAY00094909,O0063261,1163.34,pix,2024-10-17
PAY00094910,O0063262,1502.13,credit_card,2023-02-17
PAY00094911,O0063263,1856.77,boleto,2023-10-23
PAY00094912,O0063264,1417.39,pix,2023-01-11
PAY00094913,O0063265,783.96,voucher,2024-05-16
PAY00094914,O0063265,539.03,credit_card,2023-12-17
PAY00094915,O0063266,1834.32,pix,2023-09-03
PAY00094916,O0063267,907.47,pix,2024-11-06
PAY00094917,O0063268,1839.2,credit_card,2023-11-06
PAY00094918,O0063269,1555.7,debit_card,2024-08-08
PAY00094919,O0063270,684.44,credit_card,2024-03-14
PAY00094920,O0063271,324.51,credit_card,2023-02-01
PAY00094921,O0063271,368.29,pix,2024-08-10
PAY00094922,O0063272,1934.08,debit_card,2023-05-09
PAY00094923,O0063272,1585.76,pix,2024-04-11
PAY00094924,O0063273,300.69,voucher,2024-01-06
PAY00094925,O0063274,1299.97,voucher,2024-10-11
PAY00094926,O0063274,1975.88,credit_card,2023-01-13
PAY00094927,O0063275,898.87,voucher,2023-07-20
PAY00094928,O0063275,1548.75,voucher,2023-03-17
PAY00094929,O0063276,138.68,voucher,2023-06-01
PAY00094930,O0063277,1477.21,boleto,2023-03-27
PAY00094931,O0063277,276.9,credit_card,2023-06-16
PAY00094932,O0063278,1000.25,boleto,2024-07-10
PAY00094933,O0063278,604.25,credit_card,2023-07-16
PAY00094934,O0063279,877.18,pix,2023-04-11
PAY00094935,O0063280,1941.8,voucher,2023-03-28
PAY00094936,O0063281,317.52,debit_card,2024-09-08
PAY00094937,O0063282,1747.01,pix,2024-07-04
PAY00094938,O0063282,1741.88,credit_card,2024-10-21
PAY00094939,O0063283,865.64,voucher,2023-09-20
PAY00094940,O0063284,1533.38,credit_card,2023-04-10
