preference_id,consumer_id,category,preference_score
PF00019974,CON0078361,Groceries,3
PF00019975,CON0088239,Travel,10
PF00019976,CON0007105,Groceries,9
PF00019977,CON0041313,Groceries,9
PF00019978,CON0027981,Groceries,1
PF00019979,CON0049205,Automotive,6
PF00019980,CON0071831,Entertainment,4
PF00019981,CON0092521,Electronics,8
PF00019982,CON0047708,Entertainment,1
PF00019983,CON0093809,Electronics,3
PF00019984,CON0008503,Home,5
PF00019985,CON0023535,Travel,3
PF00019986,CON0083020,Automotive,1
PF00019987,CON0046002,Travel,8
PF00019988,CON0083908,Groceries,4
PF00019989,CON0008039,Home,2
PF00019990,CON0023746,Health,4
PF00019991,CON0067410,Entertainment,4
PF00019992,CON0049707,Groceries,7
PF00019993,CON0065798,Groceries,9
PF00019994,CON0046032,Home,1
PF00019995,CON0066094,Home,8
PF00019996,CON0068715,Electronics,3
PF00019997,CON0055200,Fashion,10
PF00019998,CON0017647,Fashion,10
PF00019999,CON0010393,Home,6
PF00020000,CON0054246,Home,2
PF00020001,CON0016854,Travel,1
PF00020002,CON0007919,Entertainment,1
PF00020003,CON0061729,Travel,7
PF00020004,CON0094812,Groceries,7
PF00020005,CON0084194,Travel,9
PF00020006,CON0044498,Groceries,8
PF00020007,CON0035969,Fashion,3
PF00020008,CON0082087,Travel,1
PF00020009,CON0094147,Health,5
PF00020010,CON0046820,Travel,8
PF00020011,CON0014070,Travel,8
PF00020012,CON0018155,Automotive,3
PF00020013,CON0004890,Electronics,6
PF00020014,CON0083067,Home,7
PF00020015,CON0070229,Entertainment,6
PF00020016,CON0086948,Electronics,3
PF00020017,CON0096800,Entertainment,5
PF00020018,CON0039305,Travel,5
PF00020019,CON0014392,Home,3
PF00020020,CON0006452,Electronics,1
PF00020021,CON0024773,Entertainment,9
PF00020022,CON0079517,Groceries,9
PF00020023,CON0059741,Fashion,1
PF00020024,CON0077001,Travel,4
PF00020025,CON0090720,Health,6
PF00020026,CON0066398,Fashion,8
PF00020027,CON0054163,Health,6
PF00020028,CON0054645,Automotive,2
PF00020029,CON0049148,Groceries,9
PF00020030,CON0057019,Groceries,9
PF00020031,CON0032574,Home,10
PF00020032,CON0073372,Health,4
PF00020033,CON0000587,Home,7
PF00020034,CON0060641,Groceries,3
PF00020035,CON0048023,Automotive,9
PF00020036,CON0057172,Home,5
PF00020037,CON0017515,Home,6
PF00020038,CON0008350,Entertainment,8
PF00020039,CON0094840,Health,9
PF00020040,CON0040014,Electronics,1
PF00020041,CON0013757,Fashion,2
PF00020042,CON0043279,Health,10
PF00020043,CON0074393,Automotive,6
PF00020044,CON0076799,Entertainment,5
PF00020045,CON0037308,Entertainment,8
PF00020046,CON0009527,Automotive,8
PF00020047,CON0063956,Groceries,1
PF00020048,CON0085451,Fashion,7
PF00020049,CON0093567,Entertainment,1
PF00020050,CON0076400,Home,4
PF00020051,CON0033105,Groceries,3
PF00020052,CON0081968,Travel,8
PF00020053,CON0064998,Groceries,10
PF00020054,CON0078482,Groceries,1
PF00020055,CON0049766,Groceries,5
PF00020056,CON0022197,Electronics,6
PF00020057,CON0056058,Groceries,5
PF00020058,CON0047372,Automotive,10
PF00020059,CON0054974,Entertainment,7
PF00020060,CON0047220,Home,6
PF00020061,CON0024147,Fashion,4
PF00020062,CON0089398,Electronics,2
PF00020063,CON0006217,Health,1
PF00020064,CON0019724,Electronics,6
PF00020065,CON0010450,Travel,9
PF00020066,CON0099068,Travel,1
PF00020067,CON0035802,Entertainment,6
PF00020068,CON0095860,Automotive,4
PF00020069,CON0071386,Groceries,6
PF00020070,CON0032470,Entertainment,9
PF00020071,CON0014343,Health,2
PF00020072,CON0075943,Electronics,6
PF00020073,CON0083636,Travel,3
PF00020074,CON0056698,Automotive,10
PF00020075,CON0030026,Travel,5
PF00020076,CON0066461,Fashion,5
PF00020077,CON0010033,Entertainment,3
PF00020078,CON0014833,Travel,9
PF00020079,CON0044160,Travel,3
PF00020080,CON0078095,Entertainment,6
PF00020081,CON0096841,Travel,9
PF00020082,CON0099872,Health,2
PF00020083,CON0069067,Travel,2
PF00020084,CON0006766,Health,1
PF00020085,CON0047010,Home,6
PF00020086,CON0038111,Electronics,9
PF00020087,CON0093753,Home,10
PF00020088,CON0012120,Health,10
PF00020089,CON0051525,Health,1
PF00020090,CON0057476,Automotive,6
PF00020091,CON0011482,Electronics,9
PF00020092,CON0077190,Entertainment,4
PF00020093,CON0057151,Electronics,4
PF00020094,CON0068943,Automotive,7
PF00020095,CON0085940,Entertainment,8
PF00020096,CON0094448,Electronics,1
PF00020097,CON0084097,Home,9
PF00020098,CON0002676,Groceries,2
PF00020099,CON0083672,Electronics,10
PF00020100,CON0043959,Health,3
PF00020101,CON0042436,Entertainment,1
PF00020102,CON0049390,Travel,3
PF00020103,CON0029983,Health,4
PF00020104,CON0089119,Home,8
PF00020105,CON0041947,Automotive,4
PF00020106,CON0008350,Groceries,5
PF00020107,CON0014985,Groceries,4
PF00020108,CON0049635,Fashion,5
PF00020109,CON0092425,Electronics,1
PF00020110,CON0049572,Fashion,10
PF00020111,CON0084778,Fashion,6
PF00020112,CON0057272,Groceries,5
PF00020113,CON0056253,Groceries,3
PF00020114,CON0038941,Electronics,9
PF00020115,CON0007994,Entertainment,8
PF00020116,CON0019371,Fashion,3
PF00020117,CON0026033,Groceries,10
PF00020118,CON0028044,Travel,4
PF00020119,CON0052728,Automotive,3
PF00020120,CON0098119,Electronics,7
PF00020121,CON0029943,Health,3
PF00020122,CON0041022,Electronics,9
PF00020123,CON0012714,Groceries,6
PF00020124,CON0034914,Fashion,6
PF00020125,CON0020531,Entertainment,3
PF00020126,CON0075099,Fashion,2
PF00020127,CON0098970,Travel,3
PF00020128,CON0064781,Health,7
PF00020129,CON0004975,Entertainment,3
PF00020130,CON0091657,Fashion,8
PF00020131,CON0000638,Health,3
PF00020132,CON0039268,Travel,10
PF00020133,CON0071812,Automotive,10
PF00020134,CON0080308,Entertainment,10
PF00020135,CON0069685,Entertainment,4
PF00020136,CON0031401,Fashion,5
PF00020137,CON0001096,Fashion,8
PF00020138,CON0042143,Home,5
PF00020139,CON0078821,Automotive,8
PF00020140,CON0050726,Entertainment,2
PF00020141,CON0055937,Home,3
PF00020142,CON0012030,Health,4
PF00020143,CON0076238,Home,6
PF00020144,CON0011457,Entertainment,2
PF00020145,CON0087714,Travel,3
PF00020146,CON0090503,Automotive,3
PF00020147,CON0005764,Fashion,6
PF00020148,CON0052311,Entertainment,2
PF00020149,CON0059527,Electronics,9
PF00020150,CON0041395,Electronics,4
PF00020151,CON0090574,Fashion,1
PF00020152,CON0035241,Travel,1
PF00020153,CON0044218,Entertainment,4
PF00020154,CON0040950,Home,10
PF00020155,CON0048647,Groceries,6
PF00020156,CON0087363,Health,10
PF00020157,CON0091193,Groceries,5
PF00020158,CON0090222,Automotive,8
PF00020159,CON0044717,Health,7
PF00020160,CON0054254,Home,10
PF00020161,CON0058521,Automotive,1
PF00020162,CON0014759,Health,1
PF00020163,CON0019680,Travel,1
PF00020164,CON0062641,Automotive,3
PF00020165,CON0097196,Health,1
PF00020166,CON0076347,Fashion,6
PF00020167,CON0091584,Groceries,8
PF00020168,CON0099084,Home,6
PF00020169,CON0058434,Groceries,8
PF00020170,CON0078783,Health,4
PF00020171,CON0027723,Automotive,1
PF00020172,CON0067629,Electronics,9
PF00020173,CON0040665,Health,5
PF00020174,CON0041936,Automotive,7
PF00020175,CON0088834,Electronics,2
PF00020176,CON0031841,Groceries,6
PF00020177,CON0013813,Fashion,5
PF00020178,CON0079447,Fashion,6
PF00020179,CON0049666,Health,6
PF00020180,CON0033449,Health,4
PF00020181,CON0003288,Health,1
PF00020182,CON0035047,Automotive,7
PF00020183,CON0083818,Electronics,1
PF00020184,CON0018695,Groceries,6
PF00020185,CON0029841,Fashion,5
PF00020186,CON0036960,Automotive,1
PF00020187,CON0048698,Groceries,10
PF00020188,CON0069496,Groceries,8
PF00020189,CON0016664,Automotive,9
PF00020190,CON0085466,Entertainment,8
PF00020191,CON0045740,Fashion,2
PF00020192,CON0035424,Travel,1
PF00020193,CON0057824,Groceries,4
PF00020194,CON0068751,Fashion,5
PF00020195,CON0083932,Groceries,9
PF00020196,CON0021122,Health,7
PF00020197,CON0085530,Health,2
PF00020198,CON0006798,Groceries,7
PF00020199,CON0063393,Travel,9
PF00020200,CON0059194,Entertainment,1
PF00020201,CON0094181,Health,6
PF00020202,CON0035385,Home,5
PF00020203,CON0083910,Automotive,6
PF00020204,CON0090405,Fashion,1
PF00020205,CON0063523,Entertainment,2
PF00020206,CON0093811,Groceries,8
PF00020207,CON0074820,Groceries,6
PF00020208,CON0054763,Home,6
PF00020209,CON0002416,Entertainment,5
PF00020210,CON0020861,Groceries,8
PF00020211,CON0094386,Health,4
PF00020212,CON0024392,Electronics,10
PF00020213,CON0060025,Home,8
PF00020214,CON0052032,Electronics,3
PF00020215,CON0045278,Travel,2
PF00020216,CON0058757,Groceries,4
PF00020217,CON0060850,Automotive,6
PF00020218,CON0057576,Home,1
PF00020219,CON0010684,Automotive,2
PF00020220,CON0020139,Home,1
PF00020221,CON0074029,Health,2
PF00020222,CON0042404,Groceries,5
PF00020223,CON0070198,Automotive,9
PF00020224,CON0060154,Home,5
PF00020225,CON0079509,Electronics,5
PF00020226,CON0057562,Automotive,6
PF00020227,CON0081285,Groceries,4
PF00020228,CON0054441,Travel,8
PF00020229,CON0085597,Automotive,3
PF00020230,CON0066078,Electronics,9
PF00020231,CON0056213,Home,3
PF00020232,CON0069016,Entertainment,1
PF00020233,CON0002561,Health,1
PF00020234,CON0013961,Home,1
PF00020235,CON0096352,Entertainment,9
PF00020236,CON0020946,Home,6
PF00020237,CON0091155,Health,7
PF00020238,CON0002628,Entertainment,2
PF00020239,CON0007869,Entertainment,8
PF00020240,CON0002566,Fashion,6
PF00020241,CON0017791,Entertainment,8
PF00020242,CON0022533,Automotive,1
PF00020243,CON0087068,Health,1
PF00020244,CON0064311,Groceries,9
PF00020245,CON0081977,Travel,3
PF00020246,CON0077590,Groceries,3
PF00020247,CON0096415,Travel,3
PF00020248,CON0073683,Fashion,4
PF00020249,CON0010956,Travel,10
PF00020250,CON0085989,Fashion,6
PF00020251,CON0055099,Electronics,2
PF00020252,CON0015738,Electronics,6
PF00020253,CON0010203,Home,3
PF00020254,CON0093522,Travel,5
PF00020255,CON0086662,Groceries,6
PF00020256,CON0047200,Fashion,3
PF00020257,CON0062337,Groceries,5
PF00020258,CON0040204,Groceries,6
PF00020259,CON0097843,Travel,7
PF00020260,CON0011859,Automotive,3
PF00020261,CON0041004,Entertainment,3
PF00020262,CON0043891,Fashion,6
PF00020263,CON0005169,Entertainment,10
PF00020264,CON0020194,Travel,6
PF00020265,CON0016622,Groceries,10
PF00020266,CON0024970,Travel,9
PF00020267,CON0020521,Entertainment,3
PF00020268,CON0047913,Automotive,9
PF00020269,CON0026060,Entertainment,7
PF00020270,CON0053580,Travel,6
PF00020271,CON0089176,Health,9
PF00020272,CON0057669,Travel,4
PF00020273,CON0081722,Travel,9
PF00020274,CON0059012,Travel,7
PF00020275,CON0048258,Fashion,4
PF00020276,CON0002939,Home,9
PF00020277,CON0065751,Groceries,7
PF00020278,CON0092364,Automotive,3
PF00020279,CON0001332,Automotive,3
PF00020280,CON0044712,Health,10
PF00020281,CON0017209,Travel,2
PF00020282,CON0029495,Entertainment,1
PF00020283,CON0031365,Travel,8
PF00020284,CON0096896,Home,3
PF00020285,CON0067619,Groceries,1
PF00020286,CON0099846,Fashion,4
PF00020287,CON0006520,Fashion,3
PF00020288,CON0059433,Travel,6
PF00020289,CON0040371,Health,3
PF00020290,CON0052542,Travel,3
PF00020291,CON0070503,Home,3
PF00020292,CON0072400,Fashion,4
PF00020293,CON0051996,Entertainment,10
PF00020294,CON0052047,Automotive,6
PF00020295,CON0070959,Automotive,8
PF00020296,CON0021644,Entertainment,2
PF00020297,CON0077392,Fashion,9
PF00020298,CON0092904,Health,10
PF00020299,CON0057382,Travel,5
PF00020300,CON0035206,Automotive,1
PF00020301,CON0091072,Health,6
PF00020302,CON0033440,Automotive,9
PF00020303,CON0088301,Health,3
PF00020304,CON0001076,Home,1
PF00020305,CON0035307,Electronics,2
PF00020306,CON0022607,Health,1
PF00020307,CON0087981,Travel,1
PF00020308,CON0062037,Entertainment,6
PF00020309,CON0037230,Fashion,6
PF00020310,CON0057195,Fashion,3
PF00020311,CON0080816,Travel,5
PF00020312,CON0088304,Automotive,9
PF00020313,CON0041610,Fashion,7
PF00020314,CON0086531,Groceries,6
PF00020315,CON0075006,Electronics,4
PF00020316,CON0069720,Automotive,2
PF00020317,CON0093312,Electronics,4
PF00020318,CON0053215,Automotive,1
PF00020319,CON0069133,Groceries,7
PF00020320,CON0097159,Electronics,8
PF00020321,CON0005211,Electronics,1
PF00020322,CON0045791,Electronics,2
PF00020323,CON0076641,Travel,1
PF00020324,CON0024539,Home,3
PF00020325,CON0054000,Entertainment,6
PF00020326,CON0027692,Health,2
PF00020327,CON0074111,Groceries,7
PF00020328,CON0029958,Home,8
PF00020329,CON0078798,Electronics,7
PF00020330,CON0052563,Travel,9
PF00020331,CON0067813,Electronics,4
PF00020332,CON0061663,Travel,5
PF00020333,CON0055779,Electronics,9
PF00020334,CON0046848,Home,8
PF00020335,CON0082254,Travel,1
PF00020336,CON0063397,Fashion,2
PF00020337,CON0088308,Entertainment,8
PF00020338,CON0095642,Entertainment,4
PF00020339,CON0004932,Travel,1
PF00020340,CON0056980,Groceries,9
PF00020341,CON0010343,Fashion,6
PF00020342,CON0047347,Travel,7
PF00020343,CON0059392,Home,4
PF00020344,CON0015921,Electronics,8
PF00020345,CON0087953,Entertainment,8
PF00020346,CON0026702,Electronics,9
PF00020347,CON0068959,Automotive,3
PF00020348,CON0011112,Entertainment,4
PF00020349,CON0043080,Groceries,2
PF00020350,CON0036589,Entertainment,9
PF00020351,CON0016371,Health,2
PF00020352,CON0076175,Groceries,8
PF00020353,CON0062447,Home,7
PF00020354,CON0078731,Groceries,3
PF00020355,CON0058618,Groceries,10
PF00020356,CON0031857,Health,7
PF00020357,CON0043101,Entertainment,4
PF00020358,CON0089539,Entertainment,7
PF00020359,CON0062511,Electronics,7
PF00020360,CON0036685,Travel,10
PF00020361,CON0056738,Travel,2
PF00020362,CON0087112,Automotive,8
PF00020363,CON0025688,Home,4
PF00020364,CON0049330,Travel,5
PF00020365,CON0004797,Groceries,10
PF00020366,CON0028278,Home,8
PF00020367,CON0046935,Automotive,8
PF00020368,CON0017616,Entertainment,9
PF00020369,CON0018992,Entertainment,7
PF00020370,CON0058142,Electronics,2
PF00020371,CON0028050,Travel,10
PF00020372,CON0088264,Travel,5
PF00020373,CON0096190,Entertainment,2
PF00020374,CON0018707,Electronics,6
PF00020375,CON0024206,Health,2
PF00020376,CON0083663,Entertainment,9
PF00020377,CON0044439,Fashion,7
PF00020378,CON0048437,Health,5
PF00020379,CON0032633,Entertainment,3
PF00020380,CON0079541,Health,1
PF00020381,CON0069080,Automotive,7
PF00020382,CON0042475,Fashion,5
PF00020383,CON0000947,Home,8
PF00020384,CON0013897,Fashion,8
PF00020385,CON0068122,Groceries,2
PF00020386,CON0010860,Electronics,10
PF00020387,CON0049532,Entertainment,7
PF00020388,CON0014020,Fashion,1
PF00020389,CON0085217,Groceries,3
PF00020390,CON0077313,Entertainment,6
PF00020391,CON0044984,Electronics,7
PF00020392,CON0051247,Fashion,4
PF00020393,CON0068692,Groceries,6
PF00020394,CON0040162,Health,6
PF00020395,CON0017922,Fashion,10
PF00020396,CON0001031,Groceries,2
PF00020397,CON0052840,Travel,8
PF00020398,CON0008840,Electronics,8
PF00020399,CON0088119,Fashion,2
PF00020400,CON0038121,Automotive,9
PF00020401,CON0045669,Electronics,8
PF00020402,CON0022617,Entertainment,2
PF00020403,CON0059208,Fashion,9
PF00020404,CON0011903,Groceries,5
PF00020405,CON0027511,Electronics,10
PF00020406,CON0016718,Entertainment,2
PF00020407,CON0051615,Fashion,3
PF00020408,CON0018985,Electronics,6
PF00020409,CON0072734,Automotive,2
PF00020410,CON0038093,Travel,3
PF00020411,CON0049617,Fashion,1
PF00020412,CON0016783,Travel,2
PF00020413,CON0041134,Entertainment,1
PF00020414,CON0068066,Automotive,9
PF00020415,CON0052696,Entertainment,9
PF00020416,CON0082295,Health,2
PF00020417,CON0024128,Travel,1
PF00020418,CON0093790,Groceries,10
PF00020419,CON0057299,Groceries,8
PF00020420,CON0058403,Automotive,10
PF00020421,CON0068463,Fashion,4
PF00020422,CON0015175,Home,5
PF00020423,CON0046202,Automotive,7
PF00020424,CON0053195,Entertainment,1
PF00020425,CON0079510,Fashion,5
PF00020426,CON0084592,Health,7
PF00020427,CON0010941,Fashion,3
PF00020428,CON0028741,Travel,7
PF00020429,CON0093905,Electronics,9
PF00020430,CON0035632,Electronics,8
PF00020431,CON0015861,Fashion,2
PF00020432,CON0011738,Groceries,2
PF00020433,CON0056397,Fashion,4
PF00020434,CON0094540,Travel,3
PF00020435,CON0060606,Electronics,8
PF00020436,CON0028232,Automotive,9
PF00020437,CON0043550,Fashion,10
PF00020438,CON0017941,Fashion,4
PF00020439,CON0041044,Groceries,6
PF00020440,CON0004938,Health,1
PF00020441,CON0067870,Groceries,4
PF00020442,CON0076242,Groceries,1
PF00020443,CON0058436,Home,6
PF00020444,CON0003664,Travel,3
PF00020445,CON0050746,Travel,2
PF00020446,CON0097118,Electronics,5
PF00020447,CON0089343,Groceries,5
PF00020448,CON0034454,Electronics,4
PF00020449,CON0007700,Health,9
PF00020450,CON0061188,Health,8
PF00020451,CON0002700,Electronics,10
PF00020452,CON0032134,Fashion,3
PF00020453,CON0082751,Home,8
PF00020454,CON0011670,Health,9
PF00020455,CON0029399,Home,2
PF00020456,CON0025437,Home,4
PF00020457,CON0047495,Home,9
PF00020458,CON0047081,Entertainment,1
PF00020459,CON0033349,Health,8
PF00020460,CON0036554,Health,10
PF00020461,CON0020718,Automotive,10
PF00020462,CON0056128,Health,10
PF00020463,CON0051868,Fashion,7
PF00020464,CON0077701,Electronics,8
PF00020465,CON0084337,Health,2
PF00020466,CON0018582,Home,5
PF00020467,CON0070128,Electronics,10
PF00020468,CON0013539,Fashion,1
PF00020469,CON0076154,Automotive,10
PF00020470,CON0036880,Groceries,2
PF00020471,CON0073187,Automotive,6
PF00020472,CON0052862,Health,2
PF00020473,CON0061901,Automotive,9
PF00020474,CON0077584,Fashion,8
PF00020475,CON0079405,Health,6
PF00020476,CON0043208,Home,10
PF00020477,CON0032009,Electronics,3
PF00020478,CON0053988,Fashion,5
PF00020479,CON0071020,Health,6
PF00020480,CON0070811,Automotive,7
PF00020481,CON0098492,Groceries,2
PF00020482,CON0026636,Home,7
PF00020483,CON0024531,Health,9
PF00020484,CON0042990,Automotive,10
PF00020485,CON0029662,Travel,5
PF00020486,CON0011281,Automotive,4
PF00020487,CON0098949,Health,9
PF00020488,CON0028664,Groceries,8
PF00020489,CON0045558,Fashion,5
PF00020490,CON0002407,Automotive,3
PF00020491,CON0016732,Groceries,5
PF00020492,CON0040135,Automotive,8
PF00020493,CON0096600,Fashion,7
PF00020494,CON0067502,Health,8
PF00020495,CON0068716,Home,2
PF00020496,CON0009249,Groceries,6
PF00020497,CON0075746,Electronics,2
PF00020498,CON0016846,Health,5
PF00020499,CON0046612,Electronics,1
PF00020500,CON0085677,Travel,10
PF00020501,CON0058777,Home,5
PF00020502,CON0022473,Electronics,7
PF00020503,CON0090586,Travel,8
PF00020504,CON0040417,Electronics,6
PF00020505,CON0043234,Entertainment,3
PF00020506,CON0053424,Groceries,10
PF00020507,CON0005962,Travel,10
PF00020508,CON0044316,Electronics,4
PF00020509,CON0013493,Health,8
PF00020510,CON0043535,Entertainment,9
PF00020511,CON0071199,Electronics,7
PF00020512,CON0040439,Fashion,10
PF00020513,CON0081782,Entertainment,3
PF00020514,CON0012172,Health,10
PF00020515,CON0093153,Electronics,3
PF00020516,CON0062503,Automotive,7
PF00020517,CON0034986,Electronics,6
PF00020518,CON0094072,Automotive,1
PF00020519,CON0086953,Entertainment,8
PF00020520,CON0019030,Automotive,8
PF00020521,CON0044861,Travel,2
PF00020522,CON0025921,Fashion,4
PF00020523,CON0044292,Travel,4
PF00020524,CON0030098,Groceries,1
PF00020525,CON0002628,Automotive,3
PF00020526,CON0006831,Home,6
PF00020527,CON0050228,Electronics,7
PF00020528,CON0066660,Fashion,8
PF00020529,CON0047237,Home,6
PF00020530,CON0079295,Electronics,6
PF00020531,CON0021281,Automotive,3
PF00020532,CON0082264,Travel,6
PF00020533,CON0078009,Travel,6
PF00020534,CON0096163,Groceries,5
PF00020535,CON0056064,Travel,8
PF00020536,CON0006323,Home,2
PF00020537,CON0056212,Home,5
PF00020538,CON0075561,Electronics,2
PF00020539,CON0004544,Automotive,3
PF00020540,CON0078218,Entertainment,10
PF00020541,CON0053052,Fashion,5
PF00020542,CON0084945,Fashion,8
PF00020543,CON0055130,Automotive,8
PF00020544,CON0021160,Groceries,5
PF00020545,CON0098300,Automotive,6
PF00020546,CON0035355,Groceries,7
PF00020547,CON0043126,Automotive,9
PF00020548,CON0010405,Home,5
PF00020549,CON0054926,Electronics,6
PF00020550,CON0027233,Entertainment,3
PF00020551,CON0076359,Electronics,7
PF00020552,CON0012545,Electronics,4
PF00020553,CON0019479,Groceries,3
PF00020554,CON0020336,Automotive,8
PF00020555,CON0092784,Home,9
PF00020556,CON0066883,Fashion,8
PF00020557,CON0015653,Home,4
PF00020558,CON0043236,Home,4
PF00020559,CON0075368,Health,5
PF00020560,CON0041803,Automotive,6
PF00020561,CON0076098,Fashion,4
PF00020562,CON0072219,Travel,6
PF00020563,CON0057219,Home,4
PF00020564,CON0004534,Travel,6
PF00020565,CON0011357,Travel,10
PF00020566,CON0081488,Groceries,8
PF00020567,CON0058503,Electronics,2
PF00020568,CON0027322,Home,1
PF00020569,CON0022455,Fashion,6
PF00020570,CON0064913,Entertainment,10
PF00020571,CON0020040,Electronics,8
PF00020572,CON0016661,Travel,8
PF00020573,CON0007952,Automotive,2
PF00020574,CON0022798,Entertainment,2
PF00020575,CON0038790,Groceries,2
PF00020576,CON0073135,Travel,4
PF00020577,CON0049581,Fashion,5
PF00020578,CON0068611,Automotive,7
PF00020579,CON0072783,Home,1
PF00020580,CON0086289,Home,1
PF00020581,CON0091667,Groceries,7
PF00020582,CON0000276,Fashion,5
PF00020583,CON0002262,Automotive,9
PF00020584,CON0025737,Entertainment,6
PF00020585,CON0004153,Home,9
PF00020586,CON0084076,Travel,2
PF00020587,CON0099625,Automotive,1
PF00020588,CON0095420,Health,7
PF00020589,CON0065444,Automotive,3
PF00020590,CON0053188,Electronics,4
PF00020591,CON0012691,Electronics,2
PF00020592,CON0050601,Health,3
PF00020593,CON0060664,Automotive,10
PF00020594,CON0018859,Travel,2
PF00020595,CON0039643,Electronics,9
PF00020596,CON0007068,Health,6
PF00020597,CON0087294,Travel,7
PF00020598,CON0015899,Automotive,6
PF00020599,CON0092964,Electronics,7
PF00020600,CON0017647,Automotive,6
PF00020601,CON0036261,Home,5
PF00020602,CON0038608,Automotive,9
PF00020603,CON0077676,Travel,7
PF00020604,CON0004116,Groceries,7
PF00020605,CON0024975,Groceries,8
PF00020606,CON0085025,Automotive,6
PF00020607,CON0005898,Entertainment,2
PF00020608,CON0033452,Fashion,10
PF00020609,CON0087338,Electronics,8
PF00020610,CON0074973,Health,5
PF00020611,CON0083038,Travel,5
PF00020612,CON0099153,Health,3
PF00020613,CON0012962,Automotive,5
PF00020614,CON0044988,Home,5
PF00020615,CON0017279,Automotive,2
PF00020616,CON0082170,Travel,8
PF00020617,CON0001500,Electronics,4
PF00020618,CON0087185,Entertainment,5
PF00020619,CON0079460,Travel,2
PF00020620,CON0085635,Travel,10
PF00020621,CON0016448,Health,1
PF00020622,CON0014330,Electronics,10
PF00020623,CON0068861,Health,7
PF00020624,CON0086150,Health,9
PF00020625,CON0006075,Travel,9
PF00020626,CON0032059,Electronics,7
PF00020627,CON0035612,Fashion,10
PF00020628,CON0084474,Fashion,6
PF00020629,CON0053184,Entertainment,8
PF00020630,CON0072424,Fashion,9
PF00020631,CON0019969,Automotive,9
PF00020632,CON0017548,Entertainment,6
PF00020633,CON0061473,Groceries,7
PF00020634,CON0042032,Fashion,9
PF00020635,CON0029435,Home,10
PF00020636,CON0083233,Groceries,9
PF00020637,CON0018506,Groceries,1
PF00020638,CON0058172,Entertainment,8
PF00020639,CON0088775,Electronics,2
PF00020640,CON0075563,Entertainment,2
PF00020641,CON0033173,Home,10
PF00020642,CON0089946,Travel,5
PF00020643,CON0084717,Home,9
PF00020644,CON0081826,Home,7
PF00020645,CON0038132,Electronics,5
PF00020646,CON0012221,Home,4
PF00020647,CON0040936,Entertainment,7
PF00020648,CON0019758,Home,1
PF00020649,CON0071235,Health,3
PF00020650,CON0005618,Electronics,1
PF00020651,CON0046360,Electronics,8
PF00020652,CON0012131,Travel,6
PF00020653,CON0090922,Electronics,1
PF00020654,CON0069060,Travel,2
PF00020655,CON0053178,Fashion,6
PF00020656,CON0014242,Fashion,9
PF00020657,CON0046444,Travel,1
PF00020658,CON0097818,Home,4
PF00020659,CON0016784,Home,6
PF00020660,CON0037103,Fashion,1
PF00020661,CON0085893,Fashion,4
PF00020662,CON0094373,Health,7
PF00020663,CON0032045,Travel,3
PF00020664,CON0003553,Groceries,10
PF00020665,CON0011795,Home,2
PF00020666,CON0080991,Electronics,8
PF00020667,CON0086876,Groceries,7
PF00020668,CON0025848,Electronics,8
PF00020669,CON0070052,Health,9
PF00020670,CON0034769,Entertainment,10
PF00020671,CON0022881,Entertainment,4
PF00020672,CON0042523,Automotive,10
PF00020673,CON0062179,Health,6
PF00020674,CON0067955,Home,8
PF00020675,CON0090845,Fashion,2
PF00020676,CON0089866,Home,7
PF00020677,CON0014079,Electronics,1
PF00020678,CON0091258,Automotive,9
PF00020679,CON0019234,Entertainment,8
PF00020680,CON0083725,Home,7
PF00020681,CON0007048,Health,1
PF00020682,CON0004522,Travel,5
PF00020683,CON0090257,Groceries,7
PF00020684,CON0030246,Groceries,1
PF00020685,CON0043125,Electronics,6
PF00020686,CON0064010,Travel,10
PF00020687,CON0083075,Entertainment,1
PF00020688,CON0034880,Electronics,1
PF00020689,CON0051030,Travel,3
PF00020690,CON0075532,Automotive,8
PF00020691,CON0049776,Electronics,2
PF00020692,CON0008538,Home,9
PF00020693,CON0005298,Travel,3
PF00020694,CON0055782,Fashion,6
PF00020695,CON0069846,Fashion,10
PF00020696,CON0047099,Fashion,10
PF00020697,CON0052445,Home,3
PF00020698,CON0006730,Health,9
PF00020699,CON0067556,Travel,4
PF00020700,CON0054069,Entertainment,6
PF00020701,CON0012142,Electronics,5
PF00020702,CON0094937,Home,9
PF00020703,CON0013634,Groceries,1
PF00020704,CON0012455,Automotive,4
PF00020705,CON0033840,Travel,10
PF00020706,CON0088637,Automotive,5
PF00020707,CON0081419,Automotive,10
PF00020708,CON0062240,Automotive,10
PF00020709,CON0066316,Electronics,2
PF00020710,CON0086037,Groceries,7
PF00020711,CON0098806,Automotive,8
PF00020712,CON0092055,Home,2
PF00020713,CON0033569,Entertainment,8
PF00020714,CON0042216,Travel,7
PF00020715,CON0062777,Travel,10
PF00020716,CON0028663,Groceries,1
PF00020717,CON0039259,Electronics,8
PF00020718,CON0039564,Entertainment,2
PF00020719,CON0013202,Entertainment,8
PF00020720,CON0065562,Automotive,9
PF00020721,CON0031462,Electronics,3
PF00020722,CON0053942,Health,8
PF00020723,CON0089327,Automotive,9
PF00020724,CON0079061,Groceries,3
PF00020725,CON0019745,Travel,5
PF00020726,CON0019991,Electronics,1
PF00020727,CON0090724,Fashion,4
