employee_id,department,role,hire_date,tenure_months,salary,performance_score,status
E482,HR,Senior,2019-01-01,73,173404,4.8,active
E483,Marketing,Senior,2019-01-02,73,42728,2.7,active
E484,Engineering,Intern,2019-01-02,73,82927,3.9,active
E485,Operations,Senior,2019-01-02,73,177136,3.1,active
E486,Sales,Director,2019-01-01,73,60253,3.7,active
E487,Engineering,Junior,2019-01-02,73,57270,3.1,active
E488,Engineering,Junior,2019-01-01,73,95233,4.1,left
E489,Operations,Junior,2019-01-01,73,158526,3.8,active
E490,Marketing,Manager,2019-01-01,73,43186,3.1,active
E491,Marketing,Manager,2019-01-02,73,47349,1.6,active
E492,Operations,Intern,2019-01-02,73,40913,4.7,active
E493,Operations,Intern,2019-01-01,73,81082,2.5,left
E494,Sales,Junior,2019-01-02,73,66777,2.8,active
E495,HR,Intern,2019-01-01,73,97312,3.7,left
E496,Sales,Director,2019-01-01,73,143483,4.8,left
E497,Sales,Intern,2019-01-01,73,149627,2.6,active
E498,Marketing,Intern,2019-01-02,73,122270,1.1,active
E499,Engineering,Manager,2019-01-01,73,122368,4.3,left
E500,Marketing,Junior,2019-01-02,73,156873,1.3,active
E501,HR,Intern,2019-01-02,73,104429,2.3,active
E502,Engineering,Junior,2019-01-01,73,117965,3.3,active
E503,Operations,Senior,2019-01-01,73,102212,2.9,active
E504,Engineering,Manager,2019-01-01,73,139774,4.6,active
E505,Sales,Manager,2019-01-02,73,74848,4.9,active
E506,Finance,Junior,2019-01-01,73,83489,3.0,active
E507,Engineering,Director,2019-01-02,73,119598,1.8,active
E508,Engineering,Director,2019-01-02,73,47339,4.2,left
E509,Marketing,Director,2019-01-01,73,115055,2.3,active
E510,Marketing,Manager,2019-01-01,73,168905,2.3,left
E511,Sales,Junior,2019-01-02,73,179472,4.8,active
E512,Operations,Manager,2019-01-01,73,79479,3.1,active
E513,Sales,Director,2019-01-01,73,112401,2.4,active
E514,Marketing,Director,2019-01-02,73,112510,3.9,active
E515,Operations,Senior,2019-01-02,73,144198,1.3,active
E516,HR,Intern,2019-01-01,73,50580,2.2,active
E517,Finance,Senior,2019-01-02,73,54750,5.0,active
E518,Marketing,Junior,2019-01-01,73,107502,4.5,active
E519,Sales,Director,2019-01-01,73,173554,3.3,active
E520,HR,Intern,2019-01-01,73,160372,4.9,left
E521,Finance,Intern,2019-01-02,73,68276,2.8,active
E522,Sales,Director,2019-01-01,73,40904,3.8,active
E523,Finance,Junior,2019-01-01,73,132640,2.9,active
E524,Engineering,Intern,2019-01-02,73,87620,1.3,active
E525,Engineering,Junior,2019-01-01,73,102342,2.1,active
E526,Finance,Junior,2019-01-01,73,98791,4.3,active
E527,Finance,Senior,2019-01-02,73,46837,4.8,active
E528,Engineering,Intern,2019-01-02,73,159409,2.5,active
E529,Operations,Senior,2019-01-02,73,80123,2.8,active
E530,Operations,Director,2019-01-02,73,145205,3.9,active
E531,Marketing,Junior,2019-01-02,73,42415,3.9,active
E532,Marketing,Junior,2019-01-02,73,173322,4.8,left
E533,Engineering,Junior,2019-01-01,73,56051,4.8,left
E534,Marketing,Intern,2019-01-01,73,87769,2.6,active
E535,Finance,Junior,2019-01-01,73,73788,4.0,active
E536,Engineering,Junior,2019-01-01,73,106962,2.4,active
E537,Marketing,Manager,2019-01-02,73,111360,4.0,active
E538,Engineering,Senior,2019-01-01,73,54703,2.8,left
E539,Marketing,Director,2019-01-02,73,105360,2.3,active
E540,Operations,Intern,2019-01-02,73,139531,3.6,active
E541,Sales,Junior,2019-01-02,73,107708,3.2,active
E542,Engineering,Senior,2019-01-01,73,77102,1.6,active
E543,Sales,Junior,2019-01-02,73,82885,3.0,left
E544,Engineering,Senior,2019-01-01,73,176211,4.5,active
E545,Finance,Director,2019-01-02,73,86671,3.1,active
E546,Marketing,Intern,2019-01-02,73,66751,4.3,active
E547,Engineering,Junior,2019-01-01,73,165922,2.9,active
E548,Operations,Director,2019-01-02,73,52047,4.4,active
E549,Operations,Intern,2019-01-01,73,55307,4.9,active
E550,Marketing,Intern,2019-01-02,73,63214,4.3,left
E551,Operations,Junior,2019-01-01,73,150502,4.1,active
E552,Engineering,Intern,2019-01-02,73,67539,3.7,active
E553,Engineering,Intern,2019-01-02,73,125988,1.9,active
E554,Finance,Senior,2019-01-01,73,124230,1.4,left
E555,HR,Senior,2019-01-02,73,68520,4.7,active
E556,Finance,Junior,2019-01-02,73,52535,3.2,active
E557,HR,Director,2019-01-02,73,100356,1.8,left
E558,HR,Junior,2019-01-02,73,98100,3.4,left
E559,Marketing,Junior,2019-01-02,73,74972,2.0,left
E560,Finance,Director,2019-01-02,73,114380,1.1,active
E561,Finance,Intern,2019-01-01,73,162944,3.0,active
E562,Operations,Junior,2019-01-02,73,166257,4.1,left
E563,Operations,Manager,2019-01-01,73,126533,1.5,active
E564,HR,Junior,2019-01-01,73,51358,2.5,left
E565,Marketing,Junior,2019-01-01,73,97680,4.6,left
E566,Finance,Manager,2019-01-01,73,139052,3.5,left
E567,Sales,Senior,2019-01-02,73,175837,1.0,active
E568,Finance,Intern,2019-01-02,73,118499,2.3,active
E569,Sales,Manager,2019-01-02,73,124266,1.8,active
E570,Marketing,Director,2019-01-02,73,120504,2.6,active
E571,Operations,Manager,2019-01-02,73,143672,5.0,left
E572,Operations,Manager,2019-01-01,73,153526,4.5,active
E573,Finance,Junior,2019-01-02,73,165533,4.5,left
E574,Engineering,Director,2019-01-01,73,121981,3.0,left
E575,Operations,Intern,2019-01-02,73,175035,3.6,active
E576,Sales,Intern,2019-01-02,73,137768,4.8,active
E577,Operations,Junior,2019-01-01,73,107514,4.7,active
E578,Marketing,Intern,2019-01-02,73,179124,2.5,active
E579,Marketing,Director,2019-01-01,73,164224,2.8,active
E580,Engineering,Senior,2019-01-02,73,169890,3.5,left
E581,HR,Director,2019-01-01,73,98885,3.0,active
E582,Operations,Senior,2019-01-02,73,70114,3.8,active
E583,Engineering,Senior,2019-01-01,73,99793,3.0,left
E584,Sales,Director,2019-01-01,73,111455,4.3,active
E585,Operations,Junior,2019-01-02,73,49047,2.9,active
E586,Operations,Intern,2019-01-01,73,70390,2.0,active
E587,Operations,Senior,2019-01-02,73,166979,1.1,active
E588,HR,Director,2019-01-01,73,47753,1.2,active
E589,Marketing,Manager,2019-01-02,73,160820,3.1,active
E590,Sales,Intern,2019-01-01,73,172400,5.0,active
E591,Sales,Manager,2019-01-01,73,56300,1.2,active
E592,Engineering,Intern,2019-01-01,73,53490,1.2,left
E593,Engineering,Manager,2019-01-02,73,144517,3.3,active
E594,Sales,Manager,2019-01-02,73,72587,1.3,active
E595,Engineering,Senior,2019-01-01,73,47757,4.9,active
E596,Sales,Intern,2019-01-01,73,66579,3.8,active
E597,Finance,Director,2019-01-01,73,73430,4.5,active
E598,Finance,Manager,2019-01-01,73,90823,3.0,active
E599,HR,Manager,2019-01-01,73,163900,4.0,active
E600,Marketing,Intern,2019-01-02,73,160637,2.7,left
E601,Operations,Manager,2019-01-01,73,103997,4.0,active
E602,Finance,Senior,2019-01-01,73,52527,3.6,active
E603,Finance,Manager,2019-01-01,73,161459,2.1,active
E604,Operations,Intern,2019-01-02,73,65190,2.6,active
E605,HR,Director,2019-01-01,73,144029,1.1,active
E606,Engineering,Manager,2019-01-01,73,103196,4.1,active
E607,HR,Director,2019-01-02,73,43377,1.1,active
E608,Engineering,Director,2019-01-02,73,75503,5.0,left
E609,Engineering,Senior,2019-01-01,73,108006,4.6,active
E610,Operations,Intern,2019-01-01,73,149845,3.9,active
E611,Marketing,Manager,2019-01-02,73,149307,4.2,active
E612,Operations,Senior,2019-01-02,73,119769,4.9,active
E613,Engineering,Manager,2019-01-02,73,96551,4.1,active
E614,Operations,Junior,2019-01-02,73,93061,2.9,active
E615,Operations,Manager,2019-01-01,73,119618,4.3,active
E616,Marketing,Director,2019-01-02,73,61415,4.0,active
E617,Engineering,Senior,2019-01-01,73,62028,3.4,active
E618,Finance,Manager,2019-01-01,73,50785,2.3,active
E619,Engineering,Senior,2019-01-01,73,135203,2.7,active
E620,Finance,Senior,2019-01-02,73,76616,1.1,left
E621,Sales,Junior,2019-01-02,73,55933,1.6,active
E622,HR,Manager,2019-01-01,73,81733,1.3,active
E623,Operations,Intern,2019-01-02,73,56159,4.3,left
E624,Marketing,Senior,2019-01-02,73,54457,4.2,left
E625,HR,Manager,2019-01-01,73,59746,2.9,active
E626,HR,Director,2019-01-01,73,124572,2.4,active
E627,Engineering,Director,2019-01-02,73,74285,1.0,left
E628,HR,Junior,2019-01-02,73,87237,2.6,active
E629,Finance,Senior,2019-01-01,73,159005,3.3,left
E630,Marketing,Intern,2019-01-02,73,98052,2.8,active
E631,Finance,Senior,2019-01-02,73,124322,3.9,active
E632,Operations,Intern,2019-01-01,73,109686,1.2,active
E633,Sales,Director,2019-01-02,73,165988,3.3,active
E634,Marketing,Intern,2019-01-01,73,106870,3.5,left
E635,Sales,Senior,2019-01-02,73,164274,3.2,left
E636,Finance,Senior,2019-01-02,73,129035,1.9,left
E637,Operations,Junior,2019-01-02,73,120649,3.6,left
E638,Marketing,Director,2019-01-01,73,170592,4.9,active
E639,HR,Director,2019-01-01,73,87985,2.8,active
E640,Marketing,Junior,2019-01-02,73,93754,1.8,active
E641,Operations,Senior,2019-01-01,73,129391,1.7,active
E642,Sales,Intern,2019-01-02,73,47594,1.3,active
E643,Marketing,Senior,2019-01-02,73,75580,3.3,active
E644,Engineering,Director,2019-01-01,73,61347,4.4,active
E645,Operations,Director,2019-01-02,73,137443,1.5,active
E646,Marketing,Senior,2019-01-01,73,116569,4.5,active
E647,Operations,Junior,2019-01-01,73,93525,2.1,active
E648,Sales,Senior,2019-01-02,73,107786,3.7,active
E649,Engineering,Intern,2019-01-02,73,69082,1.1,active
E650,HR,Director,2019-01-02,73,121997,1.2,left
E651,HR,Manager,2019-01-01,73,46640,2.4,active
E652,Finance,Director,2019-01-01,73,155443,1.9,active
E653,Marketing,Intern,2019-01-01,73,60563,2.6,active
E654,HR,Intern,2019-01-02,73,50375,2.9,active
E655,Operations,Senior,2019-01-02,73,51363,2.5,active
E656,Operations,Intern,2019-01-01,73,139069,3.8,left
E657,Engineering,Junior,2019-01-01,73,93559,3.3,left
E658,Engineering,Senior,2019-01-02,73,106622,3.2,active
E659,Engineering,Junior,2019-01-02,73,168903,3.1,left
E660,Finance,Senior,2019-01-02,73,57951,3.4,active
E661,Finance,Intern,2019-01-02,73,108549,2.0,active
E662,Operations,Manager,2019-01-01,73,116196,3.2,active
E663,HR,Junior,2019-01-02,73,115831,3.4,active
E664,HR,Senior,2019-01-02,73,101466,2.6,active
E665,Operations,Junior,2019-01-01,73,62218,2.7,active
E666,Marketing,Manager,2019-01-02,73,154178,2.9,active
E667,Sales,Junior,2019-01-02,73,150872,1.7,active
E668,HR,Junior,2019-01-02,73,92811,1.9,left
E669,Finance,Director,2019-01-02,73,136707,2.6,active
E670,HR,Intern,2019-01-01,73,121232,3.9,active
E671,HR,Junior,2019-01-02,73,91811,2.5,active
E672,HR,Intern,2019-01-02,73,97000,4.1,left
E673,Finance,Junior,2019-01-02,73,113107,4.9,active
E674,Engineering,Intern,2019-01-02,73,85409,2.1,active
E675,Engineering,Manager,2019-01-01,73,102218,1.3,active
E676,Sales,Director,2019-01-02,73,132563,2.1,active
E677,Finance,Senior,2019-01-02,73,142348,4.6,active
E678,Marketing,Intern,2019-01-01,73,100716,3.1,active
E679,Marketing,Intern,2019-01-02,73,44981,4.9,active
E680,Operations,Senior,2019-01-01,73,46466,1.4,active
E681,Finance,Director,2019-01-02,73,66421,4.0,active
E682,HR,Junior,2019-01-01,73,128060,4.6,active
E683,Marketing,Intern,2019-01-01,73,90381,1.3,active
E684,Engineering,Director,2019-01-02,73,66450,2.6,active
E685,HR,Director,2019-01-02,73,119975,3.5,active
E686,Sales,Junior,2019-01-01,73,134553,4.7,active
E687,Sales,Junior,2019-01-02,73,109413,3.7,left
E688,Finance,Manager,2019-01-01,73,175789,4.3,left
E689,Marketing,Manager,2019-01-01,73,57129,4.7,active
E690,Finance,Director,2019-01-01,73,170810,2.6,active
E691,Operations,Senior,2019-01-01,73,93255,1.9,active
E692,Finance,Junior,2019-01-01,73,170725,3.8,left
E693,Operations,Senior,2019-01-02,73,89003,1.6,left
E694,HR,Manager,2019-01-01,73,103698,4.1,active
E695,Finance,Senior,2019-01-01,73,101796,3.8,left
E696,Engineering,Intern,2019-01-01,73,96654,3.9,active
E697,Operations,Intern,2019-01-01,73,58783,1.2,left
E698,Sales,Senior,2019-01-01,73,98424,4.1,active
E699,Sales,Senior,2019-01-02,73,57206,2.6,active
E700,HR,Manager,2019-01-01,73,166594,2.8,active
E701,Marketing,Intern,2019-01-01,73,80210,2.1,active
E702,HR,Senior,2019-01-01,73,124997,4.7,active
E703,Finance,Intern,2019-01-01,73,40919,2.1,left
E704,Sales,Senior,2019-01-02,73,115970,3.6,active
E705,HR,Senior,2019-01-02,73,58391,4.8,active
E706,Operations,Director,2019-01-01,73,174008,4.7,left
E707,Marketing,Intern,2019-01-01,73,104710,4.8,active
E708,Marketing,Junior,2019-01-02,73,153833,2.0,active
E709,HR,Senior,2019-01-01,73,102650,4.2,active
E710,Operations,Manager,2019-01-02,73,66607,1.3,active
E711,HR,Director,2019-01-02,73,109701,4.8,left
E712,Finance,Director,2019-01-01,73,64210,3.2,active
E713,Sales,Director,2019-01-01,73,127292,2.7,left
E714,Engineering,Manager,2019-01-02,73,119198,1.1,active
E715,Sales,Intern,2019-01-02,73,139033,4.9,active
E716,Engineering,Manager,2019-01-02,73,113670,1.7,left
E717,Sales,Manager,2019-01-02,73,172274,3.4,active
E718,Operations,Junior,2019-01-02,73,173454,4.0,active
E719,Sales,Senior,2019-01-01,73,80995,1.6,active
E720,HR,Director,2019-01-01,73,134108,4.6,active
E721,Operations,Senior,2019-01-01,73,54990,1.1,active
E722,Marketing,Senior,2019-01-02,73,68926,1.9,active
E723,HR,Director,2019-01-01,73,103388,3.1,active
E724,Sales,Intern,2019-01-01,73,79556,1.6,active
E725,HR,Junior,2019-01-01,73,142353,3.7,left
E726,HR,Manager,2019-01-01,73,100104,4.2,active
E727,Operations,Intern,2019-01-02,73,160826,4.9,active
E728,Sales,Director,2019-01-01,73,90476,3.7,active
E729,Finance,Intern,2019-01-02,73,73537,1.4,active
E730,Marketing,Manager,2019-01-02,73,86918,1.9,active
E731,Marketing,Director,2019-01-01,73,103559,3.7,active
E732,Sales,Intern,2019-01-02,73,47534,1.8,active
E733,Marketing,Director,2019-01-02,73,171048,2.5,left
E734,Operations,Junior,2019-01-01,73,124343,4.8,active
E735,Marketing,Junior,2019-01-02,73,96807,2.2,left
E736,Finance,Intern,2019-01-02,73,114498,3.5,active
E737,Finance,Intern,2019-01-01,73,79148,3.4,active
E738,Finance,Junior,2019-01-02,73,68624,2.0,active
E739,Marketing,Director,2019-01-01,73,97470,1.3,active
E740,Marketing,Director,2019-01-02,73,161895,3.1,active
E741,Engineering,Intern,2019-01-01,73,100417,4.7,active
E742,HR,Junior,2019-01-02,73,160903,3.9,active
E743,Operations,Manager,2019-01-02,73,98211,4.7,left
E744,Marketing,Manager,2019-01-02,73,132593,3.9,active
E745,Sales,Junior,2019-01-01,73,43226,4.2,active
E746,Finance,Intern,2019-01-02,73,148810,1.5,left
E747,Finance,Manager,2019-01-02,73,80599,4.2,active
E748,Sales,Senior,2019-01-01,73,144844,3.3,active
E749,Sales,Manager,2019-01-01,73,80362,4.2,left
E750,Finance,Manager,2019-01-02,73,124798,1.0,left
E751,HR,Director,2019-01-01,73,161328,2.0,active
E752,Marketing,Director,2019-01-01,73,159338,2.9,active
E753,Operations,Director,2019-01-01,73,123405,4.8,active
E754,Finance,Senior,2019-01-01,73,104284,4.0,active
E755,Engineering,Intern,2019-01-02,73,68603,2.2,left
E756,Engineering,Junior,2019-01-01,73,41362,3.6,active
E757,Finance,Junior,2019-01-02,73,92087,4.6,active
E758,Finance,Junior,2019-01-01,73,60644,4.3,active
E759,Sales,Junior,2019-01-01,73,145161,2.7,active
E760,Marketing,Junior,2019-01-02,73,136893,4.0,active
E761,Operations,Manager,2019-01-01,73,75547,4.5,active
E762,Sales,Director,2019-01-02,73,176776,4.0,active
E763,Marketing,Intern,2019-01-01,73,93682,3.5,active
E764,Sales,Senior,2019-01-02,73,59743,1.7,active
E765,HR,Senior,2019-01-02,73,153063,2.5,active
E766,Finance,Director,2019-01-01,73,91980,1.3,active
E767,HR,Manager,2019-01-01,73,177142,4.7,active
E768,Finance,Senior,2019-01-01,73,154813,4.1,left
E769,Marketing,Junior,2019-01-01,73,149407,3.1,active
E770,Engineering,Manager,2019-01-02,73,104009,3.5,left
E771,HR,Senior,2019-01-01,73,94551,3.9,active
E772,Operations,Intern,2019-01-02,73,50981,2.5,active
E773,Sales,Senior,2019-01-01,73,127220,5.0,active
E774,Operations,Junior,2019-01-01,73,56435,2.8,left
E775,Operations,Senior,2019-01-01,73,54320,3.5,active
E776,Operations,Director,2019-01-02,73,77188,3.2,active
E777,Finance,Intern,2019-01-01,73,49730,2.1,left
E778,Sales,Intern,2019-01-01,73,75001,4.1,active
E779,Marketing,Senior,2019-01-02,73,111756,3.3,active
E780,Sales,Director,2019-01-01,73,124328,3.2,active
E781,Sales,Director,2019-01-01,73,92208,1.8,active
E782,Operations,Intern,2019-01-01,73,164855,2.4,active
E783,Operations,Intern,2019-01-02,73,115769,1.9,active
E784,Finance,Director,2019-01-01,73,43221,2.6,active
E785,Operations,Intern,2019-01-02,73,157186,3.4,active
E786,Engineering,Senior,2019-01-01,73,108552,2.4,active
E787,Finance,Director,2019-01-01,73,87183,3.0,left
E788,Engineering,Senior,2019-01-02,73,111426,1.1,active
E789,HR,Director,2019-01-01,73,106480,2.8,left
E790,Finance,Director,2019-01-01,73,139994,2.2,active
E791,Sales,Intern,2019-01-01,73,155548,1.3,active
E792,Finance,Manager,2019-01-02,73,97082,1.7,active
E793,Finance,Senior,2019-01-02,73,90792,2.7,left
E794,Sales,Director,2019-01-01,73,97002,3.8,active
E795,Operations,Junior,2019-01-01,73,161951,3.0,active
E796,Sales,Manager,2019-01-01,73,58291,4.2,active
E797,Finance,Director,2019-01-02,73,58830,2.5,active
E798,Marketing,Junior,2019-01-02,73,107350,3.2,active
E799,Finance,Director,2019-01-01,73,153574,4.6,active
E800,HR,Senior,2019-01-02,73,178009,1.7,active
E801,Engineering,Manager,2019-01-02,73,67204,4.4,active
E802,Operations,Manager,2019-01-01,73,168123,1.4,active
E803,Marketing,Junior,2019-01-01,73,73338,4.9,active
E804,Engineering,Junior,2019-01-01,73,177505,4.4,active
E805,HR,Manager,2019-01-02,73,110523,4.8,left
E806,Sales,Junior,2019-01-02,73,149382,3.5,active
E807,Sales,Senior,2019-01-01,73,52901,2.7,active
E808,Operations,Junior,2019-01-02,73,60102,4.3,active
E809,HR,Intern,2019-01-02,73,159567,3.4,active
E810,Marketing,Director,2019-01-02,73,103288,2.7,active
E811,Finance,Director,2019-01-01,73,173336,2.0,active
E812,Finance,Intern,2019-01-02,73,98583,1.5,active
E813,Finance,Manager,2019-01-02,73,53003,4.7,active
E814,Operations,Intern,2019-01-02,73,119296,3.5,active
E815,HR,Senior,2019-01-02,73,165476,4.5,active
E816,Engineering,Senior,2019-01-02,73,170376,1.9,active
E817,Sales,Intern,2019-01-01,73,176622,3.1,left
E818,Sales,Intern,2019-01-02,73,143065,3.0,active
E819,Engineering,Intern,2019-01-01,73,112453,1.5,active
E820,Engineering,Senior,2019-01-01,73,151912,3.3,active
E821,Finance,Director,2019-01-02,73,170949,1.3,active
E822,Finance,Director,2019-01-01,73,144481,4.8,active
E823,Marketing,Manager,2019-01-02,73,93006,4.8,active
E824,Engineering,Senior,2019-01-01,73,81940,3.3,active
E825,Marketing,Director,2019-01-02,73,49922,1.3,active
E826,Operations,Director,2019-01-01,73,148826,4.1,active
E827,Finance,Intern,2019-01-02,73,43810,5.0,active
E828,HR,Manager,2019-01-02,73,69604,2.6,left
E829,Finance,Manager,2019-01-02,73,165855,4.2,active
E830,Sales,Director,2019-01-01,73,66469,1.6,active
E831,Marketing,Intern,2019-01-01,73,47058,3.4,active
E832,HR,Intern,2019-01-01,73,57636,1.6,active
E833,Sales,Senior,2019-01-02,73,146770,4.2,active
E834,Marketing,Director,2019-01-02,73,79024,2.7,active
E835,Engineering,Manager,2019-01-01,73,69293,3.4,active
E836,Marketing,Intern,2019-01-01,73,145697,4.3,left
E837,Engineering,Director,2019-01-01,73,156537,1.7,active
E838,Engineering,Manager,2019-01-02,73,83304,3.3,active
E839,Marketing,Senior,2019-01-02,73,149374,2.8,active
E840,Operations,Director,2019-01-02,73,165452,4.8,active
E841,Marketing,Intern,2019-01-02,73,117737,2.4,active
E842,Finance,Director,2019-01-02,73,152173,4.5,active
E843,Operations,Senior,2019-01-02,73,72900,4.5,active
E844,Marketing,Director,2019-01-01,73,87170,4.0,active
E845,Finance,Director,2019-01-01,73,163494,2.9,left
E846,Engineering,Manager,2019-01-02,73,77532,1.7,active
E847,Finance,Senior,2019-01-01,73,154988,1.7,active
E848,Marketing,Junior,2019-01-01,73,66208,2.9,active
E849,Sales,Senior,2019-01-02,73,51742,1.5,active
E850,Finance,Intern,2019-01-01,73,81128,4.3,active
E851,HR,Senior,2019-01-01,73,44315,1.8,active
E852,Sales,Director,2019-01-01,73,168403,1.9,active
E853,HR,Intern,2019-01-01,73,168773,2.0,active
E854,Engineering,Director,2019-01-02,73,83863,4.3,left
E855,Marketing,Senior,2019-01-02,73,102719,4.3,active
E856,Marketing,Intern,2019-01-02,73,93430,1.6,active
E857,Finance,Junior,2019-01-02,73,83842,2.4,left
E858,Marketing,Intern,2019-01-01,73,135661,2.0,left
E859,Engineering,Director,2019-01-02,73,150968,4.0,active
E860,Engineering,Director,2019-01-02,73,95619,3.7,left
E861,Finance,Manager,2019-01-02,73,104227,3.8,active
E862,Sales,Director,2019-01-02,73,83596,1.7,active
E863,Finance,Intern,2019-01-01,73,174281,4.1,active
E864,Engineering,Junior,2019-01-02,73,128095,4.6,active
E865,Marketing,Junior,2019-01-01,73,124513,1.1,left
E866,Marketing,Junior,2019-01-02,73,166536,3.3,active
E867,Engineering,Intern,2019-01-01,73,162768,1.1,left
E868,Operations,Intern,2019-01-02,73,85841,4.1,left
E869,Marketing,Junior,2019-01-02,73,118868,4.8,active
E870,Engineering,Intern,2019-01-01,73,94516,2.8,active
E871,Engineering,Director,2019-01-01,73,40571,3.4,active
E872,Finance,Director,2019-01-02,73,106993,3.6,active
E873,Operations,Intern,2019-01-02,73,49324,2.5,active
E874,Operations,Junior,2019-01-01,73,155978,2.8,active
E875,Marketing,Director,2019-01-02,73,179735,1.5,active
E876,HR,Intern,2019-01-01,73,90415,4.1,active
E877,Marketing,Senior,2019-01-01,73,42809,1.8,active
E878,Finance,Junior,2019-01-02,73,55682,3.0,left
E879,Engineering,Intern,2019-01-02,73,87698,2.9,active
E880,Finance,Senior,2019-01-02,73,90707,3.5,active
E881,Engineering,Junior,2019-01-02,73,84882,1.3,active
E882,Engineering,Junior,2019-01-01,73,106248,3.5,left
E883,Finance,Director,2019-01-02,73,63116,4.2,active
E884,Marketing,Senior,2019-01-02,73,147879,2.2,active
E885,Finance,Manager,2019-01-01,73,120193,3.4,left
E886,Engineering,Junior,2019-01-02,73,94868,1.3,active
E887,Finance,Senior,2019-01-02,73,134955,3.8,active
E888,Sales,Manager,2019-01-01,73,137077,2.2,active
E889,Finance,Intern,2019-01-01,73,61421,4.8,active
E890,Finance,Manager,2019-01-02,73,133584,2.9,left
E891,Operations,Junior,2019-01-02,73,69411,1.8,active
E892,Finance,Senior,2019-01-01,73,178800,4.0,active
E893,Marketing,Junior,2019-01-02,73,161625,4.8,active
E894,HR,Director,2019-01-02,73,143277,3.0,active
E895,Marketing,Senior,2019-01-02,73,160221,4.2,active
E896,Marketing,Intern,2019-01-01,73,110327,2.6,active
E897,Marketing,Manager,2019-01-01,73,136256,3.9,left
E898,Engineering,Intern,2019-01-02,73,158835,3.3,active
E899,Engineering,Intern,2019-01-01,73,125221,4.7,active
E900,Sales,Director,2019-01-02,73,129154,2.4,active
E901,Sales,Junior,2019-01-02,73,54948,3.6,active
E902,Engineering,Manager,2019-01-01,73,40060,2.1,left
E903,Operations,Director,2019-01-01,73,148656,2.2,active
E904,Marketing,Intern,2019-01-01,73,72477,3.1,active
E905,Operations,Manager,2019-01-01,73,147574,2.6,active
E906,Engineering,Senior,2019-01-01,73,122046,4.4,active
E907,Engineering,Junior,2019-01-02,73,91196,4.2,active
E908,Sales,Senior,2019-01-01,73,50211,1.7,active
E909,Finance,Manager,2019-01-02,73,67430,4.2,left
E910,Operations,Intern,2019-01-01,73,130119,3.4,active
E911,HR,Manager,2019-01-01,73,87116,4.4,active
E912,Marketing,Junior,2019-01-02,73,172497,2.8,active
E913,Marketing,Senior,2019-01-01,73,114596,1.9,left
E914,HR,Manager,2019-01-01,73,78835,4.5,left
E915,Finance,Manager,2019-01-01,73,118448,1.5,active
E916,HR,Intern,2019-01-02,73,126785,2.3,active
E917,Sales,Junior,2019-01-02,73,129743,3.4,active
E918,HR,Director,2019-01-02,73,129072,3.6,left
E919,Sales,Director,2019-01-01,73,61998,2.0,left
E920,Sales,Senior,2019-01-01,73,80221,2.4,left
E921,Engineering,Junior,2019-01-02,73,136193,1.4,left
E922,HR,Director,2019-01-02,73,60753,4.0,left
E923,Sales,Junior,2019-01-01,73,144168,1.9,active
E924,Marketing,Junior,2019-01-01,73,177067,4.2,active
E925,Engineering,Manager,2019-01-01,73,143813,3.0,active
E926,HR,Intern,2019-01-02,73,112325,1.3,active
E927,Operations,Manager,2019-01-01,73,120777,1.3,active
E928,Finance,Intern,2019-01-02,73,61994,4.7,active
E929,Engineering,Manager,2019-01-01,73,166520,2.5,left
E930,Sales,Director,2019-01-02,73,57206,3.5,left
E931,HR,Director,2019-01-02,73,116315,3.2,active
E932,Operations,Director,2019-01-02,73,102483,4.0,left
E933,HR,Intern,2019-01-02,73,99955,4.0,active
E934,Finance,Intern,2019-01-01,73,105626,2.8,left
E935,Finance,Director,2019-01-02,73,63153,2.2,active
E936,HR,Junior,2019-01-02,73,44050,2.0,active
E937,Finance,Senior,2019-01-01,73,150352,4.7,left
E938,Sales,Junior,2019-01-01,73,67950,2.9,active
E939,Sales,Intern,2019-01-02,73,51350,3.3,left
E940,Engineering,Senior,2019-01-01,73,171576,3.4,active
E941,Operations,Director,2019-01-02,73,104614,4.2,active
E942,Engineering,Intern,2019-01-01,73,92190,3.0,active
E943,Finance,Manager,2019-01-01,73,47050,3.6,active
E944,Finance,Manager,2019-01-01,73,163708,1.3,active
E945,Finance,Intern,2019-01-01,73,131241,3.0,active
E946,Finance,Junior,2019-01-02,73,126057,4.9,left
E947,HR,Junior,2019-01-02,73,138193,1.5,left
E948,Sales,Manager,2019-01-02,73,49234,3.9,left
E949,Finance,Manager,2019-01-01,73,84187,1.1,left
E950,Marketing,Intern,2019-01-01,73,149927,3.2,active
E951,Sales,Manager,2019-01-02,73,80580,2.1,active
E952,Engineering,Manager,2019-01-02,73,124897,4.4,active
E953,Operations,Intern,2019-01-02,73,112679,2.2,active
E954,Sales,Intern,2019-01-01,73,97303,2.5,active
E955,Finance,Director,2019-01-01,73,55953,4.0,active
E956,HR,Director,2019-01-02,73,52394,1.6,active
E957,HR,Director,2019-01-02,73,42774,3.7,active
E958,Marketing,Intern,2019-01-01,73,108195,1.5,active
E959,HR,Director,2019-01-01,73,76458,4.1,active
E960,Sales,Director,2019-01-02,73,104812,4.0,left
E961,Engineering,Manager,2019-01-02,73,119271,3.2,active
E962,HR,Manager,2019-01-01,73,166039,2.3,active
E963,Sales,Manager,2019-01-02,73,132853,3.3,left
