campaign_id,campaign_name,channel,date,impressions,clicks,leads,spend,revenue
M344,Campaign 7,Facebook,2024-11-22,265482,7375,1262,9914.08,16202.61
M345,Campaign 12,Facebook,2024-09-20,246222,9786,747,17826.33,11389.36
M346,Campaign 10,Instagram,2024-09-23,410117,11563,1191,16874.1,47474.53
M347,Campaign 5,Email,2024-02-25,101216,3207,325,5179.53,14487.98
M348,Campaign 5,TikTok,2024-01-16,492226,13919,1956,7717.59,23029.79
M349,Campaign 2,Google Ads,2024-06-04,447811,20383,2662,6852.96,22279.23
M350,Campaign 11,Email,2024-07-10,372291,11067,1976,11923.98,25203.79
M351,Campaign 11,Facebook,2024-08-18,226859,3963,518,3124.29,4234.78
M352,Campaign 11,TikTok,2024-10-13,224143,3832,192,19461.18,67130.11
M353,Campaign 11,Facebook,2024-12-02,333425,9712,1896,19817.44,75617.55
M354,Campaign 6,LinkedIn,2024-04-05,456767,21491,1819,10134.02,25224.08
M355,Campaign 1,LinkedIn,2024-01-15,315686,3843,685,520.8,1319.78
M356,Campaign 5,LinkedIn,2024-03-17,156720,1745,317,17412.31,54832.77
M357,Campaign 8,LinkedIn,2024-02-17,476477,15033,1937,13709.11,12679.95
M358,Campaign 6,LinkedIn,2024-01-26,114013,4453,769,19870.0,26368.01
M359,Campaign 2,Google Ads,2024-11-27,376649,15477,3034,13197.59,39974.76
M360,Campaign 9,Google Ads,2024-06-16,388837,8259,1572,14353.23,15413.43
M361,Campaign 5,TikTok,2024-02-09,30728,1392,221,9802.29,24864.63
M362,Campaign 12,TikTok,2024-03-01,290950,12900,1999,1375.32,2783.83
M363,Campaign 5,Google Ads,2024-11-16,103406,4178,445,6192.48,3530.2
M364,Campaign 5,Instagram,2024-11-25,269305,2722,357,16659.52,19046.56
M365,Campaign 1,Facebook,2024-01-17,139309,2899,319,14546.34,20219.87
M366,Campaign 9,Google Ads,2024-04-25,280842,7216,963,13325.51,47143.42
M367,Campaign 12,LinkedIn,2024-07-31,430119,6357,765,9385.17,20081.45
M368,Campaign 11,Google Ads,2024-03-09,498177,15067,2711,1767.74,1348.08
M369,Campaign 9,Facebook,2024-07-12,373659,16242,1014,10461.88,13893.02
M370,Campaign 8,LinkedIn,2024-05-28,291120,5091,960,13836.92,49544.73
M371,Campaign 2,TikTok,2024-07-05,415223,18504,1463,19235.07,64232.55
M372,Campaign 9,Facebook,2024-05-25,26627,1157,120,5485.88,12499.45
M373,Campaign 4,Facebook,2024-08-02,329930,6019,602,8536.06,22332.41
M374,Campaign 12,Email,2024-12-06,82053,3732,518,16595.86,28172.58
M375,Campaign 10,LinkedIn,2024-12-30,57768,2134,353,5786.8,11819.24
M376,Campaign 3,Email,2024-09-14,224360,3695,372,16784.11,59172.46
M377,Campaign 9,Google Ads,2024-06-13,368527,13653,2277,13598.24,8293.84
M378,Campaign 9,Instagram,2024-08-10,32902,1003,175,2120.14,3746.18
M379,Campaign 2,TikTok,2024-01-04,93665,1109,145,10402.69,26327.44
M380,Campaign 9,Facebook,2024-04-12,241547,8441,424,10428.05,19432.15
M381,Campaign 1,Instagram,2024-03-16,86187,1699,165,15326.18,30733.82
M382,Campaign 7,TikTok,2024-07-13,202300,5359,304,12749.36,6583.99
M383,Campaign 1,LinkedIn,2024-09-19,308470,12075,1821,19759.85,26540.43
M384,Campaign 11,TikTok,2024-05-08,339317,12989,1267,19465.79,23220.08
M385,Campaign 3,Email,2024-09-30,347636,8846,1411,3290.53,7404.32
M386,Campaign 2,LinkedIn,2024-04-15,95091,1168,229,10118.51,35303.34
M387,Campaign 7,Instagram,2024-02-27,239990,3820,618,1879.96,3777.68
M388,Campaign 7,LinkedIn,2024-09-27,384738,18171,3080,9185.6,20235.29
M389,Campaign 10,TikTok,2024-06-29,386606,13373,1448,8790.0,6527.57
M390,Campaign 8,LinkedIn,2024-12-12,205598,7829,1250,13901.53,15405.32
M391,Campaign 9,Instagram,2024-06-03,21065,789,123,3760.17,10069.11
M392,Campaign 10,Instagram,2024-09-30,450398,16995,1937,5822.12,13737.6
M393,Campaign 6,Google Ads,2024-10-19,493601,19074,3596,14324.89,38126.75
M394,Campaign 9,LinkedIn,2024-09-28,23021,471,58,2165.76,3250.81
M395,Campaign 5,Instagram,2024-12-12,337896,11786,2020,8110.97,7488.77
M396,Campaign 11,Email,2024-09-22,24158,785,52,4728.85,13725.46
M397,Campaign 11,Instagram,2024-02-28,122253,5603,902,13632.05,32704.01
M398,Campaign 8,Email,2024-07-25,37992,1370,246,5395.52,10089.94
M399,Campaign 1,LinkedIn,2024-12-24,249801,9883,1265,12937.53,22060.05
M400,Campaign 10,Instagram,2024-05-11,287874,3658,655,8691.14,29365.86
M401,Campaign 9,Email,2024-07-16,415023,18005,2399,5283.56,9524.61
M402,Campaign 2,Email,2024-03-21,22001,267,15,13617.76,49181.33
M403,Campaign 9,TikTok,2024-08-28,401892,5579,939,9475.59,24327.55
M404,Campaign 4,LinkedIn,2024-10-12,433228,14966,1508,3382.39,6540.19
M405,Campaign 1,TikTok,2024-06-22,140659,2807,545,10587.58,22115.68
M406,Campaign 8,Instagram,2024-03-21,219824,3262,195,11324.75,11436.08
M407,Campaign 6,LinkedIn,2024-01-03,216166,7148,1193,1359.48,1468.57
M408,Campaign 4,Email,2024-12-23,310054,14274,1760,16708.0,26193.14
M409,Campaign 3,Facebook,2024-04-09,225351,7589,555,18964.74,65404.64
M410,Campaign 1,Instagram,2024-11-09,117409,5284,362,15529.16,39338.97
M411,Campaign 5,Instagram,2024-11-24,293277,13427,2479,7522.43,20866.6
M412,Campaign 5,LinkedIn,2024-06-08,243144,7616,1051,1539.88,2020.11
M413,Campaign 6,Email,2024-10-20,486631,12169,1514,11487.64,20147.6
M414,Campaign 6,Google Ads,2024-11-23,458159,16040,2582,12773.39,11785.9
M415,Campaign 10,Instagram,2024-06-25,137605,5298,985,14758.74,38291.15
M416,Campaign 8,Instagram,2024-09-20,311338,15245,1738,13634.98,54370.61
M417,Campaign 4,Google Ads,2024-09-19,30958,393,68,5721.56,19916.32
M418,Campaign 8,TikTok,2024-07-19,468676,17623,2455,18175.61,55795.79
M419,Campaign 5,LinkedIn,2024-12-23,378355,9780,1155,16608.3,10021.41
M420,Campaign 4,Google Ads,2024-08-29,418727,6011,1021,7381.09,26523.49
M421,Campaign 8,Email,2024-04-15,180954,5437,1085,17570.74,45391.79
M422,Campaign 10,Google Ads,2024-10-03,27803,785,111,12418.78,10657.46
M423,Campaign 2,TikTok,2024-05-25,107921,1859,178,18224.96,35870.73
M424,Campaign 11,Instagram,2024-04-06,278889,9172,684,10078.65,22091.58
M425,Campaign 4,Facebook,2024-09-28,246865,7064,545,11417.1,21431.43
M426,Campaign 9,LinkedIn,2024-12-14,209388,4426,312,3141.69,7720.6
M427,Campaign 3,Facebook,2024-10-08,422396,5502,1075,18782.47,26474.06
M428,Campaign 4,Email,2024-03-05,54261,1577,175,6394.66,9648.95
M429,Campaign 10,Facebook,2024-07-23,71536,1083,170,15853.66,16543.22
M430,Campaign 3,TikTok,2024-01-10,165053,3595,528,16125.3,55740.09
M431,Campaign 1,LinkedIn,2024-07-06,349935,14656,2274,14542.23,55139.39
M432,Campaign 10,LinkedIn,2024-01-04,403508,10562,1203,9038.33,23342.82
M433,Campaign 7,Google Ads,2024-10-08,141190,5417,940,9353.68,19373.56
M434,Campaign 2,Google Ads,2024-03-11,232699,4550,557,13625.18,29393.92
M435,Campaign 10,TikTok,2024-12-08,330815,14726,2447,4115.4,8292.85
M436,Campaign 5,Facebook,2024-05-01,465484,12650,681,12586.07,32075.97
M437,Campaign 5,LinkedIn,2024-10-27,480386,17389,3219,15112.39,51777.5
M438,Campaign 1,Instagram,2024-04-23,105832,4396,515,17745.58,23077.6
M439,Campaign 8,Email,2024-05-21,281669,3628,384,3685.32,5464.19
M440,Campaign 6,Google Ads,2024-07-16,453580,21885,2226,5383.87,3874.96
M441,Campaign 9,Instagram,2024-05-11,284159,4222,371,18470.33,35812.15
M442,Campaign 7,Email,2024-08-11,236743,5339,650,3751.97,3718.02
M443,Campaign 5,TikTok,2024-04-07,159361,2647,402,19814.3,77559.55
M444,Campaign 12,Email,2024-03-31,152353,1523,181,18325.23,73235.5
M445,Campaign 5,Facebook,2024-02-20,46806,519,75,1767.92,6443.63
M446,Campaign 4,Facebook,2024-03-23,235123,10446,663,3889.09,4711.09
M447,Campaign 7,Instagram,2024-04-14,309184,13866,2607,14162.01,41772.11
M448,Campaign 9,TikTok,2024-02-06,87335,1545,96,2255.59,3356.18
M449,Campaign 7,Facebook,2024-07-17,448546,14579,1820,6441.68,4994.1
M450,Campaign 2,Facebook,2024-08-24,397333,7334,1218,10072.89,31702.11
M451,Campaign 6,LinkedIn,2024-11-22,198560,5412,298,18145.81,62232.19
M452,Campaign 3,Google Ads,2024-05-23,314376,15251,1278,6422.21,11117.19
M453,Campaign 12,Email,2024-10-05,318861,9571,1036,6187.73,19928.11
M454,Campaign 10,LinkedIn,2024-11-15,87175,2901,404,18519.75,30588.62
M455,Campaign 3,Facebook,2024-10-10,412926,6556,1278,14831.08,58954.19
M456,Campaign 11,Email,2024-02-03,210752,8416,1490,3136.82,10064.03
M457,Campaign 7,Email,2024-06-28,329988,5867,963,11524.82,20580.41
M458,Campaign 12,Google Ads,2024-06-08,299916,14825,1566,11198.58,21516.79
M459,Campaign 4,TikTok,2024-07-13,27702,528,42,14272.91,43652.02
M460,Campaign 4,LinkedIn,2024-06-21,121758,6044,373,8079.94,18963.38
M461,Campaign 6,Google Ads,2024-03-10,146140,5579,849,16016.55,47176.42
M462,Campaign 10,Email,2024-01-25,261535,2788,417,16031.0,47429.88
M463,Campaign 10,LinkedIn,2024-02-01,72620,2029,135,6246.86,19859.43
M464,Campaign 11,Email,2024-10-08,461142,14047,1096,4646.54,5636.39
M465,Campaign 8,Instagram,2024-02-03,133285,1978,247,18147.69,54427.86
M466,Campaign 8,Facebook,2024-07-20,470961,12254,2166,14555.63,32245.67
M467,Campaign 3,Email,2024-03-27,162440,4014,414,9681.67,24863.82
M468,Campaign 6,LinkedIn,2024-09-03,312747,11020,1499,10054.5,23340.02
M469,Campaign 7,Google Ads,2024-12-04,166251,3536,433,15713.71,17646.08
M470,Campaign 5,Instagram,2024-02-25,188296,4070,778,7196.86,17369.0
M471,Campaign 6,Google Ads,2024-09-13,137136,5552,982,15832.86,62511.37
M472,Campaign 9,Google Ads,2024-04-28,369837,12838,901,14607.7,20878.98
M473,Campaign 11,Instagram,2024-12-05,340144,10371,1134,17634.55,41093.4
M474,Campaign 3,Facebook,2024-06-18,274448,7489,519,12992.77,49415.8
M475,Campaign 4,Facebook,2024-12-04,160693,5979,820,14403.76,11785.73
M476,Campaign 4,LinkedIn,2024-07-15,81607,2304,260,5262.86,9771.89
M477,Campaign 6,Email,2024-12-09,245827,5684,1122,15604.21,46981.29
M478,Campaign 3,Instagram,2024-01-11,405882,5611,964,18597.93,57863.38
M479,Campaign 1,LinkedIn,2024-08-10,85433,3327,323,4234.93,5396.11
M480,Campaign 1,Google Ads,2024-07-12,46755,753,140,13404.63,32542.46
M481,Campaign 3,LinkedIn,2024-12-18,379874,10740,1643,13928.79,38539.4
M482,Campaign 4,Instagram,2024-11-10,69149,2850,463,12788.78,32948.32
M483,Campaign 5,Google Ads,2024-06-29,343357,6991,1038,15170.99,32682.21
M484,Campaign 9,Google Ads,2024-11-28,91700,4315,641,15859.03,37616.72
M485,Campaign 2,TikTok,2024-06-22,20730,663,43,1794.21,4020.04
M486,Campaign 11,Facebook,2024-04-20,133308,1560,189,18262.65,14922.81
M487,Campaign 12,Email,2024-05-15,137023,3421,517,17914.09,33983.55
M488,Campaign 6,Google Ads,2024-07-31,334569,4988,374,14394.8,13156.09
M489,Campaign 10,Google Ads,2024-02-12,193550,8915,1747,12876.89,46748.44
M490,Campaign 4,Facebook,2024-12-28,337489,8086,927,12962.81,50093.06
M491,Campaign 12,TikTok,2024-09-23,158032,2317,138,2452.16,8909.47
M492,Campaign 1,Email,2024-12-29,281589,9321,1340,2542.64,5511.25
M493,Campaign 2,Email,2024-05-17,190587,2460,320,3956.13,3014.42
M494,Campaign 7,TikTok,2024-03-12,86221,3531,236,15121.3,35070.94
M495,Campaign 9,TikTok,2024-01-27,31058,1342,227,9462.3,27629.3
M496,Campaign 1,Instagram,2024-11-09,486820,19624,3396,13245.45,51642.16
M497,Campaign 11,Facebook,2024-07-14,478749,19076,1161,10937.31,36769.37
M498,Campaign 2,Google Ads,2024-08-07,10998,469,87,4961.98,6815.47
M499,Campaign 2,Google Ads,2024-06-24,204552,10155,1995,12100.78,22160.63
M500,Campaign 1,TikTok,2024-11-24,215886,8589,1388,13992.94,36000.48
M501,Campaign 11,Facebook,2024-12-16,198257,7809,1140,9531.35,8454.67
M502,Campaign 3,LinkedIn,2024-02-26,256603,5341,713,541.89,880.89
M503,Campaign 11,Google Ads,2024-12-11,17622,687,79,6683.75,21628.44
M504,Campaign 12,Facebook,2024-10-13,437363,20180,1570,9268.74,6933.75
M505,Campaign 11,Facebook,2024-05-26,26544,942,86,14736.89,9346.89
M506,Campaign 6,Instagram,2024-12-27,376758,13202,1066,18962.84,72323.68
M507,Campaign 11,LinkedIn,2024-01-02,252608,5870,1039,5942.91,21554.49
M508,Campaign 4,Google Ads,2024-06-11,28459,529,68,4848.85,18583.31
M509,Campaign 9,Google Ads,2024-05-15,221644,4777,350,13028.82,51490.12
M510,Campaign 6,Instagram,2024-11-07,121227,1835,169,16463.77,27036.85
M511,Campaign 10,Email,2024-09-09,107358,2775,501,3275.39,3941.0
M512,Campaign 12,Facebook,2024-02-18,489555,18299,3148,13850.27,15411.03
M513,Campaign 11,TikTok,2024-07-13,218303,4775,514,10336.74,9405.32
M514,Campaign 10,Instagram,2024-12-05,19191,951,115,16710.45,55597.71
M515,Campaign 2,Facebook,2024-04-19,239424,3215,599,19362.23,72064.27
M516,Campaign 7,Instagram,2024-04-11,175405,7888,1452,17427.76,10542.95
M517,Campaign 2,LinkedIn,2024-11-25,447955,15782,3146,15809.39,37823.64
M518,Campaign 8,Facebook,2024-09-11,24482,248,49,5578.72,12900.14
M519,Campaign 6,Email,2024-12-08,30379,1359,168,6809.38,3537.07
M520,Campaign 10,Email,2024-01-14,406409,12212,1725,12107.34,46026.57
M521,Campaign 5,Facebook,2024-10-01,174209,5235,1021,2414.14,5004.64
M522,Campaign 11,Google Ads,2024-04-25,460011,15242,1999,13625.42,53483.24
M523,Campaign 5,Facebook,2024-02-11,226085,4361,538,13516.18,44324.05
M524,Campaign 6,Instagram,2024-03-04,57140,617,88,4121.88,14676.62
M525,Campaign 12,TikTok,2024-12-24,194039,8322,1163,6535.83,15535.71
M526,Campaign 5,TikTok,2024-05-07,462509,18952,1520,19392.22,45754.94
M527,Campaign 11,Instagram,2024-06-13,264230,2825,463,3002.26,11915.48
M528,Campaign 1,Instagram,2024-11-07,320069,4270,720,2785.08,4464.22
M529,Campaign 5,TikTok,2024-03-31,173416,7242,1025,15351.67,56784.14
M530,Campaign 7,Instagram,2024-09-08,399954,18424,3352,6711.36,15960.95
M531,Campaign 10,Google Ads,2024-05-20,202127,2161,423,8465.35,28714.79
M532,Campaign 8,Email,2024-11-04,243157,7206,683,14376.58,25446.78
M533,Campaign 3,Facebook,2024-11-15,417759,6592,751,824.41,1511.14
M534,Campaign 10,TikTok,2024-10-10,58955,2018,105,579.99,1993.91
M535,Campaign 4,Instagram,2024-02-04,369502,13842,2501,11786.55,21504.77
M536,Campaign 10,Email,2024-07-27,459656,18460,3392,9306.6,33459.26
M537,Campaign 4,Email,2024-04-08,402761,15274,855,13774.63,8729.51
M538,Campaign 2,TikTok,2024-10-21,393118,14216,761,3546.97,5580.18
M539,Campaign 6,Instagram,2024-11-24,312820,13497,1621,11364.07,6811.96
M540,Campaign 11,Google Ads,2024-07-25,92577,4072,452,7227.2,22925.21
M541,Campaign 7,TikTok,2024-05-09,434868,10241,1287,12101.56,34547.65
M542,Campaign 7,Google Ads,2024-02-29,449464,18408,3061,16815.01,14251.32
M543,Campaign 5,Instagram,2024-02-14,215143,2321,174,16985.48,55527.52
M544,Campaign 9,Instagram,2024-12-07,250709,10376,1113,15432.41,54233.52
M545,Campaign 8,Email,2024-04-08,108874,3787,509,6036.14,10523.39
M546,Campaign 11,Email,2024-01-03,161176,4461,340,7427.35,15212.32
M547,Campaign 9,Google Ads,2024-03-18,425009,18581,1479,1200.65,1769.19
M548,Campaign 1,Email,2024-03-22,99292,2609,134,13813.38,54181.49
M549,Campaign 12,Google Ads,2024-05-25,71019,3523,521,9805.42,27911.95
M550,Campaign 2,TikTok,2024-11-16,190043,6687,814,16114.26,21611.0
M551,Campaign 8,Facebook,2024-07-02,430994,14076,2078,944.53,3415.0
M552,Campaign 2,Google Ads,2024-09-17,490616,19067,3197,4720.07,8715.35
M553,Campaign 3,Google Ads,2024-07-01,216255,2642,321,9938.5,34901.24
M554,Campaign 12,Email,2024-09-14,404464,5673,824,10749.06,41247.35
M555,Campaign 4,TikTok,2024-02-04,374297,17869,2779,12960.7,51024.94
M556,Campaign 9,Email,2024-03-06,230002,8292,1611,15862.72,62755.91
M557,Campaign 1,Email,2024-05-28,188730,2876,350,16116.29,37487.23
M558,Campaign 5,Google Ads,2024-05-28,368605,12335,1714,9513.89,20895.87
M559,Campaign 1,Email,2024-05-24,110731,1300,180,7660.35,30141.2
M560,Campaign 10,Google Ads,2024-12-19,456608,16965,2701,9850.45,31563.39
M561,Campaign 9,Google Ads,2024-04-25,437795,14076,749,19627.82,48736.6
M562,Campaign 12,Facebook,2024-10-01,303967,11258,2005,3072.88,10631.8
M563,Campaign 1,LinkedIn,2024-03-03,484984,21860,1663,18089.6,35550.14
M564,Campaign 2,LinkedIn,2024-05-11,188307,6284,461,4426.25,12463.53
M565,Campaign 2,Instagram,2024-01-31,64562,1471,158,9816.27,36700.35
M566,Campaign 12,TikTok,2024-07-09,293984,14304,935,16402.31,46330.45
M567,Campaign 11,Instagram,2024-02-29,373113,10335,842,2714.18,10478.49
M568,Campaign 5,Email,2024-12-15,180306,7889,879,8563.72,27951.91
M569,Campaign 10,TikTok,2024-07-04,420066,15770,3114,6984.77,16096.6
M570,Campaign 5,Instagram,2024-03-27,108274,5141,683,19771.1,22590.57
M571,Campaign 2,Google Ads,2024-05-29,61089,1102,133,6726.24,17205.07
M572,Campaign 7,Facebook,2024-06-23,59720,1475,280,1498.0,1725.69
M573,Campaign 5,Google Ads,2024-04-02,322626,14168,1944,18870.6,18119.92
M574,Campaign 6,TikTok,2024-01-30,462510,10355,863,6610.66,23246.87
M575,Campaign 6,Google Ads,2024-05-20,217765,8006,1207,13766.09,10914.45
M576,Campaign 1,LinkedIn,2024-06-30,91838,3348,542,19611.63,49074.73
M577,Campaign 5,Instagram,2024-05-02,178859,5572,806,18534.23,21320.93
M578,Campaign 10,Facebook,2024-09-28,386794,8422,546,6750.36,23695.4
M579,Campaign 3,LinkedIn,2024-11-29,240532,4900,755,17611.71,55751.59
M580,Campaign 1,Google Ads,2024-04-04,206674,5775,387,16359.46,62282.21
M581,Campaign 5,TikTok,2024-02-24,306722,5269,1032,2684.51,8311.72
M582,Campaign 12,LinkedIn,2024-05-10,295765,14157,2236,6785.98,8369.32
M583,Campaign 1,Email,2024-12-13,164799,4247,303,11949.07,18860.61
M584,Campaign 8,Facebook,2024-01-24,123801,5470,572,19298.42,48294.97
M585,Campaign 12,Facebook,2024-09-08,102459,1452,229,7760.83,19364.08
M586,Campaign 8,Instagram,2024-12-26,366785,14652,738,17651.98,27331.55
M587,Campaign 5,Facebook,2024-01-09,126601,4728,531,16807.4,25322.05
M588,Campaign 7,Google Ads,2024-06-16,408574,17163,3251,12047.4,30730.08
M589,Campaign 6,LinkedIn,2024-09-11,171389,4283,214,5043.93,10957.2
M590,Campaign 1,Google Ads,2024-09-20,89324,2235,180,1988.75,3036.67
M591,Campaign 9,Facebook,2024-10-12,401791,18717,3733,19548.47,44104.68
M592,Campaign 9,Email,2024-06-16,439083,9620,1160,1552.0,3197.92
M593,Campaign 4,LinkedIn,2024-07-24,386504,16371,3083,12941.45,37425.88
M594,Campaign 1,Email,2024-09-03,468868,18057,2495,11197.78,10876.65
M595,Campaign 5,Instagram,2024-11-04,294976,12644,2514,3263.97,12823.24
M596,Campaign 1,Facebook,2024-01-01,227339,5844,329,14065.09,19176.29
M597,Campaign 4,LinkedIn,2024-12-27,484796,7723,1521,19720.99,41829.12
M598,Campaign 11,Instagram,2024-04-20,205660,8543,800,2729.92,4307.16
M599,Campaign 10,LinkedIn,2024-01-06,426239,10279,1231,7172.5,19836.86
M600,Campaign 3,Email,2024-09-02,131995,4406,877,9199.15,18546.06
M601,Campaign 7,TikTok,2024-09-11,140380,2453,281,6111.72,4319.57
M602,Campaign 5,TikTok,2024-06-08,486399,6956,1374,18795.27,38796.25
M603,Campaign 11,Instagram,2024-05-23,229847,9251,1110,3580.32,9062.22
M604,Campaign 2,LinkedIn,2024-03-22,392817,16202,853,1267.3,3112.6
M605,Campaign 4,LinkedIn,2024-10-23,499740,10464,893,15779.4,43382.44
M606,Campaign 5,TikTok,2024-08-11,22163,832,105,7901.76,10831.02
M607,Campaign 5,LinkedIn,2024-07-23,186985,3421,451,17381.86,24848.43
M608,Campaign 10,Instagram,2024-02-27,493833,17008,2993,14602.44,55751.0
M609,Campaign 2,Instagram,2024-11-09,315569,10549,1913,6959.17,27190.2
M610,Campaign 4,Instagram,2024-10-04,179687,3417,471,5135.46,12080.65
M611,Campaign 9,Google Ads,2024-12-31,492650,19639,2590,11150.61,30317.32
M612,Campaign 3,Google Ads,2024-12-12,86161,3249,187,13804.73,30886.76
M613,Campaign 7,Email,2024-04-04,463248,22807,3734,4300.58,7006.33
M614,Campaign 12,Instagram,2024-01-04,289590,14182,2173,1651.74,2766.64
M615,Campaign 7,Email,2024-07-10,134508,6483,1090,13656.19,12768.19
M616,Campaign 4,TikTok,2024-10-16,271240,12212,1387,13614.0,42692.96
M617,Campaign 8,Facebook,2024-01-02,240207,10159,2004,5366.29,9019.22
M618,Campaign 7,Instagram,2024-03-03,203750,7424,1196,8635.52,8445.59
M619,Campaign 9,Google Ads,2024-12-15,277045,9693,580,5857.34,4034.88
M620,Campaign 10,LinkedIn,2024-01-19,296743,4418,311,13546.73,10938.87
M621,Campaign 1,TikTok,2024-04-27,43944,615,112,8307.58,13481.44
M622,Campaign 1,TikTok,2024-08-10,300601,9095,1172,2124.92,6182.79
M623,Campaign 8,Facebook,2024-04-01,375014,11661,1456,14564.92,30216.95
M624,Campaign 8,Facebook,2024-01-26,255793,6701,567,8892.4,24788.5
M625,Campaign 10,LinkedIn,2024-04-13,81113,4020,254,3528.18,7792.03
M626,Campaign 3,TikTok,2024-02-03,29691,1448,190,718.06,2165.65
M627,Campaign 5,Instagram,2024-04-30,50737,2388,457,18885.89,70149.72
M628,Campaign 1,TikTok,2024-12-28,379724,12900,670,7171.57,9168.13
M629,Campaign 12,Facebook,2024-08-26,419342,16932,1409,16205.59,46072.63
M630,Campaign 5,Instagram,2024-04-02,487867,23457,4136,1216.49,4493.62
M631,Campaign 10,Email,2024-12-30,125751,5491,1069,16603.52,42491.46
M632,Campaign 3,Email,2024-10-30,207781,6092,319,16827.94,31813.13
M633,Campaign 7,Email,2024-02-16,461183,20098,1564,16928.27,24068.31
M634,Campaign 8,LinkedIn,2024-08-01,138661,1947,295,14364.09,42909.15
M635,Campaign 11,Email,2024-07-17,290962,11028,802,19035.04,14744.47
M636,Campaign 9,Email,2024-07-19,39433,550,38,8261.3,8433.71
M637,Campaign 12,Email,2024-10-20,470443,16387,2548,12909.23,9236.54
M638,Campaign 2,Email,2024-04-06,365825,6793,761,9671.75,33724.0
M639,Campaign 12,Facebook,2024-08-11,413624,18723,1741,9855.33,7452.22
M640,Campaign 3,Email,2024-09-28,168124,2257,328,19569.64,35185.58
M641,Campaign 2,Instagram,2024-10-02,306254,3803,746,12804.35,27785.32
M642,Campaign 5,TikTok,2024-03-18,10026,282,32,6070.32,22626.88
M643,Campaign 5,Facebook,2024-07-13,33370,1232,83,2791.22,4159.3
M644,Campaign 2,Instagram,2024-12-22,250302,4935,765,9863.94,12025.09
M645,Campaign 3,Google Ads,2024-05-14,434766,18060,2158,15497.96,27097.84
M646,Campaign 5,Facebook,2024-01-17,248225,9205,1670,17169.65,54509.7
M647,Campaign 4,LinkedIn,2024-08-01,100845,4095,211,2760.36,1735.87
M648,Campaign 11,Facebook,2024-04-30,57749,1890,350,6996.29,5093.84
M649,Campaign 4,Instagram,2024-12-14,485887,12755,2429,18632.0,68402.09
M650,Campaign 4,Instagram,2024-09-21,103061,4112,813,18005.7,61117.98
M651,Campaign 4,Google Ads,2024-06-18,429943,12382,1450,3672.92,1961.52
M652,Campaign 11,Email,2024-08-03,255966,11873,1573,9697.07,12593.45
M653,Campaign 3,TikTok,2024-09-25,179405,7993,1010,6465.87,10374.21
M654,Campaign 11,Instagram,2024-05-05,494420,22650,1855,12429.65,26450.81
M655,Campaign 6,Facebook,2024-05-23,307946,12045,2002,3366.19,5542.74
M656,Campaign 5,Email,2024-03-29,409982,13418,1796,4548.53,5339.84
M657,Campaign 1,Instagram,2024-09-05,170585,6506,1088,12627.99,24428.52
M658,Campaign 7,TikTok,2024-09-19,492116,4994,318,10543.65,38363.3
M659,Campaign 1,Facebook,2024-03-19,70771,1079,153,18222.77,71865.7
M660,Campaign 3,LinkedIn,2024-12-11,254704,5000,807,4750.64,6231.51
M661,Campaign 7,TikTok,2024-09-16,272077,11389,1342,17697.88,16972.38
M662,Campaign 10,TikTok,2024-01-25,109827,4563,588,4515.19,9903.13
M663,Campaign 2,LinkedIn,2024-06-11,155709,5190,696,13043.08,37248.0
M664,Campaign 3,Google Ads,2024-12-13,22443,467,67,17839.0,31702.73
M665,Campaign 3,Facebook,2024-05-17,142027,5671,716,9149.89,18120.43
M666,Campaign 2,Instagram,2024-10-15,416526,19791,1466,11750.0,14226.5
M667,Campaign 7,LinkedIn,2024-10-09,378019,8978,506,4630.22,11330.92
M668,Campaign 6,Facebook,2024-06-09,438363,8588,1065,591.39,420.33
M669,Campaign 9,Google Ads,2024-10-02,248804,10539,1623,7026.81,20481.05
M670,Campaign 10,Email,2024-02-25,61473,1109,67,1735.03,5690.83
M671,Campaign 4,LinkedIn,2024-08-23,189483,8830,1159,11956.14,36170.19
M672,Campaign 8,Facebook,2024-03-25,305292,6770,1351,17896.33,11266.33
M673,Campaign 4,LinkedIn,2024-04-15,123990,4641,423,2183.04,7014.83
M674,Campaign 7,Instagram,2024-04-09,263229,5878,569,7655.01,7931.23
M675,Campaign 3,LinkedIn,2024-08-31,250697,3698,449,1851.62,3798.51
M676,Campaign 9,LinkedIn,2024-03-21,195329,2978,257,19181.27,12743.34
M677,Campaign 5,LinkedIn,2024-03-11,409895,14832,892,8277.5,8048.94
M678,Campaign 12,Facebook,2024-01-02,204095,2324,315,17555.83,24427.72
M679,Campaign 11,LinkedIn,2024-03-17,44226,784,96,4926.18,4288.59
M680,Campaign 2,Instagram,2024-08-31,265659,9214,1835,1148.79,1568.33
M681,Campaign 9,Facebook,2024-10-03,67205,2775,454,6650.11,10863.11
M682,Campaign 2,LinkedIn,2024-10-10,369485,4836,902,16155.49,49814.63
M683,Campaign 9,Email,2024-12-07,251097,3910,740,4036.8,3443.57
M684,Campaign 4,LinkedIn,2024-02-05,242335,3835,200,7821.95,23042.52
M685,Campaign 2,Facebook,2024-02-15,88884,3698,296,11544.61,34142.09
M686,Campaign 11,Facebook,2024-03-29,338010,10182,1437,4304.1,7265.66
M687,Campaign 4,LinkedIn,2024-03-15,450995,15573,1400,1150.12,613.33
