transaction_id,customer_id,transaction_date,product,channel,amount,status
T461,C1771,2024-12-12,Loan,API,905.66,completed
T462,C1734,2024-01-24,Credit Card,API,3936.25,refunded
T463,C1604,2024-07-21,Credit Card,Branch,2901.33,pending
T464,C1581,2024-07-03,Credit Card,Partner,1285.19,completed
T465,C1031,2024-04-08,Loan,Web,1831.85,completed
T466,C1094,2024-10-31,Mortgage,Branch,3668.36,completed
T467,C1671,2024-01-01,Checking,Web,1686.38,completed
T468,C1888,2024-09-15,Checking,Mobile,3176.15,refunded
T469,C1852,2024-02-05,Credit Card,Partner,463.37,completed
T470,C1058,2024-11-04,Investment,Partner,3611.42,completed
T471,C1359,2024-05-07,Mortgage,Web,1379.11,pending
T472,C1939,2024-04-19,Loan,Partner,3854.74,pending
T473,C1350,2024-08-09,Credit Card,Partner,1358.13,completed
T474,C1280,2024-10-30,Credit Card,Branch,884.06,completed
T475,C1583,2024-08-09,Credit Card,Branch,17.31,completed
T476,C1613,2024-08-18,Credit Card,Web,1408.13,refunded
T477,C1533,2024-07-07,Investment,Branch,4099.69,completed
T478,C1292,2024-12-28,Checking,Branch,922.7,completed
T479,C1721,2024-04-08,Mortgage,Partner,1579.9,completed
T480,C1933,2024-07-07,Mortgage,Web,4024.59,pending
T481,C1564,2024-01-16,Savings,API,2102.73,completed
T482,C1480,2024-06-15,Mortgage,Web,2704.29,completed
T483,C1503,2024-08-22,Savings,Web,4660.6,refunded
T484,C1376,2024-02-12,Mortgage,Mobile,2074.87,completed
T485,C1172,2024-12-15,Savings,Branch,2260.77,pending
T486,C1195,2024-06-20,Credit Card,Web,4851.59,completed
T487,C1791,2024-09-22,Savings,API,4661.76,completed
T488,C1335,2024-09-30,Mortgage,Partner,4762.96,pending
T489,C1425,2024-06-22,Investment,Branch,3654.56,refunded
T490,C1691,2024-04-07,Loan,Web,3583.44,completed
T491,C1379,2024-04-29,Mortgage,Web,367.74,completed
T492,C1174,2024-06-17,Credit Card,Branch,1494.77,completed
T493,C1545,2024-08-01,Loan,API,4902.91,pending
T494,C1410,2024-01-06,Mortgage,Partner,4072.37,pending
T495,C1667,2024-09-19,Mortgage,Branch,487.39,completed
T496,C1135,2024-02-15,Checking,Branch,174.54,pending
T497,C1425,2024-02-14,Mortgage,Web,1214.53,pending
T498,C1462,2024-05-28,Mortgage,Web,2156.77,completed
T499,C1695,2024-11-14,Checking,API,3879.57,completed
T500,C1764,2024-07-17,Credit Card,Mobile,1829.08,refunded
T501,C1121,2024-05-08,Investment,Partner,264.0,refunded
T502,C1311,2024-08-09,Credit Card,Mobile,4872.72,completed
T503,C1768,2024-02-13,Savings,Mobile,1643.88,pending
T504,C1275,2024-11-14,Mortgage,Mobile,4472.21,completed
T505,C1254,2024-05-17,Credit Card,API,2072.62,pending
T506,C1073,2024-03-25,Checking,Mobile,4065.09,pending
T507,C1059,2024-09-14,Mortgage,API,21.73,completed
T508,C1025,2024-07-30,Mortgage,API,1719.0,refunded
T509,C1444,2024-04-21,Credit Card,Web,3135.31,refunded
T510,C1651,2024-10-09,Mortgage,Web,2931.96,completed
T511,C1493,2024-09-09,Investment,API,1180.4,completed
T512,C1367,2024-09-10,Investment,Mobile,2775.02,completed
T513,C1303,2024-04-01,Investment,Partner,4638.3,completed
T514,C1442,2024-03-05,Credit Card,Partner,2812.42,completed
T515,C1104,2024-12-03,Investment,Mobile,3827.56,completed
T516,C1039,2024-03-28,Loan,Web,3378.61,refunded
T517,C1021,2024-10-28,Checking,API,4721.95,completed
T518,C1054,2024-09-16,Mortgage,Branch,3533.3,refunded
T519,C1714,2024-05-12,Credit Card,Mobile,2634.98,pending
T520,C1402,2024-06-20,Checking,Branch,1392.58,refunded
T521,C1789,2024-01-03,Loan,Mobile,4437.28,refunded
T522,C1170,2024-01-13,Checking,Mobile,1951.18,pending
T523,C1722,2024-04-27,Checking,Partner,1438.96,refunded
T524,C1912,2024-09-03,Credit Card,Web,223.74,completed
T525,C1543,2024-07-11,Credit Card,Mobile,167.24,pending
T526,C1665,2024-10-01,Mortgage,Web,904.67,completed
T527,C1595,2024-12-26,Loan,API,1093.38,completed
T528,C1163,2024-06-20,Investment,Branch,1275.66,completed
T529,C1010,2024-11-18,Checking,Mobile,3605.05,completed
T530,C1970,2024-06-08,Loan,API,1004.6,refunded
T531,C1359,2024-08-11,Mortgage,API,2452.19,pending
T532,C1929,2024-08-08,Checking,Branch,3988.32,completed
T533,C1522,2024-07-03,Investment,Mobile,1089.65,completed
T534,C1070,2024-02-24,Investment,Branch,4987.93,completed
T535,C1516,2024-03-28,Investment,Partner,2478.15,pending
T536,C1130,2024-07-05,Savings,Branch,672.29,completed
T537,C1247,2024-03-24,Savings,Partner,4374.1,completed
T538,C1954,2024-04-02,Mortgage,Mobile,1095.17,completed
T539,C1825,2024-02-02,Savings,Partner,3656.42,completed
T540,C1520,2024-05-04,Loan,API,2241.16,pending
T541,C1189,2024-09-27,Credit Card,Mobile,435.25,refunded
T542,C1791,2024-06-03,Loan,API,3849.92,refunded
T543,C1708,2024-06-12,Savings,Web,1017.94,refunded
T544,C1957,2024-10-19,Investment,Web,4290.45,completed
T545,C1767,2024-06-17,Credit Card,Mobile,1888.67,completed
T546,C1758,2024-12-15,Investment,Branch,1499.7,completed
T547,C1815,2024-09-29,Mortgage,Web,3832.01,pending
T548,C1288,2024-08-20,Investment,API,2324.74,pending
T549,C1580,2024-05-26,Savings,Branch,3729.82,pending
T550,C1837,2024-02-14,Credit Card,API,2529.01,refunded
T551,C1802,2024-12-27,Investment,Mobile,4716.83,completed
T552,C1392,2024-11-18,Credit Card,Web,4571.5,completed
T553,C1438,2024-01-13,Loan,Mobile,273.67,refunded
T554,C1957,2024-01-10,Credit Card,Web,3719.46,refunded
T555,C1610,2024-03-23,Savings,Mobile,3375.72,pending
T556,C1557,2024-09-20,Loan,Branch,1045.73,completed
T557,C1639,2024-02-15,Credit Card,Web,3252.42,completed
T558,C1104,2024-04-06,Loan,Mobile,3172.82,completed
T559,C1781,2024-08-01,Mortgage,Partner,3264.83,pending
T560,C1216,2024-08-25,Savings,Branch,3455.31,completed
T561,C1236,2024-02-23,Mortgage,Partner,3426.28,completed
T562,C1408,2024-07-16,Mortgage,Partner,3300.67,refunded
T563,C1738,2024-06-22,Loan,Partner,1120.23,completed
T564,C1473,2024-08-29,Savings,API,538.33,refunded
T565,C1113,2024-03-29,Mortgage,API,2521.65,completed
T566,C1681,2024-02-14,Mortgage,Partner,1647.88,pending
T567,C1080,2024-08-17,Savings,API,1719.14,completed
T568,C1606,2024-07-27,Loan,Branch,2126.54,pending
T569,C1337,2024-12-08,Credit Card,Partner,2427.87,refunded
T570,C1414,2024-10-15,Loan,Web,72.29,refunded
T571,C1301,2024-10-17,Savings,Web,2626.85,pending
T572,C1538,2024-09-12,Loan,API,2113.92,completed
T573,C1231,2024-01-05,Investment,API,4818.18,pending
T574,C1391,2024-07-03,Loan,Partner,1720.76,completed
T575,C1067,2024-06-23,Checking,Branch,2005.56,refunded
T576,C1470,2024-01-05,Savings,API,3670.22,pending
T577,C1288,2024-06-13,Loan,Branch,1725.81,completed
T578,C1829,2024-02-14,Checking,API,886.05,completed
T579,C1055,2024-09-16,Checking,Web,4340.77,pending
T580,C1215,2024-08-18,Investment,API,1136.17,completed
T581,C1394,2024-02-15,Loan,API,1571.8,completed
T582,C1377,2024-06-03,Credit Card,Branch,4655.68,completed
T583,C1894,2024-05-30,Loan,API,236.75,pending
T584,C1160,2024-09-23,Mortgage,Partner,1654.33,completed
T585,C1657,2024-01-16,Checking,Partner,3197.87,completed
T586,C1557,2024-12-11,Checking,Web,4901.64,completed
T587,C1344,2024-10-29,Checking,Mobile,448.45,refunded
T588,C1451,2024-12-05,Checking,Partner,3939.85,completed
T589,C1051,2024-05-05,Mortgage,API,2037.13,completed
T590,C1239,2024-05-21,Savings,Branch,1472.67,pending
T591,C1907,2024-12-04,Loan,Partner,1525.1,pending
T592,C1028,2024-12-04,Checking,Branch,3644.52,refunded
T593,C1143,2024-01-22,Mortgage,Mobile,1432.69,completed
T594,C1087,2024-05-05,Checking,Branch,2850.37,completed
T595,C1672,2024-05-28,Credit Card,API,1624.41,completed
T596,C1593,2024-08-05,Checking,API,4671.75,completed
T597,C1393,2024-10-10,Credit Card,Mobile,2591.33,completed
T598,C1270,2024-11-24,Savings,Web,4224.12,completed
T599,C1466,2024-10-08,Loan,Branch,2567.61,pending
T600,C1423,2024-01-29,Mortgage,Partner,1621.06,pending
T601,C1457,2024-05-15,Investment,Web,2485.94,completed
T602,C1246,2024-08-17,Investment,Web,4267.71,completed
T603,C1929,2024-04-30,Checking,Partner,4649.01,completed
T604,C1037,2024-10-31,Investment,Mobile,1709.97,refunded
T605,C1621,2024-10-27,Loan,API,865.36,pending
T606,C1767,2024-06-11,Investment,API,3405.14,completed
T607,C1178,2024-07-28,Savings,API,3915.81,completed
T608,C1784,2024-02-14,Checking,API,497.05,completed
T609,C1166,2024-12-10,Checking,API,4480.62,pending
T610,C1733,2024-10-15,Credit Card,Partner,325.76,refunded
T611,C1106,2024-04-22,Loan,API,2780.97,completed
T612,C1679,2024-05-17,Savings,API,3607.74,refunded
T613,C1773,2024-07-10,Checking,Mobile,2347.92,completed
T614,C1232,2024-05-10,Credit Card,Web,441.36,completed
T615,C1882,2024-07-04,Checking,Mobile,807.55,completed
T616,C1298,2024-03-07,Loan,API,1236.32,completed
T617,C1704,2024-07-31,Savings,Mobile,2141.09,pending
T618,C1734,2024-11-13,Savings,Mobile,2140.88,completed
T619,C1380,2024-04-19,Credit Card,API,2636.96,completed
T620,C1097,2024-10-31,Credit Card,Branch,2420.65,completed
T621,C1122,2024-11-24,Checking,Mobile,4341.98,pending
T622,C1138,2024-10-22,Loan,API,4967.83,completed
T623,C1376,2024-07-08,Investment,Web,4783.1,completed
T624,C1280,2024-03-08,Mortgage,API,4800.89,completed
T625,C1500,2024-10-03,Mortgage,Partner,2676.92,refunded
T626,C1136,2024-04-12,Investment,Partner,3002.88,completed
T627,C1344,2024-08-25,Loan,Branch,4159.0,pending
T628,C1866,2024-11-28,Savings,Partner,3217.34,completed
T629,C1782,2024-07-31,Loan,Mobile,1980.6,completed
T630,C1140,2024-01-09,Savings,Partner,4829.75,completed
T631,C1717,2024-08-04,Credit Card,Web,4990.94,pending
T632,C1152,2024-07-04,Savings,Partner,1382.48,pending
T633,C1489,2024-02-04,Credit Card,Mobile,2156.73,completed
T634,C1517,2024-02-21,Investment,API,846.03,refunded
T635,C1513,2024-06-06,Checking,Branch,1782.31,pending
T636,C1223,2024-02-13,Checking,API,1885.23,refunded
T637,C1604,2024-12-19,Savings,API,3160.35,completed
T638,C1085,2024-03-13,Checking,Branch,2656.89,completed
T639,C1362,2024-05-22,Investment,Web,4742.63,completed
T640,C1148,2024-04-21,Investment,Mobile,4033.12,refunded
T641,C1251,2024-10-25,Checking,Branch,537.45,completed
T642,C1702,2024-02-09,Checking,Mobile,4448.91,completed
T643,C1187,2024-09-04,Mortgage,Branch,463.27,completed
T644,C1461,2024-05-23,Mortgage,API,1964.69,completed
T645,C1653,2024-04-06,Checking,Partner,4037.53,completed
T646,C1203,2024-05-15,Investment,API,2543.35,completed
T647,C1950,2024-03-28,Checking,API,563.63,refunded
T648,C1518,2024-05-21,Loan,Mobile,3091.15,completed
T649,C1633,2024-01-16,Investment,Web,4536.28,pending
T650,C1969,2024-11-26,Checking,Web,209.36,completed
T651,C1092,2024-10-09,Loan,Web,1060.97,refunded
T652,C1237,2024-07-09,Credit Card,Mobile,421.7,completed
T653,C1453,2024-08-18,Credit Card,Web,2063.99,completed
T654,C1601,2024-07-31,Loan,Mobile,2072.64,pending
T655,C1023,2024-10-11,Loan,Web,1899.46,completed
T656,C1913,2024-04-23,Mortgage,Branch,2109.37,completed
T657,C1878,2024-09-22,Investment,Mobile,2839.72,pending
T658,C1869,2024-01-07,Mortgage,API,909.11,completed
T659,C1773,2024-08-14,Savings,Branch,2420.67,pending
T660,C1590,2024-06-24,Savings,Mobile,4238.61,pending
T661,C1942,2024-03-14,Credit Card,Mobile,3321.22,completed
T662,C1905,2024-02-23,Investment,Web,4200.21,pending
T663,C1808,2024-04-08,Mortgage,Branch,4884.83,completed
T664,C1043,2024-07-06,Credit Card,Web,1204.88,completed
T665,C1490,2024-07-23,Savings,Branch,3812.61,completed
T666,C1128,2024-10-24,Credit Card,Mobile,3782.02,completed
T667,C1237,2024-12-12,Credit Card,Branch,2763.33,completed
T668,C1240,2024-10-16,Investment,Branch,4572.08,completed
T669,C1527,2024-08-15,Loan,Mobile,148.88,completed
T670,C1357,2024-04-04,Checking,Partner,307.23,completed
T671,C1290,2024-01-25,Savings,Mobile,3740.85,completed
T672,C1167,2024-05-09,Credit Card,Branch,3998.23,completed
T673,C1659,2024-09-10,Mortgage,Branch,708.06,pending
T674,C1944,2024-10-18,Mortgage,API,944.23,completed
T675,C1233,2024-05-11,Investment,Web,1592.77,completed
T676,C1937,2024-09-25,Checking,Branch,1544.54,completed
T677,C1423,2024-07-20,Investment,Partner,1060.94,completed
T678,C1656,2024-01-17,Checking,API,928.51,pending
T679,C1931,2024-11-21,Checking,Web,3575.68,refunded
T680,C1811,2024-09-09,Checking,Mobile,3278.21,completed
T681,C1596,2024-03-11,Mortgage,Partner,292.52,pending
T682,C1995,2024-03-22,Savings,Branch,2409.49,completed
T683,C1340,2024-02-06,Credit Card,Mobile,1287.58,completed
T684,C1290,2024-08-04,Mortgage,Web,4142.6,completed
T685,C1722,2024-03-29,Savings,API,3838.81,pending
T686,C1734,2024-02-17,Savings,Partner,3718.78,completed
T687,C1579,2024-11-03,Credit Card,Branch,1069.61,refunded
T688,C1308,2024-12-16,Checking,Mobile,3082.87,pending
T689,C1409,2024-01-25,Checking,Mobile,3264.84,completed
T690,C1696,2024-02-06,Investment,Branch,4192.17,pending
T691,C1871,2024-09-29,Savings,Branch,1188.59,completed
T692,C1571,2024-02-26,Mortgage,Partner,2846.15,pending
T693,C1441,2024-06-06,Credit Card,Branch,968.54,pending
T694,C1010,2024-04-11,Loan,Web,1385.96,completed
T695,C1667,2024-01-04,Loan,Web,2911.36,completed
T696,C1885,2024-11-18,Checking,Web,127.38,completed
T697,C1383,2024-06-25,Checking,Mobile,2658.07,completed
T698,C1039,2024-03-17,Credit Card,Web,4945.02,completed
T699,C1927,2024-01-20,Savings,Mobile,3090.25,completed
T700,C1272,2024-01-25,Loan,Branch,2514.13,completed
T701,C1673,2024-02-29,Investment,Partner,913.1,completed
T702,C1560,2024-10-02,Mortgage,API,3659.57,completed
T703,C1950,2024-05-25,Mortgage,Branch,1505.9,refunded
T704,C1527,2024-08-18,Mortgage,Branch,3102.57,pending
T705,C1867,2024-09-20,Savings,API,1772.52,completed
T706,C1451,2024-03-31,Savings,Web,3500.16,refunded
T707,C1568,2024-06-04,Loan,Partner,4761.35,completed
T708,C1230,2024-12-06,Checking,Partner,2616.3,completed
T709,C1760,2024-01-15,Loan,Partner,2881.84,pending
T710,C1435,2024-04-13,Credit Card,Partner,312.64,completed
T711,C1204,2024-10-31,Credit Card,Mobile,3130.17,completed
T712,C1125,2024-02-28,Savings,Web,3527.51,pending
T713,C1848,2024-03-30,Savings,API,80.97,completed
T714,C1803,2024-10-29,Investment,Mobile,2256.28,completed
T715,C1866,2024-01-10,Credit Card,Branch,823.43,completed
T716,C1887,2024-05-06,Checking,Branch,1635.58,pending
T717,C1125,2024-07-26,Credit Card,Web,522.77,pending
T718,C1139,2024-09-08,Savings,Web,1821.19,completed
T719,C1250,2024-04-16,Savings,Branch,1371.85,completed
T720,C1547,2024-05-09,Credit Card,API,2862.09,completed
T721,C1479,2024-03-08,Savings,API,4552.38,refunded
T722,C1939,2024-07-07,Savings,API,622.16,completed
T723,C1649,2024-12-18,Investment,API,2571.26,completed
T724,C1127,2024-09-29,Loan,Partner,1313.61,refunded
T725,C1917,2024-10-12,Loan,Partner,4021.88,completed
T726,C1729,2024-11-02,Checking,Branch,52.53,refunded
T727,C1310,2024-01-16,Loan,Partner,2043.02,completed
T728,C1002,2024-11-19,Loan,API,1979.86,completed
T729,C1137,2024-11-21,Mortgage,API,449.48,refunded
T730,C1979,2024-05-05,Investment,Web,1753.68,completed
T731,C1484,2024-06-14,Checking,Partner,1245.42,completed
T732,C1146,2024-03-26,Savings,Mobile,1287.12,refunded
T733,C1427,2024-10-09,Loan,Partner,4734.86,completed
T734,C1325,2024-09-17,Checking,Web,2212.91,refunded
T735,C1668,2024-09-02,Loan,API,115.44,completed
T736,C1697,2024-10-22,Credit Card,Branch,1417.64,refunded
T737,C1777,2024-12-15,Mortgage,Branch,2345.2,completed
T738,C1621,2024-10-10,Savings,API,3262.59,completed
T739,C1923,2024-09-20,Checking,Partner,4156.88,completed
T740,C1867,2024-07-31,Credit Card,Branch,2211.0,completed
T741,C1791,2024-08-30,Checking,Mobile,713.46,pending
T742,C1052,2024-10-16,Loan,Web,2258.92,completed
T743,C1840,2024-03-11,Mortgage,Branch,4900.76,pending
T744,C1027,2024-06-23,Investment,Partner,3970.38,completed
T745,C1151,2024-09-28,Investment,Branch,1027.86,refunded
T746,C1655,2024-07-03,Savings,Mobile,4984.77,pending
T747,C1216,2024-04-16,Savings,API,4640.9,completed
T748,C1980,2024-05-01,Mortgage,Mobile,3173.79,completed
T749,C1230,2024-08-01,Checking,Mobile,2214.26,completed
T750,C1245,2024-09-02,Credit Card,Partner,2099.47,completed
T751,C1356,2024-01-27,Credit Card,Web,2379.56,completed
T752,C1690,2024-05-11,Checking,Branch,2402.89,pending
T753,C1759,2024-06-05,Loan,API,2142.25,completed
T754,C1536,2024-01-28,Credit Card,Mobile,916.02,pending
T755,C1212,2024-07-30,Credit Card,Partner,522.48,pending
T756,C1169,2024-04-12,Checking,API,2410.39,refunded
T757,C1694,2024-10-26,Credit Card,Partner,1612.33,completed
T758,C1043,2024-03-22,Investment,Branch,1844.5,completed
T759,C1266,2024-02-12,Savings,Mobile,2996.91,completed
T760,C1483,2024-04-29,Checking,Partner,1248.21,completed
T761,C1174,2024-05-01,Checking,API,3980.75,refunded
T762,C1278,2024-08-05,Checking,Partner,4316.55,completed
T763,C1229,2024-12-19,Checking,Partner,117.74,pending
T764,C1555,2024-11-09,Savings,Mobile,3372.63,refunded
T765,C1280,2024-04-01,Mortgage,Branch,1233.59,completed
T766,C1848,2024-09-03,Loan,Mobile,4022.12,pending
T767,C1371,2024-04-28,Investment,API,2729.21,completed
T768,C1627,2024-08-23,Investment,Mobile,3636.27,completed
T769,C1939,2024-04-24,Mortgage,Branch,3970.96,completed
T770,C1453,2024-12-18,Loan,Partner,2203.14,pending
T771,C1637,2024-12-28,Loan,Branch,1843.4,pending
T772,C1925,2024-12-19,Savings,Partner,2339.83,completed
T773,C1209,2024-05-20,Investment,API,41.77,completed
T774,C1787,2024-03-13,Mortgage,Branch,3878.29,completed
T775,C1224,2024-02-10,Loan,API,2022.17,completed
T776,C1440,2024-08-15,Credit Card,Branch,1521.03,refunded
T777,C1409,2024-12-31,Mortgage,API,4689.36,completed
T778,C1286,2024-12-09,Checking,Partner,4588.28,completed
T779,C1775,2024-05-12,Credit Card,Web,734.03,completed
T780,C1395,2024-09-07,Mortgage,API,736.24,refunded
T781,C1860,2024-03-14,Credit Card,Web,2877.11,pending
T782,C1176,2024-12-07,Credit Card,API,1898.49,completed
T783,C1104,2024-06-20,Checking,Branch,3272.66,completed
T784,C1049,2024-12-25,Checking,Web,934.15,refunded
T785,C1605,2024-11-29,Investment,Branch,1446.53,refunded
T786,C1935,2024-12-08,Loan,Partner,2835.72,pending
T787,C1894,2024-09-29,Investment,Mobile,3910.0,completed
T788,C1248,2024-12-10,Checking,Mobile,4791.28,pending
T789,C1349,2024-04-20,Credit Card,Branch,127.26,completed
T790,C1101,2024-11-07,Credit Card,Mobile,4118.19,completed
T791,C1535,2024-01-06,Credit Card,Web,3822.52,completed
T792,C1247,2024-08-16,Mortgage,Partner,2972.87,completed
T793,C1347,2024-05-26,Checking,Web,2278.76,pending
T794,C1954,2024-10-11,Checking,Partner,981.46,completed
T795,C1178,2024-02-03,Savings,Web,2779.52,completed
T796,C1729,2024-10-07,Checking,Branch,3516.8,completed
T797,C1182,2024-04-11,Checking,Mobile,3954.54,completed
T798,C1564,2024-04-05,Mortgage,Partner,862.85,refunded
T799,C1527,2024-03-17,Credit Card,Web,841.68,refunded
T800,C1555,2024-05-31,Mortgage,Web,1496.6,completed
T801,C1470,2024-10-09,Savings,Mobile,3416.02,refunded
T802,C1992,2024-11-28,Investment,API,2777.18,completed
T803,C1993,2024-02-15,Investment,Web,1726.44,completed
T804,C1036,2024-12-01,Credit Card,API,843.44,completed
T805,C1110,2024-09-13,Savings,Branch,2538.91,completed
T806,C1590,2024-08-07,Savings,Mobile,1562.24,completed
T807,C1602,2024-08-28,Credit Card,API,994.0,completed
T808,C1196,2024-03-31,Mortgage,API,3652.88,completed
T809,C1518,2024-02-21,Checking,Mobile,566.22,completed
T810,C1370,2024-06-12,Loan,Partner,3291.31,refunded
T811,C1149,2024-10-23,Credit Card,Partner,4292.08,completed
T812,C1253,2024-01-03,Loan,Branch,3694.0,completed
T813,C1818,2024-12-17,Investment,Web,2210.54,refunded
T814,C1760,2024-04-06,Investment,Mobile,2781.67,pending
T815,C1692,2024-07-25,Loan,API,938.29,refunded
T816,C1300,2024-08-01,Checking,Partner,2890.4,refunded
T817,C1295,2024-08-21,Credit Card,Mobile,3033.37,completed
T818,C1508,2024-09-03,Mortgage,Web,2688.21,refunded
T819,C1872,2024-01-08,Savings,Mobile,812.52,refunded
T820,C1670,2024-06-04,Checking,Web,4123.41,completed
T821,C1356,2024-02-23,Savings,API,644.12,completed
T822,C1544,2024-05-19,Investment,Web,81.3,refunded
T823,C1377,2024-11-22,Loan,Mobile,3316.56,completed
T824,C1634,2024-08-26,Credit Card,Partner,4063.09,completed
T825,C1827,2024-04-18,Credit Card,API,4340.33,pending
T826,C1171,2024-09-10,Checking,Web,3172.72,completed
T827,C1978,2024-10-26,Savings,Partner,2139.63,completed
T828,C1909,2024-09-16,Credit Card,Branch,2502.7,completed
T829,C1252,2024-10-28,Investment,Partner,2871.25,pending
T830,C1690,2024-06-07,Mortgage,Web,3071.84,completed
T831,C1683,2024-08-25,Checking,Mobile,1618.6,pending
T832,C1467,2024-10-19,Savings,Branch,3091.34,refunded
T833,C1920,2024-06-10,Loan,Branch,1755.94,refunded
T834,C1161,2024-11-22,Investment,Branch,4711.4,refunded
T835,C1520,2024-11-01,Checking,Mobile,3736.8,completed
T836,C1372,2024-08-23,Credit Card,Web,115.19,completed
T837,C1435,2024-11-21,Savings,API,4332.21,completed
T838,C1587,2024-07-27,Mortgage,Web,1324.05,completed
T839,C1413,2024-06-15,Credit Card,Web,455.88,completed
T840,C1507,2024-12-19,Loan,Branch,717.55,completed
T841,C1936,2024-09-24,Investment,Branch,1276.31,completed
T842,C1128,2024-06-20,Credit Card,Partner,1985.75,refunded
T843,C1245,2024-06-23,Investment,Branch,1043.29,completed
T844,C1773,2024-07-21,Credit Card,Branch,185.03,pending
T845,C1215,2024-10-23,Loan,Partner,1140.58,completed
T846,C1958,2024-04-04,Mortgage,Mobile,1651.58,pending
T847,C1814,2024-07-28,Investment,Branch,3868.09,completed
T848,C1525,2024-02-08,Checking,Partner,4711.9,completed
T849,C1590,2024-05-16,Savings,Mobile,2570.2,refunded
T850,C1521,2024-05-15,Savings,Mobile,2335.16,refunded
T851,C1746,2024-07-11,Mortgage,Mobile,72.61,completed
T852,C1555,2024-04-09,Savings,Branch,3644.38,completed
T853,C1962,2024-04-08,Loan,API,1737.69,completed
T854,C1530,2024-12-20,Credit Card,Web,587.71,refunded
T855,C1988,2024-11-11,Credit Card,API,3678.5,completed
T856,C1664,2024-01-26,Mortgage,Partner,3030.11,pending
T857,C1439,2024-04-27,Mortgage,Branch,867.75,refunded
T858,C1410,2024-09-27,Loan,Mobile,2617.08,refunded
T859,C1490,2024-05-11,Checking,Web,4017.35,completed
T860,C1964,2024-10-22,Investment,Branch,2339.28,completed
T861,C1114,2024-12-26,Checking,Partner,2242.67,refunded
T862,C1119,2024-11-01,Mortgage,Mobile,3555.56,refunded
T863,C1156,2024-03-02,Savings,API,3189.82,completed
T864,C1903,2024-08-08,Checking,Branch,1432.42,refunded
T865,C1784,2024-01-07,Credit Card,Partner,3251.05,pending
T866,C1225,2024-11-24,Investment,API,4720.09,completed
T867,C1617,2024-11-29,Investment,Branch,3654.6,pending
T868,C1435,2024-04-23,Mortgage,Mobile,2194.68,completed
T869,C1306,2024-04-08,Investment,API,1859.24,completed
T870,C1612,2024-11-12,Checking,Web,1557.08,completed
T871,C1537,2024-09-09,Savings,API,1426.59,completed
T872,C1688,2024-08-15,Checking,Branch,1309.13,completed
T873,C1546,2024-04-30,Checking,Web,2421.38,completed
T874,C1548,2024-05-06,Mortgage,Web,1171.0,refunded
T875,C1021,2024-07-11,Investment,API,3967.94,refunded
T876,C1969,2024-07-08,Loan,Branch,2315.41,pending
T877,C1078,2024-07-29,Mortgage,API,1255.98,refunded
T878,C1543,2024-03-24,Checking,Branch,1580.56,completed
T879,C1154,2024-11-18,Mortgage,API,677.47,completed
T880,C1216,2024-03-06,Savings,Branch,4321.79,completed
T881,C1071,2024-11-23,Investment,Web,194.42,completed
T882,C1408,2024-02-24,Investment,Branch,4897.43,refunded
T883,C1807,2024-08-17,Credit Card,Web,4049.69,completed
T884,C1710,2024-10-05,Loan,API,387.03,pending
T885,C1428,2024-03-06,Credit Card,Partner,3724.95,completed
T886,C1572,2024-11-22,Mortgage,Partner,3749.19,completed
T887,C1717,2024-04-21,Credit Card,Mobile,2640.04,completed
T888,C1015,2024-02-07,Investment,Web,4154.98,completed
T889,C1141,2024-12-30,Loan,API,4274.8,completed
T890,C1782,2024-06-02,Mortgage,Mobile,2625.12,completed
T891,C1744,2024-08-01,Investment,API,1759.32,refunded
T892,C1815,2024-10-26,Mortgage,Partner,4587.88,pending
T893,C1789,2024-01-10,Loan,Partner,3916.19,completed
T894,C1331,2024-05-05,Loan,API,67.76,refunded
T895,C1282,2024-02-29,Credit Card,Branch,2991.76,completed
T896,C1937,2024-09-14,Checking,Mobile,2943.31,refunded
T897,C1755,2024-01-28,Credit Card,Branch,3789.3,completed
T898,C1435,2024-10-18,Credit Card,Web,4177.45,refunded
T899,C1626,2024-04-07,Loan,API,4055.97,refunded
T900,C1912,2024-02-09,Mortgage,API,2102.84,refunded
T901,C1123,2024-12-27,Investment,Branch,901.49,pending
T902,C1953,2024-11-04,Loan,Branch,659.74,completed
T903,C1456,2024-10-31,Loan,Partner,1404.67,completed
T904,C1899,2024-04-09,Checking,Branch,2661.71,pending
T905,C1409,2024-12-14,Checking,Branch,3148.74,completed
T906,C1644,2024-04-12,Investment,Mobile,3269.31,completed
T907,C1036,2024-09-21,Savings,API,4427.13,refunded
T908,C1009,2024-08-20,Loan,Branch,2718.75,completed
T909,C1770,2024-02-02,Loan,API,1702.9,completed
T910,C1232,2024-09-06,Mortgage,Mobile,1472.16,completed
T911,C1865,2024-04-25,Credit Card,Branch,3697.5,refunded
T912,C1999,2024-03-27,Investment,Branch,986.76,pending
T913,C1998,2024-01-07,Credit Card,Web,1846.88,pending
T914,C1188,2024-05-17,Loan,Partner,2324.62,pending
T915,C1748,2024-05-02,Mortgage,Mobile,1198.88,completed
T916,C1136,2024-11-08,Investment,API,788.19,completed
T917,C1269,2024-12-08,Savings,Web,132.38,completed
T918,C1324,2024-12-31,Checking,Mobile,2515.23,pending
T919,C1816,2024-03-22,Credit Card,Mobile,2396.21,completed
T920,C1173,2024-04-12,Credit Card,Web,826.87,completed
T921,C1577,2024-03-08,Investment,Branch,2743.6,completed
