user_id,signup_date,plan,top_feature,sessions,days_active,mrr,status
U485,2023-06-17,Enterprise,Reports,87,4,164.9,active
U486,2023-09-06,Pro,AI Insights,112,23,6.56,active
U487,2024-02-15,Pro,API,163,17,228.75,active
U488,2023-03-14,Business,API,188,9,424.92,active
U489,2023-08-02,Pro,AI Insights,100,27,139.25,active
U490,2023-10-05,Business,Automation,78,0,13.88,active
U491,2023-12-12,Pro,Automation,104,23,364.83,active
U492,2023-06-02,Enterprise,Reports,39,7,259.06,active
U493,2023-11-28,Free,Automation,199,4,396.42,active
U494,2024-01-13,Pro,Integrations,119,6,46.82,active
U495,2024-01-05,Business,AI Insights,196,24,0.54,active
U496,2023-03-05,Enterprise,API,153,28,13.4,trial
U497,2024-05-05,Business,Automation,68,19,100.4,active
U498,2024-02-23,Pro,Integrations,183,2,32.76,active
U499,2023-05-24,Free,Reports,21,10,345.1,trial
U500,2023-04-19,Business,Dashboard,180,2,433.34,churned
U501,2023-05-31,Free,API,112,3,217.84,active
U502,2024-02-19,Enterprise,API,20,28,34.94,active
U503,2024-01-07,Free,Dashboard,96,18,76.15,trial
U504,2023-04-18,Free,Dashboard,129,30,166.16,churned
U505,2023-01-07,Pro,Dashboard,73,5,435.22,active
U506,2023-07-11,Free,API,71,29,322.53,churned
U507,2023-07-15,Enterprise,Reports,20,26,456.15,churned
U508,2023-11-06,Free,AI Insights,169,14,238.08,active
U509,2023-08-06,Free,API,50,0,243.9,active
U510,2023-11-12,Enterprise,Dashboard,24,11,320.85,trial
U511,2023-04-06,Pro,Automation,200,2,495.62,trial
U512,2023-06-23,Pro,AI Insights,146,10,460.11,trial
U513,2023-04-03,Business,Reports,11,1,463.69,active
U514,2023-07-31,Free,Dashboard,109,6,239.36,active
U515,2023-01-04,Free,Automation,169,10,497.19,trial
U516,2024-04-04,Enterprise,Dashboard,174,24,435.72,active
U517,2024-02-25,Enterprise,Automation,155,17,489.46,active
U518,2023-08-23,Free,Automation,45,22,133.27,active
U519,2023-07-04,Business,Dashboard,196,30,357.34,active
U520,2023-11-15,Pro,Reports,110,30,481.4,churned
U521,2023-03-05,Pro,Integrations,141,17,283.33,trial
U522,2023-07-03,Enterprise,AI Insights,182,13,401.64,trial
U523,2023-02-06,Free,Automation,116,25,473.97,active
U524,2023-09-12,Enterprise,Integrations,30,15,16.67,active
U525,2023-02-26,Free,Reports,176,9,144.68,trial
U526,2023-10-25,Enterprise,API,183,25,289.95,active
U527,2023-08-27,Pro,API,150,15,282.54,trial
U528,2023-04-20,Enterprise,API,121,19,111.46,active
U529,2023-11-19,Business,Dashboard,96,28,418.09,active
U530,2023-08-16,Enterprise,Integrations,103,30,305.71,active
U531,2023-12-14,Business,Reports,184,10,261.02,churned
U532,2023-08-31,Free,AI Insights,75,25,245.57,active
U533,2023-09-06,Free,Automation,192,7,402.98,active
U534,2024-04-17,Pro,Integrations,85,8,476.56,active
U535,2023-12-09,Enterprise,API,183,2,256.96,active
U536,2024-01-26,Business,Integrations,133,13,77.83,active
U537,2024-04-09,Business,Reports,92,24,303.25,active
U538,2023-06-15,Business,Dashboard,158,29,8.44,active
U539,2023-05-22,Free,API,74,16,355.91,active
U540,2023-12-18,Pro,AI Insights,160,10,248.58,active
U541,2024-01-28,Business,Automation,195,10,232.59,trial
U542,2023-04-01,Pro,Automation,104,22,324.57,trial
U543,2023-06-21,Pro,Reports,60,3,497.7,active
U544,2023-12-18,Business,Reports,161,2,289.48,active
U545,2023-03-01,Free,Automation,72,23,95.39,active
U546,2024-03-08,Pro,AI Insights,189,11,247.21,active
U547,2023-01-06,Free,Integrations,23,3,251.38,active
U548,2024-05-05,Enterprise,Automation,38,20,211.82,active
U549,2023-06-11,Pro,Reports,196,25,99.13,churned
U550,2023-11-03,Business,Reports,24,18,390.09,active
U551,2023-02-11,Free,Dashboard,125,6,368.03,churned
U552,2024-03-31,Pro,Dashboard,80,24,494.21,active
U553,2023-11-30,Business,Automation,43,12,411.79,churned
U554,2024-04-23,Enterprise,Automation,196,15,109.08,churned
U555,2023-10-19,Enterprise,Integrations,140,24,271.85,churned
U556,2024-02-16,Enterprise,Integrations,102,6,287.37,active
U557,2023-07-20,Free,Integrations,17,10,472.03,trial
U558,2023-08-21,Pro,Integrations,116,28,105.2,active
U559,2024-04-27,Enterprise,Reports,22,28,408.69,active
U560,2024-03-19,Free,API,162,16,174.77,active
U561,2023-09-28,Enterprise,AI Insights,92,12,55.53,active
U562,2023-06-30,Pro,API,122,5,256.11,trial
U563,2023-03-01,Free,Reports,159,16,61.46,active
U564,2024-04-27,Business,Integrations,65,4,408.16,active
U565,2023-05-17,Free,Dashboard,175,11,244.8,active
U566,2023-10-04,Pro,Integrations,148,6,460.85,active
U567,2024-05-06,Free,Integrations,159,17,38.85,active
U568,2024-04-12,Free,Dashboard,199,23,435.89,active
U569,2023-06-02,Business,Integrations,184,22,369.77,active
U570,2024-01-28,Pro,Reports,194,4,84.48,trial
U571,2024-01-04,Business,Reports,55,2,140.46,churned
U572,2024-02-16,Free,AI Insights,181,6,154.43,churned
U573,2023-07-04,Business,Dashboard,190,19,482.81,active
U574,2023-09-23,Enterprise,AI Insights,60,23,26.72,active
U575,2023-04-06,Business,Reports,40,25,354.73,active
U576,2024-01-21,Pro,API,88,8,15.28,active
U577,2023-02-07,Free,API,126,2,304.87,trial
U578,2023-09-02,Free,Integrations,189,16,301.63,active
U579,2023-11-26,Enterprise,Integrations,158,10,370.11,active
U580,2023-12-13,Free,Reports,92,14,302.42,active
U581,2023-06-02,Business,AI Insights,55,5,222.57,trial
U582,2023-01-30,Business,AI Insights,3,14,481.76,active
U583,2023-07-01,Business,Reports,54,23,5.38,active
U584,2023-01-26,Pro,Automation,72,4,42.89,churned
U585,2023-11-17,Pro,Dashboard,165,23,160.43,churned
U586,2024-05-11,Business,Automation,120,18,440.81,active
U587,2024-01-28,Pro,API,100,3,37.88,active
U588,2024-02-28,Free,Automation,72,28,231.8,active
U589,2023-01-15,Free,Reports,15,20,169.96,trial
U590,2023-05-29,Business,Dashboard,22,19,408.87,active
U591,2023-05-17,Free,Dashboard,63,16,342.33,churned
U592,2023-11-05,Enterprise,Reports,194,19,247.85,active
U593,2023-05-21,Business,Reports,112,9,460.1,churned
U594,2024-04-18,Pro,Reports,131,19,8.31,active
U595,2023-02-21,Enterprise,Integrations,65,4,221.58,active
U596,2023-10-03,Pro,Integrations,177,8,252.53,active
U597,2023-12-29,Enterprise,AI Insights,131,8,232.96,churned
U598,2023-10-02,Free,Integrations,6,1,419.47,active
U599,2024-04-03,Business,AI Insights,3,7,485.61,active
U600,2023-10-28,Free,Automation,176,29,128.11,active
U601,2023-03-05,Enterprise,Automation,107,20,340.2,active
U602,2023-04-20,Free,Dashboard,100,15,314.02,trial
U603,2023-08-23,Pro,Dashboard,44,15,87.24,active
U604,2023-11-02,Enterprise,AI Insights,190,14,273.93,active
U605,2023-10-21,Business,API,47,28,418.62,active
U606,2024-04-13,Pro,API,28,10,286.62,active
U607,2023-11-24,Free,Integrations,11,23,129.07,active
U608,2023-03-10,Business,Dashboard,173,2,438.91,active
U609,2023-08-06,Pro,Dashboard,107,7,391.19,active
U610,2023-10-10,Pro,Automation,95,14,159.14,trial
U611,2024-02-11,Business,Dashboard,144,27,253.88,active
U612,2023-08-12,Pro,Automation,167,27,353.58,churned
U613,2023-07-02,Free,Reports,2,22,300.81,trial
U614,2023-05-25,Enterprise,API,128,10,224.11,churned
U615,2023-05-26,Business,Reports,137,5,346.05,active
U616,2023-06-07,Free,API,92,1,37.69,trial
U617,2023-11-10,Business,AI Insights,41,13,354.08,active
U618,2023-12-27,Business,Dashboard,99,16,454.55,active
U619,2023-07-13,Enterprise,Automation,98,23,51.29,churned
U620,2023-09-29,Enterprise,Reports,47,17,26.43,active
U621,2024-01-09,Business,Reports,181,14,231.52,active
U622,2024-04-07,Enterprise,API,0,27,331.13,active
U623,2023-07-29,Pro,Reports,6,14,90.61,trial
U624,2023-01-23,Pro,AI Insights,18,18,348.52,trial
U625,2024-02-08,Pro,Integrations,64,0,348.84,active
U626,2023-07-25,Enterprise,Reports,102,21,458.67,active
U627,2023-02-15,Pro,Reports,86,16,151.01,active
U628,2024-03-14,Business,Dashboard,80,13,498.29,active
U629,2024-03-02,Enterprise,API,199,3,249.48,active
U630,2023-03-28,Business,API,96,13,138.39,churned
U631,2023-09-28,Pro,Integrations,71,30,295.68,churned
U632,2023-09-26,Free,Integrations,159,21,435.05,churned
U633,2023-08-30,Enterprise,API,163,28,206.84,churned
U634,2024-01-02,Business,AI Insights,147,14,486.79,trial
U635,2023-07-19,Business,Reports,37,15,220.87,trial
U636,2024-04-30,Pro,Reports,27,7,427.77,active
U637,2023-05-23,Business,Dashboard,151,10,429.58,trial
U638,2024-05-09,Pro,AI Insights,93,22,138.4,trial
U639,2023-04-06,Pro,Reports,96,25,249.03,active
U640,2023-12-25,Pro,Dashboard,176,29,113.11,active
U641,2023-01-14,Enterprise,Integrations,100,10,285.34,churned
U642,2023-11-02,Pro,AI Insights,50,26,139.3,trial
U643,2023-06-12,Pro,AI Insights,180,21,70.66,trial
U644,2024-02-19,Enterprise,AI Insights,100,22,221.14,active
U645,2024-04-06,Business,AI Insights,195,24,234.08,trial
U646,2024-01-25,Business,Dashboard,194,19,31.99,active
U647,2024-04-05,Enterprise,Automation,113,22,391.08,active
U648,2024-02-20,Pro,AI Insights,50,2,159.14,churned
U649,2023-02-17,Free,Reports,10,10,20.36,churned
U650,2023-05-26,Pro,Reports,42,9,330.85,active
U651,2024-02-24,Pro,Reports,164,7,212.62,active
U652,2024-04-03,Free,Integrations,184,2,225.12,trial
U653,2023-10-11,Business,Automation,26,27,110.53,churned
U654,2024-02-11,Pro,Reports,15,11,239.05,trial
U655,2023-09-11,Enterprise,Reports,33,14,330.99,active
U656,2023-07-13,Enterprise,Dashboard,141,17,207.08,active
U657,2024-02-25,Enterprise,API,180,27,267.51,active
U658,2023-01-07,Free,Integrations,62,24,406.63,churned
U659,2023-09-11,Pro,Reports,177,25,400.06,active
U660,2023-08-17,Pro,AI Insights,118,14,125.09,active
U661,2024-04-30,Free,API,62,0,14.1,churned
U662,2024-04-16,Free,Reports,50,2,238.62,active
U663,2023-05-20,Business,Automation,140,23,480.02,active
U664,2024-02-04,Business,Dashboard,25,29,176.05,active
U665,2023-08-03,Enterprise,Dashboard,173,8,58.29,trial
U666,2024-02-24,Free,Dashboard,57,16,48.44,active
U667,2023-10-06,Free,Integrations,173,2,471.82,trial
U668,2023-06-29,Business,AI Insights,58,6,19.52,trial
U669,2024-05-02,Pro,Dashboard,124,20,495.76,active
U670,2023-07-10,Business,Automation,67,5,80.94,trial
U671,2024-01-03,Free,Reports,88,12,130.95,trial
U672,2023-07-24,Pro,AI Insights,130,24,306.68,trial
U673,2023-08-18,Pro,Reports,196,26,15.4,churned
U674,2023-06-28,Pro,Reports,150,16,197.44,trial
U675,2023-02-26,Pro,Automation,105,24,367.26,active
U676,2023-01-30,Pro,Reports,157,28,150.37,churned
U677,2024-04-28,Business,AI Insights,78,27,135.83,active
U678,2023-07-07,Business,Reports,28,20,367.92,trial
U679,2024-03-02,Enterprise,AI Insights,94,5,166.76,active
U680,2024-04-17,Free,AI Insights,119,14,113.53,active
U681,2024-04-27,Free,Automation,42,20,431.67,trial
U682,2023-08-18,Free,Automation,31,30,23.81,active
U683,2023-09-08,Pro,Reports,191,3,217.04,active
U684,2024-01-03,Pro,Dashboard,7,21,80.16,active
U685,2023-08-20,Business,Dashboard,3,25,157.77,trial
U686,2023-07-18,Free,Reports,185,29,167.85,active
U687,2024-03-23,Free,Dashboard,147,0,493.46,churned
U688,2024-02-25,Business,API,26,7,375.44,active
U689,2023-06-13,Business,Integrations,85,25,294.55,churned
U690,2023-03-06,Pro,Reports,38,1,337.81,active
U691,2023-08-10,Free,Integrations,106,7,474.04,churned
U692,2023-12-19,Business,Dashboard,129,23,86.14,trial
U693,2023-07-02,Free,Dashboard,170,11,307.28,churned
U694,2023-01-11,Business,AI Insights,161,29,485.21,active
U695,2023-04-23,Enterprise,Reports,166,20,229.2,active
U696,2023-11-20,Free,API,14,24,252.87,active
U697,2023-03-16,Pro,AI Insights,159,26,119.33,active
U698,2023-05-17,Pro,Automation,123,17,195.78,trial
U699,2023-08-05,Pro,AI Insights,130,25,371.29,trial
U700,2024-05-03,Business,Reports,69,2,17.99,active
U701,2023-03-29,Enterprise,Reports,66,11,45.83,active
U702,2023-01-21,Free,Automation,136,3,377.96,active
U703,2023-11-06,Enterprise,Integrations,100,4,82.13,active
U704,2023-02-19,Business,AI Insights,163,18,429.97,active
U705,2023-04-15,Pro,Integrations,84,0,204.23,active
U706,2024-04-11,Pro,Integrations,28,28,71.77,active
U707,2023-07-09,Enterprise,Integrations,37,17,172.9,active
U708,2023-07-03,Business,Integrations,23,7,240.99,active
U709,2023-12-18,Enterprise,Integrations,86,27,60.7,churned
U710,2023-07-31,Business,Reports,142,26,163.18,churned
U711,2023-07-31,Free,API,167,14,144.47,active
U712,2023-07-25,Enterprise,Integrations,85,16,497.02,active
U713,2023-11-04,Free,Reports,174,8,416.09,active
U714,2023-09-27,Free,Dashboard,139,3,322.6,trial
U715,2023-02-19,Free,Dashboard,107,27,277.84,trial
U716,2023-05-26,Pro,Dashboard,63,4,418.37,active
U717,2023-02-24,Pro,Automation,5,0,208.71,trial
U718,2023-05-07,Business,API,169,11,277.6,active
U719,2023-04-25,Free,API,98,18,446.21,active
U720,2023-02-06,Business,API,61,0,45.13,active
U721,2023-07-25,Pro,AI Insights,93,20,110.07,trial
U722,2023-04-11,Pro,AI Insights,175,27,166.63,active
U723,2023-09-07,Business,API,70,1,393.76,active
U724,2024-01-20,Business,Integrations,149,19,409.65,churned
U725,2023-05-07,Pro,Dashboard,162,15,286.9,active
U726,2024-02-11,Enterprise,Automation,140,2,142.23,trial
U727,2023-06-14,Pro,Integrations,191,16,267.99,active
U728,2023-08-19,Pro,API,70,23,398.89,active
U729,2024-02-12,Free,AI Insights,125,8,421.21,active
U730,2023-06-01,Free,Automation,84,12,241.19,active
U731,2023-01-31,Enterprise,AI Insights,177,5,312.13,active
U732,2023-03-16,Enterprise,AI Insights,67,17,152.29,trial
U733,2023-06-20,Pro,API,49,5,324.17,active
U734,2023-04-13,Free,AI Insights,75,20,21.08,active
U735,2024-04-15,Enterprise,AI Insights,31,6,78.26,trial
U736,2023-08-28,Pro,AI Insights,185,5,475.12,active
U737,2023-01-06,Enterprise,API,89,25,334.96,active
U738,2024-01-04,Pro,Dashboard,170,16,474.08,churned
U739,2023-08-06,Enterprise,Automation,53,20,31.17,active
U740,2023-06-25,Enterprise,Dashboard,23,21,103.86,active
U741,2023-11-07,Pro,API,120,14,216.41,trial
U742,2023-08-01,Pro,Dashboard,103,8,444.9,active
U743,2023-08-09,Business,Reports,29,3,105.63,trial
U744,2023-07-05,Free,API,21,25,460.01,churned
U745,2023-02-09,Free,AI Insights,137,18,79.89,active
U746,2024-04-16,Enterprise,API,87,18,458.4,churned
U747,2023-09-23,Free,Automation,182,13,165.52,active
U748,2023-03-18,Enterprise,Automation,5,19,153.93,active
U749,2023-03-21,Enterprise,Integrations,103,20,92.48,active
U750,2024-04-20,Enterprise,API,10,30,224.58,trial
U751,2023-07-31,Free,Integrations,21,27,184.98,active
U752,2023-05-12,Enterprise,Integrations,8,26,143.1,active
U753,2023-05-14,Pro,API,104,11,135.25,active
U754,2023-04-15,Pro,Dashboard,98,3,155.03,trial
U755,2023-02-13,Free,AI Insights,35,2,233.71,churned
U756,2023-02-17,Business,Dashboard,176,0,268.79,churned
U757,2024-05-10,Pro,API,115,5,136.81,churned
U758,2023-06-04,Enterprise,Reports,90,1,178.78,trial
U759,2024-01-29,Pro,Integrations,45,12,344.15,active
U760,2024-01-16,Enterprise,Integrations,48,1,3.78,active
U761,2023-12-02,Enterprise,Dashboard,49,0,35.58,active
U762,2023-04-21,Pro,API,85,13,454.84,trial
U763,2024-01-02,Business,Integrations,178,26,302.89,churned
U764,2024-01-19,Business,Reports,58,1,490.7,trial
U765,2024-05-05,Business,Dashboard,25,7,493.77,trial
U766,2023-09-17,Pro,Automation,48,4,20.99,active
U767,2023-06-04,Pro,Dashboard,144,18,226.93,active
U768,2023-01-03,Pro,AI Insights,138,20,397.99,churned
U769,2024-01-28,Enterprise,Dashboard,140,6,484.38,active
U770,2023-12-07,Pro,Automation,36,18,231.66,active
U771,2023-11-11,Business,API,76,21,204.63,active
U772,2024-02-25,Free,AI Insights,99,22,116.78,trial
U773,2023-07-20,Pro,API,199,9,205.11,churned
U774,2023-11-14,Pro,AI Insights,111,26,227.75,active
U775,2024-04-18,Free,AI Insights,40,15,96.29,active
U776,2023-11-26,Business,Automation,31,22,372.17,active
U777,2023-11-21,Business,AI Insights,47,27,309.98,trial
U778,2024-04-21,Enterprise,API,163,2,353.59,active
U779,2023-07-26,Free,AI Insights,125,11,244.71,active
U780,2023-03-06,Free,Reports,131,11,288.26,churned
U781,2023-10-22,Pro,API,122,27,451.99,active
U782,2023-05-02,Business,API,94,27,398.71,active
U783,2024-04-21,Free,Reports,170,10,450.7,trial
U784,2023-10-03,Free,Automation,136,24,300.45,active
U785,2024-05-08,Pro,Reports,43,5,409.2,churned
U786,2023-12-07,Business,API,193,23,170.31,active
U787,2024-01-15,Free,API,89,16,485.87,active
U788,2023-04-19,Enterprise,API,97,16,265.1,active
U789,2023-05-29,Business,API,178,5,124.06,active
U790,2023-04-17,Business,Dashboard,91,26,451.27,active
U791,2023-09-27,Pro,Automation,155,8,56.68,active
U792,2023-09-08,Enterprise,AI Insights,84,3,106.96,trial
U793,2024-02-17,Pro,AI Insights,155,19,96.55,active
U794,2023-02-09,Enterprise,Reports,173,22,326.48,active
U795,2023-10-04,Free,Dashboard,146,23,399.3,active
U796,2023-10-07,Pro,API,88,16,498.83,active
U797,2023-05-19,Enterprise,Reports,94,17,375.63,active
U798,2023-09-07,Free,API,180,28,442.44,active
U799,2023-08-28,Enterprise,Automation,195,9,194.08,churned
U800,2023-02-27,Business,Dashboard,74,14,445.29,churned
U801,2023-01-09,Business,Reports,105,9,84.29,active
U802,2023-04-23,Enterprise,API,62,9,255.88,active
U803,2023-07-21,Pro,Automation,75,10,235.41,active
U804,2023-02-22,Pro,API,143,13,123.6,active
U805,2023-02-13,Free,Integrations,127,10,40.81,trial
U806,2023-06-09,Free,Dashboard,39,12,172.07,trial
U807,2023-08-21,Free,Integrations,106,21,248.8,active
U808,2023-01-16,Pro,API,69,11,73.07,churned
U809,2023-02-18,Business,Dashboard,175,1,110.3,churned
U810,2023-06-02,Enterprise,Automation,49,6,177.24,active
U811,2023-10-20,Enterprise,AI Insights,179,26,156.94,active
U812,2023-03-04,Free,Automation,97,28,473.3,active
U813,2023-03-01,Pro,Integrations,31,23,420.6,trial
U814,2024-01-25,Free,API,63,17,429.25,active
U815,2024-02-25,Pro,Reports,199,15,98.1,active
U816,2023-08-29,Enterprise,Reports,123,29,405.83,churned
U817,2023-07-04,Free,Dashboard,141,23,135.02,churned
U818,2023-04-29,Free,Dashboard,16,9,226.88,active
U819,2024-01-25,Business,API,33,7,383.34,active
U820,2023-07-22,Free,Reports,130,14,360.95,active
U821,2023-01-20,Pro,Reports,166,30,124.63,active
U822,2024-03-18,Free,API,155,28,368.79,trial
U823,2023-05-20,Enterprise,AI Insights,196,21,412.47,active
U824,2023-12-05,Business,Automation,127,3,290.29,active
U825,2023-09-22,Pro,Automation,123,6,81.84,trial
U826,2023-12-14,Business,AI Insights,6,24,305.86,trial
U827,2024-03-26,Pro,AI Insights,43,8,32.45,active
U828,2023-03-26,Pro,AI Insights,47,28,52.48,churned
U829,2023-04-25,Free,Automation,172,10,369.49,active
U830,2023-11-05,Pro,Integrations,127,13,292.02,active
U831,2024-01-06,Enterprise,Reports,146,14,223.83,active
U832,2023-03-19,Business,Integrations,133,29,237.03,active
U833,2023-05-27,Free,Automation,23,0,445.92,active
U834,2024-03-01,Free,Dashboard,114,9,271.18,churned
U835,2023-12-08,Pro,Integrations,148,8,204.14,churned
U836,2024-04-05,Pro,Automation,35,22,92.94,active
U837,2023-09-09,Free,Dashboard,60,10,205.35,active
U838,2023-06-21,Business,Reports,5,19,144.17,active
U839,2023-05-27,Pro,API,155,4,84.51,active
U840,2024-04-01,Enterprise,Integrations,19,9,230.35,active
U841,2024-04-16,Enterprise,Dashboard,188,12,203.75,trial
U842,2024-03-09,Free,Integrations,122,0,481.41,active
U843,2024-03-15,Business,AI Insights,195,8,450.73,trial
U844,2023-11-24,Enterprise,API,106,28,225.78,churned
U845,2023-07-11,Business,API,191,8,249.58,active
U846,2023-03-19,Enterprise,Automation,19,6,126.61,churned
U847,2023-11-14,Business,Dashboard,9,9,43.12,active
U848,2023-03-02,Pro,Automation,108,21,8.59,active
U849,2023-04-04,Pro,Reports,95,23,127.06,active
U850,2024-04-18,Free,AI Insights,31,21,171.46,trial
U851,2023-09-11,Enterprise,Integrations,152,11,434.79,trial
U852,2023-02-11,Enterprise,Reports,11,26,14.33,active
U853,2023-11-20,Pro,Dashboard,195,13,174.4,churned
U854,2023-06-24,Free,Integrations,178,6,318.52,churned
U855,2024-01-16,Pro,Reports,7,23,260.14,trial
U856,2024-01-30,Free,AI Insights,173,15,487.93,active
U857,2024-03-14,Enterprise,AI Insights,86,5,222.69,active
U858,2023-02-16,Free,Reports,179,20,397.7,churned
U859,2023-09-15,Business,Integrations,101,6,339.64,trial
U860,2024-05-12,Pro,AI Insights,164,2,298.3,active
U861,2023-03-27,Business,Dashboard,74,9,304.73,trial
U862,2023-08-22,Business,Integrations,189,3,359.84,active
U863,2023-09-29,Business,AI Insights,179,29,17.4,active
U864,2023-03-15,Enterprise,Automation,132,21,144.44,active
U865,2024-04-13,Free,Reports,166,23,466.9,active
U866,2023-07-13,Business,Dashboard,150,1,25.39,active
U867,2024-01-08,Enterprise,Integrations,148,24,9.03,active
U868,2024-02-11,Enterprise,Dashboard,67,19,372.15,churned
U869,2024-01-29,Pro,Automation,199,16,420.05,active
U870,2023-12-02,Business,Integrations,115,17,219.71,active
U871,2024-01-02,Free,Reports,41,24,311.06,active
U872,2023-07-10,Business,Reports,139,9,295.0,active
U873,2023-09-11,Enterprise,Dashboard,103,1,49.84,active
U874,2024-02-10,Enterprise,API,40,12,149.23,churned
U875,2023-02-14,Enterprise,API,151,27,401.36,active
U876,2023-05-16,Pro,API,17,8,11.27,active
U877,2024-04-02,Enterprise,Integrations,28,8,321.05,active
U878,2024-02-17,Business,AI Insights,93,23,13.13,active
U879,2024-05-06,Business,Dashboard,50,0,402.59,active
U880,2023-07-12,Business,API,93,6,459.07,active
U881,2024-05-05,Free,Dashboard,47,13,231.39,active
U882,2023-12-19,Pro,Automation,40,10,282.59,active
U883,2024-03-14,Enterprise,Reports,122,28,337.64,active
U884,2023-11-16,Business,Integrations,114,22,489.57,active
U885,2023-03-10,Enterprise,Automation,61,29,84.01,trial
U886,2023-03-06,Pro,Reports,159,20,139.57,active
U887,2023-04-12,Business,Dashboard,104,30,60.03,active
U888,2023-02-27,Business,Reports,172,15,393.88,trial
U889,2024-03-28,Free,Reports,27,24,301.81,active
U890,2024-02-25,Pro,Integrations,77,23,160.49,active
U891,2023-10-25,Business,Dashboard,35,22,353.64,active
U892,2024-02-12,Enterprise,Automation,112,21,34.96,active
U893,2023-06-16,Business,Integrations,22,30,209.53,active
U894,2023-09-15,Pro,Reports,38,14,141.62,active
U895,2023-08-09,Business,Dashboard,175,29,233.71,trial
U896,2023-12-27,Pro,API,5,5,241.26,active
U897,2023-05-20,Pro,Integrations,29,15,38.12,trial
U898,2024-01-03,Enterprise,AI Insights,110,27,112.57,active
U899,2023-10-18,Free,Integrations,73,9,246.9,churned
U900,2023-03-01,Enterprise,Automation,170,25,227.31,active
U901,2023-10-24,Enterprise,AI Insights,71,27,439.76,active
U902,2023-06-20,Pro,Dashboard,66,6,16.03,trial
U903,2024-03-26,Pro,API,6,15,400.01,active
U904,2023-02-17,Business,Automation,136,13,21.47,active
U905,2024-02-17,Business,API,46,30,300.58,active
U906,2023-12-22,Free,AI Insights,20,12,293.34,churned
U907,2024-01-08,Free,AI Insights,46,11,178.82,active
U908,2023-07-09,Business,Integrations,125,3,4.96,active
U909,2023-03-26,Pro,Integrations,26,30,444.96,active
U910,2023-04-17,Free,API,105,17,293.83,churned
U911,2023-05-06,Enterprise,AI Insights,200,26,453.5,active
U912,2023-05-13,Free,Integrations,26,3,7.1,active
U913,2023-08-15,Free,Automation,199,22,371.57,churned
U914,2024-03-31,Business,Reports,90,14,329.4,churned
U915,2024-05-05,Enterprise,Automation,20,10,9.72,active
U916,2023-04-30,Pro,Automation,67,20,138.68,trial
U917,2023-06-19,Business,Reports,80,26,464.42,active
U918,2023-02-24,Free,Reports,129,8,192.56,active
U919,2023-12-07,Business,Automation,6,2,5.19,churned
U920,2023-04-29,Pro,Reports,187,10,190.31,churned
U921,2023-07-06,Business,AI Insights,109,19,219.28,trial
U922,2023-06-05,Pro,AI Insights,196,6,223.27,churned
U923,2023-09-05,Free,AI Insights,93,1,70.81,active
U924,2024-02-08,Enterprise,Reports,120,9,117.28,churned
U925,2023-07-03,Enterprise,Reports,49,0,281.02,active
U926,2023-04-05,Free,Integrations,130,27,305.65,trial
U927,2023-11-13,Pro,Reports,150,5,453.87,churned
U928,2023-08-26,Free,Automation,11,23,179.33,active
U929,2023-07-31,Free,Reports,180,6,498.18,active
U930,2023-07-30,Pro,API,36,2,271.01,active
U931,2023-03-20,Enterprise,Dashboard,168,23,394.64,churned
U932,2023-02-02,Free,Automation,127,4,325.21,churned
U933,2024-02-26,Business,Integrations,86,19,406.86,active
U934,2023-02-16,Pro,Reports,11,27,286.27,trial
U935,2023-03-25,Free,Integrations,102,19,368.98,active
U936,2023-09-11,Business,Integrations,75,1,365.13,churned
U937,2023-09-22,Enterprise,Automation,107,11,21.13,trial
U938,2023-08-24,Free,Integrations,24,19,390.03,trial
U939,2023-11-25,Free,AI Insights,66,15,460.18,churned
U940,2023-05-22,Enterprise,Integrations,164,25,87.1,active
U941,2023-11-05,Enterprise,Integrations,15,17,238.12,active
U942,2023-03-03,Enterprise,Dashboard,195,5,299.25,active
U943,2023-08-19,Business,Integrations,132,2,320.89,active
U944,2024-01-29,Business,Automation,68,8,140.34,active
U945,2023-03-20,Pro,AI Insights,94,5,441.8,active
U946,2023-06-16,Business,API,115,18,100.49,churned
U947,2024-01-01,Enterprise,Reports,198,23,350.21,churned
U948,2023-09-06,Enterprise,API,140,22,289.28,churned
U949,2023-09-23,Pro,Integrations,51,17,431.79,churned
U950,2024-03-22,Pro,AI Insights,17,2,208.12,trial
U951,2023-12-11,Free,AI Insights,160,1,123.23,churned
U952,2023-08-14,Enterprise,Dashboard,46,28,454.49,active
U953,2023-09-01,Enterprise,Integrations,170,2,191.84,trial
U954,2024-04-07,Enterprise,AI Insights,67,6,263.2,active
U955,2023-12-20,Enterprise,Integrations,44,4,278.28,active
U956,2024-03-23,Free,Dashboard,176,0,227.92,churned
U957,2023-07-20,Business,Dashboard,54,22,68.22,churned
U958,2023-04-11,Enterprise,Automation,140,18,390.13,trial
U959,2023-02-26,Enterprise,Reports,141,16,155.39,trial
U960,2023-05-11,Free,Automation,140,19,296.63,active
U961,2024-03-10,Enterprise,Dashboard,16,12,23.45,active
U962,2024-02-04,Pro,Integrations,107,30,233.64,trial
U963,2023-03-10,Enterprise,Integrations,12,4,278.12,active
U964,2024-04-04,Pro,Integrations,144,27,100.43,churned
U965,2023-10-06,Free,API,117,26,376.63,active
U966,2024-04-21,Free,Automation,111,22,37.75,active
U967,2023-01-31,Enterprise,Dashboard,63,24,426.51,active
