order_id,customer_id,order_date,region,category,product,quantity,unit_price,amount,status
362,C1186,2024-02-28,Central,Clothing,Dress,5,98.15,490.75,refunded
363,C1013,2024-08-24,South,Sports,Water Bottle,1,411.28,411.28,completed
364,C1255,2024-03-12,East,Clothing,Jacket,2,360.46,720.92,completed
365,C1037,2024-08-17,Central,Sports,Jump Rope,4,271.83,1087.32,pending
366,C1214,2024-10-05,North,Home,Candle,5,322.7,1613.5,completed
367,C1055,2024-05-07,East,Clothing,Dress,1,285.97,285.97,pending
368,C1204,2024-06-18,West,Electronics,Headphones,1,136.77,136.77,refunded
369,C1265,2024-10-12,Central,Books,History,2,228.42,456.84,completed
370,C1237,2024-12-13,Central,Books,History,2,179.02,358.04,completed
371,C1247,2024-02-23,East,Sports,Yoga Mat,1,417.34,417.34,pending
372,C1072,2024-06-27,East,Home,Blanket,2,265.34,530.68,completed
373,C1243,2024-02-19,West,Books,Sci-Fi,3,42.91,128.73,completed
374,C1058,2024-01-12,East,Books,Novel,2,465.65,931.3,pending
375,C1124,2024-09-21,South,Beauty,Moisturizer,3,284.32,852.96,completed
376,C1118,2024-07-26,South,Clothing,Sneakers,4,24.29,97.16,refunded
377,C1101,2024-08-18,Central,Sports,Resistance Band,1,355.31,355.31,completed
378,C1142,2024-12-26,North,Beauty,Serum,5,101.6,508.0,completed
379,C1100,2024-08-22,North,Home,Blanket,5,483.29,2416.45,completed
380,C1198,2024-11-08,West,Beauty,Serum,3,182.46,547.38,completed
381,C1088,2024-12-10,East,Beauty,Lip Balm,1,339.32,339.32,completed
382,C1060,2024-05-02,East,Electronics,Smartwatch,3,349.77,1049.31,refunded
383,C1198,2024-08-02,Central,Clothing,Dress,4,217.28,869.12,completed
384,C1275,2024-12-21,South,Beauty,Moisturizer,4,151.52,606.08,completed
385,C1161,2024-08-18,Central,Electronics,Speaker,1,247.45,247.45,completed
386,C1196,2024-10-14,Central,Books,Sci-Fi,4,345.49,1381.96,completed
387,C1227,2024-09-07,South,Electronics,Keyboard,1,399.97,399.97,completed
388,C1149,2024-01-17,East,Clothing,Dress,3,92.41,277.23,completed
389,C1289,2024-09-10,Central,Beauty,Serum,5,65.95,329.75,refunded
390,C1187,2024-10-04,North,Books,Sci-Fi,5,117.08,585.4,completed
391,C1052,2024-11-30,South,Home,Lamp,4,138.77,555.08,completed
392,C1224,2024-03-01,South,Clothing,Dress,3,431.9,1295.7,refunded
393,C1219,2024-03-25,Central,Clothing,Jeans,2,404.66,809.32,refunded
394,C1179,2024-09-29,East,Beauty,Lip Balm,2,168.58,337.16,pending
395,C1149,2024-05-28,Central,Home,Candle,1,76.43,76.43,completed
396,C1030,2024-05-21,South,Books,Cookbook,2,81.65,163.3,completed
397,C1126,2024-12-12,West,Sports,Dumbbells,5,319.87,1599.35,pending
398,C1212,2024-07-11,West,Electronics,Headphones,4,262.64,1050.56,completed
399,C1188,2024-08-20,West,Home,Candle,1,435.75,435.75,pending
400,C1047,2024-08-22,East,Electronics,Keyboard,4,116.73,466.92,completed
401,C1108,2024-09-10,East,Home,Mug Set,3,278.17,834.51,completed
402,C1289,2024-09-05,East,Books,Novel,1,58.78,58.78,completed
403,C1008,2024-03-04,South,Sports,Resistance Band,1,495.99,495.99,completed
404,C1103,2024-12-18,South,Books,Biography,2,438.46,876.92,completed
405,C1047,2024-12-01,East,Home,Lamp,3,335.6,1006.8,pending
406,C1084,2024-01-27,West,Books,Biography,2,220.31,440.62,completed
407,C1048,2024-01-01,South,Sports,Yoga Mat,2,300.89,601.78,refunded
408,C1227,2024-01-05,North,Books,Biography,1,494.19,494.19,completed
409,C1067,2024-09-01,North,Clothing,Sneakers,1,368.06,368.06,completed
410,C1052,2024-06-09,East,Home,Pillow,4,388.99,1555.96,completed
411,C1073,2024-02-05,Central,Beauty,Serum,5,328.5,1642.5,completed
412,C1179,2024-04-19,South,Sports,Jump Rope,4,431.37,1725.48,completed
413,C1051,2024-03-12,North,Beauty,Shampoo,3,481.98,1445.94,completed
414,C1071,2024-05-06,East,Books,Novel,2,281.15,562.3,refunded
415,C1145,2024-12-19,North,Books,Biography,2,263.69,527.38,refunded
416,C1096,2024-07-19,East,Books,Novel,2,252.48,504.96,completed
417,C1123,2024-09-12,Central,Electronics,Keyboard,1,493.56,493.56,completed
418,C1067,2024-07-17,Central,Sports,Water Bottle,5,344.63,1723.15,completed
419,C1037,2024-01-09,Central,Electronics,Headphones,3,115.7,347.1,completed
420,C1203,2024-09-16,East,Books,History,4,217.54,870.16,completed
421,C1042,2024-11-23,Central,Beauty,Lip Balm,2,145.95,291.9,completed
422,C1040,2024-09-18,South,Clothing,Dress,3,201.45,604.35,pending
423,C1033,2024-06-07,West,Books,Cookbook,1,129.79,129.79,completed
424,C1059,2024-08-20,Central,Beauty,Serum,3,336.37,1009.11,pending
425,C1089,2024-03-02,North,Books,Cookbook,1,90.27,90.27,completed
426,C1267,2024-09-21,East,Clothing,Jacket,2,377.38,754.76,completed
427,C1060,2024-01-16,East,Sports,Water Bottle,5,41.29,206.45,pending
428,C1295,2024-11-17,North,Sports,Resistance Band,5,186.45,932.25,completed
429,C1290,2024-03-26,East,Clothing,Jacket,1,448.18,448.18,pending
430,C1059,2024-04-26,Central,Electronics,Headphones,1,129.82,129.82,completed
431,C1186,2024-07-15,South,Clothing,T-Shirt,5,403.52,2017.6,pending
432,C1214,2024-04-24,East,Clothing,Sneakers,3,142.91,428.73,completed
433,C1292,2024-07-09,North,Beauty,Serum,2,119.35,238.7,refunded
434,C1023,2024-07-24,North,Sports,Water Bottle,3,170.37,511.11,refunded
435,C1233,2024-01-05,East,Clothing,Jacket,5,394.4,1972.0,pending
436,C1124,2024-08-25,East,Beauty,Shampoo,2,368.9,737.8,refunded
437,C1125,2024-03-18,North,Sports,Yoga Mat,2,275.35,550.7,pending
438,C1004,2024-06-20,North,Books,Sci-Fi,3,60.93,182.79,refunded
439,C1121,2024-08-02,West,Electronics,Smartwatch,3,55.57,166.71,completed
440,C1266,2024-07-30,East,Sports,Yoga Mat,5,56.82,284.1,completed
441,C1201,2024-02-08,Central,Beauty,Serum,4,334.59,1338.36,completed
442,C1121,2024-05-29,East,Home,Blanket,3,165.84,497.52,completed
443,C1119,2024-02-08,South,Clothing,Dress,1,86.14,86.14,completed
444,C1230,2024-08-26,East,Sports,Yoga Mat,5,185.55,927.75,completed
445,C1231,2024-06-06,West,Home,Lamp,1,87.22,87.22,pending
446,C1155,2024-12-26,Central,Electronics,Smartwatch,3,82.67,248.01,pending
447,C1127,2024-07-01,West,Beauty,Serum,3,137.47,412.41,completed
448,C1015,2024-07-26,West,Beauty,Lip Balm,2,56.41,112.82,completed
449,C1071,2024-03-03,North,Electronics,Smartwatch,2,107.08,214.16,completed
450,C1190,2024-12-17,North,Beauty,Lip Balm,3,459.53,1378.59,completed
451,C1011,2024-02-03,South,Books,Sci-Fi,2,55.06,110.12,completed
452,C1062,2024-01-22,West,Electronics,Smartwatch,5,222.24,1111.2,pending
453,C1202,2024-09-11,North,Sports,Resistance Band,2,183.42,366.84,completed
454,C1140,2024-05-23,West,Clothing,T-Shirt,5,313.39,1566.95,completed
455,C1151,2024-09-12,West,Beauty,Shampoo,1,52.97,52.97,completed
456,C1070,2024-08-02,South,Books,History,2,319.06,638.12,refunded
457,C1009,2024-07-14,East,Sports,Jump Rope,4,178.57,714.28,refunded
458,C1257,2024-06-13,West,Home,Pillow,1,166.24,166.24,completed
459,C1015,2024-05-23,North,Sports,Jump Rope,3,385.74,1157.22,completed
460,C1081,2024-02-21,South,Books,Cookbook,3,271.5,814.5,pending
461,C1028,2024-04-22,Central,Sports,Water Bottle,2,96.28,192.56,refunded
462,C1162,2024-12-23,East,Beauty,Serum,3,474.29,1422.87,refunded
463,C1072,2024-10-15,South,Sports,Jump Rope,3,96.01,288.03,completed
464,C1046,2024-01-29,South,Beauty,Moisturizer,1,267.95,267.95,completed
465,C1169,2024-11-10,South,Clothing,Jacket,2,460.19,920.38,completed
466,C1030,2024-01-12,South,Beauty,Moisturizer,1,424.77,424.77,completed
467,C1037,2024-07-10,West,Beauty,Serum,3,157.85,473.55,completed
468,C1080,2024-08-11,West,Books,Biography,2,356.51,713.02,refunded
469,C1182,2024-04-24,Central,Clothing,Sneakers,3,369.65,1108.95,completed
470,C1065,2024-03-31,North,Books,History,4,426.86,1707.44,refunded
471,C1016,2024-04-03,Central,Home,Candle,2,323.42,646.84,completed
472,C1254,2024-03-13,East,Books,Novel,2,179.93,359.86,completed
473,C1085,2024-11-21,North,Books,Biography,4,15.57,62.28,completed
474,C1127,2024-12-20,North,Home,Mug Set,1,362.99,362.99,completed
475,C1197,2024-08-12,West,Clothing,Sneakers,4,442.06,1768.24,completed
476,C1279,2024-07-11,North,Sports,Jump Rope,2,89.69,179.38,completed
477,C1017,2024-05-30,North,Home,Mug Set,1,46.35,46.35,completed
478,C1192,2024-03-23,North,Beauty,Serum,3,301.06,903.18,refunded
479,C1247,2024-12-26,North,Sports,Dumbbells,5,445.97,2229.85,completed
480,C1027,2024-02-21,East,Clothing,Jeans,4,351.62,1406.48,pending
481,C1276,2024-05-15,East,Home,Pillow,1,34.31,34.31,refunded
482,C1281,2024-09-08,South,Electronics,Speaker,1,219.52,219.52,completed
483,C1245,2024-04-12,North,Electronics,Smartwatch,2,322.7,645.4,completed
484,C1242,2024-02-29,East,Sports,Resistance Band,4,448.48,1793.92,completed
485,C1046,2024-11-24,Central,Sports,Dumbbells,3,443.88,1331.64,completed
486,C1095,2024-08-16,North,Home,Blanket,4,139.06,556.24,completed
487,C1288,2024-02-01,South,Books,Novel,1,337.38,337.38,refunded
488,C1211,2024-10-28,South,Beauty,Serum,4,411.01,1644.04,completed
489,C1274,2024-12-17,West,Beauty,Moisturizer,4,156.43,625.72,completed
490,C1017,2024-09-14,Central,Beauty,Lip Balm,5,82.24,411.2,completed
491,C1088,2024-03-26,South,Clothing,Jeans,1,217.44,217.44,pending
492,C1222,2024-04-13,South,Beauty,Sunscreen,3,456.28,1368.84,completed
493,C1044,2024-07-17,Central,Sports,Jump Rope,3,429.74,1289.22,refunded
494,C1234,2024-01-07,Central,Beauty,Lip Balm,4,65.12,260.48,completed
495,C1075,2024-10-17,Central,Beauty,Serum,1,285.71,285.71,completed
496,C1146,2024-10-01,East,Sports,Water Bottle,4,330.84,1323.36,refunded
497,C1242,2024-01-20,South,Home,Blanket,2,312.93,625.86,pending
498,C1205,2024-01-20,West,Home,Pillow,1,375.41,375.41,completed
499,C1190,2024-01-11,East,Home,Mug Set,3,422.98,1268.94,pending
500,C1050,2024-04-26,South,Home,Blanket,3,142.01,426.03,completed
501,C1045,2024-04-06,West,Clothing,Sneakers,4,382.14,1528.56,completed
502,C1028,2024-09-20,South,Electronics,Speaker,5,207.65,1038.25,refunded
503,C1291,2024-01-15,South,Clothing,Jeans,1,132.24,132.24,completed
504,C1025,2024-07-03,South,Home,Mug Set,4,257.5,1030.0,pending
505,C1063,2024-12-14,North,Clothing,Jacket,4,301.07,1204.28,completed
506,C1242,2024-10-27,Central,Home,Mug Set,2,420.44,840.88,completed
507,C1046,2024-05-25,North,Sports,Yoga Mat,2,428.36,856.72,completed
508,C1113,2024-11-27,South,Books,Cookbook,3,329.27,987.81,refunded
509,C1010,2024-12-15,North,Sports,Dumbbells,2,304.55,609.1,completed
510,C1114,2024-05-09,Central,Home,Mug Set,4,448.78,1795.12,completed
511,C1235,2024-05-09,South,Sports,Water Bottle,5,413.9,2069.5,completed
512,C1299,2024-02-22,North,Beauty,Sunscreen,5,327.19,1635.95,refunded
513,C1144,2024-06-01,North,Sports,Yoga Mat,3,494.29,1482.87,pending
514,C1166,2024-05-21,East,Books,Biography,2,83.46,166.92,completed
515,C1029,2024-11-03,West,Books,Biography,2,363.42,726.84,pending
516,C1254,2024-05-31,East,Sports,Resistance Band,4,370.99,1483.96,refunded
517,C1292,2024-04-07,East,Books,Cookbook,5,322.76,1613.8,completed
518,C1183,2024-09-16,East,Clothing,Dress,2,153.94,307.88,completed
519,C1065,2024-05-12,Central,Clothing,Jacket,1,118.89,118.89,completed
520,C1157,2024-08-03,East,Home,Mug Set,5,154.08,770.4,completed
521,C1240,2024-01-28,Central,Beauty,Lip Balm,1,241.38,241.38,completed
522,C1256,2024-03-02,West,Beauty,Sunscreen,4,36.48,145.92,completed
523,C1070,2024-04-12,East,Sports,Jump Rope,4,80.17,320.68,pending
524,C1092,2024-02-11,West,Home,Pillow,3,320.89,962.67,completed
525,C1231,2024-05-20,South,Clothing,Dress,2,249.88,499.76,completed
526,C1066,2024-11-10,West,Books,Sci-Fi,4,220.21,880.84,completed
527,C1196,2024-01-03,North,Beauty,Moisturizer,3,475.52,1426.56,completed
528,C1271,2024-04-07,North,Books,Novel,2,120.86,241.72,completed
529,C1159,2024-03-07,North,Sports,Jump Rope,5,159.99,799.95,completed
530,C1023,2024-06-01,East,Sports,Jump Rope,5,266.81,1334.05,completed
531,C1068,2024-06-24,West,Home,Pillow,2,474.55,949.1,completed
532,C1009,2024-04-26,South,Books,Cookbook,2,369.69,739.38,refunded
533,C1258,2024-03-27,North,Home,Lamp,4,439.5,1758.0,completed
534,C1273,2024-11-15,North,Beauty,Serum,1,330.24,330.24,completed
535,C1024,2024-12-19,North,Sports,Resistance Band,4,70.55,282.2,completed
536,C1242,2024-12-25,South,Clothing,T-Shirt,3,216.22,648.66,completed
537,C1266,2024-05-18,Central,Beauty,Moisturizer,4,417.01,1668.04,completed
538,C1261,2024-11-12,North,Home,Lamp,1,253.88,253.88,refunded
539,C1102,2024-05-14,Central,Clothing,Jacket,4,154.71,618.84,completed
540,C1280,2024-09-11,South,Books,Sci-Fi,3,124.9,374.7,completed
541,C1045,2024-02-26,Central,Books,Sci-Fi,2,475.22,950.44,refunded
542,C1038,2024-02-21,East,Books,Cookbook,4,494.44,1977.76,completed
543,C1135,2024-08-25,North,Electronics,Smartwatch,1,427.59,427.59,completed
544,C1160,2024-08-06,North,Electronics,Headphones,1,427.47,427.47,pending
545,C1087,2024-06-17,East,Sports,Jump Rope,3,440.44,1321.32,completed
546,C1190,2024-06-24,South,Electronics,Charger,4,481.52,1926.08,completed
547,C1197,2024-12-19,West,Sports,Dumbbells,1,74.92,74.92,pending
548,C1030,2024-03-22,North,Sports,Jump Rope,4,403.1,1612.4,pending
549,C1224,2024-04-02,Central,Sports,Water Bottle,5,24.11,120.55,pending
550,C1066,2024-09-04,West,Electronics,Charger,4,32.52,130.08,completed
551,C1160,2024-01-07,Central,Books,History,5,119.74,598.7,pending
552,C1173,2024-09-22,Central,Books,History,1,222.09,222.09,pending
553,C1127,2024-09-03,East,Books,Sci-Fi,2,421.12,842.24,refunded
554,C1027,2024-01-06,South,Beauty,Shampoo,4,436.0,1744.0,completed
555,C1251,2024-06-13,South,Home,Mug Set,1,258.39,258.39,refunded
556,C1193,2024-07-25,South,Electronics,Charger,4,402.61,1610.44,completed
557,C1045,2024-09-12,West,Home,Lamp,4,375.16,1500.64,completed
558,C1052,2024-07-25,West,Electronics,Keyboard,5,10.07,50.35,completed
559,C1155,2024-09-17,Central,Clothing,Sneakers,3,188.03,564.09,completed
560,C1114,2024-08-20,East,Beauty,Lip Balm,5,241.83,1209.15,pending
561,C1186,2024-08-19,North,Electronics,Smartwatch,1,177.25,177.25,pending
562,C1149,2024-10-07,Central,Home,Lamp,1,449.46,449.46,completed
563,C1071,2024-07-28,North,Home,Candle,2,101.89,203.78,completed
564,C1110,2024-08-22,South,Books,Biography,1,380.99,380.99,completed
565,C1063,2024-08-18,West,Books,History,5,75.96,379.8,completed
566,C1002,2024-09-28,North,Beauty,Shampoo,5,246.63,1233.15,refunded
567,C1090,2024-12-20,Central,Clothing,Jeans,1,199.82,199.82,refunded
568,C1164,2024-09-15,West,Sports,Jump Rope,2,144.05,288.1,completed
569,C1150,2024-08-19,South,Clothing,Sneakers,5,353.0,1765.0,pending
570,C1262,2024-06-02,Central,Home,Candle,2,108.43,216.86,refunded
571,C1148,2024-12-17,East,Books,Cookbook,2,256.9,513.8,pending
572,C1165,2024-12-29,North,Home,Candle,4,295.57,1182.28,pending
573,C1213,2024-12-11,Central,Home,Blanket,1,266.13,266.13,completed
574,C1195,2024-03-15,North,Books,Novel,2,140.81,281.62,completed
575,C1146,2024-12-15,East,Clothing,T-Shirt,3,109.95,329.85,refunded
576,C1016,2024-07-02,West,Electronics,Keyboard,5,433.76,2168.8,pending
577,C1287,2024-07-18,South,Beauty,Sunscreen,1,463.97,463.97,completed
578,C1213,2024-12-16,East,Beauty,Serum,1,374.39,374.39,completed
579,C1226,2024-04-25,East,Beauty,Lip Balm,5,106.26,531.3,pending
580,C1099,2024-05-30,West,Clothing,T-Shirt,2,481.6,963.2,pending
581,C1263,2024-03-02,West,Electronics,Charger,3,282.72,848.16,completed
582,C1082,2024-10-26,East,Electronics,Speaker,4,357.74,1430.96,completed
583,C1020,2024-03-19,East,Beauty,Serum,5,423.13,2115.65,completed
584,C1251,2024-10-20,Central,Home,Lamp,3,267.43,802.29,completed
585,C1266,2024-02-04,Central,Clothing,Sneakers,5,273.14,1365.7,completed
586,C1178,2024-04-23,South,Books,Biography,3,186.78,560.34,completed
587,C1271,2024-08-31,Central,Books,Novel,1,337.77,337.77,completed
588,C1123,2024-11-24,Central,Beauty,Moisturizer,1,344.44,344.44,completed
589,C1195,2024-02-28,West,Home,Candle,3,22.1,66.3,refunded
590,C1191,2024-09-20,Central,Sports,Resistance Band,1,155.24,155.24,pending
591,C1098,2024-06-13,Central,Electronics,Headphones,2,486.09,972.18,refunded
592,C1273,2024-01-04,North,Clothing,Jeans,4,419.47,1677.88,completed
593,C1275,2024-12-25,West,Books,Novel,2,21.63,43.26,pending
594,C1169,2024-01-20,North,Electronics,Headphones,2,399.16,798.32,refunded
595,C1036,2024-10-21,South,Home,Blanket,4,231.04,924.16,completed
596,C1221,2024-06-10,North,Sports,Yoga Mat,5,12.88,64.4,pending
597,C1032,2024-10-26,North,Books,Novel,3,464.73,1394.19,completed
598,C1148,2024-12-17,East,Beauty,Serum,3,384.97,1154.91,completed
599,C1195,2024-07-21,North,Sports,Dumbbells,5,117.72,588.6,pending
600,C1200,2024-10-06,East,Books,Cookbook,3,341.86,1025.58,pending
601,C1191,2024-01-06,Central,Beauty,Moisturizer,1,30.46,30.46,refunded
602,C1201,2024-10-02,Central,Electronics,Speaker,2,376.66,753.32,pending
603,C1176,2024-04-18,West,Books,History,2,88.86,177.72,completed
604,C1129,2024-04-09,North,Clothing,Dress,1,427.17,427.17,refunded
605,C1236,2024-11-26,Central,Electronics,Speaker,1,132.83,132.83,completed
606,C1297,2024-09-06,East,Home,Pillow,2,59.01,118.02,refunded
607,C1035,2024-04-09,East,Sports,Resistance Band,3,312.0,936.0,completed
608,C1299,2024-03-19,Central,Beauty,Sunscreen,3,479.73,1439.19,completed
609,C1002,2024-06-09,South,Clothing,Sneakers,3,421.64,1264.92,completed
610,C1169,2024-09-02,West,Sports,Water Bottle,3,248.61,745.83,completed
611,C1089,2024-11-26,Central,Electronics,Speaker,2,446.73,893.46,completed
612,C1134,2024-11-16,North,Books,Novel,1,426.29,426.29,pending
613,C1015,2024-10-24,Central,Sports,Jump Rope,2,454.08,908.16,refunded
614,C1133,2024-10-05,Central,Sports,Dumbbells,3,202.31,606.93,refunded
615,C1148,2024-03-09,West,Beauty,Lip Balm,1,204.41,204.41,refunded
616,C1005,2024-12-05,South,Beauty,Moisturizer,5,78.77,393.85,completed
617,C1091,2024-10-16,Central,Books,Cookbook,4,470.19,1880.76,completed
618,C1112,2024-09-06,South,Electronics,Speaker,3,124.66,373.98,pending
619,C1105,2024-09-22,East,Sports,Resistance Band,4,441.95,1767.8,completed
620,C1165,2024-02-22,Central,Books,Biography,3,293.52,880.56,refunded
621,C1089,2024-07-11,West,Home,Candle,1,263.15,263.15,completed
622,C1114,2024-09-21,West,Home,Mug Set,4,398.39,1593.56,refunded
623,C1003,2024-09-13,South,Sports,Dumbbells,2,47.76,95.52,pending
624,C1143,2024-04-18,South,Clothing,Jeans,3,304.98,914.94,completed
625,C1117,2024-07-31,East,Books,Novel,4,340.85,1363.4,completed
626,C1107,2024-10-29,South,Books,Sci-Fi,1,129.39,129.39,completed
627,C1293,2024-10-30,South,Clothing,Dress,1,446.48,446.48,completed
628,C1028,2024-03-26,East,Clothing,Dress,4,303.68,1214.72,refunded
629,C1009,2024-12-04,East,Electronics,Smartwatch,4,307.19,1228.76,completed
630,C1246,2024-03-28,South,Sports,Jump Rope,2,399.35,798.7,completed
631,C1261,2024-05-15,South,Books,Biography,4,302.29,1209.16,completed
632,C1117,2024-07-12,West,Clothing,T-Shirt,1,109.14,109.14,refunded
633,C1214,2024-03-17,Central,Electronics,Smartwatch,4,451.78,1807.12,refunded
634,C1019,2024-09-29,Central,Electronics,Headphones,4,333.09,1332.36,refunded
635,C1276,2024-01-01,West,Beauty,Shampoo,3,438.65,1315.95,pending
636,C1271,2024-08-07,South,Sports,Resistance Band,3,298.62,895.86,pending
637,C1294,2024-02-20,West,Clothing,Jacket,4,385.26,1541.04,completed
638,C1145,2024-11-02,Central,Sports,Water Bottle,2,12.67,25.34,pending
639,C1003,2024-10-22,Central,Electronics,Keyboard,1,193.75,193.75,completed
640,C1161,2024-07-28,East,Electronics,Smartwatch,4,329.26,1317.04,completed
641,C1133,2024-10-01,West,Beauty,Sunscreen,5,145.01,725.05,pending
642,C1203,2024-04-14,West,Beauty,Lip Balm,4,97.56,390.24,refunded
643,C1284,2024-09-04,East,Home,Candle,3,389.35,1168.05,completed
644,C1070,2024-12-03,North,Books,Cookbook,4,393.71,1574.84,completed
645,C1051,2024-04-19,Central,Sports,Water Bottle,5,310.86,1554.3,pending
646,C1026,2024-03-23,West,Books,Novel,1,413.39,413.39,completed
647,C1222,2024-02-15,North,Home,Pillow,3,49.21,147.63,completed
648,C1196,2024-07-24,Central,Books,History,3,358.68,1076.04,refunded
649,C1029,2024-03-30,West,Sports,Yoga Mat,2,426.77,853.54,refunded
650,C1146,2024-04-09,North,Beauty,Lip Balm,5,352.23,1761.15,refunded
651,C1086,2024-12-11,North,Home,Pillow,1,488.06,488.06,completed
652,C1141,2024-07-23,East,Books,Sci-Fi,4,297.17,1188.68,refunded
653,C1007,2024-12-26,North,Electronics,Keyboard,3,365.8,1097.4,refunded
654,C1298,2024-06-27,East,Home,Pillow,5,481.89,2409.45,completed
655,C1206,2024-10-21,North,Home,Pillow,4,258.05,1032.2,refunded
656,C1037,2024-09-14,East,Home,Lamp,5,478.78,2393.9,refunded
657,C1294,2024-05-08,West,Sports,Jump Rope,4,387.27,1549.08,completed
658,C1234,2024-12-14,West,Beauty,Serum,4,66.96,267.84,completed
659,C1195,2024-11-20,South,Books,Cookbook,3,212.08,636.24,completed
660,C1264,2024-10-01,North,Books,Biography,2,150.76,301.52,completed
661,C1175,2024-02-08,Central,Clothing,Sneakers,3,183.22,549.66,refunded
662,C1137,2024-04-03,South,Sports,Dumbbells,2,370.35,740.7,completed
663,C1105,2024-04-27,South,Clothing,Dress,3,86.43,259.29,completed
664,C1061,2024-02-10,West,Beauty,Serum,5,479.41,2397.05,completed
665,C1190,2024-11-13,East,Sports,Jump Rope,3,250.48,751.44,refunded
666,C1143,2024-07-22,South,Beauty,Moisturizer,1,267.6,267.6,completed
667,C1244,2024-10-03,North,Beauty,Sunscreen,4,431.59,1726.36,completed
668,C1234,2024-03-02,Central,Sports,Water Bottle,1,15.78,15.78,completed
669,C1194,2024-10-24,North,Home,Mug Set,5,432.29,2161.45,completed
670,C1280,2024-05-14,South,Home,Blanket,5,178.11,890.55,completed
671,C1255,2024-08-05,South,Sports,Water Bottle,3,428.61,1285.83,completed
672,C1230,2024-04-02,Central,Clothing,Dress,2,408.94,817.88,pending
673,C1138,2024-04-30,Central,Sports,Resistance Band,2,81.45,162.9,pending
674,C1076,2024-08-30,North,Clothing,Sneakers,4,75.88,303.52,pending
675,C1264,2024-09-30,East,Sports,Water Bottle,3,285.44,856.32,refunded
676,C1024,2024-07-22,North,Books,Cookbook,1,115.57,115.57,completed
677,C1243,2024-11-18,North,Sports,Water Bottle,3,186.86,560.58,refunded
678,C1285,2024-05-11,East,Electronics,Charger,1,182.02,182.02,pending
679,C1101,2024-10-22,Central,Books,History,2,489.88,979.76,completed
680,C1181,2024-06-15,Central,Sports,Resistance Band,1,196.71,196.71,completed
681,C1237,2024-11-19,South,Clothing,Jacket,4,319.31,1277.24,refunded
682,C1207,2024-02-06,North,Clothing,Jacket,2,163.6,327.2,pending
683,C1149,2024-12-29,East,Beauty,Shampoo,3,444.96,1334.88,completed
684,C1266,2024-08-18,West,Clothing,Jeans,1,71.26,71.26,completed
685,C1128,2024-12-24,North,Clothing,Jeans,4,60.46,241.84,completed
686,C1242,2024-10-07,North,Electronics,Charger,5,384.84,1924.2,completed
687,C1053,2024-05-14,Central,Clothing,T-Shirt,4,161.58,646.32,completed
688,C1145,2024-08-14,South,Clothing,Dress,2,23.99,47.98,pending
689,C1182,2024-06-15,West,Sports,Jump Rope,3,278.78,836.34,completed
690,C1276,2024-03-31,Central,Beauty,Shampoo,5,223.13,1115.65,pending
691,C1273,2024-06-07,East,Sports,Jump Rope,2,404.3,808.6,completed
692,C1157,2024-07-06,West,Home,Pillow,3,15.16,45.48,refunded
693,C1069,2024-06-25,East,Sports,Jump Rope,1,347.0,347.0,completed
694,C1244,2024-06-02,North,Sports,Water Bottle,5,123.29,616.45,completed
695,C1280,2024-07-10,South,Sports,Jump Rope,4,203.42,813.68,completed
696,C1199,2024-07-12,South,Home,Lamp,4,316.4,1265.6,refunded
697,C1139,2024-05-25,Central,Home,Blanket,2,428.2,856.4,completed
698,C1069,2024-05-28,North,Books,Sci-Fi,5,231.85,1159.25,pending
699,C1251,2024-04-06,East,Electronics,Smartwatch,1,485.15,485.15,completed
700,C1095,2024-02-22,East,Home,Pillow,4,366.27,1465.08,completed
701,C1046,2024-03-18,North,Sports,Dumbbells,3,215.91,647.73,completed
702,C1190,2024-08-25,North,Home,Lamp,2,37.45,74.9,completed
703,C1036,2024-10-05,West,Clothing,Jeans,3,410.44,1231.32,completed
704,C1062,2024-12-31,South,Sports,Resistance Band,2,371.42,742.84,completed
705,C1101,2024-08-23,North,Beauty,Moisturizer,4,200.66,802.64,completed
706,C1165,2024-03-22,North,Books,History,5,69.84,349.2,completed
707,C1152,2024-04-11,East,Electronics,Smartwatch,1,125.61,125.61,completed
708,C1166,2024-01-08,South,Home,Candle,1,203.94,203.94,completed
709,C1004,2024-01-22,Central,Books,Sci-Fi,5,85.94,429.7,completed
710,C1127,2024-03-21,West,Electronics,Keyboard,3,466.11,1398.33,pending
711,C1030,2024-01-31,East,Books,Cookbook,5,397.81,1989.05,completed
712,C1249,2024-04-29,East,Beauty,Sunscreen,4,369.25,1477.0,completed
713,C1193,2024-07-02,South,Home,Lamp,4,356.24,1424.96,refunded
714,C1150,2024-10-04,West,Clothing,Dress,2,276.36,552.72,completed
715,C1239,2024-05-20,Central,Beauty,Moisturizer,1,270.25,270.25,completed
716,C1151,2024-05-14,Central,Home,Blanket,1,390.19,390.19,refunded
717,C1194,2024-04-04,North,Beauty,Sunscreen,5,127.0,635.0,pending
718,C1032,2024-12-03,Central,Sports,Dumbbells,5,344.77,1723.85,refunded
719,C1078,2024-11-09,East,Home,Blanket,3,64.12,192.36,refunded
720,C1034,2024-01-23,South,Clothing,T-Shirt,2,62.45,124.9,completed
721,C1050,2024-01-17,Central,Books,Sci-Fi,4,267.64,1070.56,pending
722,C1131,2024-01-26,East,Clothing,Dress,1,16.4,16.4,completed
723,C1251,2024-02-10,West,Books,Novel,3,283.42,850.26,completed
