shipment_id,sku,warehouse,order_date,ship_date,lead_time_days,quantity,cost,status
S353,SKU7642,West DC,2024-01-04,2024-01-18,14,172,168.43,in_transit
S354,SKU5910,South DC,2024-08-12,2024-08-21,9,282,169.89,delayed
S355,SKU9565,East DC,2024-04-15,2024-04-21,6,316,133.54,delivered
S356,SKU2724,East DC,2024-04-25,2024-05-06,11,73,134.58,delayed
S357,SKU9875,West DC,2024-12-29,2025-01-06,8,317,106.31,in_transit
S358,SKU1009,West DC,2024-06-25,2024-07-06,11,334,88.26,delivered
S359,SKU5092,East DC,2024-08-28,2024-08-31,3,456,164.8,delayed
S360,SKU6835,South DC,2024-08-02,2024-08-13,11,283,154.86,delivered
S361,SKU4154,Central DC,2024-09-09,2024-09-17,8,88,54.93,delayed
S362,SKU9738,East DC,2024-01-18,2024-01-21,3,470,74.16,delivered
S363,SKU1313,South DC,2024-08-25,2024-08-31,6,137,54.16,delivered
S364,SKU7592,West DC,2024-02-09,2024-02-13,4,172,85.46,delivered
S365,SKU3280,East DC,2024-02-04,2024-02-10,6,273,26.73,in_transit
S366,SKU1070,West DC,2024-04-12,2024-04-15,3,493,90.5,delivered
S367,SKU5873,West DC,2024-04-13,2024-04-15,2,73,180.56,in_transit
S368,SKU5528,South DC,2024-05-23,2024-05-31,8,467,180.91,delivered
S369,SKU6835,South DC,2024-02-09,2024-02-23,14,375,189.11,delivered
S370,SKU3368,West DC,2024-05-03,2024-05-15,12,224,80.45,delayed
S371,SKU1070,West DC,2024-09-04,2024-09-17,13,329,26.02,delayed
S372,SKU4373,Central DC,2024-05-27,2024-06-02,6,365,146.29,delivered
S373,SKU3368,East DC,2024-03-30,2024-04-13,14,407,46.62,delivered
S374,SKU4787,West DC,2024-08-28,2024-08-29,1,361,147.54,delivered
S375,SKU2110,South DC,2024-07-09,2024-07-13,4,470,143.97,delivered
S376,SKU3302,East DC,2024-11-18,2024-11-24,6,106,191.89,delivered
S377,SKU4373,South DC,2024-09-24,2024-10-05,11,44,170.1,delivered
S378,SKU4787,East DC,2024-08-20,2024-08-31,11,368,21.45,delayed
S379,SKU2724,South DC,2024-03-05,2024-03-12,7,109,73.76,delivered
S380,SKU3302,South DC,2024-12-07,2024-12-12,5,247,121.05,in_transit
S381,SKU5826,Central DC,2024-02-03,2024-02-10,7,300,27.94,in_transit
S382,SKU4417,East DC,2024-03-14,2024-03-22,8,243,119.57,delivered
S383,SKU8036,Central DC,2024-04-20,2024-04-23,3,363,158.85,delivered
S384,SKU2110,East DC,2024-09-06,2024-09-20,14,109,55.91,delivered
S385,SKU5910,South DC,2024-04-18,2024-05-02,14,388,17.08,delayed
S386,SKU7592,Central DC,2024-11-14,2024-11-26,12,124,144.03,in_transit
S387,SKU6006,West DC,2024-04-09,2024-04-21,12,414,58.72,in_transit
S388,SKU3173,East DC,2024-08-03,2024-08-04,1,209,115.09,in_transit
S389,SKU1703,Central DC,2024-09-01,2024-09-04,3,359,128.57,in_transit
S390,SKU1703,South DC,2024-11-25,2024-12-09,14,430,188.5,delivered
S391,SKU4373,East DC,2024-08-21,2024-08-22,1,417,175.63,delayed
S392,SKU1141,West DC,2024-03-18,2024-04-01,14,105,195.65,delivered
S393,SKU6006,East DC,2024-09-02,2024-09-08,6,359,20.59,delayed
S394,SKU1411,South DC,2024-05-02,2024-05-15,13,121,56.73,delivered
S395,SKU2668,Central DC,2024-11-02,2024-11-13,11,201,144.73,in_transit
S396,SKU9344,South DC,2024-05-18,2024-05-21,3,367,97.08,delivered
S397,SKU1009,South DC,2024-12-28,2025-01-08,11,151,124.89,delivered
S398,SKU9875,South DC,2024-08-15,2024-08-26,11,105,78.85,delivered
S399,SKU2002,West DC,2024-06-26,2024-07-06,10,228,16.08,in_transit
S400,SKU9349,South DC,2024-08-01,2024-08-07,6,113,69.43,delivered
S401,SKU3173,East DC,2024-07-05,2024-07-17,12,76,139.88,delivered
S402,SKU1070,West DC,2024-02-21,2024-02-24,3,92,82.15,delivered
S403,SKU4944,South DC,2024-08-17,2024-08-23,6,104,195.19,delayed
S404,SKU6835,South DC,2024-08-23,2024-09-04,12,84,98.81,delivered
S405,SKU3302,South DC,2024-06-13,2024-06-15,2,115,79.57,delayed
S406,SKU4787,West DC,2024-04-04,2024-04-05,1,484,183.49,delivered
S407,SKU9875,South DC,2024-10-21,2024-10-25,4,285,11.79,delivered
S408,SKU6835,East DC,2024-02-10,2024-02-14,4,231,189.85,delivered
S409,SKU8562,South DC,2024-08-07,2024-08-14,7,59,120.01,delivered
S410,SKU6835,West DC,2024-02-07,2024-02-15,8,317,94.19,delivered
S411,SKU2279,West DC,2024-11-06,2024-11-12,6,357,100.08,delivered
S412,SKU7880,Central DC,2024-03-29,2024-04-07,9,327,169.6,in_transit
S413,SKU8562,Central DC,2024-12-24,2025-01-06,13,215,109.38,delivered
S414,SKU4944,East DC,2024-06-22,2024-06-23,1,286,180.0,delayed
S415,SKU2724,South DC,2024-04-14,2024-04-18,4,317,9.48,in_transit
S416,SKU8562,East DC,2024-09-20,2024-09-23,3,19,53.23,delayed
S417,SKU3525,South DC,2024-05-17,2024-05-24,7,260,152.25,in_transit
S418,SKU7643,East DC,2024-09-12,2024-09-19,7,306,104.43,delivered
S419,SKU1441,South DC,2024-09-25,2024-10-09,14,342,183.06,delayed
S420,SKU6006,South DC,2024-05-12,2024-05-16,4,407,125.78,in_transit
S421,SKU1441,South DC,2024-06-30,2024-07-11,11,286,52.81,delivered
S422,SKU4359,East DC,2024-09-25,2024-10-02,7,174,110.36,delivered
S423,SKU6006,South DC,2024-04-23,2024-04-29,6,398,17.91,delivered
S424,SKU7087,East DC,2024-11-21,2024-11-22,1,38,31.37,delayed
S425,SKU9349,Central DC,2024-12-31,2025-01-13,13,89,78.19,delivered
S426,SKU7979,Central DC,2024-12-01,2024-12-13,12,257,173.6,in_transit
S427,SKU3027,Central DC,2024-01-23,2024-01-27,4,347,153.27,delivered
S428,SKU7346,Central DC,2024-12-25,2025-01-04,10,100,74.58,delivered
S429,SKU9344,Central DC,2024-09-22,2024-10-01,9,419,67.87,delivered
S430,SKU7880,Central DC,2024-04-22,2024-05-06,14,293,25.35,delayed
S431,SKU9648,East DC,2024-08-03,2024-08-15,12,115,8.96,delivered
S432,SKU8562,West DC,2024-05-25,2024-06-07,13,432,68.62,delivered
S433,SKU3302,East DC,2024-04-16,2024-04-25,9,11,78.13,delivered
S434,SKU3280,West DC,2024-12-31,2025-01-08,8,217,164.7,delivered
S435,SKU5847,South DC,2024-11-05,2024-11-14,9,260,101.98,delivered
S436,SKU7642,Central DC,2024-08-08,2024-08-22,14,310,135.93,delivered
S437,SKU9360,South DC,2024-08-19,2024-08-29,10,126,40.25,delivered
S438,SKU7979,West DC,2024-01-08,2024-01-11,3,229,160.81,delivered
S439,SKU4787,South DC,2024-06-03,2024-06-05,2,329,130.09,delivered
S440,SKU1411,West DC,2024-03-20,2024-03-26,6,447,104.97,delivered
S441,SKU3302,East DC,2024-08-05,2024-08-14,9,164,147.92,delivered
S442,SKU2279,East DC,2024-02-16,2024-02-20,4,98,57.61,delayed
S443,SKU6006,Central DC,2024-10-15,2024-10-22,7,230,199.4,delivered
S444,SKU8562,Central DC,2024-03-25,2024-04-01,7,384,103.66,delivered
S445,SKU5873,West DC,2024-10-09,2024-10-15,6,218,95.76,delayed
S446,SKU8562,Central DC,2024-03-03,2024-03-04,1,199,40.59,delivered
S447,SKU7087,West DC,2024-01-19,2024-02-01,13,441,61.07,in_transit
S448,SKU2668,East DC,2024-06-21,2024-06-29,8,360,157.16,delayed
S449,SKU4373,East DC,2024-08-10,2024-08-23,13,379,13.48,delivered
S450,SKU9349,South DC,2024-05-24,2024-05-31,7,491,23.02,delayed
S451,SKU1441,West DC,2024-04-24,2024-05-01,7,304,9.27,delayed
S452,SKU1703,West DC,2024-12-11,2024-12-18,7,236,120.58,delivered
S453,SKU1703,Central DC,2024-12-20,2024-12-29,9,141,66.96,delivered
S454,SKU3368,South DC,2024-09-18,2024-09-28,10,76,33.24,delayed
S455,SKU1009,West DC,2024-11-27,2024-12-07,10,431,166.39,delivered
S456,SKU3368,Central DC,2024-07-21,2024-07-25,4,68,95.49,delivered
S457,SKU2279,Central DC,2024-12-16,2024-12-29,13,121,166.96,in_transit
S458,SKU8036,South DC,2024-03-27,2024-03-29,2,387,120.72,delivered
S459,SKU2279,East DC,2024-07-19,2024-07-26,7,318,119.46,delivered
S460,SKU9349,West DC,2024-07-19,2024-07-26,7,274,101.39,delivered
S461,SKU9349,East DC,2024-09-29,2024-10-01,2,150,67.89,delivered
S462,SKU5847,Central DC,2024-12-12,2024-12-24,12,98,68.88,delayed
S463,SKU7643,West DC,2024-03-24,2024-04-05,12,3,87.35,in_transit
S464,SKU1141,West DC,2024-10-01,2024-10-11,10,402,144.75,delivered
S465,SKU7643,Central DC,2024-04-15,2024-04-20,5,295,49.53,delayed
S466,SKU3368,South DC,2024-06-15,2024-06-25,10,96,75.99,delivered
S467,SKU9344,South DC,2024-02-11,2024-02-15,4,282,112.05,delivered
S468,SKU2110,Central DC,2024-08-20,2024-08-25,5,82,113.02,delivered
S469,SKU7642,East DC,2024-11-28,2024-12-04,6,14,171.1,delayed
S470,SKU6006,East DC,2024-06-14,2024-06-20,6,304,53.72,delivered
S471,SKU5826,West DC,2024-12-06,2024-12-16,10,478,119.06,in_transit
S472,SKU2279,West DC,2024-04-06,2024-04-20,14,156,27.03,delayed
S473,SKU9738,South DC,2024-10-12,2024-10-18,6,283,45.65,delivered
S474,SKU3368,West DC,2024-10-16,2024-10-20,4,212,132.55,delivered
S475,SKU9360,South DC,2024-08-18,2024-08-24,6,101,50.12,delivered
S476,SKU5826,East DC,2024-01-07,2024-01-14,7,313,89.07,delayed
S477,SKU7346,South DC,2024-06-22,2024-07-04,12,48,112.99,delivered
S478,SKU6006,West DC,2024-03-31,2024-04-12,12,230,196.45,delivered
S479,SKU1441,East DC,2024-08-06,2024-08-13,7,461,185.72,delivered
S480,SKU3302,Central DC,2024-01-30,2024-02-04,5,371,54.08,delivered
S481,SKU9738,East DC,2024-01-07,2024-01-11,4,25,15.99,delivered
S482,SKU2110,Central DC,2024-02-05,2024-02-07,2,86,104.0,delivered
S483,SKU1141,East DC,2024-02-14,2024-02-23,9,476,116.63,delivered
S484,SKU3173,South DC,2024-03-12,2024-03-14,2,185,64.05,delayed
S485,SKU6835,East DC,2024-12-28,2025-01-04,7,184,76.82,in_transit
S486,SKU5528,Central DC,2024-05-27,2024-06-05,9,135,85.03,delivered
S487,SKU6442,South DC,2024-08-05,2024-08-18,13,24,163.34,delayed
S488,SKU1411,Central DC,2024-12-18,2024-12-20,2,498,119.65,delivered
S489,SKU9875,Central DC,2024-10-27,2024-11-10,14,223,83.82,delivered
S490,SKU3280,Central DC,2024-08-22,2024-08-25,3,427,119.87,delivered
S491,SKU3368,West DC,2024-12-07,2024-12-21,14,35,60.69,delayed
S492,SKU2279,South DC,2024-10-01,2024-10-10,9,424,178.81,delivered
S493,SKU5910,West DC,2024-09-09,2024-09-20,11,355,188.57,delivered
S494,SKU2724,Central DC,2024-03-15,2024-03-25,10,462,148.09,delayed
S495,SKU5847,West DC,2024-07-31,2024-08-13,13,1,132.81,delayed
S496,SKU7087,South DC,2024-06-13,2024-06-23,10,450,154.38,delivered
S497,SKU5092,West DC,2024-12-16,2024-12-28,12,344,92.74,delivered
S498,SKU5528,South DC,2024-12-20,2024-12-31,11,313,148.97,delivered
S499,SKU3302,Central DC,2024-07-06,2024-07-12,6,286,145.56,delayed
S500,SKU1313,South DC,2024-09-19,2024-09-21,2,362,56.84,delivered
S501,SKU9360,East DC,2024-11-30,2024-12-13,13,109,71.67,delivered
S502,SKU4787,South DC,2024-04-18,2024-04-27,9,489,174.64,delayed
S503,SKU1070,Central DC,2024-03-10,2024-03-13,3,376,156.93,delivered
S504,SKU9738,West DC,2024-01-07,2024-01-14,7,465,8.24,in_transit
S505,SKU4154,East DC,2024-05-14,2024-05-22,8,296,186.19,delivered
S506,SKU7592,West DC,2024-10-17,2024-10-19,2,372,49.63,delivered
S507,SKU9738,Central DC,2024-01-27,2024-02-03,7,61,147.38,in_transit
S508,SKU8432,West DC,2024-12-15,2024-12-27,12,176,91.34,delivered
S509,SKU2668,East DC,2024-05-28,2024-06-01,4,106,172.09,delivered
S510,SKU5873,West DC,2024-03-13,2024-03-25,12,282,111.88,delivered
S511,SKU2279,West DC,2024-08-07,2024-08-21,14,254,138.47,in_transit
S512,SKU4417,South DC,2024-09-03,2024-09-06,3,404,181.87,delayed
S513,SKU5092,East DC,2024-02-02,2024-02-05,3,408,69.67,in_transit
S514,SKU1313,East DC,2024-08-19,2024-08-29,10,324,74.17,in_transit
S515,SKU3027,West DC,2024-03-18,2024-03-30,12,397,23.56,delivered
S516,SKU9875,South DC,2024-06-14,2024-06-24,10,292,133.3,in_transit
S517,SKU6006,West DC,2024-04-30,2024-05-14,14,84,162.11,in_transit
S518,SKU1141,Central DC,2024-10-09,2024-10-13,4,173,112.35,delivered
S519,SKU3302,South DC,2024-10-05,2024-10-19,14,243,126.27,delivered
S520,SKU1313,Central DC,2024-03-07,2024-03-18,11,458,67.59,in_transit
S521,SKU2668,West DC,2024-10-27,2024-11-01,5,397,113.53,delivered
S522,SKU7592,West DC,2024-01-03,2024-01-17,14,119,134.51,delivered
S523,SKU3302,Central DC,2024-07-03,2024-07-05,2,164,44.09,delivered
S524,SKU5826,West DC,2024-07-17,2024-07-26,9,425,160.41,in_transit
S525,SKU7979,East DC,2024-04-17,2024-04-18,1,207,113.42,delivered
S526,SKU5873,Central DC,2024-02-20,2024-02-21,1,242,191.45,delivered
S527,SKU7880,South DC,2024-03-11,2024-03-23,12,66,101.37,delivered
S528,SKU7642,East DC,2024-09-30,2024-10-02,2,445,166.62,delayed
S529,SKU5910,Central DC,2024-08-25,2024-08-28,3,13,138.48,in_transit
S530,SKU6006,Central DC,2024-03-22,2024-04-04,13,124,28.44,delivered
S531,SKU1313,Central DC,2024-12-05,2024-12-17,12,42,94.9,delayed
S532,SKU7346,Central DC,2024-09-11,2024-09-19,8,292,8.2,delivered
S533,SKU2002,East DC,2024-05-05,2024-05-14,9,118,199.4,delayed
S534,SKU1441,West DC,2024-05-02,2024-05-14,12,457,38.64,delayed
S535,SKU5528,West DC,2024-05-18,2024-06-01,14,249,22.67,delivered
S536,SKU7642,West DC,2024-10-04,2024-10-07,3,267,76.21,delivered
S537,SKU3173,Central DC,2024-06-21,2024-06-26,5,16,89.3,delivered
S538,SKU9565,Central DC,2024-04-06,2024-04-11,5,109,106.18,delivered
S539,SKU9648,South DC,2024-12-01,2024-12-05,4,449,74.6,in_transit
S540,SKU8562,West DC,2024-04-22,2024-05-01,9,49,41.53,delivered
S541,SKU8432,West DC,2024-04-03,2024-04-12,9,385,137.43,delivered
S542,SKU2279,East DC,2024-05-31,2024-06-09,9,428,7.56,delivered
S543,SKU6442,South DC,2024-02-26,2024-03-10,13,386,56.72,in_transit
S544,SKU1070,East DC,2024-08-13,2024-08-27,14,486,143.69,in_transit
S545,SKU3525,South DC,2024-04-11,2024-04-20,9,28,87.99,delivered
S546,SKU4787,Central DC,2024-03-01,2024-03-05,4,155,24.33,delivered
S547,SKU3525,East DC,2024-07-28,2024-08-04,7,23,189.2,in_transit
S548,SKU5826,South DC,2024-05-10,2024-05-19,9,488,114.64,delivered
S549,SKU7643,South DC,2024-09-10,2024-09-19,9,230,197.95,in_transit
S550,SKU1313,Central DC,2024-09-05,2024-09-08,3,30,47.66,delivered
S551,SKU2668,Central DC,2024-01-02,2024-01-08,6,406,88.35,delivered
S552,SKU9738,East DC,2024-04-02,2024-04-12,10,417,6.88,delayed
S553,SKU7643,South DC,2024-11-19,2024-12-01,12,101,152.53,in_transit
S554,SKU3302,West DC,2024-05-04,2024-05-15,11,256,178.41,in_transit
S555,SKU6442,West DC,2024-08-04,2024-08-18,14,359,108.08,delivered
S556,SKU5092,South DC,2024-07-13,2024-07-25,12,315,82.06,delivered
S557,SKU2724,West DC,2024-08-07,2024-08-09,2,345,95.31,delivered
S558,SKU9360,West DC,2024-08-24,2024-09-07,14,212,84.17,delivered
S559,SKU2279,West DC,2024-12-02,2024-12-11,9,5,84.6,delivered
S560,SKU1313,Central DC,2024-09-12,2024-09-23,11,379,20.89,delivered
S561,SKU5873,East DC,2024-10-19,2024-10-31,12,211,83.87,delivered
S562,SKU1441,South DC,2024-10-26,2024-11-03,8,156,88.45,delivered
S563,SKU7880,Central DC,2024-09-23,2024-10-01,8,461,129.03,delivered
S564,SKU2724,East DC,2024-08-19,2024-09-02,14,86,121.2,in_transit
S565,SKU4944,Central DC,2024-07-14,2024-07-19,5,237,149.03,delivered
S566,SKU1411,Central DC,2024-11-04,2024-11-10,6,306,191.19,delivered
S567,SKU3280,Central DC,2024-06-11,2024-06-20,9,221,20.33,delayed
S568,SKU3302,East DC,2024-09-08,2024-09-22,14,26,180.92,in_transit
S569,SKU3173,South DC,2024-11-04,2024-11-12,8,21,89.6,delayed
S570,SKU9738,South DC,2024-01-03,2024-01-13,10,489,84.88,delayed
S571,SKU3173,East DC,2024-06-26,2024-06-29,3,333,99.55,delivered
S572,SKU5826,West DC,2024-12-15,2024-12-24,9,146,66.0,delivered
S573,SKU7643,East DC,2024-11-07,2024-11-13,6,205,11.38,delayed
S574,SKU3302,East DC,2024-04-25,2024-05-05,10,218,106.84,delivered
S575,SKU4417,Central DC,2024-05-05,2024-05-07,2,266,181.78,delivered
S576,SKU3173,East DC,2024-11-20,2024-11-25,5,337,30.73,delayed
S577,SKU9349,East DC,2024-05-17,2024-05-21,4,11,181.46,delayed
S578,SKU7979,South DC,2024-04-23,2024-04-25,2,154,30.81,delivered
S579,SKU3280,South DC,2024-10-22,2024-10-31,9,125,76.2,in_transit
S580,SKU4787,Central DC,2024-06-17,2024-06-26,9,269,126.93,in_transit
S581,SKU3525,East DC,2024-01-21,2024-01-25,4,34,32.27,delivered
S582,SKU6006,South DC,2024-08-15,2024-08-24,9,322,109.09,delivered
S583,SKU5910,East DC,2024-03-06,2024-03-17,11,5,115.29,delivered
S584,SKU4417,Central DC,2024-02-16,2024-02-18,2,100,12.26,in_transit
S585,SKU3027,Central DC,2024-10-13,2024-10-16,3,183,145.8,in_transit
S586,SKU3280,West DC,2024-12-23,2024-12-26,3,372,141.25,delayed
S587,SKU4417,West DC,2024-11-28,2024-12-01,3,87,96.4,in_transit
S588,SKU9738,South DC,2024-02-17,2024-02-29,12,342,151.12,delayed
S589,SKU7880,South DC,2024-09-05,2024-09-19,14,338,139.14,in_transit
S590,SKU3368,West DC,2024-03-01,2024-03-09,8,237,80.58,delivered
S591,SKU1313,South DC,2024-03-01,2024-03-08,7,300,155.87,delivered
S592,SKU1441,East DC,2024-03-30,2024-04-01,2,316,28.62,delayed
S593,SKU7592,South DC,2024-11-30,2024-12-01,1,199,152.89,delivered
S594,SKU3368,West DC,2024-07-22,2024-07-31,9,428,181.65,delivered
S595,SKU4787,East DC,2024-12-12,2024-12-17,5,179,102.1,in_transit
S596,SKU4154,West DC,2024-07-22,2024-08-02,11,435,134.66,delivered
S597,SKU9344,South DC,2024-09-19,2024-09-25,6,19,27.48,delivered
S598,SKU1141,South DC,2024-07-12,2024-07-22,10,47,130.67,delivered
S599,SKU9349,East DC,2024-02-24,2024-03-09,14,45,34.98,delivered
S600,SKU7592,Central DC,2024-06-20,2024-07-04,14,463,6.56,in_transit
S601,SKU7087,East DC,2024-12-01,2024-12-14,13,399,79.28,in_transit
S602,SKU9875,West DC,2024-10-26,2024-11-01,6,338,47.69,in_transit
S603,SKU5847,West DC,2024-10-18,2024-10-27,9,428,174.28,delayed
S604,SKU7643,West DC,2024-11-06,2024-11-08,2,320,75.07,delivered
S605,SKU2002,South DC,2024-09-01,2024-09-03,2,323,136.16,delivered
S606,SKU7346,South DC,2024-02-07,2024-02-14,7,397,132.16,delivered
S607,SKU5826,Central DC,2024-05-20,2024-05-27,7,295,32.84,delayed
S608,SKU9875,East DC,2024-09-24,2024-10-05,11,370,137.77,delivered
S609,SKU8036,South DC,2024-07-02,2024-07-08,6,18,50.62,delivered
S610,SKU5847,West DC,2024-02-23,2024-03-06,12,284,20.25,delivered
S611,SKU9349,West DC,2024-05-15,2024-05-25,10,62,23.14,in_transit
S612,SKU5092,Central DC,2024-12-16,2024-12-25,9,360,164.32,delayed
S613,SKU1441,East DC,2024-08-11,2024-08-24,13,233,59.6,in_transit
S614,SKU2668,South DC,2024-10-15,2024-10-25,10,485,193.74,in_transit
S615,SKU6006,East DC,2024-09-26,2024-09-29,3,107,98.99,delivered
S616,SKU5873,Central DC,2024-06-04,2024-06-14,10,305,142.24,in_transit
S617,SKU9565,Central DC,2024-06-10,2024-06-22,12,40,19.12,delivered
S618,SKU4359,South DC,2024-03-26,2024-04-08,13,321,59.8,delivered
S619,SKU4787,Central DC,2024-02-29,2024-03-09,9,284,167.42,delivered
S620,SKU7642,West DC,2024-01-11,2024-01-23,12,433,172.43,delayed
S621,SKU2279,West DC,2024-06-01,2024-06-04,3,461,183.33,delivered
S622,SKU1411,West DC,2024-10-13,2024-10-27,14,117,129.32,delivered
S623,SKU2668,West DC,2024-06-21,2024-06-27,6,362,79.71,delivered
S624,SKU7643,West DC,2024-09-18,2024-09-23,5,114,66.69,delivered
S625,SKU2724,South DC,2024-11-20,2024-11-24,4,98,175.47,delivered
S626,SKU3368,Central DC,2024-09-13,2024-09-27,14,462,53.03,delayed
S627,SKU1313,Central DC,2024-11-10,2024-11-20,10,210,128.91,in_transit
S628,SKU7880,East DC,2024-04-23,2024-04-25,2,394,142.38,delivered
S629,SKU2279,East DC,2024-02-05,2024-02-18,13,419,49.68,delivered
S630,SKU5910,East DC,2024-11-24,2024-12-06,12,219,16.12,in_transit
S631,SKU7880,West DC,2024-11-19,2024-11-29,10,297,130.72,in_transit
S632,SKU1441,Central DC,2024-04-11,2024-04-15,4,199,105.07,in_transit
S633,SKU9349,South DC,2024-02-16,2024-02-28,12,10,125.52,delayed
S634,SKU6442,South DC,2024-07-02,2024-07-12,10,408,125.29,delivered
S635,SKU3302,East DC,2024-01-04,2024-01-11,7,474,124.11,delivered
S636,SKU7643,East DC,2024-05-17,2024-05-19,2,390,90.36,delivered
S637,SKU4373,Central DC,2024-05-10,2024-05-11,1,352,178.55,delayed
S638,SKU4417,South DC,2024-09-15,2024-09-27,12,320,64.58,in_transit
S639,SKU2279,West DC,2024-04-03,2024-04-16,13,40,113.14,delivered
S640,SKU7346,East DC,2024-10-17,2024-10-31,14,250,194.87,delayed
S641,SKU3302,East DC,2024-03-07,2024-03-13,6,88,9.74,in_transit
S642,SKU4154,Central DC,2024-01-01,2024-01-09,8,372,169.01,delivered
S643,SKU6835,South DC,2024-05-24,2024-06-02,9,14,107.99,delayed
S644,SKU2724,East DC,2024-04-10,2024-04-14,4,317,130.93,delivered
S645,SKU6006,West DC,2024-01-08,2024-01-14,6,80,22.47,delivered
S646,SKU4154,Central DC,2024-10-06,2024-10-19,13,416,81.82,delivered
S647,SKU4359,West DC,2024-02-14,2024-02-23,9,330,19.79,delivered
S648,SKU1313,South DC,2024-10-29,2024-10-31,2,252,82.35,in_transit
S649,SKU4154,West DC,2024-08-26,2024-09-09,14,51,151.36,delivered
S650,SKU5847,South DC,2024-09-26,2024-09-28,2,65,152.1,delayed
S651,SKU2279,Central DC,2024-04-08,2024-04-18,10,324,16.08,delivered
S652,SKU4359,East DC,2024-04-11,2024-04-14,3,495,170.41,delayed
S653,SKU9565,Central DC,2024-08-05,2024-08-06,1,116,112.05,delayed
S654,SKU4154,South DC,2024-10-01,2024-10-06,5,162,184.22,delivered
S655,SKU1411,Central DC,2024-08-16,2024-08-29,13,294,91.15,in_transit
S656,SKU4417,South DC,2024-08-18,2024-08-20,2,468,154.14,delivered
S657,SKU4417,East DC,2024-09-04,2024-09-09,5,49,58.56,delivered
S658,SKU3027,West DC,2024-01-23,2024-01-27,4,419,138.72,delivered
S659,SKU6006,West DC,2024-06-04,2024-06-14,10,337,87.23,delivered
S660,SKU8036,East DC,2024-08-02,2024-08-10,8,404,155.85,delivered
S661,SKU2668,West DC,2024-01-23,2024-01-24,1,284,72.3,in_transit
S662,SKU7346,West DC,2024-01-10,2024-01-20,10,307,95.28,delivered
S663,SKU1441,West DC,2024-12-10,2024-12-18,8,61,136.01,delayed
S664,SKU6442,East DC,2024-12-24,2024-12-30,6,301,110.29,delayed
S665,SKU3027,East DC,2024-08-06,2024-08-12,6,118,81.1,delayed
S666,SKU1441,East DC,2024-04-02,2024-04-03,1,34,155.08,delivered
S667,SKU2002,West DC,2024-09-06,2024-09-15,9,265,172.1,in_transit
S668,SKU5910,South DC,2024-08-11,2024-08-12,1,312,135.8,delivered
S669,SKU3280,West DC,2024-04-16,2024-04-19,3,174,47.62,delivered
S670,SKU5092,West DC,2024-02-21,2024-02-29,8,317,173.28,delivered
S671,SKU1441,East DC,2024-02-15,2024-02-17,2,21,75.68,in_transit
S672,SKU2724,Central DC,2024-09-25,2024-09-29,4,58,57.12,delivered
S673,SKU1313,West DC,2024-10-11,2024-10-17,6,444,16.11,delivered
S674,SKU5528,East DC,2024-11-29,2024-12-02,3,477,138.51,delayed
S675,SKU4373,South DC,2024-04-04,2024-04-09,5,13,191.48,in_transit
S676,SKU4417,West DC,2024-12-06,2024-12-08,2,97,100.14,delivered
S677,SKU5873,West DC,2024-01-25,2024-02-08,14,274,118.34,delivered
S678,SKU3368,East DC,2024-10-01,2024-10-14,13,138,98.6,delivered
S679,SKU3027,East DC,2024-12-30,2025-01-02,3,342,191.44,in_transit
S680,SKU8432,East DC,2024-10-30,2024-11-01,2,247,122.27,delivered
S681,SKU7979,Central DC,2024-01-21,2024-02-03,13,305,41.58,delivered
S682,SKU3525,Central DC,2024-12-13,2024-12-19,6,12,102.06,delivered
S683,SKU7642,Central DC,2024-03-29,2024-04-02,4,417,164.42,delayed
S684,SKU2668,East DC,2024-01-10,2024-01-17,7,462,61.66,delivered
S685,SKU4944,Central DC,2024-05-11,2024-05-17,6,165,61.41,delayed
S686,SKU6835,West DC,2024-12-22,2024-12-30,8,318,107.4,in_transit
S687,SKU3173,West DC,2024-06-17,2024-06-24,7,370,173.84,in_transit
S688,SKU4787,Central DC,2024-08-21,2024-09-01,11,163,173.33,delivered
S689,SKU1070,Central DC,2024-08-14,2024-08-15,1,243,173.53,in_transit
S690,SKU6442,South DC,2024-08-22,2024-09-03,12,428,52.3,delayed
S691,SKU9360,West DC,2024-07-28,2024-08-11,14,373,70.34,delivered
S692,SKU7087,Central DC,2024-04-23,2024-05-06,13,24,88.67,delivered
S693,SKU3173,South DC,2024-02-01,2024-02-05,4,193,114.29,delivered
S694,SKU2279,Central DC,2024-01-14,2024-01-22,8,337,5.82,delivered
S695,SKU2002,East DC,2024-01-13,2024-01-27,14,164,176.83,delivered
S696,SKU3368,Central DC,2024-08-15,2024-08-26,11,8,125.16,delivered
S697,SKU1411,West DC,2024-01-12,2024-01-15,3,112,68.94,in_transit
S698,SKU1411,East DC,2024-09-19,2024-09-28,9,460,188.7,delivered
S699,SKU2668,East DC,2024-02-09,2024-02-12,3,49,92.81,delivered
S700,SKU9875,South DC,2024-10-05,2024-10-09,4,62,164.86,delayed
S701,SKU1441,South DC,2024-12-03,2024-12-09,6,136,94.97,delivered
S702,SKU4373,East DC,2024-10-21,2024-10-29,8,18,123.77,in_transit
S703,SKU2668,East DC,2024-12-17,2024-12-29,12,266,45.36,delayed
S704,SKU2724,East DC,2024-04-17,2024-04-22,5,339,182.77,in_transit
S705,SKU7880,West DC,2024-10-26,2024-10-29,3,115,42.63,in_transit
