consumer_id,age,gender,income_bracket,education,region
CON0007460,46,F,50-75K,College,West
CON0007461,39,M,75-100K,College,East
CON0007462,79,M,100K+,College,East
CON0007463,71,F,75-100K,Graduate,West
CON0007464,59,F,50-75K,Graduate,East
CON0007465,48,M,25-50K,Bachelors,East
CON0007466,88,F,100K+,College,North
CON0007467,42,F,75-100K,Graduate,North
CON0007468,66,M,50-75K,College,West
CON0007469,57,F,50-75K,Graduate,West
CON0007470,56,F,100K+,Graduate,East
CON0007471,23,M,50-75K,College,South
CON0007472,47,F,50-75K,Graduate,East
CON0007473,29,F,<25K,Graduate,East
CON0007474,83,M,75-100K,Graduate,North
CON0007475,85,M,<25K,Graduate,North
CON0007476,88,M,100K+,Graduate,South
CON0007477,37,F,<25K,Bachelors,South
CON0007478,52,M,75-100K,HS,West
CON0007479,55,F,<25K,Graduate,East
CON0007480,63,M,100K+,HS,South
CON0007481,42,F,50-75K,College,South
CON0007482,42,F,50-75K,Bachelors,South
CON0007483,60,M,100K+,Graduate,West
CON0007484,35,M,25-50K,HS,West
CON0007485,79,F,50-75K,HS,East
CON0007486,31,F,<25K,Bachelors,East
CON0007487,84,F,75-100K,HS,West
CON0007488,31,F,50-75K,Bachelors,North
CON0007489,65,M,<25K,College,North
CON0007490,53,F,100K+,Bachelors,West
CON0007491,53,M,25-50K,HS,South
CON0007492,76,M,<25K,HS,East
CON0007493,55,M,<25K,Bachelors,South
CON0007494,48,F,50-75K,HS,South
CON0007495,65,M,75-100K,College,South
CON0007496,46,M,<25K,HS,South
CON0007497,45,M,50-75K,HS,East
CON0007498,49,F,100K+,Bachelors,East
CON0007499,33,F,100K+,Bachelors,North
CON0007500,82,F,25-50K,HS,West
CON0007501,49,M,25-50K,College,West
CON0007502,52,F,100K+,HS,West
CON0007503,72,F,75-100K,HS,West
CON0007504,33,F,75-100K,College,West
CON0007505,69,F,100K+,Bachelors,North
CON0007506,45,M,<25K,College,East
CON0007507,68,M,25-50K,HS,South
CON0007508,62,F,25-50K,College,West
CON0007509,75,M,75-100K,Bachelors,North
CON0007510,19,M,50-75K,College,South
CON0007511,68,M,100K+,Bachelors,East
CON0007512,78,M,25-50K,Graduate,South
CON0007513,31,F,50-75K,HS,East
CON0007514,81,M,75-100K,College,South
CON0007515,77,F,25-50K,Graduate,East
CON0007516,24,F,25-50K,Graduate,North
CON0007517,67,M,50-75K,College,West
CON0007518,18,M,75-100K,Bachelors,West
CON0007519,29,F,50-75K,HS,North
CON0007520,90,M,100K+,HS,East
CON0007521,52,F,<25K,Graduate,West
CON0007522,90,F,50-75K,HS,South
CON0007523,67,M,25-50K,College,North
CON0007524,42,M,<25K,HS,West
CON0007525,56,M,<25K,Bachelors,East
CON0007526,73,M,75-100K,College,North
CON0007527,83,M,50-75K,Graduate,East
CON0007528,21,M,<25K,College,West
CON0007529,40,F,<25K,College,East
CON0007530,27,F,<25K,College,North
CON0007531,68,M,75-100K,Bachelors,East
CON0007532,48,M,50-75K,HS,West
CON0007533,45,F,<25K,Bachelors,East
CON0007534,54,F,<25K,College,West
CON0007535,73,F,100K+,College,West
CON0007536,18,M,<25K,College,West
CON0007537,38,M,75-100K,HS,North
CON0007538,55,M,25-50K,Bachelors,East
CON0007539,71,F,100K+,HS,North
CON0007540,78,M,75-100K,HS,South
CON0007541,28,M,75-100K,College,South
CON0007542,70,F,<25K,HS,North
CON0007543,79,F,<25K,Bachelors,East
CON0007544,36,F,<25K,Graduate,North
CON0007545,27,M,25-50K,College,North
CON0007546,31,F,<25K,Bachelors,East
CON0007547,55,F,75-100K,Bachelors,East
CON0007548,75,M,<25K,Bachelors,East
CON0007549,29,F,100K+,Graduate,North
CON0007550,65,M,<25K,HS,North
CON0007551,36,F,25-50K,Graduate,West
CON0007552,18,F,75-100K,Bachelors,West
CON0007553,58,M,75-100K,Bachelors,West
CON0007554,82,M,75-100K,Graduate,East
CON0007555,76,F,25-50K,HS,South
CON0007556,58,M,50-75K,HS,South
CON0007557,41,F,50-75K,Bachelors,North
CON0007558,54,F,75-100K,Graduate,East
CON0007559,90,M,75-100K,College,North
CON0007560,69,F,<25K,College,South
CON0007561,23,F,75-100K,HS,South
CON0007562,76,F,50-75K,College,East
CON0007563,61,M,<25K,Bachelors,South
CON0007564,78,F,100K+,College,East
CON0007565,41,M,50-75K,Bachelors,East
CON0007566,43,M,25-50K,HS,East
CON0007567,44,F,<25K,College,East
CON0007568,41,F,75-100K,Bachelors,West
CON0007569,48,M,25-50K,College,South
CON0007570,37,M,<25K,Graduate,East
CON0007571,78,M,25-50K,Bachelors,South
CON0007572,22,F,25-50K,Graduate,North
CON0007573,86,M,25-50K,HS,North
CON0007574,27,M,50-75K,Bachelors,North
CON0007575,18,M,75-100K,HS,North
CON0007576,31,F,50-75K,HS,North
CON0007577,80,M,<25K,College,North
CON0007578,62,M,<25K,Bachelors,West
CON0007579,63,M,<25K,College,South
CON0007580,75,F,50-75K,Graduate,East
CON0007581,69,M,50-75K,Graduate,South
CON0007582,57,F,<25K,College,South
CON0007583,51,M,50-75K,Bachelors,South
CON0007584,88,M,100K+,Bachelors,South
CON0007585,76,M,50-75K,Graduate,South
CON0007586,88,M,100K+,HS,East
CON0007587,70,M,75-100K,Bachelors,South
CON0007588,81,M,50-75K,HS,South
CON0007589,36,F,25-50K,College,North
CON0007590,69,M,50-75K,HS,West
CON0007591,77,M,100K+,College,East
CON0007592,27,F,75-100K,College,West
CON0007593,25,F,50-75K,Graduate,West
CON0007594,72,M,25-50K,Graduate,South
CON0007595,81,F,75-100K,Bachelors,South
CON0007596,70,F,<25K,HS,North
CON0007597,46,M,<25K,Graduate,West
CON0007598,64,F,100K+,Graduate,West
CON0007599,35,M,50-75K,Graduate,West
CON0007600,81,F,100K+,College,North
CON0007601,61,F,50-75K,HS,West
CON0007602,88,F,<25K,Graduate,North
CON0007603,81,F,100K+,Graduate,North
CON0007604,59,F,100K+,Graduate,North
CON0007605,48,M,25-50K,Graduate,East
CON0007606,66,M,100K+,College,West
CON0007607,28,F,<25K,College,West
CON0007608,41,F,100K+,Bachelors,East
CON0007609,40,M,<25K,College,West
CON0007610,27,M,<25K,HS,South
CON0007611,72,F,50-75K,Graduate,South
CON0007612,65,F,100K+,HS,South
CON0007613,68,M,<25K,Bachelors,South
CON0007614,85,M,50-75K,HS,South
CON0007615,88,F,<25K,College,South
CON0007616,27,F,75-100K,Graduate,West
CON0007617,73,F,<25K,Graduate,East
CON0007618,26,F,75-100K,Graduate,East
CON0007619,25,M,25-50K,Bachelors,East
CON0007620,37,M,100K+,College,East
CON0007621,27,M,<25K,Bachelors,West
CON0007622,48,M,25-50K,Bachelors,South
CON0007623,89,M,50-75K,College,West
CON0007624,69,M,100K+,Bachelors,South
CON0007625,27,M,50-75K,College,North
CON0007626,40,F,<25K,Graduate,West
CON0007627,49,M,75-100K,HS,West
CON0007628,23,F,50-75K,HS,West
CON0007629,33,M,75-100K,College,South
CON0007630,45,F,100K+,HS,North
CON0007631,48,F,50-75K,Graduate,East
CON0007632,22,M,50-75K,Bachelors,East
CON0007633,43,M,75-100K,Bachelors,West
CON0007634,73,M,25-50K,HS,South
CON0007635,73,F,50-75K,HS,West
CON0007636,23,F,25-50K,HS,West
CON0007637,27,M,100K+,HS,East
CON0007638,78,F,75-100K,HS,North
CON0007639,58,F,25-50K,HS,North
CON0007640,18,M,25-50K,HS,South
CON0007641,31,M,<25K,Bachelors,North
CON0007642,85,M,<25K,Bachelors,North
CON0007643,45,F,<25K,HS,East
CON0007644,48,M,<25K,Bachelors,South
CON0007645,64,F,100K+,Graduate,West
CON0007646,81,M,25-50K,HS,North
CON0007647,36,M,50-75K,Bachelors,North
CON0007648,89,F,75-100K,Graduate,East
CON0007649,19,M,25-50K,HS,West
CON0007650,24,M,100K+,Bachelors,West
CON0007651,44,M,<25K,Bachelors,North
CON0007652,61,M,<25K,Bachelors,North
CON0007653,56,F,100K+,College,North
CON0007654,83,F,100K+,Bachelors,West
CON0007655,25,F,75-100K,HS,North
CON0007656,87,F,75-100K,HS,East
CON0007657,24,M,100K+,Graduate,East
CON0007658,75,F,<25K,Graduate,East
CON0007659,71,M,<25K,Bachelors,West
CON0007660,35,M,75-100K,HS,East
CON0007661,69,F,75-100K,College,East
CON0007662,34,F,25-50K,HS,South
CON0007663,75,M,75-100K,HS,North
CON0007664,55,M,75-100K,College,West
CON0007665,69,F,25-50K,Bachelors,South
CON0007666,53,F,50-75K,HS,South
CON0007667,66,F,75-100K,College,South
CON0007668,48,M,<25K,Bachelors,South
CON0007669,68,M,50-75K,HS,West
CON0007670,40,M,50-75K,College,West
CON0007671,76,M,100K+,College,North
CON0007672,62,F,75-100K,College,North
CON0007673,24,F,50-75K,Graduate,East
CON0007674,59,F,50-75K,College,West
CON0007675,82,F,25-50K,Graduate,South
CON0007676,88,F,100K+,Graduate,West
CON0007677,71,F,25-50K,College,West
CON0007678,82,M,<25K,HS,East
CON0007679,61,M,<25K,HS,East
CON0007680,29,F,100K+,HS,West
CON0007681,40,M,25-50K,Graduate,West
CON0007682,35,M,100K+,HS,South
CON0007683,43,F,25-50K,Bachelors,South
CON0007684,51,M,75-100K,Bachelors,North
CON0007685,19,F,100K+,Bachelors,East
CON0007686,78,M,50-75K,Bachelors,South
CON0007687,35,F,<25K,Bachelors,South
CON0007688,51,F,75-100K,College,East
CON0007689,78,M,25-50K,Graduate,East
CON0007690,22,F,100K+,HS,North
CON0007691,64,M,100K+,Graduate,South
CON0007692,27,M,25-50K,Graduate,South
CON0007693,70,M,75-100K,Bachelors,West
CON0007694,60,F,75-100K,College,East
CON0007695,38,M,100K+,Graduate,West
CON0007696,77,M,50-75K,Graduate,South
CON0007697,74,M,50-75K,Bachelors,West
CON0007698,62,F,100K+,HS,East
CON0007699,30,M,75-100K,College,South
CON0007700,28,M,100K+,HS,North
CON0007701,63,M,<25K,HS,East
CON0007702,26,M,50-75K,Bachelors,North
CON0007703,24,F,<25K,Graduate,South
CON0007704,66,F,100K+,College,West
CON0007705,53,M,100K+,HS,West
CON0007706,48,M,<25K,Bachelors,North
CON0007707,80,F,<25K,Graduate,East
CON0007708,88,M,<25K,Graduate,East
CON0007709,88,M,50-75K,Bachelors,East
CON0007710,59,M,<25K,College,West
CON0007711,70,M,25-50K,Bachelors,East
CON0007712,56,M,<25K,Graduate,West
CON0007713,23,F,<25K,College,West
CON0007714,60,M,50-75K,College,North
CON0007715,74,F,50-75K,HS,North
CON0007716,83,M,<25K,Graduate,East
CON0007717,24,M,100K+,College,East
CON0007718,89,M,75-100K,Bachelors,West
CON0007719,46,M,<25K,Graduate,North
CON0007720,56,F,50-75K,Graduate,South
CON0007721,37,F,<25K,Bachelors,South
CON0007722,41,M,75-100K,Bachelors,North
CON0007723,60,M,<25K,College,South
CON0007724,74,M,75-100K,Bachelors,South
CON0007725,64,M,75-100K,HS,South
CON0007726,88,F,50-75K,College,West
CON0007727,43,F,25-50K,Graduate,South
CON0007728,26,F,25-50K,HS,South
CON0007729,33,M,100K+,HS,West
CON0007730,38,M,100K+,Bachelors,North
CON0007731,80,F,<25K,College,South
CON0007732,34,M,75-100K,HS,West
CON0007733,57,M,50-75K,College,West
CON0007734,77,M,25-50K,College,East
CON0007735,70,F,<25K,College,West
CON0007736,36,F,75-100K,Bachelors,East
CON0007737,44,F,50-75K,Graduate,North
CON0007738,35,M,25-50K,Graduate,South
CON0007739,67,F,50-75K,HS,East
CON0007740,79,M,100K+,College,East
CON0007741,65,F,<25K,Bachelors,East
CON0007742,49,M,<25K,College,West
CON0007743,90,M,<25K,Bachelors,East
CON0007744,89,M,50-75K,Graduate,East
CON0007745,69,M,<25K,College,North
CON0007746,46,F,<25K,HS,West
CON0007747,30,F,<25K,Bachelors,West
CON0007748,65,F,75-100K,Bachelors,West
CON0007749,75,F,50-75K,HS,West
CON0007750,36,M,100K+,Bachelors,West
CON0007751,77,F,50-75K,HS,North
CON0007752,79,F,25-50K,Graduate,East
CON0007753,38,F,25-50K,Graduate,East
CON0007754,72,F,50-75K,Graduate,South
CON0007755,74,F,25-50K,Graduate,North
CON0007756,57,M,100K+,College,South
CON0007757,63,F,75-100K,Graduate,North
CON0007758,22,M,75-100K,Bachelors,East
CON0007759,81,M,<25K,Graduate,South
CON0007760,37,F,50-75K,Bachelors,South
CON0007761,35,M,<25K,College,West
CON0007762,33,F,50-75K,Graduate,North
CON0007763,23,F,<25K,Graduate,West
CON0007764,34,M,<25K,HS,North
CON0007765,32,M,<25K,HS,South
CON0007766,30,F,75-100K,HS,West
CON0007767,47,F,100K+,College,North
CON0007768,56,F,50-75K,HS,East
CON0007769,39,F,100K+,Bachelors,North
CON0007770,18,M,75-100K,College,North
CON0007771,55,M,25-50K,College,West
CON0007772,63,M,<25K,Bachelors,South
CON0007773,26,M,50-75K,Bachelors,South
CON0007774,50,M,75-100K,Graduate,South
CON0007775,29,F,100K+,HS,West
CON0007776,77,F,<25K,HS,North
CON0007777,64,F,75-100K,HS,South
CON0007778,66,F,25-50K,College,South
CON0007779,85,F,50-75K,Graduate,East
CON0007780,59,M,50-75K,Bachelors,East
CON0007781,30,F,75-100K,Bachelors,East
CON0007782,48,F,100K+,College,North
CON0007783,36,F,50-75K,Bachelors,West
CON0007784,82,F,75-100K,HS,South
CON0007785,49,M,25-50K,Bachelors,North
CON0007786,63,M,50-75K,Graduate,South
CON0007787,88,F,75-100K,Graduate,West
CON0007788,71,M,75-100K,Bachelors,East
CON0007789,64,M,50-75K,College,South
CON0007790,72,F,<25K,College,North
CON0007791,20,F,100K+,Bachelors,East
CON0007792,71,F,<25K,HS,East
CON0007793,86,F,25-50K,College,East
CON0007794,70,F,50-75K,Bachelors,East
CON0007795,43,M,25-50K,HS,South
CON0007796,30,M,<25K,HS,North
CON0007797,22,M,<25K,HS,South
CON0007798,76,M,<25K,HS,South
CON0007799,24,F,25-50K,HS,East
CON0007800,78,M,<25K,Bachelors,East
CON0007801,33,M,50-75K,Bachelors,North
CON0007802,63,M,75-100K,HS,North
CON0007803,81,M,<25K,HS,West
CON0007804,37,M,<25K,HS,West
CON0007805,29,F,75-100K,College,North
CON0007806,35,M,100K+,Graduate,West
CON0007807,19,F,<25K,Graduate,North
CON0007808,66,F,<25K,College,North
CON0007809,61,M,75-100K,Bachelors,North
CON0007810,38,M,<25K,Bachelors,East
CON0007811,37,M,100K+,Graduate,North
CON0007812,39,F,75-100K,Bachelors,West
CON0007813,78,M,75-100K,HS,East
CON0007814,81,M,25-50K,College,East
CON0007815,80,F,100K+,Bachelors,South
CON0007816,67,F,50-75K,Bachelors,North
CON0007817,50,M,<25K,Graduate,South
CON0007818,74,M,<25K,HS,West
CON0007819,65,F,<25K,College,West
CON0007820,70,M,75-100K,Bachelors,North
CON0007821,39,M,50-75K,HS,West
CON0007822,26,F,25-50K,HS,East
CON0007823,45,F,100K+,Bachelors,West
CON0007824,35,F,75-100K,HS,South
CON0007825,74,F,<25K,College,North
CON0007826,83,F,<25K,College,North
CON0007827,78,F,75-100K,HS,West
CON0007828,50,M,50-75K,Bachelors,East
CON0007829,50,M,100K+,Bachelors,South
CON0007830,87,M,50-75K,College,North
CON0007831,18,F,25-50K,Bachelors,West
CON0007832,80,F,25-50K,HS,South
CON0007833,43,M,75-100K,Bachelors,South
CON0007834,47,F,100K+,Bachelors,North
CON0007835,37,M,100K+,HS,North
CON0007836,84,M,<25K,College,East
CON0007837,67,M,50-75K,College,South
CON0007838,68,M,75-100K,Bachelors,East
CON0007839,80,F,100K+,Bachelors,North
CON0007840,86,F,100K+,Bachelors,North
CON0007841,59,M,100K+,Graduate,West
CON0007842,43,M,25-50K,Graduate,West
CON0007843,80,F,25-50K,Graduate,North
CON0007844,40,M,50-75K,HS,North
CON0007845,56,M,<25K,Bachelors,North
CON0007846,62,M,<25K,HS,West
CON0007847,29,M,25-50K,College,South
CON0007848,42,F,25-50K,HS,West
CON0007849,61,M,75-100K,College,North
CON0007850,27,F,<25K,HS,West
CON0007851,62,F,25-50K,Bachelors,West
CON0007852,36,F,100K+,HS,West
CON0007853,79,F,25-50K,HS,North
CON0007854,43,M,25-50K,College,South
CON0007855,36,F,25-50K,HS,West
CON0007856,77,M,<25K,College,West
CON0007857,49,M,100K+,Graduate,East
CON0007858,49,M,25-50K,Graduate,South
CON0007859,48,M,75-100K,HS,North
CON0007860,39,M,50-75K,Graduate,South
CON0007861,69,M,100K+,College,South
CON0007862,89,F,75-100K,Graduate,West
CON0007863,49,M,50-75K,HS,East
CON0007864,30,M,100K+,College,West
CON0007865,77,F,50-75K,Graduate,East
CON0007866,70,M,50-75K,HS,South
CON0007867,45,F,<25K,Graduate,South
CON0007868,40,M,100K+,Bachelors,North
CON0007869,57,M,50-75K,Bachelors,North
CON0007870,45,F,<25K,HS,West
CON0007871,90,M,25-50K,Bachelors,West
CON0007872,36,M,100K+,College,West
CON0007873,75,F,100K+,College,East
CON0007874,51,F,<25K,Bachelors,West
CON0007875,86,F,25-50K,HS,West
CON0007876,18,M,100K+,College,East
CON0007877,23,M,75-100K,Bachelors,East
CON0007878,30,F,50-75K,HS,East
CON0007879,38,F,25-50K,Graduate,South
CON0007880,33,M,25-50K,Bachelors,West
CON0007881,31,F,75-100K,Graduate,East
CON0007882,24,F,100K+,Graduate,North
CON0007883,72,F,75-100K,College,West
CON0007884,68,F,25-50K,HS,North
CON0007885,29,M,100K+,College,South
CON0007886,28,F,<25K,Bachelors,South
CON0007887,76,F,50-75K,College,East
CON0007888,68,M,<25K,Bachelors,West
CON0007889,77,M,25-50K,Bachelors,North
CON0007890,80,M,100K+,College,South
CON0007891,88,F,50-75K,Bachelors,North
CON0007892,55,M,50-75K,College,West
CON0007893,49,M,50-75K,Bachelors,North
CON0007894,43,M,75-100K,College,East
CON0007895,69,F,<25K,Graduate,West
CON0007896,80,M,100K+,Graduate,East
CON0007897,85,F,25-50K,Bachelors,South
CON0007898,40,M,100K+,Graduate,East
CON0007899,74,F,75-100K,College,South
CON0007900,45,M,100K+,College,West
CON0007901,79,F,50-75K,College,West
CON0007902,25,F,100K+,Bachelors,East
CON0007903,57,F,25-50K,Bachelors,South
CON0007904,70,M,75-100K,College,North
CON0007905,61,M,75-100K,Graduate,South
CON0007906,72,F,75-100K,HS,East
CON0007907,59,F,25-50K,Bachelors,West
CON0007908,18,M,75-100K,Bachelors,West
CON0007909,66,M,<25K,Bachelors,North
CON0007910,45,F,25-50K,Graduate,West
CON0007911,19,M,75-100K,HS,West
CON0007912,86,M,<25K,College,East
CON0007913,41,M,75-100K,College,South
CON0007914,72,M,75-100K,Bachelors,South
CON0007915,19,M,75-100K,Bachelors,East
CON0007916,28,F,75-100K,HS,East
CON0007917,87,F,<25K,HS,East
CON0007918,77,F,25-50K,HS,East
CON0007919,73,M,75-100K,HS,West
CON0007920,83,F,75-100K,Bachelors,East
CON0007921,67,F,<25K,College,West
CON0007922,62,M,100K+,College,West
CON0007923,69,F,<25K,Bachelors,North
CON0007924,23,F,<25K,College,South
CON0007925,73,M,50-75K,Bachelors,North
CON0007926,19,M,100K+,College,North
CON0007927,49,F,25-50K,Bachelors,South
CON0007928,62,M,<25K,College,South
CON0007929,28,F,25-50K,Bachelors,East
CON0007930,49,F,50-75K,HS,West
CON0007931,48,M,100K+,HS,West
CON0007932,75,F,75-100K,HS,West
CON0007933,46,M,<25K,Graduate,North
CON0007934,69,F,25-50K,Graduate,West
CON0007935,67,M,50-75K,Graduate,West
CON0007936,62,M,25-50K,Graduate,East
CON0007937,68,M,75-100K,College,North
CON0007938,30,F,25-50K,College,North
CON0007939,36,F,50-75K,College,West
CON0007940,53,F,50-75K,Graduate,North
CON0007941,77,M,25-50K,Graduate,East
CON0007942,40,F,25-50K,HS,West
CON0007943,46,M,75-100K,Graduate,West
CON0007944,39,F,50-75K,Graduate,West
CON0007945,70,M,<25K,HS,East
CON0007946,43,M,25-50K,HS,West
CON0007947,75,M,<25K,Graduate,East
CON0007948,36,M,<25K,HS,South
CON0007949,62,F,100K+,HS,East
CON0007950,18,M,75-100K,Bachelors,East
CON0007951,50,M,50-75K,Graduate,South
CON0007952,79,F,<25K,HS,South
CON0007953,40,F,<25K,Graduate,West
CON0007954,61,M,50-75K,HS,South
CON0007955,42,M,100K+,Graduate,South
CON0007956,52,F,25-50K,Bachelors,South
CON0007957,46,F,100K+,College,West
CON0007958,52,F,50-75K,Graduate,East
CON0007959,77,F,75-100K,College,East
CON0007960,85,F,50-75K,Graduate,West
CON0007961,47,F,50-75K,Graduate,West
CON0007962,43,M,75-100K,Graduate,East
CON0007963,58,M,50-75K,College,West
CON0007964,19,M,75-100K,Bachelors,West
CON0007965,36,M,50-75K,Bachelors,East
CON0007966,60,M,100K+,College,East
CON0007967,24,M,25-50K,Bachelors,East
CON0007968,37,M,50-75K,Graduate,West
CON0007969,87,F,50-75K,College,West
CON0007970,88,F,100K+,Graduate,West
CON0007971,64,M,50-75K,HS,West
CON0007972,32,F,75-100K,College,East
CON0007973,18,M,75-100K,HS,North
CON0007974,90,F,50-75K,HS,East
CON0007975,65,F,<25K,HS,South
CON0007976,68,M,100K+,Bachelors,East
CON0007977,73,M,50-75K,Graduate,North
CON0007978,40,F,75-100K,Bachelors,West
CON0007979,59,F,50-75K,Bachelors,West
CON0007980,36,M,75-100K,Graduate,West
CON0007981,58,M,50-75K,Graduate,West
CON0007982,87,F,75-100K,Graduate,South
CON0007983,65,F,75-100K,College,East
CON0007984,70,F,75-100K,Bachelors,North
CON0007985,64,M,<25K,Graduate,West
CON0007986,29,M,50-75K,HS,West
CON0007987,44,M,75-100K,Bachelors,West
CON0007988,73,F,50-75K,Graduate,North
CON0007989,88,F,50-75K,Graduate,East
CON0007990,18,F,50-75K,Graduate,South
CON0007991,31,M,75-100K,Graduate,North
CON0007992,50,M,100K+,HS,East
CON0007993,23,F,50-75K,Graduate,South
CON0007994,31,M,25-50K,HS,East
CON0007995,46,M,<25K,HS,South
CON0007996,61,M,100K+,College,North
CON0007997,39,M,50-75K,Bachelors,West
CON0007998,39,M,25-50K,College,North
CON0007999,52,M,50-75K,HS,West
CON0008000,83,F,50-75K,Bachelors,East
CON0008001,43,F,<25K,HS,North
CON0008002,79,M,100K+,Bachelors,South
CON0008003,32,F,<25K,College,West
CON0008004,59,F,75-100K,Bachelors,East
CON0008005,25,M,50-75K,Graduate,East
CON0008006,37,F,<25K,Bachelors,East
CON0008007,64,M,<25K,HS,West
CON0008008,75,M,<25K,Graduate,South
CON0008009,53,M,<25K,College,East
CON0008010,84,M,100K+,Bachelors,East
CON0008011,40,M,100K+,Bachelors,West
CON0008012,46,F,50-75K,Graduate,East
CON0008013,46,M,<25K,College,North
CON0008014,59,M,50-75K,Graduate,East
CON0008015,36,F,50-75K,Graduate,North
CON0008016,75,F,50-75K,Graduate,East
CON0008017,23,M,100K+,HS,West
CON0008018,65,F,100K+,Graduate,East
CON0008019,23,M,50-75K,College,West
CON0008020,40,F,25-50K,Graduate,East
CON0008021,57,F,25-50K,Bachelors,West
CON0008022,76,F,50-75K,Graduate,South
CON0008023,88,F,25-50K,Bachelors,East
CON0008024,72,F,<25K,Graduate,South
CON0008025,51,M,25-50K,Bachelors,South
CON0008026,22,F,25-50K,Bachelors,West
CON0008027,67,F,<25K,HS,East
CON0008028,57,F,75-100K,Graduate,East
CON0008029,45,F,25-50K,HS,East
CON0008030,18,M,100K+,Bachelors,East
CON0008031,79,M,100K+,Graduate,South
CON0008032,76,M,<25K,HS,South
CON0008033,72,F,100K+,HS,South
CON0008034,31,M,50-75K,Graduate,North
CON0008035,83,M,50-75K,Graduate,South
CON0008036,34,F,100K+,Graduate,North
CON0008037,60,M,75-100K,Graduate,East
CON0008038,56,M,25-50K,College,West
CON0008039,61,F,25-50K,HS,East
CON0008040,31,M,<25K,Graduate,West
CON0008041,21,F,75-100K,Bachelors,West
CON0008042,61,F,<25K,College,South
CON0008043,42,M,<25K,HS,East
CON0008044,65,F,50-75K,Graduate,West
CON0008045,32,F,100K+,HS,West
CON0008046,36,M,75-100K,Graduate,South
CON0008047,49,F,<25K,HS,South
CON0008048,19,M,50-75K,College,East
CON0008049,18,F,25-50K,College,North
CON0008050,36,M,100K+,College,North
CON0008051,84,M,50-75K,Bachelors,South
CON0008052,84,F,50-75K,Graduate,South
CON0008053,32,M,75-100K,College,South
CON0008054,71,M,<25K,Graduate,East
CON0008055,27,F,50-75K,College,East
CON0008056,71,F,<25K,College,West
CON0008057,27,M,75-100K,Bachelors,South
CON0008058,69,F,50-75K,Bachelors,South
CON0008059,43,F,25-50K,College,East
CON0008060,45,M,75-100K,HS,South
CON0008061,78,F,75-100K,HS,North
CON0008062,73,M,75-100K,College,West
CON0008063,37,M,<25K,Bachelors,East
CON0008064,55,F,100K+,College,South
CON0008065,90,F,<25K,HS,East
CON0008066,60,M,100K+,Graduate,East
CON0008067,24,M,100K+,HS,South
CON0008068,48,F,75-100K,HS,East
CON0008069,52,M,25-50K,Graduate,South
CON0008070,81,F,75-100K,Bachelors,East
CON0008071,20,M,25-50K,Bachelors,West
CON0008072,33,F,<25K,Graduate,North
CON0008073,83,F,<25K,HS,South
CON0008074,70,M,25-50K,HS,South
CON0008075,28,M,100K+,Graduate,West
CON0008076,68,M,100K+,Graduate,South
CON0008077,83,M,100K+,Bachelors,North
CON0008078,19,M,50-75K,Bachelors,East
CON0008079,86,M,<25K,Bachelors,West
CON0008080,39,M,25-50K,Graduate,North
CON0008081,39,F,<25K,Graduate,West
CON0008082,63,M,100K+,Graduate,North
CON0008083,25,F,75-100K,College,North
CON0008084,31,M,50-75K,Bachelors,West
CON0008085,44,F,50-75K,College,East
CON0008086,88,F,75-100K,College,North
CON0008087,59,M,25-50K,HS,East
CON0008088,24,F,75-100K,Bachelors,East
CON0008089,47,M,25-50K,HS,East
CON0008090,45,F,<25K,HS,West
CON0008091,90,F,<25K,College,West
CON0008092,25,F,25-50K,Graduate,North
CON0008093,80,M,75-100K,College,East
CON0008094,46,M,100K+,Bachelors,West
CON0008095,25,M,75-100K,Graduate,East
CON0008096,28,F,75-100K,HS,South
CON0008097,77,M,50-75K,Graduate,South
CON0008098,42,M,100K+,Bachelors,East
CON0008099,84,M,50-75K,Graduate,East
CON0008100,35,F,<25K,College,West
CON0008101,25,M,75-100K,Graduate,West
CON0008102,37,M,75-100K,HS,North
CON0008103,42,F,100K+,HS,West
CON0008104,19,F,<25K,HS,North
CON0008105,45,F,100K+,Bachelors,East
CON0008106,69,F,100K+,HS,East
CON0008107,43,M,100K+,Graduate,East
CON0008108,78,F,50-75K,Bachelors,East
CON0008109,59,M,50-75K,Graduate,South
CON0008110,31,M,25-50K,Graduate,South
CON0008111,27,F,100K+,HS,West
CON0008112,65,F,25-50K,HS,North
CON0008113,63,F,25-50K,HS,West
CON0008114,43,M,25-50K,College,West
CON0008115,44,F,<25K,Bachelors,North
CON0008116,44,F,<25K,Bachelors,South
CON0008117,68,M,75-100K,Bachelors,South
CON0008118,39,M,75-100K,College,West
CON0008119,72,F,100K+,Bachelors,North
CON0008120,79,F,<25K,Bachelors,East
CON0008121,64,F,25-50K,Graduate,South
CON0008122,81,M,<25K,Bachelors,North
CON0008123,34,F,25-50K,HS,South
CON0008124,55,F,50-75K,HS,East
CON0008125,74,F,50-75K,Bachelors,West
CON0008126,82,F,<25K,Bachelors,West
CON0008127,88,M,<25K,College,North
CON0008128,80,F,100K+,HS,North
CON0008129,81,M,<25K,Bachelors,South
CON0008130,45,F,75-100K,Graduate,West
CON0008131,53,M,25-50K,Bachelors,East
CON0008132,41,M,25-50K,Bachelors,South
CON0008133,77,M,<25K,Bachelors,South
CON0008134,72,M,75-100K,Graduate,South
CON0008135,55,M,50-75K,College,North
CON0008136,31,F,50-75K,College,South
