account_id,customer_id,account_type,balance,opened_date
A0004168,C012689,Investment,99008.8,2020-05-08
A0004169,C000222,Checking,11105.21,2022-12-16
A0004170,C003602,Investment,70087.14,2020-05-24
A0004171,C021211,Savings,37928.4,2019-09-14
A0004172,C003305,Investment,51296.03,2021-07-15
A0004173,C033253,Checking,23474.28,2021-03-17
A0004174,C042296,Savings,99096.7,2019-10-26
A0004175,C046894,Savings,28296.79,2020-03-16
A0004176,C026437,Credit,88496.38,2020-08-03
A0004177,C030646,Checking,72301.46,2021-11-26
A0004178,C000106,Credit,90519.7,2020-04-19
A0004179,C027326,Investment,19957.99,2020-09-28
A0004180,C049063,Credit,16085.35,2019-03-31
A0004181,C039242,Checking,73518.06,2020-06-03
A0004182,C044068,Investment,83140.08,2021-02-07
A0004183,C032287,Credit,97155.41,2020-07-26
A0004184,C009716,Savings,30073.25,2019-02-11
A0004185,C043826,Credit,70534.06,2020-08-20
A0004186,C012076,Checking,30116.12,2022-03-20
A0004187,C049004,Savings,45949.05,2021-03-09
A0004188,C022833,Credit,16218.04,2021-11-02
A0004189,C009502,Investment,18408.27,2019-09-01
A0004190,C034692,Checking,14672.6,2021-03-14
A0004191,C039221,Savings,62276.57,2019-11-16
A0004192,C046388,Checking,35207.11,2022-08-13
A0004193,C030787,Checking,93912.82,2022-06-20
A0004194,C012655,Investment,30394.88,2021-09-14
A0004195,C009701,Checking,17707.37,2021-03-30
A0004196,C006355,Investment,71705.43,2022-11-27
A0004197,C000125,Investment,64145.11,2020-05-23
A0004198,C008343,Checking,5723.93,2020-06-30
A0004199,C021565,Checking,63308.75,2022-01-06
A0004200,C022546,Savings,1090.71,2022-11-02
A0004201,C026066,Savings,90687.97,2022-10-14
A0004202,C037511,Credit,99901.52,2021-10-26
A0004203,C041374,Savings,7277.73,2019-07-07
A0004204,C038020,Credit,26940.29,2019-12-18
A0004205,C041855,Credit,705.67,2019-01-23
A0004206,C043740,Savings,76972.64,2019-09-29
A0004207,C011162,Checking,58261.31,2020-11-30
A0004208,C004522,Credit,64137.15,2021-11-06
A0004209,C045221,Savings,91956.38,2020-11-09
A0004210,C038826,Credit,88246.54,2022-10-09
A0004211,C033139,Credit,990.68,2022-12-13
A0004212,C033571,Savings,20257.84,2019-02-27
A0004213,C032462,Credit,47822.92,2020-02-10
A0004214,C014033,Savings,33193.04,2020-11-16
A0004215,C018406,Checking,43795.96,2021-10-04
A0004216,C003568,Credit,16370.85,2021-09-19
A0004217,C025822,Savings,92915.46,2019-06-04
A0004218,C022857,Credit,29538.62,2021-02-17
A0004219,C028325,Checking,53526.65,2022-05-10
A0004220,C037587,Checking,50188.87,2021-05-04
A0004221,C026713,Credit,24759.01,2022-09-13
A0004222,C030455,Credit,87718.52,2022-08-29
A0004223,C001782,Investment,62963.69,2019-11-23
A0004224,C041082,Credit,83963.42,2020-11-07
A0004225,C042600,Checking,95864.66,2020-03-15
A0004226,C018398,Checking,87401.28,2020-02-29
A0004227,C026598,Investment,73912.8,2021-07-04
A0004228,C042366,Credit,67255.27,2022-11-02
A0004229,C049298,Credit,51089.55,2020-07-30
A0004230,C037079,Investment,47126.43,2022-02-24
A0004231,C006190,Credit,2703.39,2021-04-13
A0004232,C030855,Credit,6486.32,2019-11-09
A0004233,C016986,Checking,41994.96,2021-01-25
A0004234,C005026,Checking,32669.26,2021-12-22
A0004235,C022401,Savings,67400.33,2022-04-04
A0004236,C030739,Credit,57035.98,2019-08-06
A0004237,C045471,Investment,89503.92,2020-03-19
A0004238,C045616,Checking,25447.95,2019-04-19
A0004239,C015920,Credit,82990.21,2022-03-03
A0004240,C035418,Investment,16803.8,2020-03-10
A0004241,C024641,Savings,95744.31,2020-11-25
A0004242,C027052,Credit,65502.43,2021-06-18
A0004243,C016297,Savings,91965.24,2021-08-04
A0004244,C014999,Savings,54211.01,2020-09-28
A0004245,C023114,Savings,17186.47,2022-10-10
A0004246,C000093,Investment,53554.9,2022-05-15
A0004247,C038884,Checking,54938.21,2019-05-20
A0004248,C012972,Savings,32319.47,2021-02-25
A0004249,C026601,Credit,36335.44,2020-08-17
A0004250,C024778,Checking,60814.72,2019-04-11
A0004251,C000864,Investment,13875.58,2021-01-24
A0004252,C000714,Investment,89259.73,2022-06-28
A0004253,C002895,Investment,1785.0,2022-06-20
A0004254,C005209,Savings,60981.19,2021-06-11
A0004255,C019786,Checking,3600.25,2022-12-10
A0004256,C011613,Credit,15931.27,2020-02-29
A0004257,C025461,Savings,67226.33,2021-08-17
A0004258,C045150,Savings,1763.63,2022-10-30
A0004259,C006504,Credit,34032.69,2020-11-13
A0004260,C006581,Checking,2448.71,2020-08-12
A0004261,C019705,Credit,83792.24,2022-08-01
A0004262,C034376,Investment,61496.08,2020-08-31
A0004263,C035819,Checking,57033.29,2020-03-21
A0004264,C015792,Credit,66851.77,2020-04-17
A0004265,C001186,Credit,21410.07,2021-09-09
A0004266,C003431,Credit,44121.46,2019-09-07
A0004267,C018531,Credit,37035.97,2020-03-21
A0004268,C012521,Investment,57539.28,2022-08-04
A0004269,C000038,Credit,59034.8,2019-06-02
A0004270,C012160,Investment,15744.17,2020-03-31
A0004271,C023314,Savings,88010.87,2021-11-27
A0004272,C028876,Investment,82168.61,2021-09-10
A0004273,C026883,Savings,46057.31,2022-07-11
A0004274,C027922,Savings,17431.67,2021-01-14
A0004275,C003093,Checking,70210.44,2020-06-28
A0004276,C004108,Investment,49884.62,2021-04-27
A0004277,C034989,Checking,85830.92,2019-01-11
A0004278,C036508,Checking,82459.77,2021-09-24
A0004279,C010362,Credit,38643.18,2022-07-06
A0004280,C043214,Credit,88215.71,2021-04-29
A0004281,C031509,Savings,51606.02,2020-09-27
A0004282,C005637,Savings,78708.47,2022-12-10
A0004283,C044429,Savings,45630.69,2022-04-29
A0004284,C029755,Investment,67543.25,2020-02-14
A0004285,C011825,Savings,33756.5,2022-11-19
A0004286,C030746,Investment,24902.01,2019-04-29
A0004287,C001428,Checking,63902.93,2019-06-25
A0004288,C004113,Credit,44289.7,2019-01-23
A0004289,C041623,Checking,28583.13,2022-07-20
A0004290,C020026,Checking,27562.96,2020-11-13
A0004291,C042789,Investment,40275.34,2021-05-10
A0004292,C017335,Checking,63147.24,2021-09-23
A0004293,C008397,Checking,84330.88,2019-12-13
A0004294,C003573,Checking,36035.41,2019-10-18
A0004295,C026095,Checking,5613.1,2019-05-21
A0004296,C011741,Checking,93198.28,2019-10-30
A0004297,C021371,Savings,76083.92,2019-11-08
A0004298,C013097,Savings,96576.83,2021-09-27
A0004299,C005434,Savings,55034.76,2022-01-25
A0004300,C017867,Credit,67381.64,2021-01-01
A0004301,C043062,Checking,82396.04,2021-07-03
A0004302,C032798,Credit,74142.08,2022-10-26
A0004303,C026584,Investment,11780.82,2022-11-17
A0004304,C019668,Checking,10186.16,2021-02-07
A0004305,C037007,Investment,71216.06,2019-11-09
A0004306,C027901,Investment,87428.43,2023-01-16
A0004307,C034896,Savings,87302.97,2022-07-22
A0004308,C011362,Credit,28270.22,2022-04-14
A0004309,C030121,Credit,17318.47,2020-04-29
A0004310,C016308,Investment,861.11,2020-11-18
A0004311,C016124,Credit,83308.27,2019-07-14
A0004312,C028471,Credit,8065.55,2021-04-04
A0004313,C008359,Checking,22621.25,2022-08-01
A0004314,C048542,Credit,12850.22,2020-04-15
A0004315,C006186,Credit,48712.3,2021-10-12
A0004316,C026833,Checking,22941.23,2021-05-15
A0004317,C029274,Credit,67044.95,2021-05-05
A0004318,C042522,Savings,90332.32,2019-08-03
A0004319,C006024,Checking,67088.62,2019-12-13
A0004320,C034182,Savings,3182.67,2021-09-12
A0004321,C022460,Investment,19314.77,2021-06-03
A0004322,C000116,Investment,86895.77,2020-12-08
A0004323,C038588,Credit,17192.59,2020-11-21
A0004324,C025707,Checking,87180.77,2021-06-16
A0004325,C020165,Credit,62138.91,2022-08-17
A0004326,C039929,Checking,38672.28,2022-08-14
A0004327,C040550,Credit,71178.06,2022-07-24
A0004328,C018521,Checking,52370.04,2022-09-02
A0004329,C003954,Checking,43923.59,2020-09-29
A0004330,C037025,Checking,71683.36,2020-12-29
A0004331,C048080,Investment,91582.45,2020-07-25
A0004332,C011170,Checking,41117.53,2023-01-18
A0004333,C023221,Credit,99906.43,2020-04-25
A0004334,C016728,Investment,378.85,2021-07-10
A0004335,C008163,Credit,56621.82,2019-10-23
A0004336,C008790,Credit,78052.47,2019-02-18
A0004337,C048581,Credit,80003.82,2021-08-15
A0004338,C018029,Investment,27729.21,2019-08-28
A0004339,C037392,Investment,43652.76,2020-11-29
A0004340,C034450,Savings,8268.06,2021-04-05
A0004341,C004939,Investment,26966.14,2022-04-24
A0004342,C020326,Savings,87866.61,2021-08-12
A0004343,C002198,Checking,44654.38,2020-06-18
A0004344,C034332,Investment,97905.27,2019-04-27
A0004345,C038694,Credit,77011.43,2022-05-09
A0004346,C003265,Checking,23600.48,2022-01-14
A0004347,C042580,Savings,63701.34,2021-09-06
A0004348,C011825,Credit,27472.47,2020-02-21
A0004349,C004778,Checking,10646.4,2019-10-27
A0004350,C037600,Savings,89186.07,2022-12-26
A0004351,C022696,Checking,41492.41,2021-04-07
A0004352,C015848,Checking,8054.64,2020-01-16
A0004353,C009521,Savings,82224.36,2022-05-06
A0004354,C028452,Investment,3939.96,2021-03-27
A0004355,C007893,Checking,22178.05,2020-12-16
A0004356,C031097,Checking,59475.56,2022-02-18
A0004357,C000063,Savings,91142.58,2022-06-05
A0004358,C020670,Investment,69441.94,2022-12-31
A0004359,C026435,Savings,94430.26,2020-09-22
A0004360,C013483,Credit,92408.61,2022-08-28
A0004361,C046267,Investment,57691.62,2022-09-19
A0004362,C020268,Checking,89780.35,2020-03-02
A0004363,C006080,Checking,36307.31,2021-11-18
A0004364,C016344,Savings,91684.33,2022-07-30
A0004365,C039100,Savings,76259.95,2019-03-17
A0004366,C012618,Savings,51037.37,2022-05-05
A0004367,C040775,Credit,43849.73,2021-05-10
A0004368,C034272,Checking,53473.22,2022-10-11
A0004369,C019297,Investment,68439.55,2021-10-09
A0004370,C005683,Investment,31777.37,2020-03-18
A0004371,C007698,Investment,51541.66,2019-03-05
A0004372,C025810,Savings,23733.45,2022-01-23
A0004373,C029919,Savings,59446.96,2020-05-05
A0004374,C016913,Investment,44911.51,2020-01-11
A0004375,C014204,Savings,18849.87,2019-02-04
A0004376,C004403,Savings,7718.02,2021-02-19
A0004377,C038167,Investment,62127.44,2021-07-11
A0004378,C000680,Checking,86944.55,2021-01-02
A0004379,C035302,Checking,65675.18,2022-08-14
A0004380,C047994,Credit,98842.85,2021-07-28
A0004381,C047194,Savings,41986.84,2019-04-19
A0004382,C035942,Checking,71422.43,2022-02-02
A0004383,C032872,Savings,7018.57,2022-10-13
A0004384,C033002,Investment,30100.09,2022-12-11
A0004385,C048968,Credit,24107.01,2020-03-13
A0004386,C025142,Checking,66850.53,2021-08-01
A0004387,C021667,Investment,50795.09,2021-02-20
A0004388,C043916,Checking,92866.09,2020-11-06
A0004389,C028856,Savings,96299.87,2022-05-02
A0004390,C014414,Investment,97779.14,2019-08-28
A0004391,C015584,Investment,48581.37,2019-03-28
A0004392,C003847,Investment,92898.17,2020-04-21
A0004393,C014744,Savings,3542.62,2021-01-03
A0004394,C047477,Credit,62036.85,2020-06-27
A0004395,C016306,Investment,86500.6,2022-07-26
A0004396,C040669,Credit,43233.42,2019-02-04
A0004397,C036221,Savings,12420.79,2021-07-04
A0004398,C002217,Credit,81440.57,2020-05-12
A0004399,C044534,Investment,38580.92,2021-11-02
A0004400,C031778,Credit,5630.88,2022-06-12
A0004401,C022982,Checking,66881.91,2022-07-02
A0004402,C011021,Checking,76720.84,2022-12-17
A0004403,C024903,Investment,55655.18,2021-10-16
A0004404,C030399,Credit,51316.34,2019-05-15
A0004405,C017475,Investment,17972.82,2022-07-20
A0004406,C000284,Savings,27972.69,2020-09-11
A0004407,C018366,Savings,57906.35,2022-09-12
A0004408,C006158,Investment,22910.86,2022-02-23
A0004409,C024511,Credit,90300.7,2023-01-27
A0004410,C026339,Investment,68506.54,2019-08-29
A0004411,C045680,Savings,13925.02,2020-04-28
A0004412,C035474,Credit,94290.89,2022-03-01
A0004413,C004783,Credit,38136.68,2021-01-02
A0004414,C031578,Investment,44344.09,2021-02-19
A0004415,C001441,Investment,81575.93,2019-08-26
A0004416,C048002,Savings,35184.47,2021-02-08
A0004417,C015330,Checking,51608.46,2021-10-29
A0004418,C009599,Checking,29662.89,2020-03-24
A0004419,C005533,Credit,51009.23,2020-10-23
A0004420,C038150,Savings,21542.36,2022-11-14
A0004421,C023027,Checking,58627.74,2020-10-22
A0004422,C017315,Checking,34556.89,2019-08-08
A0004423,C010844,Investment,14748.7,2020-03-12
A0004424,C022450,Credit,75784.91,2019-10-13
A0004425,C013662,Investment,21805.39,2021-10-06
A0004426,C026705,Investment,50861.27,2022-05-21
A0004427,C015183,Checking,95939.18,2022-02-10
A0004428,C007675,Savings,20289.79,2019-12-12
A0004429,C039870,Checking,10539.25,2022-07-19
A0004430,C030885,Savings,94145.95,2020-03-07
A0004431,C034145,Savings,16312.96,2019-01-15
A0004432,C010350,Credit,71149.71,2019-05-28
A0004433,C020021,Checking,55517.42,2020-12-15
A0004434,C037636,Credit,13065.67,2019-01-17
A0004435,C012423,Investment,33547.06,2022-11-04
A0004436,C001385,Investment,65667.62,2022-09-10
A0004437,C037815,Investment,95792.33,2020-01-28
A0004438,C037795,Savings,50894.83,2019-05-17
A0004439,C026668,Savings,40551.32,2020-07-15
A0004440,C039774,Checking,56747.7,2019-08-09
A0004441,C025299,Investment,28981.03,2019-06-08
A0004442,C031349,Credit,55462.09,2020-06-23
A0004443,C036931,Investment,88321.08,2020-01-09
A0004444,C005705,Investment,23569.88,2023-01-20
A0004445,C010914,Investment,53977.85,2019-03-26
A0004446,C016026,Checking,98070.15,2019-09-25
A0004447,C040630,Savings,94853.07,2022-09-16
A0004448,C035453,Credit,67218.86,2019-09-29
A0004449,C029529,Checking,28041.52,2019-09-01
A0004450,C000736,Savings,5090.06,2021-04-24
A0004451,C023763,Credit,55107.94,2021-07-30
A0004452,C049120,Savings,48777.39,2020-03-09
A0004453,C003593,Credit,69149.81,2022-10-27
A0004454,C027845,Checking,68840.12,2022-03-23
A0004455,C002971,Savings,38781.52,2020-03-11
A0004456,C012281,Credit,35559.82,2022-03-08
A0004457,C002043,Savings,53007.35,2020-04-24
A0004458,C025073,Checking,25446.86,2019-06-12
A0004459,C037120,Savings,29532.64,2022-12-18
A0004460,C014279,Investment,891.61,2021-12-02
A0004461,C004560,Checking,44230.3,2020-08-06
A0004462,C009222,Investment,48715.95,2020-12-07
A0004463,C008149,Credit,94098.63,2021-11-23
A0004464,C040507,Credit,25518.83,2020-01-18
A0004465,C005318,Savings,73854.89,2023-01-02
A0004466,C028322,Checking,96704.97,2022-06-10
A0004467,C041699,Investment,1488.9,2019-12-20
A0004468,C040706,Checking,33860.66,2022-12-17
A0004469,C047452,Investment,42660.47,2020-04-22
A0004470,C008427,Checking,79173.8,2022-11-08
A0004471,C044573,Credit,56347.09,2020-04-27
A0004472,C013464,Credit,40324.97,2019-06-15
A0004473,C013779,Checking,98350.4,2020-08-12
A0004474,C035083,Savings,75572.71,2023-02-02
A0004475,C036016,Investment,48323.03,2021-09-05
A0004476,C017236,Credit,61416.73,2020-02-28
A0004477,C000550,Savings,89836.86,2022-04-29
A0004478,C005510,Checking,83499.1,2021-01-26
A0004479,C009033,Savings,2860.59,2019-02-19
A0004480,C049457,Investment,86571.27,2019-09-01
A0004481,C046293,Savings,13225.1,2020-05-08
A0004482,C024701,Credit,14371.28,2021-04-30
A0004483,C044386,Savings,73953.29,2021-08-20
A0004484,C034400,Savings,40455.51,2019-05-12
A0004485,C006093,Credit,57051.35,2019-06-05
A0004486,C010625,Checking,69713.78,2020-03-28
A0004487,C031995,Checking,57175.91,2020-05-25
A0004488,C038400,Checking,16212.67,2022-12-01
A0004489,C007648,Investment,89933.19,2021-09-02
A0004490,C001105,Investment,94352.1,2020-09-08
A0004491,C042480,Savings,52031.02,2021-01-26
A0004492,C047215,Checking,93238.12,2020-12-10
A0004493,C041433,Savings,37303.1,2020-01-02
A0004494,C003254,Credit,95692.43,2019-04-15
A0004495,C021246,Investment,35381.8,2019-01-10
A0004496,C043319,Checking,43726.35,2020-07-14
A0004497,C042926,Checking,10370.58,2021-02-20
A0004498,C018277,Investment,2376.4,2020-11-27
A0004499,C029090,Investment,47987.41,2020-01-31
A0004500,C009103,Investment,34570.37,2020-03-01
A0004501,C043545,Checking,3749.22,2019-06-30
A0004502,C032977,Investment,87211.55,2021-06-24
A0004503,C024493,Investment,88331.6,2021-06-15
A0004504,C039478,Credit,42002.65,2019-01-08
A0004505,C022522,Investment,34970.39,2020-03-12
A0004506,C046884,Savings,75570.37,2020-03-16
A0004507,C004327,Savings,38577.9,2021-10-01
A0004508,C017022,Investment,70200.05,2022-10-19
A0004509,C023371,Investment,76493.01,2019-05-16
A0004510,C049922,Checking,7368.12,2019-12-02
A0004511,C003405,Credit,12482.78,2022-02-19
A0004512,C014067,Investment,85178.8,2020-03-22
A0004513,C022251,Checking,55679.1,2022-06-08
A0004514,C017236,Investment,40669.45,2022-01-09
A0004515,C046356,Checking,36057.25,2022-05-06
A0004516,C026419,Credit,66203.37,2021-05-25
A0004517,C020290,Checking,92421.04,2019-05-18
A0004518,C024336,Credit,47408.7,2021-09-26
A0004519,C013411,Investment,10602.24,2021-12-21
A0004520,C020565,Savings,28717.68,2019-09-15
A0004521,C034455,Credit,51515.67,2022-08-06
A0004522,C037830,Credit,83397.39,2020-02-14
A0004523,C022916,Investment,12245.26,2021-11-25
A0004524,C001117,Savings,85394.34,2020-05-30
A0004525,C007005,Checking,42612.08,2022-11-14
A0004526,C008482,Checking,20894.25,2019-04-01
A0004527,C034120,Checking,91497.82,2022-11-02
A0004528,C017417,Checking,17045.62,2022-05-29
A0004529,C000972,Credit,93481.86,2019-05-01
A0004530,C014726,Investment,85778.34,2021-10-27
A0004531,C023657,Credit,34454.62,2019-10-27
A0004532,C038811,Savings,50659.52,2022-10-04
A0004533,C014343,Credit,84165.07,2019-05-10
A0004534,C006827,Credit,95331.99,2019-09-17
A0004535,C046985,Savings,76156.59,2019-12-25
A0004536,C046102,Investment,83476.32,2020-12-21
A0004537,C015153,Credit,80919.31,2019-07-20
A0004538,C022340,Checking,87530.48,2022-06-26
A0004539,C019863,Checking,52769.89,2022-04-09
A0004540,C020760,Savings,62121.98,2019-07-01
A0004541,C018262,Checking,9134.69,2021-11-13
A0004542,C040836,Checking,12212.49,2019-12-21
A0004543,C013696,Investment,97484.8,2019-03-02
A0004544,C010917,Savings,50083.43,2019-03-20
A0004545,C040623,Investment,95896.14,2021-10-18
A0004546,C018436,Savings,76623.85,2021-11-23
A0004547,C013936,Checking,44663.88,2020-07-29
A0004548,C046099,Checking,304.92,2021-02-20
A0004549,C012933,Savings,75907.42,2020-04-16
A0004550,C024718,Credit,56176.22,2021-06-05
A0004551,C025428,Savings,71693.37,2020-04-08
A0004552,C019071,Credit,77521.26,2022-04-16
A0004553,C012566,Checking,15891.96,2022-08-29
A0004554,C037414,Credit,28197.5,2022-12-31
A0004555,C030697,Checking,25399.26,2022-08-22
A0004556,C007029,Investment,42853.49,2020-06-24
A0004557,C005235,Credit,39170.43,2022-04-04
A0004558,C021319,Checking,48793.98,2020-07-28
A0004559,C001586,Savings,22313.27,2020-10-04
A0004560,C036540,Credit,62455.13,2020-05-18
A0004561,C038338,Savings,65535.83,2022-11-12
A0004562,C043106,Checking,89480.79,2019-11-04
A0004563,C046469,Checking,21150.35,2021-04-06
A0004564,C007358,Checking,74024.75,2021-08-12
A0004565,C016820,Investment,31991.0,2021-08-02
A0004566,C040117,Credit,89272.09,2022-05-18
A0004567,C020906,Savings,51615.21,2021-02-06
A0004568,C016479,Credit,99571.24,2020-05-16
A0004569,C028710,Credit,9318.53,2021-11-23
A0004570,C047177,Investment,69321.01,2020-05-30
A0004571,C023465,Credit,96237.55,2023-02-02
A0004572,C005941,Savings,90088.45,2021-01-03
A0004573,C001850,Checking,71474.92,2021-01-12
A0004574,C030626,Savings,16865.5,2019-02-17
A0004575,C034666,Credit,88602.73,2020-10-27
A0004576,C042332,Investment,22403.93,2019-03-05
A0004577,C011442,Investment,36374.65,2022-02-12
A0004578,C006889,Investment,98354.49,2019-03-16
A0004579,C004201,Investment,37532.66,2021-11-21
A0004580,C005813,Savings,71334.56,2021-10-22
A0004581,C010624,Investment,46255.15,2021-12-19
A0004582,C014274,Investment,24345.27,2020-05-07
A0004583,C007983,Savings,78095.91,2019-02-10
A0004584,C004754,Savings,21687.52,2022-01-03
A0004585,C011683,Checking,95456.94,2022-05-28
A0004586,C006173,Savings,20298.89,2020-03-04
A0004587,C009947,Savings,81461.53,2023-01-22
A0004588,C013805,Savings,30097.34,2022-03-03
A0004589,C004152,Checking,4981.39,2020-03-26
A0004590,C039291,Credit,71649.13,2020-05-14
A0004591,C027797,Investment,11425.1,2021-03-27
A0004592,C022222,Credit,91178.28,2019-01-04
A0004593,C038525,Investment,87491.22,2022-04-19
A0004594,C034624,Credit,32343.87,2020-02-28
A0004595,C020482,Investment,18914.01,2020-11-12
A0004596,C035383,Checking,90265.25,2020-05-02
A0004597,C045434,Investment,13817.46,2019-05-04
A0004598,C018116,Credit,90218.3,2020-04-19
A0004599,C039361,Investment,93655.94,2020-06-09
A0004600,C013830,Savings,18195.07,2020-11-02
A0004601,C026091,Savings,46785.34,2022-03-04
A0004602,C042768,Savings,62094.71,2020-10-28
A0004603,C025373,Checking,67270.29,2021-06-08
A0004604,C019134,Credit,10164.77,2021-05-08
A0004605,C044110,Credit,60541.32,2021-11-15
A0004606,C023502,Savings,21735.22,2020-04-24
A0004607,C040806,Checking,35843.26,2020-10-18
A0004608,C001403,Credit,17215.0,2019-11-03
A0004609,C042009,Savings,87256.46,2022-04-30
A0004610,C003327,Checking,66204.17,2021-12-02
A0004611,C007888,Checking,13494.92,2022-12-19
A0004612,C002768,Checking,31585.75,2022-02-19
A0004613,C012421,Credit,84038.63,2021-01-05
A0004614,C043331,Checking,91920.18,2020-11-21
A0004615,C031359,Investment,38764.72,2019-04-20
A0004616,C022545,Savings,481.61,2021-04-25
A0004617,C000747,Credit,52054.16,2022-01-07
A0004618,C005919,Checking,33108.85,2022-12-30
A0004619,C011298,Savings,1766.77,2019-07-06
A0004620,C046189,Credit,25444.63,2022-05-27
A0004621,C048927,Checking,2944.22,2022-04-11
A0004622,C002063,Credit,57181.89,2021-04-25
A0004623,C025969,Checking,43975.23,2022-10-25
A0004624,C011812,Checking,3603.46,2022-05-08
A0004625,C017329,Investment,43249.5,2021-02-17
A0004626,C038269,Credit,55645.61,2020-03-23
A0004627,C005269,Credit,50298.7,2022-04-06
A0004628,C048519,Investment,95649.63,2020-11-14
A0004629,C047084,Investment,67021.4,2022-04-17
A0004630,C003913,Credit,86146.82,2019-11-10
A0004631,C027314,Investment,1162.24,2022-06-04
A0004632,C027634,Investment,14775.6,2022-01-17
A0004633,C021407,Credit,5823.95,2021-05-04
A0004634,C007416,Investment,13531.47,2020-11-23
A0004635,C022343,Savings,64240.98,2022-08-15
A0004636,C030342,Savings,23115.01,2022-01-07
A0004637,C017043,Savings,70858.88,2022-11-28
A0004638,C041738,Checking,34995.37,2021-04-10
A0004639,C035551,Credit,37248.54,2023-01-13
A0004640,C035216,Credit,71491.26,2022-06-15
A0004641,C037614,Investment,93082.48,2021-12-03
A0004642,C035503,Savings,11312.09,2019-12-25
A0004643,C042532,Savings,43489.29,2020-12-30
A0004644,C033693,Checking,21508.41,2020-01-06
A0004645,C012933,Investment,93316.88,2020-06-07
A0004646,C018337,Credit,15228.77,2020-12-01
A0004647,C035308,Investment,46162.19,2021-02-09
A0004648,C019949,Credit,69391.8,2020-07-01
A0004649,C028056,Checking,82503.7,2020-05-03
A0004650,C007749,Checking,83680.51,2020-06-24
A0004651,C033832,Credit,9183.73,2020-01-24
A0004652,C001950,Investment,16748.71,2022-12-04
A0004653,C027110,Investment,49411.98,2021-02-15
A0004654,C033623,Savings,80302.73,2022-04-20
A0004655,C044462,Credit,53869.23,2022-08-10
A0004656,C029888,Investment,35143.85,2019-05-09
A0004657,C043178,Credit,31782.66,2019-12-07
A0004658,C045081,Savings,60827.48,2022-01-05
A0004659,C040079,Checking,15251.02,2020-06-26
A0004660,C020112,Investment,35699.52,2021-04-18
A0004661,C023742,Savings,65964.88,2020-08-01
A0004662,C019379,Checking,25819.14,2019-01-29
A0004663,C014102,Checking,14013.63,2021-04-09
A0004664,C004684,Credit,71150.96,2022-12-29
A0004665,C028388,Investment,16285.64,2019-07-28
A0004666,C007584,Checking,51466.77,2019-05-01
A0004667,C000571,Credit,11903.25,2020-08-23
A0004668,C005673,Credit,53264.19,2020-10-25
A0004669,C022508,Credit,41900.64,2022-02-21
A0004670,C010006,Checking,31038.5,2019-11-21
A0004671,C035475,Savings,27088.53,2020-02-10
A0004672,C036575,Credit,46205.37,2021-09-07
A0004673,C005932,Investment,71247.46,2022-05-10
A0004674,C044598,Investment,52705.3,2020-06-13
A0004675,C014251,Savings,4970.58,2019-07-01
A0004676,C042273,Credit,73298.45,2022-03-11
A0004677,C031453,Savings,16299.37,2021-02-09
A0004678,C018308,Credit,47062.22,2022-07-30
A0004679,C042156,Checking,42588.95,2022-08-07
A0004680,C031237,Checking,99829.61,2019-06-17
A0004681,C011811,Credit,98164.81,2019-03-12
A0004682,C007325,Investment,27757.78,2020-02-14
A0004683,C031362,Credit,39430.91,2022-12-22
A0004684,C027811,Investment,75433.59,2020-12-14
A0004685,C000449,Checking,78642.75,2021-01-07
A0004686,C026793,Investment,2372.86,2021-08-10
A0004687,C041158,Savings,48385.89,2020-12-16
A0004688,C042081,Savings,64398.43,2023-01-19
A0004689,C043824,Investment,83666.33,2022-11-04
A0004690,C001011,Checking,90706.08,2022-12-21
A0004691,C035202,Investment,85539.75,2020-12-24
A0004692,C048698,Investment,70116.78,2021-11-15
A0004693,C005326,Investment,31986.39,2021-06-09
A0004694,C042088,Credit,87653.64,2021-10-17
A0004695,C029185,Savings,22979.5,2022-11-16
A0004696,C043752,Investment,47693.65,2020-10-17
A0004697,C021389,Credit,79142.45,2022-06-05
A0004698,C023108,Credit,3997.71,2021-03-30
A0004699,C012220,Investment,92212.24,2019-01-20
A0004700,C041354,Checking,36222.75,2020-01-17
A0004701,C027211,Credit,26232.54,2019-09-21
A0004702,C008320,Savings,13873.45,2020-12-28
A0004703,C040867,Checking,6411.87,2022-12-09
A0004704,C030574,Savings,68659.69,2022-09-03
A0004705,C041004,Savings,30845.36,2020-10-14
A0004706,C038233,Savings,29280.63,2020-04-01
A0004707,C012886,Savings,74284.55,2022-10-17
A0004708,C004265,Savings,61620.03,2022-01-07
A0004709,C004576,Investment,83030.27,2021-02-26
A0004710,C011025,Credit,78618.07,2022-08-10
A0004711,C006206,Investment,73470.5,2020-12-24
A0004712,C004591,Savings,32102.45,2020-02-08
A0004713,C019063,Credit,54415.47,2022-07-15
A0004714,C027832,Checking,67452.59,2022-04-29
A0004715,C015428,Credit,93714.06,2022-06-26
A0004716,C039985,Savings,60701.05,2022-10-24
A0004717,C037860,Savings,19960.38,2019-05-07
A0004718,C018121,Investment,8796.6,2022-01-28
A0004719,C027239,Credit,62660.1,2021-06-27
A0004720,C024903,Investment,14084.29,2019-12-31
A0004721,C010459,Credit,32191.62,2022-07-20
A0004722,C044462,Checking,69206.72,2022-04-18
A0004723,C022076,Savings,20748.62,2019-01-03
A0004724,C045165,Checking,40380.23,2021-09-02
A0004725,C045280,Credit,56133.11,2021-04-27
A0004726,C026326,Savings,70059.9,2019-01-31
